successful_n,unsuccessful_n,successful_median,unsuccessful_median,mann_whitney_u_successful,p_value,rank_biserial_correlation,effect_size_magnitude,direction
8316,23393,2.0,2.0,120049864.5,1.3167007343986948e-242,0.23421627342672102,small,Successful higher
