sample,n,cross_successful,cross_unsuccessful,cross_success_rate,not_cross_successful,not_cross_unsuccessful,not_cross_success_rate,success_rate_difference,chi_square,degrees_of_freedom,p_value,cramers_v,odds_ratio_cross_vs_not
Primary,31709,3373,4531,0.42674595141700405,4943,18862,0.20764545263600084,0.2191004987810032,1472.2582423175606,1,0.0,0.21547690264338965,2.8406610017630696
