draft_name,document_found,recorded_group_name,recorded_group_acronym,recorded_group_type,is_recorded_wg,is_individual_submissions,filename_wg_candidates
draft--pale-email,1,Individual Submissions,none,individ,0,1,
draft--remi-despres--ipv6-rapid-deployment-,1,Individual Submissions,none,individ,0,1,ipv6
draft-3gpp-collaboration,1,Individual Submissions,none,individ,0,1,
draft-3k1n-6tisch-alice0,1,Individual Submissions,none,individ,0,1,6tisch
draft-451-imp-report,1,Individual Submissions,none,individ,0,1,
draft-451-new-protocol-elements,1,Individual Submissions,none,individ,0,1,
draft-6man-pmip6-ind,1,Individual Submissions,none,individ,0,1,6man
draft-6man-udpzero,1,Individual Submissions,none,individ,0,1,6man
draft-6tisch-enrollment-enhanced-beacon,1,Individual Submissions,none,individ,0,1,6tisch
draft-7996-bis,1,Individual Submissions,none,individ,0,1,
draft-a2a-moqt-transport,1,Individual Submissions,none,individ,0,1,
draft-aa-ldp-link-shut,1,Individual Submissions,none,individ,0,1,
draft-aa-mpls-ldp-link-shut,1,Individual Submissions,none,individ,0,1,mpls
draft-aanchal-time-implementation-guidance,1,Network Time Protocols,ntp,wg,1,0,
draft-aanchal4-ntp-mac,1,Network Time Protocols,ntp,wg,1,0,ntp
draft-aap-oauth-profile,1,Individual Submissions,none,individ,0,1,oauth
draft-aaron-acme-ari,1,Individual Submissions,none,individ,0,1,acme
draft-aaron-acme-profiles,1,Automated Certificate Management Environment,acme,wg,1,0,acme
draft-aartsetuijn-nipst,1,Individual Submissions,none,individ,0,1,
draft-aayadi-6lowpan-tcphc,1,Individual Submissions,none,individ,0,1,6lowpan
draft-aazam-cdni-inter-cloud-architecture,1,Individual Submissions,none,individ,0,1,cdni
draft-abad-i2nsf-sdn-ipsec-flow-protection,1,Interface to Network Security Functions,i2nsf,wg,1,0,i2nsf;ipsec
draft-abad-sdnrg-sdn-ipsec-flow-protection,1,Individual Submissions,none,individ,0,1,ipsec
draft-abade-xcast20-routing-engine-spec,1,Individual Submissions,none,individ,0,1,
draft-abarbanel-idr-bgp4-te,1,Individual Submissions,none,individ,0,1,idr
draft-abaris-aicdh,1,Individual Submissions,none,individ,0,1,
draft-abaris-json-dcm,1,Individual Submissions,none,individ,0,1,json
draft-abarth-cake,1,Individual Submissions,none,individ,0,1,
draft-abarth-cookie,1,Individual Submissions,none,individ,0,1,
draft-abarth-mime-sniff,1,Individual Submissions,none,individ,0,1,
draft-abarth-origin,1,Individual Submissions,none,individ,0,1,
draft-abarth-principles-of-origin,1,Individual Submissions,none,individ,0,1,
draft-abarth-thewebsocketprotocol,1,Individual Submissions,none,individ,0,1,
draft-abarth-url,1,Individual Submissions,none,individ,0,1,
draft-abarth-websocket-handshake,1,Individual Submissions,none,individ,0,1,
draft-abbey-scim-agent-extension,1,Individual Submissions,none,individ,0,1,scim
draft-abbott-mcp-ax,1,Individual Submissions,none,individ,0,1,
draft-abd-mpls-ldp-identifier-name,1,Individual Submissions,none,individ,0,1,mpls
draft-abdelsalam-rtgwg-ipfrr-bgp-only-network,1,Individual Submissions,none,individ,0,1,bgp;rtgwg
draft-abdo-hostid-tcpopt-implementation,1,Individual Submissions,none,individ,0,1,
draft-abeille-netlmm-proxymip6ro,1,Individual Submissions,none,individ,0,1,netlmm
draft-abel-nfc-urn,1,Applications Area,app,area,0,0,urn
draft-abel-vbas,1,Individual Submissions,none,individ,0,1,
draft-abela-ulm,1,Individual Submissions,none,individ,0,1,
draft-abela-utf9,1,Individual Submissions,none,individ,0,1,
draft-abfb-mpls-tp-control-plane-framework,1,Individual Submissions,none,individ,0,1,mpls
draft-abhattacharya-bess-l2vpn-ipv6-remotepe,1,Individual Submissions,none,individ,0,1,bess;ipv6;l2vpn
draft-abhattacharya-l2vpn-signaling-ipv6-remotepe,1,Individual Submissions,none,individ,0,1,ipv6;l2vpn
draft-abhi-covert,1,Individual Submissions,none,individ,0,1,
draft-abhi-eap-radius,1,Individual Submissions,none,individ,0,1,eap;radius
draft-abhishek-coin-xr-edge-cloud,1,Individual Submissions,none,individ,0,1,
draft-abhishek-mmusic-overlay-grouping,1,Individual Submissions,none,individ,0,1,mmusic
draft-abhishek-mmusic-superimposition-grouping,1,Individual Submissions,none,individ,0,1,mmusic
draft-abhishek-refer-to-event-parameter,1,Individual Submissions,none,individ,0,1,
draft-abid-eap-osfr,1,Individual Submissions,none,individ,0,1,eap
draft-abiggs-saag-key-management-service,1,Individual Submissions,none,individ,0,1,
draft-abiggs-saag-primitives-for-conf-group-comms,1,Individual Submissions,none,individ,0,1,
draft-abilash-quic-network,1,Individual Submissions,none,individ,0,1,quic
draft-abinabraham-vrrp-unicast,1,Individual Submissions,none,individ,0,1,vrrp
draft-abiri-cpfp,1,Individual Submissions,none,individ,0,1,
draft-aboba-802-context,1,Individual Submissions,none,individ,0,1,
draft-aboba-acct,1,"Authentication, Authorization and Accounting",aaa,wg,1,0,acct
draft-aboba-avtcore-hevc-webrtc,1,Audio/Video Transport Core Maintenance,avtcore,wg,1,0,avtcore
draft-aboba-avtcore-quic-multiplexing,1,Individual Submissions,none,individ,0,1,avtcore;quic
draft-aboba-avtcore-rfc7983bis,1,Audio/Video Transport Core Maintenance,avtcore,wg,1,0,avtcore
draft-aboba-avtcore-sfu-rtp,1,Individual Submissions,none,individ,0,1,avtcore
draft-aboba-context-802,1,Individual Submissions,none,individ,0,1,
draft-aboba-dhc-domsearch,1,Individual Submissions,none,individ,0,1,dhc
draft-aboba-dhc-mdns-conf,1,Individual Submissions,none,individ,0,1,dhc
draft-aboba-dhc-mini,1,Individual Submissions,none,individ,0,1,dhc
draft-aboba-dhc-nad-ipv4,1,Individual Submissions,none,individ,0,1,dhc
draft-aboba-dnsext-mdns,1,Individual Submissions,none,individ,0,1,dnsext
draft-aboba-dynradius,1,Individual Submissions,none,individ,0,1,
draft-aboba-ieee802-rel,1,Individual Submissions,none,individ,0,1,
draft-aboba-ip-config,1,Individual Submissions,none,individ,0,1,
draft-aboba-ips-iscsi-security,1,Individual Submissions,none,individ,0,1,ips
draft-aboba-ipsra-req,1,Individual Submissions,none,individ,0,1,ipsra
draft-aboba-nat-ipsec,1,Individual Submissions,none,individ,0,1,ipsec;nat
draft-aboba-ppp,1,Individual Submissions,none,individ,0,1,ppp
draft-aboba-pppext-eap-iana,1,Individual Submissions,none,individ,0,1,eap;pppext
draft-aboba-pppext-eap-vendor,1,Individual Submissions,none,individ,0,1,eap;pppext
draft-aboba-pppext-eapgss,1,Individual Submissions,none,individ,0,1,pppext
draft-aboba-pppext-key-problem,1,Individual Submissions,none,individ,0,1,pppext;problem
draft-aboba-radext-fixes,1,Individual Submissions,none,individ,0,1,radext
draft-aboba-radext-wlan,1,Individual Submissions,none,individ,0,1,radext
draft-aboba-radius,1,Individual Submissions,none,individ,0,1,radius
draft-aboba-radius-iana,1,Operations and Management Area,ops,area,0,0,radius
draft-aboba-radius-ipv6,1,Individual Submissions,none,individ,0,1,ipv6;radius
draft-aboba-radius-rfc2869bis,1,Operations and Management Area,ops,area,0,0,radius
draft-aboba-roamops-adif,1,Individual Submissions,none,individ,0,1,roamops
draft-aboba-rpsl,1,Individual Submissions,none,individ,0,1,
draft-aboba-rtcweb-ecrit,1,Individual Submissions,none,individ,0,1,ecrit;rtcweb
draft-aboba-rtp-http,1,Individual Submissions,none,individ,0,1,http
draft-aboba-rtpscale,1,Audio/Video Transport,avt,wg,1,0,
draft-aboba-sg-experiment,1,General Area,gen,area,0,0,
draft-aboba-unweb,1,Individual Submissions,none,individ,0,1,
draft-aboba-zeroconf-multi,1,Individual Submissions,none,individ,0,1,zeroconf
draft-abondo-hmprsvp,1,Individual Submissions,none,individ,0,1,
draft-abouabdalla-multisip,1,Individual Submissions,none,individ,0,1,
draft-aboulmagd-ccamp-crldp,1,Individual Submissions,none,individ,0,1,ccamp
draft-aboulmagd-ccamp-crldp-ason-ext,1,General Area,gen,area,0,0,ccamp
draft-aboulmagd-ccamp-transport-lmp,1,Individual Submissions,none,individ,0,1,ccamp
draft-aboulmagd-ipo-ason,1,Individual Submissions,none,individ,0,1,ipo
draft-aboulmagd-mpls-ldp-optical-uni,1,Individual Submissions,none,individ,0,1,mpls
draft-aboulmagd-srvc-def-crldp,1,Individual Submissions,none,individ,0,1,
draft-aboulmagd-trtcm-inprofile,1,Transport Area,tsv,area,0,0,
draft-abr-twitter-reply,1,Individual Submissions,none,individ,0,1,
draft-abraitis-bgp-rfd-state-ec,1,Individual Submissions,none,individ,0,1,bgp
draft-abraitis-bgp-version-capability,1,Individual Submissions,none,individ,0,1,bgp
draft-abraitis-extcommunity-paths,1,Individual Submissions,none,individ,0,1,
draft-abraitis-idr-addpath-paths-limit,1,Individual Submissions,none,individ,0,1,idr
draft-abraitis-idr-maximum-paths-subcode,1,Individual Submissions,none,individ,0,1,idr
draft-abraitis-idr-maximum-prefix-orf,1,Individual Submissions,none,individ,0,1,idr
draft-absw-mpls-lsp-ping-mpls-tp-oam-conf,1,Individual Submissions,none,individ,0,1,mpls
draft-accilent-at-sign,1,Individual Submissions,none,individ,0,1,
draft-acee-idr-lldp-peer-discovery,1,Inter-Domain Routing,idr,wg,1,0,idr
draft-acee-lsr-isis-yang-augmentation-v1,1,Link State Routing,lsr,wg,1,0,isis;lsr
draft-acee-lsr-ospf-admin-tags,1,Link State Routing,lsr,wg,1,0,lsr;ospf
draft-acee-lsr-ospf-transport-instance,1,Link State Routing,lsr,wg,1,0,lsr;ospf
draft-acee-lsr-ospf-yang-augmentation-v1,1,Link State Routing,lsr,wg,1,0,lsr;ospf
draft-acee-lsr-ospfv3-extended-lsa-yang,1,Link State Routing,lsr,wg,1,0,lsr
draft-acee-lsr-ospfv3-sr-yang,1,Individual Submissions,none,individ,0,1,lsr
draft-acee-mip4-bulk-revocation,1,Individual Submissions,none,individ,0,1,mip4
draft-acee-netmod-rfc8022bis,1,Individual Submissions,none,individ,0,1,netmod
draft-acee-ospf-admin-tags,1,Individual Submissions,none,individ,0,1,ospf
draft-acee-ospf-bgp-rr,1,Individual Submissions,none,individ,0,1,bgp;ospf
draft-acee-ospf-geo-location,1,Individual Submissions,none,individ,0,1,ospf
draft-acee-ospf-multi-instance,1,Individual Submissions,none,individ,0,1,ospf
draft-acee-ospf-ospfv3-autoconfig,1,Individual Submissions,none,individ,0,1,ospf
draft-acee-ospf-prefix-link-attr-impl,1,Individual Submissions,none,individ,0,1,ospf
draft-acee-ospf-rfc4970bis,1,Individual Submissions,none,individ,0,1,ospf
draft-acee-ospf-rfc6506bis,1,Individual Submissions,none,individ,0,1,ospf
draft-acee-ospf-transport-instance,1,Individual Submissions,none,individ,0,1,ospf
draft-acee-ospfv3-lsa-extend,1,Individual Submissions,none,individ,0,1,
draft-acee-rtg-yang-key-chain,1,Individual Submissions,none,individ,0,1,
draft-acee-rtgwg-vrrp-rfc8347bis,1,Individual Submissions,none,individ,0,1,rtgwg;vrrp
draft-acee-rtgwg-yang-rib-extend,1,Routing Area Working Group,rtgwg,wg,1,0,rtgwg
draft-acg-mboned-deprecate-interdomain-asm,1,Individual Submissions,none,individ,0,1,mboned
draft-acg-mboned-multicast-models,1,Individual Submissions,none,individ,0,1,mboned
draft-achanta-dhc-ap-options,1,Individual Submissions,none,individ,0,1,dhc
draft-acharya-ipsecme-esp-ecmp,1,Individual Submissions,none,individ,0,1,ipsecme
draft-acharya-ipsofacto-mpls-mcast,1,Individual Submissions,none,individ,0,1,mpls
draft-acharya-ipsw-fast-cell,1,Individual Submissions,none,individ,0,1,
draft-achi-rpki-signed-object,1,Individual Submissions,none,individ,0,1,
draft-ackerman-temporal-integrity-metadata,1,Individual Submissions,none,individ,0,1,
draft-ackermann-ntp-pdm-ntp-usage,1,Individual Submissions,none,individ,0,1,ntp
draft-ackermann-tictoc-pdm-ntp-usage,1,Individual Submissions,none,individ,0,1,ntp;tictoc
draft-acme-ari,1,Individual Submissions,none,individ,0,1,acme
draft-acme-device-attest,1,Automated Certificate Management Environment,acme,wg,1,0,acme
draft-activity-identifiers,1,Individual Submissions,none,individ,0,1,
draft-actn-requirement,1,Individual Submissions,none,individ,0,1,
draft-adam-gsmp-min-resource,1,Individual Submissions,none,individ,0,1,gsmp
draft-adam-gsmp-qgsmp,1,Individual Submissions,none,individ,0,1,gsmp
draft-adam-gsmp-service,1,Individual Submissions,none,individ,0,1,gsmp
draft-adam-gsmp-sr,1,Individual Submissions,none,individ,0,1,gsmp
draft-adams-arc-experiment-conclusion,1,Individual Submissions,none,individ,0,1,
draft-adams-bimi-reporting,1,Individual Submissions,none,individ,0,1,
draft-adams-cast-256,1,Individual Submissions,none,individ,0,1,
draft-adams-cmpaltcert,1,Security Area,sec,area,0,0,
draft-adams-dcs,1,Individual Submissions,none,individ,0,1,
draft-adams-notary,1,Individual Submissions,none,individ,0,1,notary
draft-adams-qos-broadband,1,Individual Submissions,none,individ,0,1,
draft-adams-time-stamp,1,Individual Submissions,none,individ,0,1,
draft-adams-tsvwg-flow-signaling-identification,1,Individual Submissions,none,individ,0,1,tsvwg
draft-adams-tsvwg-flow-signalling-codepoint,1,Individual Submissions,none,individ,0,1,tsvwg
draft-adamson-elasticmcast,1,Individual Submissions,none,individ,0,1,
draft-adamson-ipng-radio-req,1,Individual Submissions,none,individ,0,1,
draft-adamson-nfsv4-multi-domain-access,1,Individual Submissions,none,individ,0,1,nfsv4
draft-adamson-nfsv4-multi-domain-federated-fs-reqs,1,Individual Submissions,none,individ,0,1,nfsv4
draft-adamson-nfsv4-spkm3,1,Individual Submissions,none,individ,0,1,nfsv4
draft-adamson-rfc2847-bis,1,General Area,gen,area,0,0,
draft-adamson-roca-rmtsec-issues,1,Individual Submissions,none,individ,0,1,
draft-adan-idr-tidr,1,Individual Submissions,none,individ,0,1,idr
draft-add-ackfreq-to-tcp,1,Individual Submissions,none,individ,0,1,add
draft-add-location-to-ipv6-header,1,Individual Submissions,none,individ,0,1,add;ipv6
draft-addogra-rtgwg-vrrp-rfc5798bis,1,Individual Submissions,none,individ,0,1,rtgwg;vrrp
draft-adel-vpn-service-management-model,1,Individual Submissions,none,individ,0,1,
draft-adell-client-roaming,1,Individual Submissions,none,individ,0,1,
draft-adid-urn,1,Applications and Real-Time Area,art,area,0,0,urn
draft-adie-shave,1,Individual Submissions,none,individ,0,1,
draft-adie-spci,1,Individual Submissions,none,individ,0,1,
draft-adjih-dragoncast,1,Individual Submissions,none,individ,0,1,
draft-adjih-manet-autoconf-detect,1,Individual Submissions,none,individ,0,1,autoconf;manet
draft-adkp-grow-ixpcommunities,1,Individual Submissions,none,individ,0,1,grow
draft-adligo-hybi-asbp,1,Individual Submissions,none,individ,0,1,hybi
draft-admnr-lsr-igp-measurement-group,1,Individual Submissions,none,individ,0,1,lsr
draft-adolf-dvb-urn,1,Applications Area,app,area,0,0,urn
draft-adolf-dvb-urn-upd,1,Applications Area,app,area,0,0,urn
draft-adpkja-dnsop-special-names-problem,1,Individual Submissions,none,individ,0,1,dnsop;problem
draft-adrangi-eap-network-discovery,1,Internet Area,int,area,0,0,eap
draft-adrangi-eap-network-discovery-and-selection,1,Individual Submissions,none,individ,0,1,eap
draft-adrangi-mipv4-midbox-traversal,1,Individual Submissions,none,individ,0,1,
draft-adrangi-mobileip-nat-vpn-problem-stat-req,1,Individual Submissions,none,individ,0,1,mobileip;nat;problem
draft-adrangi-mobileip-vpn-traversal,1,Individual Submissions,none,individ,0,1,mobileip
draft-adrangi-radius-attributes-extension,1,Individual Submissions,none,individ,0,1,radius
draft-adrangi-radius-bandwidth-capability,1,Individual Submissions,none,individ,0,1,radius
draft-adrangi-radius-chargeable-user-identity,1,Individual Submissions,none,individ,0,1,radius
draft-adrangi-radius-extension-for-pwlan,1,Individual Submissions,none,individ,0,1,radius
draft-adrangi-radius-issues-in-pwlan-roaming,1,Individual Submissions,none,individ,0,1,radius
draft-adrangi-radius-location-information-attribut,1,Individual Submissions,none,individ,0,1,radius
draft-adrangi-radiusext-location-information,1,Individual Submissions,none,individ,0,1,
draft-adubey-bfd-service-redundancy,1,Individual Submissions,none,individ,0,1,bfd
draft-adwankar-netconf-datamodel,1,Individual Submissions,none,individ,0,1,netconf
draft-adwankar-netconf-reporting,1,Individual Submissions,none,individ,0,1,netconf
draft-adwankar-netconf-symple,1,Individual Submissions,none,individ,0,1,netconf
draft-aeble-ooo-replies,1,Individual Submissions,none,individ,0,1,
draft-aelhassany-anydata-validation,1,Individual Submissions,none,individ,0,1,
draft-aevum-agentcard,1,Individual Submissions,none,individ,0,1,
draft-aevum-causal-intervention-record,1,Individual Submissions,none,individ,0,1,
draft-aevum-itt-l,1,Individual Submissions,none,individ,0,1,
draft-aevum-wlp,1,Individual Submissions,none,individ,0,1,
draft-afifi-igprs,1,Individual Submissions,none,individ,0,1,
draft-afifi-sixtel,1,Individual Submissions,none,individ,0,1,
draft-afrind-moq-test,1,Individual Submissions,none,individ,0,1,moq
draft-afrvrd-dnsop-stateful-hbs-for-dnssec,1,Individual Submissions,none,individ,0,1,dnsop;dnssec
draft-aft-ai-traffic,1,Individual Submissions,none,individ,0,1,aft
draft-aft-detnet-bound-delay-queue,1,Individual Submissions,none,individ,0,1,aft;detnet
draft-agache-tcpm-sndbufadv,1,Individual Submissions,none,individ,0,1,tcpm
draft-agapi-ini-gwloc,1,Individual Submissions,none,individ,0,1,
draft-agarwal-bgp-proxy-community,1,Individual Submissions,none,individ,0,1,bgp
draft-agarwal-intarea-mams-protocol-json,1,Individual Submissions,none,individ,0,1,intarea;json
draft-agarwal-mpls-ttl,1,Individual Submissions,none,individ,0,1,mpls
draft-age-masque-connect-ip,1,Multiplexed Application Substrate over QUIC Encryption,masque,wg,1,0,masque
draft-ageneau-ccwg-ndtc,1,Individual Submissions,none,individ,0,1,ccwg
draft-agent-gw,1,Individual Submissions,none,individ,0,1,
draft-agentic-ai-usecases-requirements,1,Individual Submissions,none,individ,0,1,
draft-agentir-aepp,1,Individual Submissions,none,individ,0,1,
draft-aggarwal-dnssd-optimize-query,1,Individual Submissions,none,individ,0,1,dnssd
draft-aggarwal-nfsv4-cksum,1,General Area,gen,area,0,0,nfsv4
draft-aggarwal-pip-reqts,1,Individual Submissions,none,individ,0,1,pip
draft-aggarwal-services,1,Individual Submissions,none,individ,0,1,
draft-aghule-intarea-oam,1,Individual Submissions,none,individ,0,1,intarea
draft-agl-cfrgcurve,1,Crypto Forum,cfrg,rg,0,0,
draft-agl-ckdf,1,Individual Submissions,none,individ,0,1,
draft-agl-dane-serializechain,1,Individual Submissions,none,individ,0,1,dane
draft-agl-tcpm-sadata,1,Individual Submissions,none,individ,0,1,tcpm
draft-agl-tls-chacha20poly1305,1,Individual Submissions,none,individ,0,1,tls
draft-agl-tls-encryptedclientcerts,1,Individual Submissions,none,individ,0,1,tls
draft-agl-tls-nextproto,1,Individual Submissions,none,individ,0,1,tls
draft-agl-tls-nextprotoneg,1,Individual Submissions,none,individ,0,1,tls
draft-agl-tls-padding,1,Security Area,sec,area,0,0,tls
draft-agl-tls-snapstart,1,Individual Submissions,none,individ,0,1,tls
draft-ago-spirits-icw,1,Individual Submissions,none,individ,0,1,spirits
draft-agrawal-bess-bgp-srv6-mpls-interworking,1,Individual Submissions,none,individ,0,1,bess;bgp;mpls
draft-agrawal-roy-palawat-sip-h323-interworking,1,Individual Submissions,none,individ,0,1,sip
draft-agrawal-sip-h323-interworking,1,Individual Submissions,none,individ,0,1,sip
draft-agrawal-sip-h323-interworking-reqs,1,Transport Area,tsv,area,0,0,sip
draft-agrawal-spring-srv6-mpls-interworking,1,Source Packet Routing in Networking,spring,wg,1,0,mpls;spring
draft-agraz-ccamp-wson-impairment-ospf,1,Individual Submissions,none,individ,0,1,ccamp;ospf
draft-agraz-ccamp-wson-impairment-rsvp,1,Individual Submissions,none,individ,0,1,ccamp;rsvp
draft-agrewal-idr-accept-own-nexthop,1,Individual Submissions,none,individ,0,1,idr
draft-agt-rtgwg-dragonfly-routing,1,Individual Submissions,none,individ,0,1,rtgwg
draft-aguado-opsawg-l3sm-l3nm,1,Operations and Management Area Working Group,opsawg,wg,1,0,l3sm;opsawg
draft-aguilar-lpwan-schc-convergence,1,Individual Submissions,none,individ,0,1,lpwan;schc
draft-aguilar-lpwan-schc-streaming,1,Individual Submissions,none,individ,0,1,lpwan;schc
draft-aguilar-schc-convergence,1,Individual Submissions,none,individ,0,1,schc
draft-aguilar-schc-streaming,1,Individual Submissions,none,individ,0,1,schc
draft-agupta-payload-rtp-evrc-nw2k,1,Individual Submissions,none,individ,0,1,payload
draft-agurmukhani-test-spec-sua,1,Individual Submissions,none,individ,0,1,
draft-agv-netmod-yang-annotation-ds-and-derived,1,Individual Submissions,none,individ,0,1,netmod
draft-agv-netmod-yang-compiler-metadata,1,Individual Submissions,none,individ,0,1,netmod
draft-agv-rtgwg-mrt-oam-requirements-and-usecases,1,Individual Submissions,none,individ,0,1,rtgwg
draft-agv-rtgwg-spring-segment-routing-mrt,1,Individual Submissions,none,individ,0,1,rtgwg;spring
draft-agv-sfc-packet-delay-measurement,1,Individual Submissions,none,individ,0,1,sfc
draft-agv-sfc-packet-loss-measurement,1,Individual Submissions,none,individ,0,1,sfc
draft-agv-sfc-performance-measurement-architecture,1,Individual Submissions,none,individ,0,1,sfc
draft-ah-dnsext-rfc1995bis-ixfr,1,Individual Submissions,none,individ,0,1,dnsext
draft-ah-rfc2141bis-urn,1,Individual Submissions,none,individ,0,1,urn
draft-ahc-green-smartpdu-yang,1,Individual Submissions,none,individ,0,1,green
draft-ahearn-seal,1,Individual Submissions,none,individ,0,1,
draft-ahl-ipv6-nbma,1,Individual Submissions,none,individ,0,1,ipv6
draft-ahlard-boomerang-framework,1,Individual Submissions,none,individ,0,1,
draft-ahlberg-ccamp-microwave-radio-link,1,Individual Submissions,none,individ,0,1,ccamp
draft-ahlgren-icnrg-netinf-cache-control,1,Individual Submissions,none,individ,0,1,
draft-ahlgren-icnrg-netinf-live-video,1,Individual Submissions,none,individ,0,1,
draft-ahmad-mter-problem-statement,1,Individual Submissions,none,individ,0,1,problem
draft-ahmadi-avt-rtp-vmr-wb,1,Individual Submissions,none,individ,0,1,avt
draft-ahmadi-avt-rtp-vmr-wb-extension,1,General Area,gen,area,0,0,avt
draft-ahmed-csmimib-mib,1,Individual Submissions,none,individ,0,1,
draft-ahmed-dmif-sip,1,Individual Submissions,none,individ,0,1,sip
draft-ahmed-dns-policy-redirect,1,Individual Submissions,none,individ,0,1,dns;policy
draft-ahmed-lssctp,1,Individual Submissions,none,individ,0,1,
draft-ahmed-tsvwg-sctpdsum,1,Individual Submissions,none,individ,0,1,tsvwg
draft-ahn-autoconf-addresspool,1,Individual Submissions,none,individ,0,1,autoconf
draft-ahn-i2nsf-communications-security-use-case,1,Individual Submissions,none,individ,0,1,i2nsf
draft-ahn-its-geo-architecture,1,Individual Submissions,none,individ,0,1,
draft-ahn-its-geo-problem,1,Individual Submissions,none,individ,0,1,problem
draft-ahn-its-geocast-hbh-option,1,Individual Submissions,none,individ,0,1,
draft-ahn-its-geounicast-hbh-option,1,Individual Submissions,none,individ,0,1,
draft-ahn-manet-aodv-stableroute,1,Individual Submissions,none,individ,0,1,manet
draft-ahn-manet-centralized-dns,1,Individual Submissions,none,individ,0,1,dns;manet
draft-ahn-manet-clustering-aodv,1,Individual Submissions,none,individ,0,1,manet
draft-ahn-manet-clustering-architecture,1,Individual Submissions,none,individ,0,1,manet
draft-ahn-manet-dsr-crri,1,Individual Submissions,none,individ,0,1,manet
draft-ahn-manet-dsr-vanet,1,Individual Submissions,none,individ,0,1,manet
draft-ahn-manet-multigateway,1,Individual Submissions,none,individ,0,1,manet
draft-ahn-manet-multipath-aodv,1,Individual Submissions,none,individ,0,1,manet
draft-ahn-manet-multipath-architecture,1,Individual Submissions,none,individ,0,1,manet
draft-ahn-manet-multipath-dsr,1,Individual Submissions,none,individ,0,1,manet
draft-ahn-manet-multipath-requirement,1,Individual Submissions,none,individ,0,1,manet
draft-ahn-manet-networkcoding-dsr,1,Individual Submissions,none,individ,0,1,manet
draft-ahn-manet-networkcoding-requirement,1,Individual Submissions,none,individ,0,1,manet
draft-ahn-manet-reliablerouting,1,Individual Submissions,none,individ,0,1,manet
draft-ahn-nmrg-5g-security-i2nsf-framework,1,Individual Submissions,none,individ,0,1,i2nsf
draft-ahn-opsawg-5g-security-i2nsf-framework,1,Individual Submissions,none,individ,0,1,i2nsf;opsawg
draft-ahn-opsawg-i2icf-cits,1,Individual Submissions,none,individ,0,1,opsawg
draft-ahn-swan-manet,1,Individual Submissions,none,individ,0,1,manet
draft-ahrenholz-hiprg-dht,1,Individual Submissions,none,individ,0,1,
draft-ahrens-httpbis-digest-auth-update,1,Individual Submissions,none,individ,0,1,httpbis
draft-ahrweiler-hotreload,1,Individual Submissions,none,individ,0,1,
draft-ahuang-ioam-on-path-delay,1,Individual Submissions,none,individ,0,1,
draft-ahuang-ippm-dex-timestamp-ext,1,Individual Submissions,none,individ,0,1,ippm
draft-ahuang-netconf-notif-yang,1,Individual Submissions,none,individ,0,1,netconf
draft-ahuang-netconf-udp-client-server,1,Individual Submissions,none,individ,0,1,netconf
draft-ai-traffic,1,Individual Submissions,none,individ,0,1,
draft-aiello-dhc-appliance-class,1,Individual Submissions,none,individ,0,1,dhc
draft-aiendpoint-ai-discovery,1,Individual Submissions,none,individ,0,1,
draft-aiken-middleware-reqndef,1,Individual Submissions,none,individ,0,1,
draft-ailex-vap-legal-ai-provenance,1,Individual Submissions,none,individ,0,1,
draft-ainp-protocol,1,Individual Submissions,none,individ,0,1,
draft-aip-agent-identity-protocol,1,Individual Submissions,none,individ,0,1,
draft-aissaoui-extended-pid,1,Individual Submissions,none,individ,0,1,
draft-aissaoui-l2vpn-vpws-iw-oam,1,Individual Submissions,none,individ,0,1,l2vpn
draft-aitken-ipfix-equivalent-ies,1,Individual Submissions,none,individ,0,1,ipfix
draft-aitken-ipfix-new-infos,1,Individual Submissions,none,individ,0,1,ipfix
draft-aitken-ipfix-pre-defined-templates,1,Individual Submissions,none,individ,0,1,ipfix
draft-aitken-ipfix-unobserved-fields,1,Individual Submissions,none,individ,0,1,ipfix
draft-ajitomi-cose-cose-key-jwk-hpke-kem,1,Individual Submissions,none,individ,0,1,cose;hpke
draft-ajunior-energy-awareness,1,Individual Submissions,none,individ,0,1,
draft-ajunior-roll-energy-awareness,1,Individual Submissions,none,individ,0,1,roll
draft-akagiri-dmarc-virtual-verification,1,Individual Submissions,none,individ,0,1,dmarc
draft-akagiri-mail-divide,1,Individual Submissions,none,individ,0,1,
draft-akagiri-op25b-dynamicip,1,Individual Submissions,none,individ,0,1,
draft-akers-atwal-btooth,1,Individual Submissions,none,individ,0,1,
draft-akhavain-moussa-ai-network,1,Individual Submissions,none,individ,0,1,
draft-akhavain-moussa-dawn-problem-statement,1,Individual Submissions,none,individ,0,1,problem
draft-akhtar-sipping-3g-static-dictionary,1,Individual Submissions,none,individ,0,1,sipping
draft-akhtar-sipping-header-reduction,1,Individual Submissions,none,individ,0,1,sipping
draft-akhter-bmwg-mpls-meth,1,Individual Submissions,none,individ,0,1,bmwg;mpls
draft-akhter-ipfix-perfmon,1,Individual Submissions,none,individ,0,1,ipfix
draft-akhter-ippm-registry-passive,1,Individual Submissions,none,individ,0,1,ippm
draft-akhter-lmap-framework,1,Individual Submissions,none,individ,0,1,lmap
draft-akhter-opsawg-perfmon-ipfix,1,Individual Submissions,none,individ,0,1,ipfix;opsawg
draft-akhter-opsawg-perfmon-method,1,Individual Submissions,none,individ,0,1,opsawg
draft-akhunger-ad-insert-multicast,1,Individual Submissions,none,individ,0,1,
draft-akhunger-tod-multicast,1,Individual Submissions,none,individ,0,1,
