lineage_id,publication_outcome,lineage_revision_count,lineage_activity_duration_years,lineage_length,wg_assignment,wg_count,author_count,organisation_count,cross_organisation,affiliation_mapped_records,affiliation_unresolved_records
draft-chen-rr-oscillation-reduce,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-chen-rtg-key-table-yang,Unsuccessful,1,0.0,1,No recorded WG,0,1,1,False,1,0
draft-chen-rtgwg-cco-framework-and-definition,Ongoing,3,0.5503080082135524,1,No recorded WG,0,4,2,True,3,1
draft-chen-rtgwg-key-table-yang,Unsuccessful,3,0.3394934976043806,1,No recorded WG,0,1,1,False,1,0
draft-chen-rtgwg-qos-yang,Unsuccessful,5,1.3661875427789185,1,No recorded WG,0,1,0,False,0,1
draft-chen-rtgwg-resource-management-yang,Unsuccessful,2,0.15879534565366188,1,No recorded WG,0,2,1,False,2,0
draft-chen-rtgwg-srv6-midpoint-protection,Ongoing,15,4.898015058179329,1,No recorded WG,0,6,5,True,6,0
draft-chen-rtp-bv,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-chen-savnet-lsr-intra,Ongoing,3,0.2874743326488706,1,No recorded WG,0,6,4,True,4,2
draft-chen-secure-path-architecture,Ongoing,2,0.36413415468856947,1,No recorded WG,0,2,1,False,2,0
draft-chen-secure-routing-requirements,Ongoing,3,1.1334702258726899,1,No recorded WG,0,2,1,False,2,0
draft-chen-secure-routing-use-cases,Ongoing,4,0.6981519507186859,1,No recorded WG,0,3,1,False,3,0
draft-chen-sfc-traffic-offloading,Unsuccessful,1,0.0,1,No recorded WG,0,2,0,False,0,2
draft-chen-shorter-srv6-yang,Ongoing,1,0.0,1,No recorded WG,0,1,0,False,0,1
draft-chen-sidrops-sispi,Ongoing,6,2.0616016427104724,1,No recorded WG,0,4,1,False,1,3
draft-chen-sigtran-m2pa-revision,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-chen-sigtran-m3ua-ext,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-chen-sigtran-m3ua-extension,Unknown,0,,1,No recorded WG,0,5,1,False,4,1
draft-chen-sm2-sm3-algorithms,Ongoing,5,1.9383983572895278,1,No recorded WG,0,7,0,False,0,7
draft-chen-softwire-4rd-u-comment,Unsuccessful,1,0.0,1,No recorded WG,0,1,0,False,0,1
draft-chen-softwire-4v6-add-format,Unsuccessful,1,0.0,1,No recorded WG,0,2,1,False,2,0
draft-chen-softwire-4v6-motivation,Unsuccessful,1,0.0,1,No recorded WG,0,2,1,False,2,0
draft-chen-softwire-4v6-pd,Unsuccessful,1,0.0,1,No recorded WG,0,3,1,False,3,0
draft-chen-softwire-ce-non-pd,Unsuccessful,1,0.0,1,No recorded WG,0,1,1,False,1,0
draft-chen-softwire-gw-init-4over6,Unsuccessful,3,0.5201916495550992,1,No recorded WG,0,4,2,True,4,0
draft-chen-softwire-lw4over6-interop-report,Unsuccessful,1,0.0,1,No recorded WG,0,5,2,True,5,0
draft-chen-spring-anycast-sid-frr,Unsuccessful,3,1.483915126625599,1,No recorded WG,0,3,1,False,3,0
draft-chen-spring-satellite-csid,Ongoing,1,0.0,1,No recorded WG,0,4,0,False,0,4
draft-chen-spring-segemt-routing-anycast-frr,Unsuccessful,1,0.0,1,No recorded WG,0,2,1,False,2,0
draft-chen-spring-segment-list-id,Unsuccessful,2,0.5557837097878165,1,No recorded WG,0,2,1,False,2,0
draft-chen-spring-shorter-srv6-yang,Ongoing,2,0.5229295003422314,1,No recorded WG,0,1,0,False,0,1
draft-chen-spring-sr-bind-protect-arch,Ongoing,2,0.27652292950034224,1,No recorded WG,0,5,5,True,5,0
draft-chen-spring-sr-policy-cp-validity,Ongoing,8,2.5763175906913074,1,Recorded WG,1,5,3,True,5,0
draft-chen-spring-sr-policy-for-ubfd,Ongoing,7,2.236824093086927,1,No recorded WG,0,5,2,True,5,0
draft-chen-spring-srmpls-frr-ex,Ongoing,5,1.0458590006844628,1,No recorded WG,0,5,5,True,5,0
draft-chen-spring-srv6-compressed-bsid-insertion,Ongoing,3,1.2758384668035592,1,No recorded WG,0,2,1,False,2,0
draft-chen-spring-srv6-srh-security,Ongoing,4,1.6427104722792607,1,No recorded WG,0,5,2,True,5,0
draft-chen-sunset4-cgn-port-allocation,Unsuccessful,6,1.6125941136208077,1,No recorded WG,0,5,3,True,4,1
draft-chen-sunset4-nat64-port-allocation,Unsuccessful,1,0.0,1,No recorded WG,0,5,3,True,4,1
draft-chen-sunset4-traffic-migration,Unsuccessful,1,0.0,1,No recorded WG,0,1,1,False,1,0
draft-chen-supa-eca-data-model,Unsuccessful,6,0.3066392881587953,1,No recorded WG,0,4,0,False,0,4
draft-chen-svdc,Unsuccessful,1,0.0,1,No recorded WG,0,3,1,False,2,1
draft-chen-syslog-syscinfo-credibility,Ongoing,1,0.0,1,No recorded WG,0,3,1,False,3,0
draft-chen-teas-frmwk-tts,Unsuccessful,2,0.42984257357973993,1,No recorded WG,0,4,1,False,1,3
draft-chen-teas-rfc5316bis,Unsuccessful,1,0.0,1,No recorded WG,0,3,2,True,3,0
draft-chen-teas-rsvp-tts,Unsuccessful,3,2.0479123887748116,1,No recorded WG,0,4,3,True,3,1
draft-chen-teas-rsvp-ttz,Unsuccessful,3,2.2340862422997945,1,No recorded WG,0,9,0,False,0,9
draft-chen-tls-composite-fndsa,Ongoing,1,0.0,1,No recorded WG,0,2,2,True,2,0
draft-chen-top-level-interface-protocol,Ongoing,4,1.4373716632443532,1,No recorded WG,0,4,0,False,0,4
draft-chen-trill-isis-purge,Unsuccessful,2,0.405201916495551,1,No recorded WG,0,1,1,False,1,0
draft-chen-trill-te-applicability,Unsuccessful,1,0.0,1,No recorded WG,0,2,1,False,2,0
draft-chen-trusted-resolution,Ongoing,5,1.9383983572895278,1,No recorded WG,0,7,0,False,0,7
draft-chen-tsvwg-crosslayer-cooperation,Unsuccessful,1,0.0,1,No recorded WG,0,3,2,True,3,0
draft-chen-tsvwg-high-speed-data-express,Ongoing,1,0.0,1,No recorded WG,0,2,1,False,2,0
draft-chen-tsvwg-updated-ack,Ongoing,1,0.0,1,No recorded WG,0,1,1,False,1,0
draft-chen-unified-control-architecture,Unsuccessful,1,0.0,1,No recorded WG,0,1,0,False,0,1
draft-chen-v6ops-ipv6-bearer-network-trials,Unsuccessful,1,0.0,1,No recorded WG,0,4,1,False,4,0
draft-chen-v6ops-ipv6-roaming-analysis,Unsuccessful,3,0.3258042436687201,1,No recorded WG,0,7,2,True,3,4
draft-chen-v6ops-nat64-cpe,Unsuccessful,4,1.0349075975359343,1,No recorded WG,0,1,1,False,1,0
draft-chen-v6ops-nat64-experience,Unsuccessful,4,0.459958932238193,1,No recorded WG,0,5,2,True,3,2
draft-chen-v6ops-nfv-ipv6,Unsuccessful,1,0.0,1,No recorded WG,0,2,1,False,2,0
draft-chen-x509-anonymous-voting,Ongoing,1,0.0,1,No recorded WG,0,1,0,False,0,1
draft-chen-xmpp-pubsub-extension,Unsuccessful,1,0.0,1,No recorded WG,0,1,1,False,1,0
draft-chenbo-enum-mgcp,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-cheneau-cga-pk-agility,Unsuccessful,2,0.28473648186173856,1,No recorded WG,0,4,1,False,1,3
draft-cheneau-csi-cga-pk-agility,Unsuccessful,1,0.0,1,No recorded WG,0,4,1,False,1,3
draft-cheneau-csi-ecc-sig-agility,Unsuccessful,3,0.676249144421629,1,No recorded WG,0,4,1,False,1,3
draft-cheneau-csi-send-sig-agility,Unsuccessful,3,0.676249144421629,1,No recorded WG,0,4,1,False,1,3
draft-cheneau-send-sig-agility,Unsuccessful,2,0.28473648186173856,1,No recorded WG,0,4,1,False,1,3
draft-cheney-safe,Unsuccessful,5,0.06297056810403832,1,No recorded WG,0,1,0,False,0,1
draft-cheney-security,Unsuccessful,1,0.0,1,No recorded WG,0,1,0,False,0,1
draft-cheney-simplediff,Unsuccessful,1,0.0,1,No recorded WG,0,1,0,False,0,1
draft-cheng-6man-source-address-programmability,Ongoing,7,3.1293634496919918,1,No recorded WG,0,4,1,False,2,2
draft-cheng-actn-ptn-requirements,Unsuccessful,1,0.0,1,No recorded WG,0,3,0,False,0,3
draft-cheng-aponf-ddc-use-cases,Unsuccessful,1,0.0,1,No recorded WG,0,4,2,True,2,2
draft-cheng-avtcore-srtp-cloud,Unsuccessful,1,0.0,1,No recorded WG,0,3,1,False,3,0
draft-cheng-behave-cgn-cfg-radius-ext,Unsuccessful,8,2.6119096509240247,1,No recorded WG,0,4,2,True,2,2
draft-cheng-behave-nat-fwd-port-radius-ext,Unsuccessful,1,0.0,1,No recorded WG,0,1,1,False,1,0
draft-cheng-behave-nat44-pre-allocated-ports,Unsuccessful,2,0.4134154688569473,1,No recorded WG,0,1,1,False,1,0
draft-cheng-capwap-classifications,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-cheng-ccamp-ospf-multiarea-te-extensions,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-cheng-dhc-distribute-arn-dhcp,Ongoing,1,0.0,1,No recorded WG,0,4,1,False,3,1
draft-cheng-dhc-distribute-srv6-locator-by-dhcp,Ongoing,25,3.7344284736481863,3,Recorded WG,1,6,2,True,9,5
draft-cheng-gmpls-dynamic-trunking,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-cheng-grow-bgp-xml,Unknown,0,,1,No recorded WG,0,5,0,False,0,5
draft-cheng-grow-va-auto-extensions,Unknown,0,,1,No recorded WG,0,2,1,False,2,0
draft-cheng-hlim,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-cheng-hmac-test-cases,Successful,0,,1,No recorded WG,0,2,1,False,1,1
draft-cheng-iccrg-delivery-rate-estimation,Unsuccessful,3,4.676249144421629,1,No recorded WG,0,4,1,False,4,0
draft-cheng-idmr-hlim,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-cheng-idr-conformance-forwarding,Ongoing,3,0.9965776865160849,2,No recorded WG,0,4,2,True,7,1
draft-cheng-idr-redirection-risks-ps,Ongoing,4,0.7173169062286106,1,No recorded WG,0,6,3,True,5,1
draft-cheng-intarea-ugccnet,Unsuccessful,1,0.0,1,No recorded WG,0,2,0,False,0,2
draft-cheng-intarea-ugccnet-security,Unsuccessful,1,0.0,1,No recorded WG,0,2,0,False,0,2
draft-cheng-ipfix-packet-selector,Unsuccessful,1,0.0,1,No recorded WG,0,3,0,False,0,3
draft-cheng-ippm-packet-pair-gap,Unsuccessful,1,0.0,1,No recorded WG,0,4,0,False,0,4
draft-cheng-lisp-nat-traversal-extension,Unsuccessful,2,0.7474332648870636,1,No recorded WG,0,2,1,False,2,0
draft-cheng-lisp-shdht,Unsuccessful,5,1.0157426420260096,1,No recorded WG,0,2,1,False,2,0
draft-cheng-lsr-adv-savnet-capbility,Ongoing,4,1.6536618754277892,1,No recorded WG,0,3,1,False,2,1
draft-cheng-lsr-advertise-nrp-group-extensions,Ongoing,5,1.9931553730321698,1,No recorded WG,0,3,0,False,0,3
draft-cheng-lsr-extension-opt-srv6-sid-adv,Ongoing,4,1.8699520876112252,1,No recorded WG,0,4,1,False,2,1
draft-cheng-lsr-igp-shortcut-enhancement,Ongoing,11,3.137577002053388,1,No recorded WG,0,4,2,True,3,1
draft-cheng-lsr-isis-srv6-sid-block,Ongoing,5,3.323750855578371,1,No recorded WG,0,6,2,True,4,2
draft-cheng-lsr-ospf-adjacency-suppress,Ongoing,8,3.137577002053388,2,No recorded WG,0,4,1,False,4,4
draft-cheng-manet-dlep-da-credit-extension,Unsuccessful,1,0.0,1,No recorded WG,0,3,0,False,0,3
draft-cheng-manet-dlep-latency-extension,Unsuccessful,1,0.0,1,No recorded WG,0,2,0,False,0,2
draft-cheng-manet-dlep-multi-hop-extension,Unsuccessful,1,0.0,1,No recorded WG,0,2,0,False,0,2
draft-cheng-manet-dlep-pause-extension,Unsuccessful,1,0.0,1,No recorded WG,0,3,0,False,0,3
draft-cheng-mobility-issues,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-cheng-modular-ikmp,Unknown,0,,1,No recorded WG,0,4,0,False,0,4
draft-cheng-mpls-inband-pm-encapsulation,Unsuccessful,5,1.5003422313483916,1,Recorded WG,1,5,3,True,3,2
draft-cheng-mpls-rsvp-multicast-er,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-cheng-mpls-tp-pwe3-dual-homed-protection,Unsuccessful,1,0.0,1,No recorded WG,0,5,2,True,4,1
draft-cheng-mpls-tp-shared-ring-protection,Successful,14,4.657084188911704,2,Recorded WG,1,10,3,True,11,4
draft-cheng-msr6-design-consideration,Ongoing,3,0.9965776865160849,2,No recorded WG,0,6,5,True,10,2
draft-cheng-network-engineering-framework,Unknown,0,,1,Recorded WG,1,1,0,False,0,1
draft-cheng-nsis-flowid-issues,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-cheng-nsis-multihoming,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-cheng-oftest-cont-rate,Unsuccessful,1,0.0,1,No recorded WG,0,2,0,False,0,2
draft-cheng-ospf-ipv4-embedded-ipv6-routing,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-cheng-pals-p2p-pw-multicast,Unsuccessful,2,1.9657768651608487,1,No recorded WG,0,2,2,True,2,0
draft-cheng-pwe3-mpls-tp-dual-homing-coordination,Unsuccessful,2,0.038329911019849415,1,No recorded WG,0,7,2,True,5,2
draft-cheng-pwe3-mpls-tp-dual-homing-protection,Unsuccessful,2,0.32306639288158795,1,No recorded WG,0,7,2,True,5,2
draft-cheng-radext-ip-port-radius-ext,Unsuccessful,1,0.0,1,No recorded WG,0,4,2,True,2,2
draft-cheng-rift-srv6-extensions,Ongoing,5,1.7056810403832992,1,No recorded WG,0,3,1,False,2,1
draft-cheng-rtcweb-teleauth,Unsuccessful,1,0.0,1,No recorded WG,0,3,1,False,3,0
draft-cheng-rtgwg-adaptive-routing-framework,Ongoing,6,1.757700205338809,1,No recorded WG,0,6,2,True,4,2
draft-cheng-rtgwg-ai-network-reliability-problem,Ongoing,5,2.5626283367556466,1,No recorded WG,0,4,2,True,3,1
draft-cheng-rtgwg-enhanced-ecmp,Ongoing,2,0.7145790554414785,1,No recorded WG,0,2,1,False,1,1
draft-cheng-rtgwg-srv6-multihome-egress-protection,Ongoing,10,3.6550308008213555,1,Recorded WG,1,5,2,True,3,2
draft-cheng-savnet-inter-domain-oam,Ongoing,3,1.352498288843258,1,No recorded WG,0,4,2,True,3,1
draft-cheng-savnet-intra-domain-oam,Ongoing,4,1.6563997262149213,1,No recorded WG,0,4,2,True,3,1
draft-cheng-savnet-intra-domain-sav-bgp,Ongoing,4,1.322381930184805,1,No recorded WG,0,3,1,False,2,1
draft-cheng-savnet-intra-domain-sav-igp,Ongoing,7,2.245037645448323,1,No recorded WG,0,5,3,True,4,1
draft-cheng-savnet-proactive-defense-network,Ongoing,4,1.626283367556468,1,No recorded WG,0,5,3,True,4,1
draft-cheng-sdn-switchtest,Unsuccessful,1,0.0,1,No recorded WG,0,2,0,False,0,2
draft-cheng-shorter-srv6-sid-requirement,Ongoing,1,0.0,1,No recorded WG,0,4,2,True,4,0
draft-cheng-sidrops-consistency-forwarding,Ongoing,1,0.0,1,No recorded WG,0,4,2,True,4,0
draft-cheng-smime-ibccms,Unsuccessful,5,1.0212183436002737,1,No recorded WG,0,2,0,False,0,2
draft-cheng-spring-mpls-path-segment,Unsuccessful,4,0.9664613278576317,1,Recorded WG,1,7,4,True,6,1
draft-cheng-spring-service-interworking-srv6,Ongoing,6,2.965092402464066,1,No recorded WG,0,2,1,False,1,1
draft-cheng-spring-shorter-srv6-sid-requirement,Ongoing,3,0.3915126625598905,1,No recorded WG,0,10,6,True,8,2
draft-cheng-spring-sr-policy-group,Ongoing,11,3.2224503764544834,2,Recorded WG,1,5,3,True,8,2
draft-cheng-spring-srv6-encoding-network-sliceid,Ongoing,13,4.506502395619439,1,No recorded WG,0,8,3,True,4,4
draft-cheng-spring-srv6-for-ai-network,Ongoing,1,0.0,1,No recorded WG,0,2,1,False,1,1
draft-cheng-spring-srv6-policy-resource-gurantee,Ongoing,8,2.8035592060232717,2,No recorded WG,0,6,2,True,8,2
draft-cheng-spring-stateless-nd-srv6-locator,Ongoing,4,1.5797399041752225,1,No recorded WG,0,4,1,False,2,2
draft-cheng-srtp-cloud,Unsuccessful,1,0.0,1,No recorded WG,0,3,1,False,3,0
draft-cheng-supa-applicability,Unsuccessful,2,0.6023271731690623,1,No recorded WG,0,5,2,True,2,3
draft-cheng-supa-ddc-use-cases,Unsuccessful,9,0.783025325119781,1,No recorded WG,0,6,2,True,3,3
draft-cheng-tcpm-fastopen,Unsuccessful,3,0.75564681724846,1,No recorded WG,0,4,1,False,4,0
draft-cheng-tcpm-rack,Unsuccessful,2,0.7145790554414785,1,No recorded WG,0,2,1,False,2,0
draft-cheng-teas-ipv6-network-slice-selector,Ongoing,1,0.0,1,No recorded WG,0,3,1,False,2,1
draft-cheng-teas-network-slice-usecase,Ongoing,2,0.5010266940451745,1,No recorded WG,0,5,2,True,5,0
draft-chenh-enum-app-auth,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-chenpeng-mpls-ldp-ext,Unsuccessful,2,0.5284052019164955,1,No recorded WG,0,2,1,False,2,0
draft-chenruihao-globalaccelerator,Ongoing,1,0.0,1,No recorded WG,0,4,0,False,0,4
draft-chenvgovindan-bier-bgp-ls-bier-ext,Unsuccessful,2,0.3668720054757016,1,No recorded WG,0,4,2,True,4,0
draft-chenwm-magma-igmp-router-info,Unknown,0,,1,No recorded WG,0,1,1,False,1,0
draft-chenxin-behave-turn-websocket,Unsuccessful,2,0.33401779603011633,1,No recorded WG,0,5,1,False,1,4
draft-cheshire-dnsext-dns-sd,Successful,7,3.241615331964408,1,No recorded WG,0,2,1,False,2,0
draft-cheshire-dnsext-multicastdns,Successful,9,3.241615331964408,1,No recorded WG,0,2,1,False,2,0
draft-cheshire-dnsext-nbp,Successful,5,2.3353867214236823,1,No recorded WG,0,2,1,False,2,0
draft-cheshire-dnsext-nias,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-cheshire-dnsext-special-names,Successful,4,1.7631759069130732,1,No recorded WG,0,2,1,False,2,0
draft-cheshire-dnssd-hybrid,Unsuccessful,2,0.2546201232032854,1,No recorded WG,0,1,1,False,1,0
draft-cheshire-dnssd-privacy-considerations,Unsuccessful,2,0.038329911019849415,1,No recorded WG,0,1,1,False,1,0
draft-cheshire-dnssd-roadmap,Unsuccessful,4,1.3059548254620124,1,Recorded WG,1,1,1,False,1,0
draft-cheshire-edns0-owner-option,Unsuccessful,2,7.991786447638604,1,No recorded WG,0,2,1,False,2,0
draft-cheshire-homenet-dot-home,Unsuccessful,5,2.3846680355920604,1,No recorded WG,0,1,1,False,1,0
draft-cheshire-ipv4-acd,Successful,0,,1,No recorded WG,0,1,1,False,1,0
draft-cheshire-ipv4-linklocal,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-cheshire-mdnsext-hybrid,Unsuccessful,3,0.45722108145106094,1,No recorded WG,0,1,1,False,1,0
draft-cheshire-nat-pmp,Successful,4,0.4134154688569473,1,No recorded WG,0,2,1,False,2,0
draft-cheshire-pcp-anycast,Unsuccessful,3,0.42984257357973993,1,No recorded WG,0,1,1,False,1,0
draft-cheshire-pcp-expire,Unsuccessful,1,0.0,1,No recorded WG,0,1,1,False,1,0
draft-cheshire-pcp-invalidate,Unsuccessful,1,0.0,1,No recorded WG,0,1,1,False,1,0
draft-cheshire-pcp-recovery,Unsuccessful,3,0.5722108145106092,1,No recorded WG,0,1,1,False,1,0
draft-cheshire-pcp-unsupp-family,Unsuccessful,7,0.3997262149212868,1,No recorded WG,0,2,1,False,1,1
draft-cheshire-recursive-pcp,Unsuccessful,3,0.07939767282683094,1,No recorded WG,0,1,1,False,1,0
draft-cheshire-sbm,Ongoing,4,0.8624229979466119,1,No recorded WG,0,1,1,False,1,0
draft-cheshire-sudn-ipv4only-dot-arpa,Successful,18,4.139630390143737,1,No recorded WG,0,2,2,True,2,0
draft-cheshire-tcp-over-udp,Unsuccessful,1,0.0,1,No recorded WG,0,3,1,False,3,0
draft-chesterfield-avt-rtcpssm,Unknown,0,,1,No recorded WG,0,2,1,False,1,1
draft-chetan-lspid-ospf,Unknown,0,,1,No recorded WG,0,2,0,False,0,2
draft-cheung-mpls-tp-mesh-protection,Unsuccessful,6,2.0314852840520192,1,No recorded WG,0,5,1,False,2,3
draft-chh-bier-bier-yang,Unsuccessful,5,0.8733744010951403,1,Recorded WG,1,5,2,True,5,0
draft-chiappa-ipaddressing,Unknown,0,,1,No recorded WG,0,0,0,False,0,0
draft-chiappa-ipng-nimrod-arch,Successful,0,,1,No recorded WG,0,1,0,False,0,1
draft-chiappa-lisp-architecture,Unsuccessful,2,0.019164955509924708,1,Recorded WG,1,1,0,False,0,1
draft-chiappa-lisp-introduction,Unsuccessful,2,0.019164955509924708,1,Recorded WG,1,1,0,False,0,1
draft-chiappa-routing,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-chiba-radext-rfc3576bis,Unknown,0,,1,No recorded WG,0,1,1,False,1,0
draft-chiba-radius-dynamic-authorization,Successful,0,,1,No recorded WG,0,5,2,True,4,1
draft-chiba-radius-dynamic-disconnect,Unknown,0,,1,No recorded WG,0,1,1,False,1,0
draft-chiba-radius-dynauthor-ext,Unknown,0,,1,No recorded WG,0,1,1,False,1,0
draft-chidester-pnni-signaling,Ongoing,1,0.0,1,No recorded WG,0,1,0,False,0,1
draft-chimiak-enhanced-ipv4,Unsuccessful,4,1.3607118412046544,1,No recorded WG,0,6,0,False,0,6
draft-chin-dnftp,Unknown,0,,1,No recorded WG,0,2,0,False,0,2
draft-chin-netmod-iana-af-numbers,Unsuccessful,1,0.0,1,No recorded WG,0,1,1,False,1,0
draft-chin-nfvrg-cloud-5g-core-structure-yang,Unsuccessful,1,0.0,1,No recorded WG,0,2,1,False,2,0
draft-chin-nfvrg-model-dynamic-service-chain,Unsuccessful,2,0.02737850787132101,1,No recorded WG,0,1,1,False,1,0
draft-chins-dnsop-web3-wallet-mapping,Ongoing,4,0.8980150581793293,1,No recorded WG,0,1,0,False,0,1
draft-chiotis-isdn-netmode,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-chisholm-disman-active-alarm,Unknown,0,,1,No recorded WG,0,2,0,False,0,2
draft-chisholm-entmib-state,Unknown,0,,1,No recorded WG,0,2,0,False,0,2
draft-chisholm-netconf-event,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-chisholm-netconf-model,Unsuccessful,2,0.27104722792607805,1,No recorded WG,0,2,1,False,1,1
draft-chisholm-netconf-monitoring,Unknown,0,,1,No recorded WG,0,2,1,False,1,1
draft-chisholm-netconf-not-content,Unsuccessful,1,0.0,1,No recorded WG,0,3,1,False,1,2
draft-chisholm-snmp-infomode,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-chitra-rether,Unknown,0,,1,No recorded WG,0,2,0,False,0,2
draft-chittapragada-netconf-https-notif-cbor,Ongoing,5,0.6680355920602327,1,No recorded WG,0,5,0,False,0,5
draft-chiu-network-wnfs-sec-nego,Successful,0,,1,No recorded WG,0,3,0,False,0,3
draft-chiu-rmt-bb-track,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-chiu-strand-unique-olcp,Unknown,0,,1,No recorded WG,0,4,1,False,1,3
draft-chiussi-ppvpn-qos-framework,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-chiussi-subscription-less-webpush,Unsuccessful,1,0.0,1,No recorded WG,0,1,0,False,0,1
draft-chiussi-webpush-subscription-less-framework,Unsuccessful,2,0.2874743326488706,1,No recorded WG,0,1,0,False,0,1
draft-chkim-vlc-iot,Unsuccessful,1,0.0,1,No recorded WG,0,2,0,False,0,2
draft-chkpvc-enterprise-incremental-ipv6,Unsuccessful,2,0.38329911019849416,1,No recorded WG,0,6,2,True,2,4
draft-cho-nemo-hmra,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-cho-nemo-mr-registration,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-cho-nemo-ro-expected-properties,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-cho-nemo-threat-multihoming,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-cho-netvc-applypvq,Unsuccessful,4,0.04106776180698152,1,No recorded WG,0,1,1,False,1,0
draft-cho-pce-initiated-auto-path,Unsuccessful,1,0.0,1,No recorded WG,0,2,0,False,0,2
draft-cho-pwe3-mpls-tp-mixed-ms-pw-setup,Unsuccessful,2,0.5092402464065708,1,No recorded WG,0,3,0,False,0,3
draft-cho-rohc-tcp-interflow-behaviour,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-chodorek-6man-multigroup-multicast-addr,Unsuccessful,5,2.108145106091718,1,No recorded WG,0,1,0,False,0,1
draft-chodorek-multigroup-multicast-addr,Unsuccessful,1,0.0,1,No recorded WG,0,1,0,False,0,1
draft-chodorek-traffic-flow-option,Unsuccessful,11,8.629705681040383,1,No recorded WG,0,1,0,False,0,1
draft-chodorek-tsvwg-rsvp-dynamic-resv,Unsuccessful,7,3.260780287474333,1,No recorded WG,0,2,0,False,0,2
draft-choi-6lo-owc,Ongoing,3,0.6543463381245722,1,No recorded WG,0,3,0,False,0,3
draft-choi-6lo-owc-security,Ongoing,4,1.0239561943874058,1,No recorded WG,0,2,0,False,0,2
draft-choi-anima-trust-networking,Unsuccessful,2,0.28473648186173856,1,No recorded WG,0,4,0,False,0,4
draft-choi-burst-control,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-choi-ccamp-e2e-restoration-srlg,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-choi-cdni-control-init-bootstrapping,Unsuccessful,3,0.6105407255304586,1,No recorded WG,0,6,0,False,0,6
draft-choi-cdni-req-intf,Unsuccessful,2,0.27104722792607805,1,No recorded WG,0,6,0,False,0,6
draft-choi-cdni-req-routing-redir-loop-prevention,Unsuccessful,2,0.29842573579739906,1,No recorded WG,0,1,0,False,0,1
draft-choi-dice-finegrained-dtls-security,Unsuccessful,2,0.405201916495551,1,No recorded WG,0,5,0,False,0,5
draft-choi-gmpls-label-framework,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-choi-gmpls-resource-mapping,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-choi-gsmp-optical-extension,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-choi-httpbis-multi-location-return,Unsuccessful,1,0.0,1,No recorded WG,0,5,0,False,0,5
draft-choi-icnrg-aiot,Unsuccessful,11,3.7973990417522243,1,No recorded WG,0,4,0,False,0,4
draft-choi-ipv6-signaling,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-choi-ipv6-signaling-interworking,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-choi-ipv6-signaling-req-ntlp,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-choi-metro-signaling,Unknown,0,,1,No recorded WG,0,2,0,False,0,2
draft-choi-mipshop-handover-authentication-aaa,Unsuccessful,1,0.0,1,No recorded WG,0,3,0,False,0,3
draft-choi-mobileip-ipv6-mpls,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-choi-mobileip-ldpext,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-choi-mpls-grouplabel,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-choi-mpls-grouplabel-requirement,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-choi-pce-e2e-centralized-restoration-srlg,Unknown,0,,1,No recorded WG,0,2,0,False,0,2
