lineage_id,publication_outcome,lineage_revision_count,lineage_activity_duration_years,lineage_length,wg_assignment,wg_count,author_count,organisation_count,cross_organisation,affiliation_mapped_records,affiliation_unresolved_records
draft-li-spring-ipv6-msr-gap-analysis,Ongoing,3,1.2758384668035592,2,No recorded WG,0,8,5,True,10,1
draft-li-spring-light-weight-srv6-ioam,Unsuccessful,3,1.626283367556468,1,No recorded WG,0,5,2,True,5,0
draft-li-spring-mpls-path-programming,Unsuccessful,2,0.6844626967830253,1,No recorded WG,0,1,0,False,0,1
draft-li-spring-multi-topology-segment,Unsuccessful,1,0.0,1,No recorded WG,0,2,1,False,2,0
draft-li-spring-passive-pm-for-srv6-np,Unsuccessful,9,2.6557152635181382,2,Recorded WG,1,5,3,True,7,0
draft-li-spring-rdma-multicast-over-srv6,Ongoing,1,0.0,1,No recorded WG,0,5,1,False,2,3
draft-li-spring-segment-path-programming,Unsuccessful,1,0.0,1,No recorded WG,0,2,0,False,0,2
draft-li-spring-sr-e2e-ietf-network-slicing,Ongoing,7,1.88911704312115,1,No recorded WG,0,4,3,True,4,0
draft-li-spring-sr-sfc-control-plane-framework,Ongoing,12,5.212867898699521,1,No recorded WG,0,5,2,True,4,1
draft-li-spring-srh-tlv-processing-programming,Ongoing,10,4.97741273100616,1,No recorded WG,0,2,1,False,2,0
draft-li-spring-srv6-end-mpls,Ongoing,1,0.0,1,No recorded WG,0,2,1,False,2,0
draft-li-spring-srv6-security-consideration,Ongoing,12,4.114989733059549,1,No recorded WG,0,7,3,True,6,1
draft-li-spring-srv6-span,Ongoing,2,0.0,1,No recorded WG,0,4,1,False,2,2
draft-li-spring-srv6-traverse-ipv4,Ongoing,1,0.0,1,No recorded WG,0,2,1,False,2,0
draft-li-spring-tunnel-segment,Unsuccessful,3,5.6098562628336754,1,No recorded WG,0,3,1,False,3,0
draft-li-tap-ipv7,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-li-tcpm-advancing-ack-for-wireless,Ongoing,1,0.0,1,No recorded WG,0,4,1,False,4,0
draft-li-teas-e2e-ietf-network-slicing,Ongoing,3,0.8952772073921971,1,No recorded WG,0,4,3,True,4,0
draft-li-teas-generalized-ietf-network-slicing,Ongoing,2,1.2785763175906912,1,No recorded WG,0,3,1,False,2,1
draft-li-teas-hierarchy-ip-controllers,Ongoing,13,5.642710472279261,1,No recorded WG,0,3,2,True,3,0
draft-li-teas-intent-based-routing,Ongoing,1,0.0,1,No recorded WG,0,3,1,False,3,0
draft-li-teas-role-based-automesh,Unsuccessful,2,0.5886379192334018,1,No recorded WG,0,3,2,True,3,0
draft-li-trustworthy-routing-discovery,Ongoing,1,0.0,1,No recorded WG,0,2,0,False,0,2
draft-li-tsvwg-loops-problem-opportunities,Unsuccessful,7,1.3579739904175223,1,No recorded WG,0,5,3,True,4,1
draft-li-tsvwg-overlayed-path-segment-fwding-ps,Unsuccessful,1,0.0,1,No recorded WG,0,2,1,False,2,0
draft-li-tsvwg-tcp-service-migration,Unsuccessful,1,0.0,1,No recorded WG,0,5,1,False,3,2
draft-li-ugccnet-architecture,Unsuccessful,1,0.0,1,No recorded WG,0,4,0,False,0,4
draft-li-ugccnet-security,Unsuccessful,1,0.0,1,No recorded WG,0,4,0,False,0,4
draft-li-ulp,Unknown,0,,1,No recorded WG,0,5,0,False,0,5
draft-li-unco-framework,Ongoing,3,0.12594113620807665,1,No recorded WG,0,2,1,False,2,0
draft-li-v6ops-ipv6only-pe-requirements,Ongoing,2,0.6516084873374401,2,No recorded WG,0,3,1,False,4,0
draft-li-v6ops-load-balancing-requirement,Unsuccessful,3,0.3258042436687201,1,No recorded WG,0,4,1,False,1,3
draft-li-vcarddav-vcard-id-property-extensions,Unsuccessful,4,0.5229295003422314,1,No recorded WG,0,2,1,False,2,0
draft-li-whole-lifecycle-model,Unknown,0,,1,No recorded WG,0,2,0,False,0,2
draft-li-zt-consideration,Ongoing,4,0.04106776180698152,1,No recorded WG,0,4,1,False,4,0
draft-li-ztcpp-network-infra-consideration,Ongoing,1,0.0,1,No recorded WG,0,4,1,False,4,0
draft-liana-idn-map,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-liana-idn-stone,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-liang-agentdns,Ongoing,1,0.0,1,No recorded WG,0,3,1,False,2,1
draft-liang-bgp-qos,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-liang-iana-pen,Unsuccessful,7,3.3347022587268995,1,No recorded WG,0,3,0,False,0,3
draft-liang-idr-aira,Unsuccessful,1,0.0,1,No recorded WG,0,1,0,False,0,1
draft-liang-idr-bgp-flowspec-label,Unsuccessful,3,0.7118412046543463,1,Recorded WG,1,5,2,True,4,1
draft-liang-idr-bgp-flowspec-route,Unsuccessful,1,0.0,1,No recorded WG,0,2,1,False,2,0
draft-liang-idr-bgp-flowspec-time,Unsuccessful,1,0.0,1,Recorded WG,1,3,1,False,3,0
draft-liang-idr-flowspec-mpls-action,Unsuccessful,1,0.0,1,No recorded WG,0,5,2,True,4,1
draft-liang-idr-flowspec-orf,Unsuccessful,2,0.0054757015742642025,1,No recorded WG,0,3,1,False,3,0
draft-liang-idr-flowspec-v1-time,Unsuccessful,1,0.0,1,No recorded WG,0,3,1,False,3,0
draft-liang-idr-flowspec-v2-time,Unsuccessful,1,0.0,1,No recorded WG,0,3,1,False,3,0
draft-liang-irpdl,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-liang-karp-auto-sa-management-rp,Unsuccessful,2,0.4024640657084189,1,No recorded WG,0,4,1,False,3,1
draft-liang-karp-negotiation-kmp,Unsuccessful,2,0.06023271731690623,1,No recorded WG,0,1,1,False,1,0
draft-liang-lsr-isis-flowspec-extensions,Ongoing,2,0.49828884325804246,1,No recorded WG,0,5,3,True,5,0
draft-liang-msec-mikey-xtr,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-liang-multiparty-para,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-liang-ospf-flowspec-extensions,Unsuccessful,6,0.6844626967830253,1,No recorded WG,0,6,3,True,6,0
draft-liang-ospf-flowspec-orf,Unsuccessful,1,0.0,1,No recorded WG,0,3,1,False,3,0
draft-liang-rtgwg-staticrt-yang-cfg,Unsuccessful,2,0.16700889801505817,1,No recorded WG,0,3,1,False,3,0
draft-liang-tcp-provenance-option,Ongoing,2,0.07939767282683094,1,No recorded WG,0,4,1,False,3,1
draft-liang-tcpm-provenance-option,Ongoing,1,0.0,1,No recorded WG,0,2,1,False,1,1
draft-liao-aipref-autoctl-core,Ongoing,2,0.03285420944558522,1,No recorded WG,0,1,0,False,0,1
draft-liao-aipref-autoctl-ext,Ongoing,2,0.03285420944558522,1,No recorded WG,0,1,0,False,0,1
draft-liao-lamps-est-lightweight-operations,Ongoing,2,0.0027378507871321013,1,No recorded WG,0,1,0,False,0,1
draft-liao-lrmp,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-liao-mpls-obs,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-liao-mpls-ofcl-tsl,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-liao-p2psip-dcmp,Unsuccessful,1,0.0,1,No recorded WG,0,4,1,False,2,2
draft-liao-rohc-notation,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-liao-smimeheaderprotect,Unsuccessful,4,1.1991786447638604,1,No recorded WG,0,2,0,False,0,2
draft-liao-ss7-tcap-ip,Unknown,0,,1,No recorded WG,0,4,0,False,0,4
draft-liao-stipp,Unknown,0,,1,No recorded WG,0,5,0,False,0,5
draft-libby-sna-open-gate-proto,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-libin-hierarchy-pe-bgp-mpls-vpn,Unknown,0,,1,No recorded WG,0,2,1,False,2,0
draft-licalsi-quantum-crypto-difficulty,Ongoing,2,0.06023271731690623,1,No recorded WG,0,4,0,False,0,4
draft-licanhuang-dnsop-distributeddns,Unsuccessful,2,0.5037645448323066,1,No recorded WG,0,1,0,False,0,1
draft-licanhuang-dnsop-urnresolution,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-licanhuang-p2psip-subsetresourcelocation,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-lie-text-css,Successful,0,,1,No recorded WG,0,3,0,False,0,3
draft-liebsch-dime-diameter-bulksig,Unsuccessful,1,0.0,1,No recorded WG,0,1,0,False,0,1
draft-liebsch-dime-diameter-gps,Unsuccessful,3,0.9856262833675564,1,No recorded WG,0,2,0,False,0,2
draft-liebsch-dime-pmip6-lmaresolve,Unsuccessful,2,0.6461327857631759,1,No recorded WG,0,3,1,False,1,2
draft-liebsch-dmha-framework,Unknown,0,,1,No recorded WG,0,3,0,False,0,3
draft-liebsch-dmm-framework-analysis,Unsuccessful,4,1.3333333333333333,1,No recorded WG,0,4,1,False,1,3
draft-liebsch-dmm-mts,Ongoing,5,1.2840520191649556,1,Recorded WG,1,4,3,True,3,1
draft-liebsch-mext-dmm-nat-phl,Unsuccessful,3,0.9965776865160849,1,No recorded WG,0,1,0,False,0,1
draft-liebsch-netext-pmip6-authiwk,Unsuccessful,5,1.9028062970568105,1,No recorded WG,0,3,1,False,1,2
draft-liebsch-netext-pmip6-qos,Unsuccessful,2,0.38329911019849416,1,No recorded WG,0,5,2,True,2,3
draft-liebsch-netext-pmip6-ro-ps,Unsuccessful,2,0.432580424366872,1,No recorded WG,0,3,1,False,1,2
draft-liebsch-netlmm-intertech-proxymip6ho,Unsuccessful,2,0.29568788501026694,1,No recorded WG,0,2,0,False,0,2
draft-liebsch-netlmm-proxymip6ct,Unknown,0,,1,No recorded WG,0,2,1,False,1,1
draft-liebsch-netlmm-transient-bce-pmipv6,Unsuccessful,2,0.07118412046543464,1,No recorded WG,0,3,0,False,0,3
draft-liefooghe-castgate,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-liess-dispatch-alert-info-urns,Unsuccessful,4,0.999315537303217,1,No recorded WG,0,5,1,False,3,2
draft-liest-nmrg-ndt-challenges,Ongoing,2,0.6516084873374401,1,No recorded WG,0,3,0,False,0,3
draft-lietal-pim-sec-mcast-plane,Unknown,0,,1,No recorded WG,0,3,0,False,0,3
draft-ligot-bliss-sip-services-guide,Unsuccessful,2,0.38329911019849416,1,No recorded WG,0,2,0,False,0,2
draft-lihawi-ancp-protocol-access-extension,Ongoing,15,7.780971937029432,1,No recorded WG,0,3,1,False,2,1
draft-lijo-6lo-expiration-time,Unsuccessful,5,0.6789869952087612,1,Recorded WG,1,6,1,False,1,5
draft-lijun-dhc-clf-nass-option,Unknown,0,,1,No recorded WG,0,1,1,False,1,0
draft-liljenstolpe-tewg-cwbcp,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-lillethun-spc-protocol,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-lilley-font-toplevel,Unsuccessful,1,0.0,1,No recorded WG,0,1,0,False,0,1
draft-lilley-xml-mediatypes,Unsuccessful,1,0.0,1,Recorded WG,1,4,0,False,0,4
draft-lilly-content-script,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-lilly-extensible-internet-message-format-p01,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-lilly-extensible-internet-message-format-p02,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-lilly-extensible-internet-message-format-p03,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-lilly-extensible-internet-message-format-p04,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-lilly-field-specification,Successful,0,,1,No recorded WG,0,1,0,False,0,1
draft-lilly-from-optional,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-lilly-legacy-fields,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-lilly-text-troff,Successful,0,,1,No recorded WG,0,1,0,False,0,1
draft-lilly-using-troff,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-lim-apv,Successful,10,1.6372347707049966,1,No recorded WG,0,5,0,False,0,5
draft-lim-ip-reliable-multicast,Unknown,0,,1,No recorded WG,0,2,0,False,0,2
draft-lim-irtf-sam-alm-api,Unknown,0,,1,No recorded WG,0,2,0,False,0,2
draft-lim-kim-enum-based-softswitch,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-lim-mext-multiple-coa-verify,Unsuccessful,3,0.6625598904859685,1,No recorded WG,0,4,1,False,1,3
draft-lim-mpeg4-mime,Successful,0,,1,No recorded WG,0,2,1,False,1,1
draft-lim-mpls-proxy-lsp-ping,Unsuccessful,4,0.7173169062286106,1,Recorded WG,1,3,2,True,3,0
draft-lim-netext-lma-handover,Unknown,0,,1,No recorded WG,0,3,0,False,0,3
draft-lim-rtp-apv,Ongoing,4,1.1334702258726899,1,Recorded WG,1,5,0,False,0,5
draft-liman-dns-utcstamp,Unsuccessful,1,0.0,1,No recorded WG,0,2,0,False,0,2
draft-liman-tld-names,Unsuccessful,7,2.7405886379192332,1,No recorded WG,0,2,0,False,0,2
draft-lin-bess-evpn-irb-mcast,Unsuccessful,11,4.678986995208761,2,Recorded WG,1,11,4,True,13,0
draft-lin-bfd-path-consistency-over-sr,Ongoing,11,3.893223819301848,2,No recorded WG,0,4,2,True,5,2
draft-lin-ccamp-gmpls-ason-rqts,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-lin-ccamp-gmpls-ason-rsvpte,Successful,0,,1,No recorded WG,0,2,0,False,0,2
draft-lin-ccamp-gmpls-fgotn-applicability,Ongoing,4,1.3415468856947297,1,No recorded WG,0,5,3,True,4,1
draft-lin-ccamp-gmpls-proactive-protection,Ongoing,1,0.0,1,No recorded WG,0,1,1,False,1,0
draft-lin-ccamp-ipo-common-label-request,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-lin-cdni-mobile-caching-framework,Unsuccessful,1,0.0,1,No recorded WG,0,4,0,False,0,4
draft-lin-dhc-dhcpv6-active-leasequery-quic,Ongoing,1,0.0,1,No recorded WG,0,1,0,False,0,1
draft-lin-diffserv-gtc,Unknown,0,,1,No recorded WG,0,3,0,False,0,3
draft-lin-dmsc-content-based-service-router,Ongoing,2,0.432580424366872,1,No recorded WG,0,4,1,False,2,2
draft-lin-grow-bmp-cap-notification,Ongoing,2,0.5119780971937029,1,No recorded WG,0,4,3,True,3,1
draft-lin-grow-bmp-peer-interface,Ongoing,2,0.08761122518822724,1,No recorded WG,0,5,1,False,1,4
draft-lin-idr-bgp-ls-sr-policy-admin-flag,Ongoing,4,1.2895277207392197,1,No recorded WG,0,4,2,True,2,2
draft-lin-idr-bgp-ls-sr-policy-state-extend-flags,Ongoing,1,0.0,1,No recorded WG,0,2,1,False,1,1
draft-lin-idr-bgp-nof-nlri,Ongoing,9,3.646817248459959,2,No recorded WG,0,8,1,False,8,4
draft-lin-idr-bgpls-sr-policy-headend-behavior,Ongoing,1,0.0,1,No recorded WG,0,1,0,False,0,1
draft-lin-idr-bgpls-te-policy-pm,Ongoing,9,3.29637234770705,1,Recorded WG,1,4,3,True,3,1
draft-lin-idr-cats-flowspec-ts,Ongoing,4,1.322381930184805,1,No recorded WG,0,4,2,True,3,1
draft-lin-idr-distribute-service-metric,Ongoing,7,1.7987679671457906,1,No recorded WG,0,3,2,True,2,1
draft-lin-idr-interface-index-capability,Ongoing,1,0.0,1,No recorded WG,0,2,0,False,0,2
draft-lin-idr-refresh-enhance,Ongoing,1,0.0,1,No recorded WG,0,2,1,False,1,1
draft-lin-idr-sr-policy-admin-flags,Ongoing,6,1.7357973990417521,1,No recorded WG,0,4,2,True,2,2
draft-lin-idr-sr-policy-headend-behavior,Ongoing,7,3.8740588637919235,1,Recorded WG,1,4,3,True,3,1
draft-lin-lsr-flex-algo-metric,Ongoing,7,3.0417522245037647,1,No recorded WG,0,4,1,False,2,2
draft-lin-lsr-igp-car,Ongoing,4,1.626283367556468,1,No recorded WG,0,3,1,False,1,2
draft-lin-lsr-srv6-service-sid,Ongoing,6,2.9048596851471595,1,No recorded WG,0,3,0,False,0,3
draft-lin-mpk-app,Unknown,0,,1,No recorded WG,0,3,0,False,0,3
draft-lin-mpls-ipo-ason-uni,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-lin-mpls-ldp-flex-algo,Ongoing,3,0.5557837097878165,1,No recorded WG,0,2,1,False,1,1
draft-lin-mpls-ldp-holdtimer,Ongoing,5,1.2867898699520877,1,No recorded WG,0,2,0,False,0,2
draft-lin-mpls-sigalign,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-lin-mpls-uni-nni-oper,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-lin-opsawg-ipfix-quic-header,Ongoing,5,1.0212183436002737,1,No recorded WG,0,4,3,True,3,1
draft-lin-opsawg-ipfix-rocev2,Ongoing,1,0.0,1,No recorded WG,0,2,0,False,0,2
draft-lin-opsawg-ipfix-sr-policy,Ongoing,1,0.0,1,No recorded WG,0,2,1,False,1,1
draft-lin-opsec-trustroute-problem-statement,Ongoing,5,2.5900068446269677,1,No recorded WG,0,6,1,False,2,4
draft-lin-pce-ccamp-multilayer-lsp,Unsuccessful,1,0.0,1,No recorded WG,0,4,1,False,1,3
draft-lin-pce-pcep-energy-efficiency,Ongoing,2,0.6324435318275154,1,No recorded WG,0,2,1,False,1,1
draft-lin-pce-sr-policy-headend-behavior,Ongoing,1,0.0,1,No recorded WG,0,2,1,False,1,1
draft-lin-pce-sr-policy-performance-metric,Ongoing,1,0.0,1,No recorded WG,0,1,0,False,0,1
draft-lin-pce-srv6-segment-list-optimize,Ongoing,3,1.0075290896646132,1,No recorded WG,0,4,2,True,2,2
draft-lin-pcep-sendholdtimer,Ongoing,4,1.2758384668035592,1,No recorded WG,0,1,0,False,0,1
draft-lin-rtgwg-srv6-nexthop-yang,Ongoing,3,0.5420944558521561,1,No recorded WG,0,2,1,False,1,1
draft-lin-sacm-nid-mp-security-baseline,Unsuccessful,5,1.1225188227241616,1,No recorded WG,0,3,1,False,2,1
draft-lin-savi-roaming-nd,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-lin-savnet-intra-domain-bgp-spf-extensions,Ongoing,4,1.111567419575633,1,No recorded WG,0,2,0,False,0,2
draft-lin-spring-srv6-across-untrusted-domain,Ongoing,5,1.8453114305270362,1,No recorded WG,0,3,1,False,1,2
draft-lin-spring-srv6-aware-context-indicator,Ongoing,8,2.91854893908282,1,No recorded WG,0,4,1,False,3,1
draft-lin-tags-cos,Unknown,0,,1,No recorded WG,0,3,1,False,3,0
draft-lin-teas-gmpls-proactive-protection,Ongoing,1,0.0,1,No recorded WG,0,2,1,False,1,1
draft-lincla-netconf-yang-library-augmentation,Ongoing,2,0.3258042436687201,1,No recorded WG,0,3,1,False,2,1
draft-lind-enum-callflows,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-lind-infrastructure-enum-reqs,Unknown,0,,1,Recorded WG,1,1,1,False,1,0
draft-lind-itut-e370,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-lind-v6ops-isp-scenarios,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-lindberg-anti-spam-mta,Successful,0,,1,No recorded WG,0,1,0,False,0,1
draft-lindberg-dnsop-isp-root-server,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-lindblad-netconf-transaction-id,Ongoing,3,1.596167008898015,1,No recorded WG,0,1,1,False,1,0
draft-lindblad-tlm-philatelist,Ongoing,4,1.3552361396303902,1,No recorded WG,0,1,0,False,0,1
draft-lindell-rsvp-procrules,Unknown,0,,1,No recorded WG,0,3,0,False,0,3
draft-lindell-rsvp-scrapi,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-lindell-waypoint,Unknown,0,,1,No recorded WG,0,2,0,False,0,2
draft-lindem-ospf-cap,Unknown,0,,1,No recorded WG,0,5,2,True,2,3
draft-lindem-ospf-hitless-extended-restart,Unknown,0,,1,No recorded WG,0,2,0,False,0,2
draft-lindem-ospf-multi-area-links,Unknown,0,,1,No recorded WG,0,2,0,False,0,2
draft-lindem-ospf-route-attr,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-lindem-ospfv3-dest-filter,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-lindgren-dtnrg-gorf,Unsuccessful,1,0.0,1,No recorded WG,0,3,0,False,0,2
draft-lindgren-dtnrg-gorf-epidemic,Unsuccessful,1,0.0,1,No recorded WG,0,3,0,False,0,2
draft-lindgren-dtnrg-prophet,Unknown,0,,1,No recorded WG,0,2,0,False,0,2
draft-lindgren-icnrg-designchoices,Unsuccessful,1,0.0,1,No recorded WG,0,5,1,False,1,4
draft-lindgren-icnrg-efficientiot,Unsuccessful,4,1.0047912388774811,1,No recorded WG,0,5,1,False,1,4
draft-lindgren-icnrg-lwm2m4icn,Unsuccessful,1,0.0,1,No recorded WG,0,2,0,False,0,2
draft-lindgren-mime-dls-smf,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-lindquist-mmusic-sip-rtsp,Unsuccessful,1,0.0,1,No recorded WG,0,4,1,False,2,2
draft-lindquist-sip-rtsp,Unsuccessful,3,0.09308692676249145,1,No recorded WG,0,4,1,False,2,2
draft-lindqvist-hip-opportunistic,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-lindqvist-hip-tcp-piggybacking,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-lindsay-payload-rtp-aptx,Unsuccessful,1,0.0,1,No recorded WG,0,2,0,False,0,2
draft-lindsey-dkim-mailinglists,Unsuccessful,1,0.0,1,No recorded WG,0,2,0,False,0,2
draft-lindsey-hdrreg-netnews,Unknown,0,,1,No recorded WG,0,2,0,False,0,2
draft-lindsey-news-nntp-uri,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-lindsey-usefor-signed,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-ling-sidrops-rov-tag-profile,Ongoing,2,0.010951403148528405,1,No recorded WG,0,5,1,False,3,2
draft-lingga-i2nsf-analytics-interface-dm,Ongoing,5,2.004106776180698,1,No recorded WG,0,3,0,False,0,3
draft-lingga-i2nsf-application-interface-dm,Ongoing,4,0.6680355920602327,1,No recorded WG,0,3,0,False,0,3
draft-lingga-nmrg-analytics-interface-dm,Ongoing,1,0.0,1,No recorded WG,0,3,0,False,0,3
draft-lingga-opsawg-analytics-interface-dm,Ongoing,2,0.5229295003422314,1,No recorded WG,0,3,0,False,0,3
draft-link-6man-gulla,Ongoing,5,1.322381930184805,3,No recorded WG,0,1,1,False,3,0
draft-link-avt-rtp-eac3,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-linker-diem-adem-core,Ongoing,1,0.0,1,No recorded WG,0,1,0,False,0,1
draft-linker-diem-adem-dns,Ongoing,1,0.0,1,No recorded WG,0,1,0,False,0,1
draft-linker-diem-requirements,Ongoing,1,0.0,1,No recorded WG,0,1,0,False,0,1
draft-linker-digital-emblem,Ongoing,3,0.15331964407939766,1,No recorded WG,0,3,1,False,1,2
draft-linkova-6man-default-addr-selection-update,Unsuccessful,1,0.0,1,No recorded WG,0,1,1,False,1,0
draft-linkova-v6ops-ipmaclimi,Ongoing,1,0.0,1,No recorded WG,0,1,1,False,1,0
draft-linn-otp-tls,Unknown,0,,1,No recorded WG,0,2,0,False,0,2
draft-linning-authentication-physical-layer,Unsuccessful,1,0.0,1,No recorded WG,0,2,0,False,0,2
draft-linowski-netconf-dml-requirements,Unsuccessful,2,0.057494866529774126,1,No recorded WG,0,4,1,False,4,0
draft-linowski-netmod-yang-abstract,Successful,6,1.429158110882957,1,No recorded WG,0,3,1,False,2,1
draft-linsner-geopriv-adminspecific,Unsuccessful,2,0.6433949349760438,1,No recorded WG,0,3,2,True,3,0
draft-linsner-geopriv-lcp,Unknown,0,,1,No recorded WG,0,2,1,False,2,0
draft-linsner-geopriv-obo,Unsuccessful,1,0.0,1,No recorded WG,0,1,1,False,1,0
draft-linsner-geopriv-relativeloc,Unsuccessful,2,0.6433949349760438,1,No recorded WG,0,2,1,False,1,1
draft-linsner-lmap-use-cases,Unsuccessful,5,0.7802874743326489,1,No recorded WG,0,3,1,False,1,2
draft-linton-arcp,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-linton-zerouter-requirements,Unknown,0,,1,No recorded WG,0,2,0,False,0,2
draft-linus-abfab-ephemeral-keying,Unsuccessful,2,0.05475701574264202,1,No recorded WG,0,2,0,False,0,2
draft-linus-trans-gossip,Unsuccessful,1,0.0,1,No recorded WG,0,1,0,False,0,1
draft-linus-trans-gossip-transport-https,Unsuccessful,1,0.0,1,No recorded WG,0,1,0,False,0,1
draft-linuxgemini-otpauth-uri,Ongoing,3,1.2758384668035592,1,No recorded WG,0,1,0,False,0,0
draft-linyi-sipping-invite-with-conf-info,Unknown,0,,1,No recorded WG,0,2,1,False,2,0
draft-lior-diameter-classifier,Unsuccessful,1,0.0,1,No recorded WG,0,2,0,False,0,2
draft-lior-mipkeys-eap,Unknown,0,,1,No recorded WG,0,2,0,False,0,2
draft-lior-pana-radius,Unknown,0,,1,No recorded WG,0,2,0,False,0,2
draft-lior-radext-end-to-end-caps,Unknown,0,,1,No recorded WG,0,2,1,False,1,1
draft-lior-radius-attribute-type-extension,Unknown,0,,1,No recorded WG,0,3,1,False,1,2
draft-lior-radius-bandwidth-capability,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-lior-radius-prepaid-extensions,Unsuccessful,10,5.002053388090349,1,No recorded WG,0,5,2,True,2,2
draft-lior-radius-redirection,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-lior-radius-reliable-accounting,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-lior-radius-udp-transport-mapping,Unknown,0,,1,No recorded WG,0,1,0,False,0,1
draft-lior-wimax-diameter-codes,Unsuccessful,1,0.0,1,No recorded WG,0,2,0,False,0,2
draft-liou-sunwujian-manet-proactive-handoff,Unsuccessful,1,0.0,1,No recorded WG,0,2,0,False,0,2
draft-lishi-ipngwg-dbnetlayer,Unsuccessful,1,0.0,1,No recorded WG,0,1,1,False,1,0
draft-lisp-eid-block,Unsuccessful,1,0.0,1,No recorded WG,0,3,2,True,3,0
draft-litao-p2mpsmd-problem-statement,Unsuccessful,1,0.0,1,No recorded WG,0,3,0,False,0,3
draft-litkowski-bess-rfc5549revision,Ongoing,1,0.0,1,No recorded WG,0,4,1,False,3,1
draft-litkowski-bess-vpnv4-ipv6-nh-handling,Ongoing,1,0.0,1,No recorded WG,0,4,2,True,3,1
draft-litkowski-idr-bgp-timestamp,Unsuccessful,3,0.7200547570157426,1,No recorded WG,0,3,2,True,2,1
draft-litkowski-idr-flowspec-interfaceset,Unsuccessful,4,1.4401095140314852,1,Recorded WG,1,4,2,True,2,2
draft-litkowski-idr-rtc-interas,Ongoing,5,11.942505133470226,1,Recorded WG,1,3,1,False,1,2
draft-litkowski-isis-ip-route-preference-issue,Unsuccessful,1,0.0,1,No recorded WG,0,1,0,False,0,1
draft-litkowski-isis-yang-isis-cfg,Unsuccessful,2,0.008213552361396304,1,No recorded WG,0,1,0,False,0,1
draft-litkowski-netmod-isis-cfg,Unsuccessful,1,0.0,1,No recorded WG,0,1,0,False,0,1
draft-litkowski-pce-association-diversity,Unsuccessful,2,0.07939767282683094,1,No recorded WG,0,3,2,True,2,1
draft-litkowski-rtgwg-lfa-manageability,Unsuccessful,2,0.34496919917864477,1,No recorded WG,0,4,1,False,2,2
draft-litkowski-rtgwg-lfa-rsvpte-cooperation,Unsuccessful,3,0.7665982203969883,1,No recorded WG,0,4,1,False,2,2
draft-litkowski-rtgwg-node-protect-remote-lfa,Unsuccessful,1,0.0,1,No recorded WG,0,1,0,False,0,1
