rfc_uri,rfc_number,rfc_name,rfc_title,publication_time,final_draft_uri,draft_uri,draft_name,lineage_depth,rev,submission_date,state,publication_year
/api/v1/doc/document/rfc6228/,6228,rfc6228,Session Initiation Protocol (SIP) Response Code for Indication of Terminated Dialog,2011-05-07 00:20:53+00:00,/api/v1/doc/document/draft-ietf-sipcore-199/,/api/v1/doc/document/draft-ietf-sip-199/,draft-ietf-sip-199,1,02,2008-10-20,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6228/,6228,rfc6228,Session Initiation Protocol (SIP) Response Code for Indication of Terminated Dialog,2011-05-07 00:20:53+00:00,/api/v1/doc/document/draft-ietf-sipcore-199/,/api/v1/doc/document/draft-ietf-sip-199/,draft-ietf-sip-199,1,03,2008-12-01,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6228/,6228,rfc6228,Session Initiation Protocol (SIP) Response Code for Indication of Terminated Dialog,2011-05-07 00:20:53+00:00,/api/v1/doc/document/draft-ietf-sipcore-199/,/api/v1/doc/document/draft-ietf-sip-199/,draft-ietf-sip-199,1,04,2009-01-07,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6228/,6228,rfc6228,Session Initiation Protocol (SIP) Response Code for Indication of Terminated Dialog,2011-05-07 00:20:53+00:00,/api/v1/doc/document/draft-ietf-sipcore-199/,/api/v1/doc/document/draft-ietf-sip-199/,draft-ietf-sip-199,1,05,2009-02-19,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6228/,6228,rfc6228,Session Initiation Protocol (SIP) Response Code for Indication of Terminated Dialog,2011-05-07 00:20:53+00:00,/api/v1/doc/document/draft-ietf-sipcore-199/,/api/v1/doc/document/draft-ietf-sip-199/,draft-ietf-sip-199,1,06,2009-03-02,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6228/,6228,rfc6228,Session Initiation Protocol (SIP) Response Code for Indication of Terminated Dialog,2011-05-07 00:20:53+00:00,/api/v1/doc/document/draft-ietf-sipcore-199/,/api/v1/doc/document/draft-ietf-sip-199/,draft-ietf-sip-199,1,07,2009-03-31,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6228/,6228,rfc6228,Session Initiation Protocol (SIP) Response Code for Indication of Terminated Dialog,2011-05-07 00:20:53+00:00,/api/v1/doc/document/draft-ietf-sipcore-199/,/api/v1/doc/document/draft-ietf-sip-199/,draft-ietf-sip-199,1,08,2009-04-09,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6228/,6228,rfc6228,Session Initiation Protocol (SIP) Response Code for Indication of Terminated Dialog,2011-05-07 00:20:53+00:00,/api/v1/doc/document/draft-ietf-sipcore-199/,/api/v1/doc/document/draft-ietf-sipcore-199/,draft-ietf-sipcore-199,0,00,2009-04-26,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6228/,6228,rfc6228,Session Initiation Protocol (SIP) Response Code for Indication of Terminated Dialog,2011-05-07 00:20:53+00:00,/api/v1/doc/document/draft-ietf-sipcore-199/,/api/v1/doc/document/draft-ietf-sipcore-199/,draft-ietf-sipcore-199,0,01,2009-12-02,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6228/,6228,rfc6228,Session Initiation Protocol (SIP) Response Code for Indication of Terminated Dialog,2011-05-07 00:20:53+00:00,/api/v1/doc/document/draft-ietf-sipcore-199/,/api/v1/doc/document/draft-ietf-sipcore-199/,draft-ietf-sipcore-199,0,02,2009-12-09,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6228/,6228,rfc6228,Session Initiation Protocol (SIP) Response Code for Indication of Terminated Dialog,2011-05-07 00:20:53+00:00,/api/v1/doc/document/draft-ietf-sipcore-199/,/api/v1/doc/document/draft-ietf-sipcore-199/,draft-ietf-sipcore-199,0,03,2010-12-09,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6228/,6228,rfc6228,Session Initiation Protocol (SIP) Response Code for Indication of Terminated Dialog,2011-05-07 00:20:53+00:00,/api/v1/doc/document/draft-ietf-sipcore-199/,/api/v1/doc/document/draft-ietf-sipcore-199/,draft-ietf-sipcore-199,0,04,2011-01-30,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6228/,6228,rfc6228,Session Initiation Protocol (SIP) Response Code for Indication of Terminated Dialog,2011-05-07 00:20:53+00:00,/api/v1/doc/document/draft-ietf-sipcore-199/,/api/v1/doc/document/draft-ietf-sipcore-199/,draft-ietf-sipcore-199,0,05,2011-02-01,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6228/,6228,rfc6228,Session Initiation Protocol (SIP) Response Code for Indication of Terminated Dialog,2011-05-07 00:20:53+00:00,/api/v1/doc/document/draft-ietf-sipcore-199/,/api/v1/doc/document/draft-ietf-sipcore-199/,draft-ietf-sipcore-199,0,06,2011-03-03,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6234/,6234,rfc6234,US Secure Hash Algorithms (SHA and SHA-based HMAC and HKDF),2011-05-07 00:21:13+00:00,/api/v1/doc/document/draft-eastlake-sha2b/,/api/v1/doc/document/draft-eastlake-sha2b/,draft-eastlake-sha2b,0,01,2010-04-28,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6234/,6234,rfc6234,US Secure Hash Algorithms (SHA and SHA-based HMAC and HKDF),2011-05-07 00:21:13+00:00,/api/v1/doc/document/draft-eastlake-sha2b/,/api/v1/doc/document/draft-eastlake-sha2b/,draft-eastlake-sha2b,0,02,2010-05-09,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6234/,6234,rfc6234,US Secure Hash Algorithms (SHA and SHA-based HMAC and HKDF),2011-05-07 00:21:13+00:00,/api/v1/doc/document/draft-eastlake-sha2b/,/api/v1/doc/document/draft-eastlake-sha2b/,draft-eastlake-sha2b,0,03,2010-07-31,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6234/,6234,rfc6234,US Secure Hash Algorithms (SHA and SHA-based HMAC and HKDF),2011-05-07 00:21:13+00:00,/api/v1/doc/document/draft-eastlake-sha2b/,/api/v1/doc/document/draft-eastlake-sha2b/,draft-eastlake-sha2b,0,04,2010-09-22,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6234/,6234,rfc6234,US Secure Hash Algorithms (SHA and SHA-based HMAC and HKDF),2011-05-07 00:21:13+00:00,/api/v1/doc/document/draft-eastlake-sha2b/,/api/v1/doc/document/draft-eastlake-sha2b/,draft-eastlake-sha2b,0,05,2010-12-20,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6234/,6234,rfc6234,US Secure Hash Algorithms (SHA and SHA-based HMAC and HKDF),2011-05-07 00:21:13+00:00,/api/v1/doc/document/draft-eastlake-sha2b/,/api/v1/doc/document/draft-eastlake-sha2b/,draft-eastlake-sha2b,0,06,2011-01-16,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6234/,6234,rfc6234,US Secure Hash Algorithms (SHA and SHA-based HMAC and HKDF),2011-05-07 00:21:13+00:00,/api/v1/doc/document/draft-eastlake-sha2b/,/api/v1/doc/document/draft-eastlake-sha2b/,draft-eastlake-sha2b,0,07,2011-02-15,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6237/,6237,rfc6237,IMAP4 Multimailbox SEARCH Extension,2011-05-07 00:31:34+00:00,/api/v1/doc/document/draft-ietf-morg-multimailbox-search/,/api/v1/doc/document/draft-melnikov-imapext-multimailbox-search/,draft-melnikov-imapext-multimailbox-search,1,03,2008-04-22,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6237/,6237,rfc6237,IMAP4 Multimailbox SEARCH Extension,2011-05-07 00:31:34+00:00,/api/v1/doc/document/draft-ietf-morg-multimailbox-search/,/api/v1/doc/document/draft-ietf-morg-multimailbox-search/,draft-ietf-morg-multimailbox-search,0,00,2009-01-23,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6237/,6237,rfc6237,IMAP4 Multimailbox SEARCH Extension,2011-05-07 00:31:34+00:00,/api/v1/doc/document/draft-ietf-morg-multimailbox-search/,/api/v1/doc/document/draft-ietf-morg-multimailbox-search/,draft-ietf-morg-multimailbox-search,0,01,2009-07-07,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6237/,6237,rfc6237,IMAP4 Multimailbox SEARCH Extension,2011-05-07 00:31:34+00:00,/api/v1/doc/document/draft-ietf-morg-multimailbox-search/,/api/v1/doc/document/draft-ietf-morg-multimailbox-search/,draft-ietf-morg-multimailbox-search,0,02,2010-02-05,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6237/,6237,rfc6237,IMAP4 Multimailbox SEARCH Extension,2011-05-07 00:31:34+00:00,/api/v1/doc/document/draft-ietf-morg-multimailbox-search/,/api/v1/doc/document/draft-ietf-morg-multimailbox-search/,draft-ietf-morg-multimailbox-search,0,03,2010-06-18,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6237/,6237,rfc6237,IMAP4 Multimailbox SEARCH Extension,2011-05-07 00:31:34+00:00,/api/v1/doc/document/draft-ietf-morg-multimailbox-search/,/api/v1/doc/document/draft-ietf-morg-multimailbox-search/,draft-ietf-morg-multimailbox-search,0,04,2010-11-08,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6237/,6237,rfc6237,IMAP4 Multimailbox SEARCH Extension,2011-05-07 00:31:34+00:00,/api/v1/doc/document/draft-ietf-morg-multimailbox-search/,/api/v1/doc/document/draft-ietf-morg-multimailbox-search/,draft-ietf-morg-multimailbox-search,0,05,2011-01-10,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6237/,6237,rfc6237,IMAP4 Multimailbox SEARCH Extension,2011-05-07 00:31:34+00:00,/api/v1/doc/document/draft-ietf-morg-multimailbox-search/,/api/v1/doc/document/draft-ietf-morg-multimailbox-search/,draft-ietf-morg-multimailbox-search,0,06,2011-02-10,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6237/,6237,rfc6237,IMAP4 Multimailbox SEARCH Extension,2011-05-07 00:31:34+00:00,/api/v1/doc/document/draft-ietf-morg-multimailbox-search/,/api/v1/doc/document/draft-ietf-morg-multimailbox-search/,draft-ietf-morg-multimailbox-search,0,07,2011-03-07,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6232/,6232,rfc6232,Purge Originator Identification TLV for IS-IS,2011-05-10 01:18:07+00:00,/api/v1/doc/document/draft-ietf-isis-purge-tlv/,/api/v1/doc/document/draft-ietf-isis-purge-tlv/,draft-ietf-isis-purge-tlv,0,00,2010-04-18,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6232/,6232,rfc6232,Purge Originator Identification TLV for IS-IS,2011-05-10 01:18:07+00:00,/api/v1/doc/document/draft-ietf-isis-purge-tlv/,/api/v1/doc/document/draft-ietf-isis-purge-tlv/,draft-ietf-isis-purge-tlv,0,01,2010-05-14,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6232/,6232,rfc6232,Purge Originator Identification TLV for IS-IS,2011-05-10 01:18:07+00:00,/api/v1/doc/document/draft-ietf-isis-purge-tlv/,/api/v1/doc/document/draft-ietf-isis-purge-tlv/,draft-ietf-isis-purge-tlv,0,02,2010-06-07,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6232/,6232,rfc6232,Purge Originator Identification TLV for IS-IS,2011-05-10 01:18:07+00:00,/api/v1/doc/document/draft-ietf-isis-purge-tlv/,/api/v1/doc/document/draft-ietf-isis-purge-tlv/,draft-ietf-isis-purge-tlv,0,03,2010-06-15,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6232/,6232,rfc6232,Purge Originator Identification TLV for IS-IS,2011-05-10 01:18:07+00:00,/api/v1/doc/document/draft-ietf-isis-purge-tlv/,/api/v1/doc/document/draft-ietf-isis-purge-tlv/,draft-ietf-isis-purge-tlv,0,04,2010-09-01,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6232/,6232,rfc6232,Purge Originator Identification TLV for IS-IS,2011-05-10 01:18:07+00:00,/api/v1/doc/document/draft-ietf-isis-purge-tlv/,/api/v1/doc/document/draft-ietf-isis-purge-tlv/,draft-ietf-isis-purge-tlv,0,05,2010-10-25,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6233/,6233,rfc6233,IS-IS Registry Extension for Purges,2011-05-10 01:18:20+00:00,/api/v1/doc/document/draft-ietf-isis-reg-purge/,/api/v1/doc/document/draft-ietf-isis-reg-purge/,draft-ietf-isis-reg-purge,0,01,2011-03-01,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6235/,6235,rfc6235,IP Flow Anonymization Support,2011-05-13 23:45:46+00:00,/api/v1/doc/document/draft-ietf-ipfix-anon/,/api/v1/doc/document/draft-boschi-ipfix-anon/,draft-boschi-ipfix-anon,1,00,2008-07-07,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6235/,6235,rfc6235,IP Flow Anonymization Support,2011-05-13 23:45:46+00:00,/api/v1/doc/document/draft-ietf-ipfix-anon/,/api/v1/doc/document/draft-boschi-ipfix-anon/,draft-boschi-ipfix-anon,1,01,2008-07-14,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6235/,6235,rfc6235,IP Flow Anonymization Support,2011-05-13 23:45:46+00:00,/api/v1/doc/document/draft-ietf-ipfix-anon/,/api/v1/doc/document/draft-boschi-ipfix-anon/,draft-boschi-ipfix-anon,1,02,2009-01-12,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6235/,6235,rfc6235,IP Flow Anonymization Support,2011-05-13 23:45:46+00:00,/api/v1/doc/document/draft-ietf-ipfix-anon/,/api/v1/doc/document/draft-boschi-ipfix-anon/,draft-boschi-ipfix-anon,1,03,2009-03-30,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6235/,6235,rfc6235,IP Flow Anonymization Support,2011-05-13 23:45:46+00:00,/api/v1/doc/document/draft-ietf-ipfix-anon/,/api/v1/doc/document/draft-boschi-ipfix-anon/,draft-boschi-ipfix-anon,1,04,2009-07-10,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6235/,6235,rfc6235,IP Flow Anonymization Support,2011-05-13 23:45:46+00:00,/api/v1/doc/document/draft-ietf-ipfix-anon/,/api/v1/doc/document/draft-ietf-ipfix-anon/,draft-ietf-ipfix-anon,0,00,2009-10-12,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6235/,6235,rfc6235,IP Flow Anonymization Support,2011-05-13 23:45:46+00:00,/api/v1/doc/document/draft-ietf-ipfix-anon/,/api/v1/doc/document/draft-ietf-ipfix-anon/,draft-ietf-ipfix-anon,0,01,2009-11-19,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6235/,6235,rfc6235,IP Flow Anonymization Support,2011-05-13 23:45:46+00:00,/api/v1/doc/document/draft-ietf-ipfix-anon/,/api/v1/doc/document/draft-ietf-ipfix-anon/,draft-ietf-ipfix-anon,0,02,2010-02-15,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6235/,6235,rfc6235,IP Flow Anonymization Support,2011-05-13 23:45:46+00:00,/api/v1/doc/document/draft-ietf-ipfix-anon/,/api/v1/doc/document/draft-ietf-ipfix-anon/,draft-ietf-ipfix-anon,0,03,2010-04-22,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6235/,6235,rfc6235,IP Flow Anonymization Support,2011-05-13 23:45:46+00:00,/api/v1/doc/document/draft-ietf-ipfix-anon/,/api/v1/doc/document/draft-ietf-ipfix-anon/,draft-ietf-ipfix-anon,0,04,2010-10-08,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6235/,6235,rfc6235,IP Flow Anonymization Support,2011-05-13 23:45:46+00:00,/api/v1/doc/document/draft-ietf-ipfix-anon/,/api/v1/doc/document/draft-ietf-ipfix-anon/,draft-ietf-ipfix-anon,0,05,2010-10-20,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6235/,6235,rfc6235,IP Flow Anonymization Support,2011-05-13 23:45:46+00:00,/api/v1/doc/document/draft-ietf-ipfix-anon/,/api/v1/doc/document/draft-ietf-ipfix-anon/,draft-ietf-ipfix-anon,0,06,2011-01-20,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6238/,6238,rfc6238,TOTP: Time-Based One-Time Password Algorithm,2011-05-13 23:46:00+00:00,/api/v1/doc/document/draft-mraihi-totp-timebased/,/api/v1/doc/document/draft-mraihi-totp-timebased/,draft-mraihi-totp-timebased,0,04,2009-12-10,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6238/,6238,rfc6238,TOTP: Time-Based One-Time Password Algorithm,2011-05-13 23:46:00+00:00,/api/v1/doc/document/draft-mraihi-totp-timebased/,/api/v1/doc/document/draft-mraihi-totp-timebased/,draft-mraihi-totp-timebased,0,05,2010-03-08,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6238/,6238,rfc6238,TOTP: Time-Based One-Time Password Algorithm,2011-05-13 23:46:00+00:00,/api/v1/doc/document/draft-mraihi-totp-timebased/,/api/v1/doc/document/draft-mraihi-totp-timebased/,draft-mraihi-totp-timebased,0,06,2010-09-08,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6238/,6238,rfc6238,TOTP: Time-Based One-Time Password Algorithm,2011-05-13 23:46:00+00:00,/api/v1/doc/document/draft-mraihi-totp-timebased/,/api/v1/doc/document/draft-mraihi-totp-timebased/,draft-mraihi-totp-timebased,0,07,2011-01-04,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6238/,6238,rfc6238,TOTP: Time-Based One-Time Password Algorithm,2011-05-13 23:46:00+00:00,/api/v1/doc/document/draft-mraihi-totp-timebased/,/api/v1/doc/document/draft-mraihi-totp-timebased/,draft-mraihi-totp-timebased,0,08,2011-02-24,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6239/,6239,rfc6239,Suite B Cryptographic Suites for Secure Shell (SSH),2011-05-13 23:46:12+00:00,/api/v1/doc/document/draft-igoe-secsh-suiteb/,/api/v1/doc/document/draft-igoe-secsh-suiteb/,draft-igoe-secsh-suiteb,0,02,2010-10-19,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6239/,6239,rfc6239,Suite B Cryptographic Suites for Secure Shell (SSH),2011-05-13 23:46:12+00:00,/api/v1/doc/document/draft-igoe-secsh-suiteb/,/api/v1/doc/document/draft-igoe-secsh-suiteb/,draft-igoe-secsh-suiteb,0,03,2011-01-19,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6239/,6239,rfc6239,Suite B Cryptographic Suites for Secure Shell (SSH),2011-05-13 23:46:12+00:00,/api/v1/doc/document/draft-igoe-secsh-suiteb/,/api/v1/doc/document/draft-igoe-secsh-suiteb/,draft-igoe-secsh-suiteb,0,04,2011-01-19,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6239/,6239,rfc6239,Suite B Cryptographic Suites for Secure Shell (SSH),2011-05-13 23:46:12+00:00,/api/v1/doc/document/draft-igoe-secsh-suiteb/,/api/v1/doc/document/draft-igoe-secsh-suiteb/,draft-igoe-secsh-suiteb,0,05,2011-02-14,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6254/,6254,rfc6254,Request to Move RFC 2754 to Historic Status,2011-05-13 23:46:28+00:00,/api/v1/doc/document/draft-iana-rfc2754-to-historic/,/api/v1/doc/document/draft-iana-rfc2754-to-historic/,draft-iana-rfc2754-to-historic,0,01,2010-05-21,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6254/,6254,rfc6254,Request to Move RFC 2754 to Historic Status,2011-05-13 23:46:28+00:00,/api/v1/doc/document/draft-iana-rfc2754-to-historic/,/api/v1/doc/document/draft-iana-rfc2754-to-historic/,draft-iana-rfc2754-to-historic,0,02,2011-03-10,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6185/,6185,rfc6185,RTP Payload Format for H.264 Reduced-Complexity Decoding Operation (RCDO) Video,2011-05-17 17:57:25+00:00,/api/v1/doc/document/draft-ietf-avt-rtp-h264-rcdo/,/api/v1/doc/document/draft-ietf-avt-rtp-h264-rcdo/,draft-ietf-avt-rtp-h264-rcdo,0,01,2008-05-22,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6185/,6185,rfc6185,RTP Payload Format for H.264 Reduced-Complexity Decoding Operation (RCDO) Video,2011-05-17 17:57:25+00:00,/api/v1/doc/document/draft-ietf-avt-rtp-h264-rcdo/,/api/v1/doc/document/draft-ietf-avt-rtp-h264-rcdo/,draft-ietf-avt-rtp-h264-rcdo,0,02,2009-03-09,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6185/,6185,rfc6185,RTP Payload Format for H.264 Reduced-Complexity Decoding Operation (RCDO) Video,2011-05-17 17:57:25+00:00,/api/v1/doc/document/draft-ietf-avt-rtp-h264-rcdo/,/api/v1/doc/document/draft-ietf-avt-rtp-h264-rcdo/,draft-ietf-avt-rtp-h264-rcdo,0,03,2009-10-02,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6185/,6185,rfc6185,RTP Payload Format for H.264 Reduced-Complexity Decoding Operation (RCDO) Video,2011-05-17 17:57:25+00:00,/api/v1/doc/document/draft-ietf-avt-rtp-h264-rcdo/,/api/v1/doc/document/draft-ietf-avt-rtp-h264-rcdo/,draft-ietf-avt-rtp-h264-rcdo,0,04,2009-12-15,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6185/,6185,rfc6185,RTP Payload Format for H.264 Reduced-Complexity Decoding Operation (RCDO) Video,2011-05-17 17:57:25+00:00,/api/v1/doc/document/draft-ietf-avt-rtp-h264-rcdo/,/api/v1/doc/document/draft-ietf-avt-rtp-h264-rcdo/,draft-ietf-avt-rtp-h264-rcdo,0,05,2010-02-23,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6185/,6185,rfc6185,RTP Payload Format for H.264 Reduced-Complexity Decoding Operation (RCDO) Video,2011-05-17 17:57:25+00:00,/api/v1/doc/document/draft-ietf-avt-rtp-h264-rcdo/,/api/v1/doc/document/draft-ietf-avt-rtp-h264-rcdo/,draft-ietf-avt-rtp-h264-rcdo,0,06,2010-05-11,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6185/,6185,rfc6185,RTP Payload Format for H.264 Reduced-Complexity Decoding Operation (RCDO) Video,2011-05-17 17:57:25+00:00,/api/v1/doc/document/draft-ietf-avt-rtp-h264-rcdo/,/api/v1/doc/document/draft-ietf-avt-rtp-h264-rcdo/,draft-ietf-avt-rtp-h264-rcdo,0,07,2010-10-06,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6185/,6185,rfc6185,RTP Payload Format for H.264 Reduced-Complexity Decoding Operation (RCDO) Video,2011-05-17 17:57:25+00:00,/api/v1/doc/document/draft-ietf-avt-rtp-h264-rcdo/,/api/v1/doc/document/draft-ietf-avt-rtp-h264-rcdo/,draft-ietf-avt-rtp-h264-rcdo,0,08,2010-11-19,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6221/,6221,rfc6221,Lightweight DHCPv6 Relay Agent,2011-05-17 17:57:40+00:00,/api/v1/doc/document/draft-ietf-dhc-dhcpv6-ldra/,/api/v1/doc/document/draft-miles-dhc-dhcpv6-ldra/,draft-miles-dhc-dhcpv6-ldra,1,01,2008-10-13,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6221/,6221,rfc6221,Lightweight DHCPv6 Relay Agent,2011-05-17 17:57:40+00:00,/api/v1/doc/document/draft-ietf-dhc-dhcpv6-ldra/,/api/v1/doc/document/draft-miles-dhc-dhcpv6-ldra/,draft-miles-dhc-dhcpv6-ldra,1,02,2008-11-18,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6221/,6221,rfc6221,Lightweight DHCPv6 Relay Agent,2011-05-17 17:57:40+00:00,/api/v1/doc/document/draft-ietf-dhc-dhcpv6-ldra/,/api/v1/doc/document/draft-ietf-dhc-dhcpv6-ldra/,draft-ietf-dhc-dhcpv6-ldra,0,00,2009-07-01,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6221/,6221,rfc6221,Lightweight DHCPv6 Relay Agent,2011-05-17 17:57:40+00:00,/api/v1/doc/document/draft-ietf-dhc-dhcpv6-ldra/,/api/v1/doc/document/draft-ietf-dhc-dhcpv6-ldra/,draft-ietf-dhc-dhcpv6-ldra,0,01,2009-10-12,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6221/,6221,rfc6221,Lightweight DHCPv6 Relay Agent,2011-05-17 17:57:40+00:00,/api/v1/doc/document/draft-ietf-dhc-dhcpv6-ldra/,/api/v1/doc/document/draft-ietf-dhc-dhcpv6-ldra/,draft-ietf-dhc-dhcpv6-ldra,0,02,2010-06-07,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6221/,6221,rfc6221,Lightweight DHCPv6 Relay Agent,2011-05-17 17:57:40+00:00,/api/v1/doc/document/draft-ietf-dhc-dhcpv6-ldra/,/api/v1/doc/document/draft-ietf-dhc-dhcpv6-ldra/,draft-ietf-dhc-dhcpv6-ldra,0,03,2010-10-19,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6229/,6229,rfc6229,Test Vectors for the Stream Cipher RC4,2011-05-17 17:57:55+00:00,/api/v1/doc/document/draft-josefsson-rc4-test-vectors/,/api/v1/doc/document/draft-josefsson-rc4-test-vectors/,draft-josefsson-rc4-test-vectors,0,00,2010-05-03,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6229/,6229,rfc6229,Test Vectors for the Stream Cipher RC4,2011-05-17 17:57:55+00:00,/api/v1/doc/document/draft-josefsson-rc4-test-vectors/,/api/v1/doc/document/draft-josefsson-rc4-test-vectors/,draft-josefsson-rc4-test-vectors,0,01,2010-06-29,/api/v1/name/draftsubmissionstatename/posted/,2011
/api/v1/doc/document/rfc6229/,6229,rfc6229,Test Vectors for the Stream Cipher RC4,2011-05-17 17:57:55+00:00,/api/v1/doc/document/draft-josefsson-rc4-test-vectors/,/api/v1/doc/document/draft-josefsson-rc4-test-vectors/,draft-josefsson-rc4-test-vectors,0,02,2011-01-23,/api/v1/name/draftsubmissionstatename/posted/,2011
