resource_uri,rfc_number,rfc_name,title,pages,words,stream,group_uri,publication_time,group_acronym,group_name,group_type,parent_group_uri,parent_acronym,parent_name,parent_type,publication_year,stream_slug,group_type_slug,parent_type_slug,raw_area,area_category
/api/v1/doc/document/rfc31/,31,rfc31,Binary Message Forms in Computer,7,1497.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1968-02-01 08:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1968,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc4/,4,rfc4,Network timetable,6,695.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1969-03-01 08:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1969,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc1/,1,rfc1,Host Software,11,2798.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1969-04-01 08:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1969,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc2/,2,rfc2,Host software,10,2055.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1969-04-01 08:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1969,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc3/,3,rfc3,Documentation conventions,2,358.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1969-04-01 08:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1969,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc6/,6,rfc6,Conversation with Bob Kahn,1,263.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1969-04-01 08:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1969,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc7/,7,rfc7,Host-IMP interface,7,1536.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1969-05-01 07:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1969,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc8/,8,rfc8,ARPA Network Functional Specifications,0,,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1969-05-01 07:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1969,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc9/,9,rfc9,Host Software,15,,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1969-05-01 07:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1969,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc5/,5,rfc5,Decode Encode Language (DEL),17,3889.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1969-06-01 07:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1969,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc10/,10,rfc10,Documentation conventions,3,492.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1969-07-01 07:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1969,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc11/,11,rfc11,Implementation of the Host - Host Software Procedures in GORDO,23,6031.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1969-08-01 07:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1969,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc12/,12,rfc12,IMP-Host interface flow diagrams,1,745.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1969-08-01 07:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1969,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc13/,13,rfc13,Zero Text Length EOF Message,1,97.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1969-08-01 07:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1969,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc16/,16,rfc16,M.I.T,1,59.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1969-08-01 07:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1969,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc17/,17,rfc17,Some questions re: Host-IMP Protocol,4,855.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1969-08-01 07:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1969,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc15/,15,rfc15,Network subsystem for time sharing hosts,5,1097.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1969-09-01 07:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1969,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc18/,18,rfc18,IMP-IMP and HOST-HOST Control Links,1,65.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1969-09-01 07:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1969,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc19/,19,rfc19,Two protocol suggestions to reduce congestion at swap bound nodes,2,505.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1969-10-01 07:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1969,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc20/,20,rfc20,ASCII format for network interchange,9,2576.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1969-10-01 07:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1969,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc21/,21,rfc21,Network meeting,2,351.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1969-10-01 07:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1969,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc22/,22,rfc22,Host-host control message formats,2,467.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1969-10-01 07:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1969,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc23/,23,rfc23,Transmission of Multiple Control Messages,1,112.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1969-10-01 07:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1969,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc25/,25,rfc25,No High Link Numbers,1,81.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1969-10-01 07:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1969,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc24/,24,rfc24,Documentation Conventions,3,512.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1969-11-01 08:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1969,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc27/,27,rfc27,Documentation Conventions,3,537.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1969-12-01 08:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1969,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc28/,28,rfc28,Time Standards,1,85.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-01-01 08:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc29/,29,rfc29,Response to RFC 28,1,123.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-01-01 08:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc67/,67,rfc67,Proposed Change to Host/IMP Spec to Eliminate Marking,1,220.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-01-01 08:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc30/,30,rfc30,Documentation Conventions,3,574.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-02-01 08:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc32/,32,rfc32,Some Thoughts on SRI's Proposed Real Time Clock,1,346.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-02-01 08:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc33/,33,rfc33,New Host-Host Protocol,19,6154.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-02-01 08:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc34/,34,rfc34,Some Brief Preliminary Notes on the Augmentation Research Center Clock,2,402.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-02-01 08:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc35/,35,rfc35,Network Meeting,1,170.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-03-01 08:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc36/,36,rfc36,Protocol Notes,8,1855.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-03-01 08:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc37/,37,rfc37,"Network Meeting Epilogue, etc",5,1277.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-03-01 08:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc38/,38,rfc38,Comments on Network Protocol from NWG/RFC #36,1,333.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-03-01 08:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc39/,39,rfc39,Comments on Protocol Re: NWG/RFC #36,3,636.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-03-01 08:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc40/,40,rfc40,More Comments on the Forthcoming Protocol,3,423.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-03-01 08:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc41/,41,rfc41,IMP-IMP Teletype Communication,1,163.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-03-01 08:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc42/,42,rfc42,Message Data Types,3,657.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-03-01 08:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc43/,43,rfc43,Proposed Meeting,2,221.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-04-01 08:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc44/,44,rfc44,Comments on NWG/RFC 33 and 36,3,1045.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-04-01 08:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc45/,45,rfc45,New Protocol is Coming,1,137.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-04-01 08:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc46/,46,rfc46,ARPA Network protocol notes,17,5686.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-04-01 08:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc47/,47,rfc47,BBN's Comments on NWG/RFC #33,4,798.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-04-01 08:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc48/,48,rfc48,Possible protocol plateau,18,5579.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-04-01 08:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc49/,49,rfc49,Conversations with S. Crocker (UCLA),5,2013.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-04-01 08:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc50/,50,rfc50,Comments on the Meyer Proposal,2,569.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-04-01 08:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc51/,51,rfc51,Proposal for a Network Interchange Language,0,,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-05-01 07:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc53/,53,rfc53,Official protocol mechanism,1,300.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-06-01 07:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc54/,54,rfc54,Official Protocol Proffering,9,2790.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-06-01 07:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc55/,55,rfc55,Prototypical implementation of the NCP,23,6313.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-06-01 07:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc56/,56,rfc56,Third Level Protocol: Logger Protocol,6,2085.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-06-01 07:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc57/,57,rfc57,Thoughts and Reflections on NWG/RFC 54,5,1207.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-06-01 07:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc58/,58,rfc58,Logical Message Synchronization,2,593.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-06-01 07:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc59/,59,rfc59,Flow Control - Fixed Versus Demand Allocation,7,2769.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-06-01 07:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc52/,52,rfc52,Updated distribution list,3,441.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-07-01 07:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc60/,60,rfc60,A Simplified NCP Protocol,8,2877.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-07-01 07:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc61/,61,rfc61,Note on Interprocess Communication in a Resource Sharing Computer Network,18,6376.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-07-01 07:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc63/,63,rfc63,Belated Network Meeting Report,2,423.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-07-01 07:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc64/,64,rfc64,Getting rid of marking,4,834.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-07-01 07:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc62/,62,rfc62,Systems for Interprocess Communication in a Resource Sharing Computer Network,20,7951.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-08-01 07:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc65/,65,rfc65,Comments on Host/Host Protocol document #1,2,870.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-08-01 07:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc66/,66,rfc66,NIC - third level ideas and other noise,3,512.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-08-01 07:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc68/,68,rfc68,"Comments on Memory Allocation Control Commands: CEASE, ALL, GVB, RET, and RFNM",2,788.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-08-01 07:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc69/,69,rfc69,Distribution List Change for MIT,1,79.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-09-01 07:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc71/,71,rfc71,Reallocation in Case of Input Error,1,206.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-09-01 07:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc72/,72,rfc72,Proposed Moratorium on Changes to Network Protocol,4,548.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-09-01 07:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc73/,73,rfc73,Response to NWG/RFC 67,1,162.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-09-01 07:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc70/,70,rfc70,Note on Padding,9,1650.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-10-01 07:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc74/,74,rfc74,Specifications for Network Use of the UCSB On-Line System,9,2579.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-10-01 07:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc75/,75,rfc75,Network Meeting,1,164.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-10-01 07:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc76/,76,rfc76,Connection by name: User oriented protocol,15,3139.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-10-01 07:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc78/,78,rfc78,NCP Status Report: UCSB/Rand,1,162.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-10-01 07:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc77/,77,rfc77,Network meeting report,9,2833.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-11-01 08:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc79/,79,rfc79,Logger Protocol error,1,210.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-11-01 08:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
/api/v1/doc/document/rfc80/,80,rfc80,Protocols and Data Formats,9,2105.0,/api/v1/name/streamname/legacy/,/api/v1/group/group/1027/,1970-12-01 08:00:00+00:00,none,Individual Submissions,/api/v1/name/grouptypename/individ/,/api/v1/group/group/1008/,gen,General Area,/api/v1/name/grouptypename/area/,1970,legacy,individ,area,Other,Other
