rfc_uri,rfc_number,rfc_name,rfc_title,publication_time,publication_year,final_draft_uri,complete_revision_count,first_recorded_submission,last_recorded_submission,family_draft_count,maximum_lineage_depth,final_draft_revision_count,predecessor_revision_count,recorded_development_days
/api/v1/doc/document/rfc6653/,6653,rfc6653,DHCPv6 Prefix Delegation in Long-Term Evolution (LTE) Networks,2012-07-07 07:25:13+00:00,2012,/api/v1/doc/document/draft-sarikaya-v6ops-prefix-delegation/,12,2010-02-16,2012-02-10,1,0,12,0,872
/api/v1/doc/document/rfc6654/,6654,rfc6654,Gateway-Initiated IPv6 Rapid Deployment on IPv4 Infrastructures (GI 6rd),2012-07-03 07:29:47+00:00,2012,/api/v1/doc/document/draft-tsou-softwire-gwinit-6rd/,7,2010-10-15,2012-03-04,1,0,7,0,627
/api/v1/doc/document/rfc6655/,6655,rfc6655,AES-CCM Cipher Suites for Transport Layer Security (TLS),2012-07-17 07:22:15+00:00,2012,/api/v1/doc/document/draft-mcgrew-tls-aes-ccm/,5,2010-06-10,2012-05-08,1,0,5,0,768
/api/v1/doc/document/rfc6656/,6656,rfc6656,Description of Cisco Systems' Subnet Allocation Option for DHCPv4,2012-07-21 07:23:46+00:00,2012,/api/v1/doc/document/draft-ietf-dhc-subnet-alloc/,1,2012-04-05,2012-04-05,2,1,1,0,107
/api/v1/doc/document/rfc6657/,6657,rfc6657,"Update to MIME regarding ""charset"" Parameter Handling in Textual Media Types",2012-07-10 07:22:34+00:00,2012,/api/v1/doc/document/draft-ietf-appsawg-mime-default-charset/,7,2011-06-14,2012-05-09,2,1,5,2,392
/api/v1/doc/document/rfc6658/,6658,rfc6658,Packet Pseudowire Encapsulation over an MPLS PSN,2012-07-19 07:26:11+00:00,2012,/api/v1/doc/document/draft-ietf-pwe3-packet-pw/,10,2009-02-27,2012-05-12,2,1,5,5,1238
/api/v1/doc/document/rfc6659/,6659,rfc6659,Considerations for Deploying the Rapid Acquisition of Multicast RTP Sessions (RAMS) Method,2012-07-07 07:25:13+00:00,2012,/api/v1/doc/document/draft-ietf-avtext-rams-scenarios/,9,2009-10-01,2012-05-10,3,2,6,3,1010
/api/v1/doc/document/rfc6660/,6660,rfc6660,Encoding Three Pre-Congestion Notification (PCN) States in the IP Header Using a Single Diffserv Codepoint (DSCP),2012-07-19 07:26:11+00:00,2012,/api/v1/doc/document/draft-ietf-pcn-3-in-1-encoding/,13,2008-10-27,2012-04-20,2,1,12,1,1361
/api/v1/doc/document/rfc6661/,6661,rfc6661,Pre-Congestion Notification (PCN) Boundary-Node Behavior for the Controlled Load (CL) Mode of Operation,2012-07-19 07:26:11+00:00,2012,/api/v1/doc/document/draft-ietf-pcn-cl-edge-behaviour/,16,2009-03-01,2012-05-11,2,1,15,1,1236
/api/v1/doc/document/rfc6662/,6662,rfc6662,Pre-Congestion Notification (PCN) Boundary-Node Behavior for the Single Marking (SM) Mode of Operation,2012-07-19 07:26:11+00:00,2012,/api/v1/doc/document/draft-ietf-pcn-sm-edge-behaviour/,12,2009-07-06,2012-04-05,1,0,12,0,1109
/api/v1/doc/document/rfc6663/,6663,rfc6663,Requirements for Signaling of Pre-Congestion Information in a Diffserv Domain,2012-07-19 07:26:11+00:00,2012,/api/v1/doc/document/draft-ietf-pcn-signaling-requirements/,9,2010-07-04,2012-02-08,1,0,9,0,746
/api/v1/doc/document/rfc6664/,6664,rfc6664,S/MIME Capabilities for Public Key Definitions,2012-07-19 07:26:12+00:00,2012,/api/v1/doc/document/draft-ietf-pkix-pubkey-caps/,8,2010-11-19,2012-05-15,1,0,8,0,608
/api/v1/doc/document/rfc6665/,6665,rfc6665,SIP-Specific Event Notification,2012-07-10 07:22:35+00:00,2012,/api/v1/doc/document/draft-ietf-sipcore-rfc3265bis/,9,2009-03-03,2012-04-30,2,1,8,1,1225
/api/v1/doc/document/rfc6666/,6666,rfc6666,A Discard Prefix for IPv6,2012-08-03 07:29:22+00:00,2012,/api/v1/doc/document/draft-ietf-v6ops-ipv6-discard-prefix/,6,2011-10-10,2012-06-09,1,0,6,0,298
/api/v1/doc/document/rfc6667/,6667,rfc6667,LDP 'Typed Wildcard' Forwarding Equivalence Class (FEC) for PWid and Generalized PWid FEC Elements,2012-07-19 07:26:12+00:00,2012,/api/v1/doc/document/draft-ietf-pwe3-pw-typed-wc-fec/,6,2011-01-31,2012-02-06,2,1,4,2,535
/api/v1/doc/document/rfc6668/,6668,rfc6668,SHA-2 Data Integrity Verification for the Secure Shell (SSH) Transport Layer Protocol,2012-07-07 07:25:13+00:00,2012,/api/v1/doc/document/draft-dbider-sha2-mac-for-ssh/,7,2011-04-07,2012-05-04,1,0,7,0,457
/api/v1/doc/document/rfc6669/,6669,rfc6669,"An Overview of the Operations, Administration, and Maintenance (OAM) Toolset for MPLS-Based Transport Networks",2012-07-17 07:22:16+00:00,2012,/api/v1/doc/document/draft-ietf-mpls-tp-oam-analysis/,19,2008-07-07,2012-04-17,3,2,10,9,1471
/api/v1/doc/document/rfc6670/,6670,rfc6670,"The Reasons for Selecting a Single Solution for MPLS Transport Profile (MPLS-TP) Operations, Administration, and Maintenance (OAM)",2012-07-17 07:22:16+00:00,2012,/api/v1/doc/document/draft-sprecher-mpls-tp-oam-considerations/,4,2011-08-03,2012-04-30,1,0,4,0,349
/api/v1/doc/document/rfc6671/,6671,rfc6671,"Allocation of a Generic Associated Channel Type for ITU-T MPLS Transport Profile Operation, Maintenance, and Administration (MPLS-TP OAM)",2012-11-22 08:24:45+00:00,2012,/api/v1/doc/document/draft-betts-itu-oam-ach-code-point/,5,2011-10-16,2012-04-10,1,0,5,0,403
/api/v1/doc/document/rfc6672/,6672,rfc6672,DNAME Redirection in the DNS,2012-06-18 07:23:09+00:00,2012,/api/v1/doc/document/draft-ietf-dnsext-rfc2672bis-dname/,17,2008-01-14,2012-04-19,1,0,17,0,1617
/api/v1/doc/document/rfc6673/,6673,rfc6673,Round-Trip Packet Loss Metrics,2012-08-15 07:23:29+00:00,2012,/api/v1/doc/document/draft-ietf-ippm-rt-loss/,8,2010-07-05,2012-05-08,2,1,6,2,772
/api/v1/doc/document/rfc6674/,6674,rfc6674,Gateway-Initiated Dual-Stack Lite Deployment,2012-07-21 07:23:47+00:00,2012,/api/v1/doc/document/draft-ietf-softwire-gateway-init-ds-lite/,11,2009-10-13,2012-04-28,3,1,8,3,1012
/api/v1/doc/document/rfc6675/,6675,rfc6675,A Conservative Loss Recovery Algorithm Based on Selective Acknowledgment (SACK) for TCP,2012-08-25 07:22:34+00:00,2012,/api/v1/doc/document/draft-ietf-tcpm-3517bis/,5,2010-10-18,2012-03-26,2,1,3,2,677
/api/v1/doc/document/rfc6676/,6676,rfc6676,Multicast Addresses for Documentation,2012-08-21 07:22:48+00:00,2012,/api/v1/doc/document/draft-ietf-mboned-mcaddrdoc/,5,2011-05-05,2012-05-17,1,0,5,0,474
/api/v1/doc/document/rfc6677/,6677,rfc6677,Channel-Binding Support for Extensible Authentication Protocol (EAP) Methods,2012-07-19 07:26:12+00:00,2012,/api/v1/doc/document/draft-ietf-emu-chbind/,21,2008-06-26,2012-05-24,2,1,17,4,1484
/api/v1/doc/document/rfc6678/,6678,rfc6678,Requirements for a Tunnel-Based Extensible Authentication Protocol (EAP) Method,2012-07-26 07:26:52+00:00,2012,/api/v1/doc/document/draft-ietf-emu-eaptunnel-req/,12,2008-02-18,2010-12-16,2,1,10,2,1620
/api/v1/doc/document/rfc6679/,6679,rfc6679,Explicit Congestion Notification (ECN) for RTP over UDP,2012-08-03 07:29:23+00:00,2012,/api/v1/doc/document/draft-ietf-avtcore-ecn-for-rtp/,16,2009-07-06,2012-05-14,3,2,9,7,1124
/api/v1/doc/document/rfc6680/,6680,rfc6680,Generic Security Service Application Programming Interface (GSS-API) Naming Extensions,2012-08-30 17:18:11+00:00,2012,/api/v1/doc/document/draft-ietf-kitten-gssapi-naming-exts/,12,2008-07-13,2012-05-31,1,0,12,0,1509
/api/v1/doc/document/rfc6681/,6681,rfc6681,Raptor Forward Error Correction (FEC) Schemes for FECFRAME,2012-08-15 07:23:29+00:00,2012,/api/v1/doc/document/draft-ietf-fecframe-raptor/,13,2008-07-07,2012-05-10,2,1,12,1,1500
/api/v1/doc/document/rfc6682/,6682,rfc6682,RTP Payload Format for Raptor Forward Error Correction (FEC),2012-08-15 07:23:29+00:00,2012,/api/v1/doc/document/draft-ietf-fecframe-rtp-raptor/,9,2008-10-24,2012-02-24,2,1,8,1,1391
/api/v1/doc/document/rfc6683/,6683,rfc6683,Guidelines for Implementing Digital Video Broadcasting - IPTV (DVB-IPTV) Application-Layer Hybrid Forward Error Correction (FEC) Protection,2012-08-15 07:23:29+00:00,2012,/api/v1/doc/document/draft-ietf-fecframe-dvb-al-fec/,6,2008-07-07,2009-12-15,2,1,5,1,1500
/api/v1/doc/document/rfc6684/,6684,rfc6684,Guidelines and Template for Defining Extensions to the Incident Object Description Exchange Format (IODEF),2012-07-19 07:26:12+00:00,2012,/api/v1/doc/document/draft-ietf-mile-template/,8,2011-07-04,2012-06-08,2,1,6,2,381
/api/v1/doc/document/rfc6685/,6685,rfc6685,Expert Review for Incident Object Description Exchange Format (IODEF) Extensions in IANA XML Registry,2012-07-19 07:26:13+00:00,2012,/api/v1/doc/document/draft-ietf-mile-iodef-xmlreg/,4,2011-07-26,2012-05-09,2,1,2,2,359
/api/v1/doc/document/rfc6686/,6686,rfc6686,Resolution of the Sender Policy Framework (SPF) and Sender ID Experiments,2012-07-21 07:23:47+00:00,2012,/api/v1/doc/document/draft-ietf-spfbis-experiment/,17,2012-02-17,2012-06-12,2,1,12,5,155
/api/v1/doc/document/rfc6687/,6687,rfc6687,Performance Evaluation of the Routing Protocol for Low-Power and Lossy Networks (RPL),2012-10-05 07:24:19+00:00,2012,/api/v1/doc/document/draft-tripathi-roll-rpl-simulation/,9,2009-11-12,2012-04-03,1,0,9,0,1058
/api/v1/doc/document/rfc6688/,6688,rfc6688,Parallel NFS (pNFS) Block Disk Protection,2012-07-19 07:26:13+00:00,2012,/api/v1/doc/document/draft-ietf-nfsv4-pnfs-block-disk-protection/,7,2011-03-07,2012-06-22,2,1,4,3,500
/api/v1/doc/document/rfc6689/,6689,rfc6689,Usage of the RSVP ASSOCIATION Object,2012-07-27 07:25:12+00:00,2012,/api/v1/doc/document/draft-ietf-ccamp-assoc-info/,6,2009-07-06,2011-10-25,2,1,4,2,1117
/api/v1/doc/document/rfc6690/,6690,rfc6690,Constrained RESTful Environments (CoRE) Link Format,2012-08-07 07:37:27+00:00,2012,/api/v1/doc/document/draft-ietf-core-link-format/,16,2010-09-28,2012-06-01,2,1,15,1,679
/api/v1/doc/document/rfc6691/,6691,rfc6691,TCP Options and Maximum Segment Size (MSS),2012-07-27 07:25:12+00:00,2012,/api/v1/doc/document/draft-ietf-tcpm-tcpmss/,6,2009-03-04,2012-06-07,1,0,6,0,1241
/api/v1/doc/document/rfc6692/,6692,rfc6692,Source Ports in Abuse Reporting Format (ARF) Reports,2012-07-21 07:23:47+00:00,2012,/api/v1/doc/document/draft-kucherawy-marf-source-ports/,6,2012-03-25,2012-06-20,1,0,6,0,118
/api/v1/doc/document/rfc6693/,6693,rfc6693,Probabilistic Routing Protocol for Intermittently Connected Networks,2012-08-31 07:24:25+00:00,2012,/api/v1/doc/document/draft-irtf-dtnrg-prophet/,9,2008-11-17,2012-05-22,1,0,9,0,1383
/api/v1/doc/document/rfc6694/,6694,rfc6694,"The ""about"" URI Scheme",2012-08-14 07:22:01+00:00,2012,/api/v1/doc/document/draft-ietf-appsawg-about-uri-scheme/,11,2010-02-08,2012-06-07,2,1,8,3,918
/api/v1/doc/document/rfc6695/,6695,rfc6695,Methods to Convey Forward Error Correction (FEC) Framework Configuration Information,2012-08-03 07:29:23+00:00,2012,/api/v1/doc/document/draft-ietf-fecframe-config-signaling/,10,2008-02-18,2012-06-08,2,1,9,1,1628
/api/v1/doc/document/rfc6696/,6696,rfc6696,EAP Extensions for the EAP Re-authentication Protocol (ERP),2012-07-27 07:25:14+00:00,2012,/api/v1/doc/document/draft-ietf-hokey-rfc5296bis/,8,2010-09-12,2012-05-17,1,0,8,0,684
/api/v1/doc/document/rfc6697/,6697,rfc6697,Handover Keying (HOKEY) Architecture Design,2012-07-27 07:25:15+00:00,2012,/api/v1/doc/document/draft-ietf-hokey-arch-design/,15,2009-10-19,2012-01-13,2,1,12,3,1012
/api/v1/doc/document/rfc6698/,6698,rfc6698,The DNS-Based Authentication of Named Entities (DANE) Transport Layer Security (TLS) Protocol: TLSA,2012-08-07 07:37:28+00:00,2012,/api/v1/doc/document/draft-ietf-dane-protocol/,24,2010-12-12,2012-06-14,1,0,24,0,604
/api/v1/doc/document/rfc6701/,6701,rfc6701,Sanctions Available for Application to Violators of IETF IPR Policy,2012-08-14 07:22:03+00:00,2012,/api/v1/doc/document/draft-farrresnickel-ipr-sanctions/,8,2012-01-26,2012-06-21,1,0,8,0,201
/api/v1/doc/document/rfc6702/,6702,rfc6702,Promoting Compliance with Intellectual Property Rights (IPR) Disclosure Rules,2012-08-14 07:22:04+00:00,2012,/api/v1/doc/document/draft-polk-ipr-disclosure/,6,2011-08-02,2012-06-21,1,0,6,0,378
/api/v1/doc/document/rfc6703/,6703,rfc6703,Reporting IP Network Performance Metrics: Different Points of View,2012-08-15 07:23:29+00:00,2012,/api/v1/doc/document/draft-ietf-ippm-reporting-metrics/,15,2007-11-08,2012-05-10,2,1,10,5,1742
/api/v1/doc/document/rfc6704/,6704,rfc6704,Forcerenew Nonce Authentication,2012-08-03 07:29:24+00:00,2012,/api/v1/doc/document/draft-ietf-dhc-forcerenew-nonce/,8,2009-06-03,2012-06-14,1,0,8,0,1157
/api/v1/doc/document/rfc6705/,6705,rfc6705,Localized Routing for Proxy Mobile IPv6,2012-09-20 07:22:30+00:00,2012,/api/v1/doc/document/draft-ietf-netext-pmip-lr/,11,2010-09-02,2012-05-07,1,0,11,0,749
/api/v1/doc/document/rfc6706/,6706,rfc6706,Asymmetric Extended Route Optimization (AERO),2012-08-14 07:22:05+00:00,2012,/api/v1/doc/document/draft-templin-aero/,13,2011-03-29,2012-06-25,1,0,13,0,504
/api/v1/doc/document/rfc6707/,6707,rfc6707,Content Distribution Network Interconnection (CDNI) Problem Statement,2012-09-26 07:23:40+00:00,2012,/api/v1/doc/document/draft-ietf-cdni-problem-statement/,12,2010-12-02,2012-06-25,2,1,9,3,664
/api/v1/doc/document/rfc6708/,6708,rfc6708,Application-Layer Traffic Optimization (ALTO) Requirements,2012-09-30 07:23:09+00:00,2012,/api/v1/doc/document/draft-ietf-alto-reqs/,19,2008-07-04,2012-06-15,2,1,16,3,1549
/api/v1/doc/document/rfc6709/,6709,rfc6709,Design Considerations for Protocol Extensions,2012-09-15 07:22:47+00:00,2012,/api/v1/doc/document/draft-iab-extension-recs/,18,2009-07-03,2012-06-27,1,0,18,0,1170
/api/v1/doc/document/rfc6710/,6710,rfc6710,Simple Mail Transfer Protocol Extension for Message Transfer Priorities,2012-08-21 07:22:49+00:00,2012,/api/v1/doc/document/draft-melnikov-smtp-priority/,22,2011-03-04,2012-07-09,1,0,22,0,536
/api/v1/doc/document/rfc6711/,6711,rfc6711,An IANA Registry for Level of Assurance (LoA) Profiles,2012-08-25 07:22:34+00:00,2012,/api/v1/doc/document/draft-johansson-loa-registry/,7,2011-04-02,2012-05-04,1,0,7,0,511
/api/v1/doc/document/rfc6712/,6712,rfc6712,Internet X.509 Public Key Infrastructure -- HTTP Transfer for the Certificate Management Protocol (CMP),2012-09-11 07:24:34+00:00,2012,/api/v1/doc/document/draft-ietf-pkix-cmp-transport-protocols/,14,2009-07-30,2012-07-24,1,0,14,0,1139
/api/v1/doc/document/rfc6713/,6713,rfc6713,The 'application/zlib' and 'application/gzip' Media Types,2012-08-21 07:22:49+00:00,2012,/api/v1/doc/document/draft-levine-application-gzip/,4,2012-02-04,2012-06-02,1,0,4,0,199
/api/v1/doc/document/rfc6714/,6714,rfc6714,Connection Establishment for Media Anchoring (CEMA) for the Message Session Relay Protocol (MSRP),2012-08-25 07:22:35+00:00,2012,/api/v1/doc/document/draft-ietf-simple-msrp-cema/,23,2009-11-18,2012-07-03,3,2,8,15,1011
/api/v1/doc/document/rfc6715/,6715,rfc6715,vCard Format Extensions: Representing vCard Extensions Defined by the Open Mobile Alliance (OMA) Converged Address Book (CAB) Group,2012-08-30 17:18:12+00:00,2012,/api/v1/doc/document/draft-ietf-vcarddav-oma-cab-extensions/,5,2011-02-17,2012-06-18,2,1,4,1,560
/api/v1/doc/document/rfc6716/,6716,rfc6716,Definition of the Opus Audio Codec,2012-09-11 07:24:36+00:00,2012,/api/v1/doc/document/draft-ietf-codec-opus/,20,2010-07-05,2012-06-28,3,2,17,3,799
/api/v1/doc/document/rfc6717/,6717,rfc6717,kx509 Kerberized Certificate Issuance Protocol in Use in 2012,2012-08-30 17:18:12+00:00,2012,/api/v1/doc/document/draft-hotz-kx509/,7,2010-05-13,2012-07-09,1,0,7,0,840
/api/v1/doc/document/rfc6718/,6718,rfc6718,Pseudowire Redundancy,2012-08-31 07:24:26+00:00,2012,/api/v1/doc/document/draft-ietf-pwe3-redundancy/,10,2007-11-19,2012-06-27,2,1,9,1,1747
/api/v1/doc/document/rfc6719/,6719,rfc6719,The Minimum Rank with Hysteresis Objective Function,2012-09-11 07:24:36+00:00,2012,/api/v1/doc/document/draft-ietf-roll-minrank-hysteresis-of/,15,2010-06-14,2012-06-29,2,1,12,3,820
/api/v1/doc/document/rfc6720/,6720,rfc6720,The Generalized TTL Security Mechanism (GTSM) for the Label Distribution Protocol (LDP),2012-08-25 07:22:35+00:00,2012,/api/v1/doc/document/draft-ietf-mpls-ldp-gtsm/,12,2011-03-06,2012-07-03,2,1,10,2,538
