rfc_uri,rfc_number,rfc_name,rfc_title,publication_time,publication_year,final_draft_uri,complete_revision_count,first_recorded_submission,last_recorded_submission,family_draft_count,maximum_lineage_depth,final_draft_revision_count,predecessor_revision_count,recorded_development_days
/api/v1/doc/document/rfc7821/,7821,rfc7821,UDP Checksum Complement in the Network Time Protocol (NTP),2016-03-31 00:54:54+00:00,2016,/api/v1/doc/document/draft-ietf-ntp-checksum-trailer/,11,2013-05-28,2016-03-10,2,1,8,3,1038
/api/v1/doc/document/rfc7822/,7822,rfc7822,Network Time Protocol Version 4 (NTPv4) Extension Fields,2016-03-31 00:54:54+00:00,2016,/api/v1/doc/document/draft-ietf-ntp-extension-field/,12,2012-10-15,2016-02-08,2,1,8,4,1263
/api/v1/doc/document/rfc7823/,7823,rfc7823,Performance-Based Path Selection for Explicitly Routed Label Switched Paths (LSPs) Using TE Metric Extensions,2016-05-10 00:04:53+00:00,2016,/api/v1/doc/document/draft-ietf-teas-te-express-path/,12,2011-10-24,2015-10-01,3,2,6,6,1660
/api/v1/doc/document/rfc7824/,7824,rfc7824,Privacy Considerations for DHCPv6,2016-05-17 22:26:11+00:00,2016,/api/v1/doc/document/draft-ietf-dhc-dhcpv6-privacy/,7,2014-10-27,2016-02-24,2,1,6,1,568
/api/v1/doc/document/rfc7825/,7825,rfc7825,A Network Address Translator (NAT) Traversal Mechanism for Media Controlled by the Real-Time Streaming Protocol (RTSP),2016-12-27 19:31:13+00:00,2016,/api/v1/doc/document/draft-ietf-mmusic-rtsp-nat/,18,2007-07-09,2014-07-10,1,0,18,0,3459
/api/v1/doc/document/rfc7826/,7826,rfc7826,Real-Time Streaming Protocol Version 2.0,2016-12-27 19:31:14+00:00,2016,/api/v1/doc/document/draft-ietf-mmusic-rfc2326bis/,25,2007-11-19,2014-02-10,1,0,25,0,3326
/api/v1/doc/document/rfc7827/,7827,rfc7827,The Role of the IRTF Chair,2016-03-31 10:05:36+00:00,2016,/api/v1/doc/document/draft-iab-irtf-chair-description/,3,2016-01-05,2016-01-31,2,1,2,1,86
/api/v1/doc/document/rfc7828/,7828,rfc7828,The edns-tcp-keepalive EDNS0 Option,2016-04-07 02:29:22+00:00,2016,/api/v1/doc/document/draft-ietf-dnsop-edns-tcp-keepalive/,9,2013-10-15,2016-02-22,2,1,7,2,905
/api/v1/doc/document/rfc7829/,7829,rfc7829,SCTP-PF: A Quick Failover Algorithm for the Stream Control Transmission Protocol,2016-04-19 23:30:22+00:00,2016,/api/v1/doc/document/draft-ietf-tsvwg-sctp-failover/,22,2010-02-24,2016-02-17,2,1,17,5,2246
/api/v1/doc/document/rfc7830/,7830,rfc7830,The EDNS(0) Padding Option,2016-05-10 22:53:49+00:00,2016,/api/v1/doc/document/draft-ietf-dprive-edns0-padding/,6,2015-07-23,2016-03-06,2,1,4,2,292
/api/v1/doc/document/rfc7831/,7831,rfc7831,Application Bridging for Federated Access Beyond Web (ABFAB) Architecture,2016-05-12 00:05:48+00:00,2016,/api/v1/doc/document/draft-ietf-abfab-arch/,17,2010-10-18,2014-07-21,2,1,14,3,2033
/api/v1/doc/document/rfc7832/,7832,rfc7832,Application Bridging for Federated Access Beyond Web (ABFAB) Use Cases,2016-05-12 00:05:50+00:00,2016,/api/v1/doc/document/draft-ietf-abfab-usecases/,5,2011-07-05,2012-09-25,1,0,5,0,1773
/api/v1/doc/document/rfc7833/,7833,rfc7833,"A RADIUS Attribute, Binding, Profiles, Name Identifier Format, and Confirmation Methods for the Security Assertion Markup Language (SAML)",2016-05-12 00:05:50+00:00,2016,/api/v1/doc/document/draft-ietf-abfab-aaa-saml/,14,2011-03-10,2016-01-11,1,0,14,0,1890
/api/v1/doc/document/rfc7834/,7834,rfc7834,Locator/ID Separation Protocol (LISP) Impact,2016-04-30 02:48:32+00:00,2016,/api/v1/doc/document/draft-ietf-lisp-impact/,15,2012-10-14,2015-11-20,3,2,6,9,1294
/api/v1/doc/document/rfc7835/,7835,rfc7835,Locator/ID Separation Protocol (LISP) Threat Analysis,2016-04-30 02:48:34+00:00,2016,/api/v1/doc/document/draft-ietf-lisp-threats/,16,2011-07-04,2016-01-29,1,0,16,0,1762
/api/v1/doc/document/rfc7836/,7836,rfc7836,Guidelines on the Cryptographic Algorithms to Accompany the Usage of Standards GOST R 34.10-2012 and GOST R 34.11-2012,2016-04-01 00:29:45+00:00,2016,/api/v1/doc/document/draft-smyshlyaev-gost-usage/,20,2015-06-23,2015-12-28,1,0,20,0,283
/api/v1/doc/document/rfc7837/,7837,rfc7837,IPv6 Destination Option for Congestion Exposure (ConEx),2016-05-13 18:06:05+00:00,2016,/api/v1/doc/document/draft-ietf-conex-destopt/,13,2011-10-24,2016-01-17,1,0,13,0,1663
/api/v1/doc/document/rfc7838/,7838,rfc7838,HTTP Alternative Services,2016-04-08 00:50:43+00:00,2016,/api/v1/doc/document/draft-ietf-httpbis-alt-svc/,21,2013-10-15,2016-03-08,2,1,15,6,906
/api/v1/doc/document/rfc7839/,7839,rfc7839,Access-Network-Identifier Option in DHCP,2016-06-15 22:22:56+00:00,2016,/api/v1/doc/document/draft-ietf-dhc-access-network-identifier/,19,2012-07-09,2016-02-01,2,1,14,5,1437
/api/v1/doc/document/rfc7840/,7840,rfc7840,A Routing Request Extension for the HTTP-Enabled Location Delivery (HELD) Protocol,2016-05-10 00:04:54+00:00,2016,/api/v1/doc/document/draft-ietf-ecrit-held-routing/,6,2014-12-22,2016-02-09,1,0,6,0,505
/api/v1/doc/document/rfc7841/,7841,rfc7841,"RFC Streams, Headers, and Boilerplates",2016-05-25 23:51:29+00:00,2016,/api/v1/doc/document/draft-iab-rfc5741bis/,4,2015-10-14,2016-02-02,2,1,3,1,224
/api/v1/doc/document/rfc7842/,7842,rfc7842,"Requirements for Improvements to the IETF Email List Archiving, Web-Based Browsing, and Search Tool",2016-04-07 00:16:46+00:00,2016,/api/v1/doc/document/draft-sparks-genarea-mailarch-improvements/,3,2015-11-19,2016-01-06,1,0,3,0,140
/api/v1/doc/document/rfc7843/,7843,rfc7843,Port Control Protocol (PCP) Third-Party ID Option,2016-05-10 22:53:51+00:00,2016,/api/v1/doc/document/draft-ietf-pcp-third-party-id-option/,12,2014-02-13,2016-03-09,2,1,9,3,817
/api/v1/doc/document/rfc7844/,7844,rfc7844,Anonymity Profiles for DHCP Clients,2016-05-17 22:26:14+00:00,2016,/api/v1/doc/document/draft-ietf-dhc-anonymity-profile/,12,2015-02-20,2016-02-19,2,1,9,3,452
/api/v1/doc/document/rfc7845/,7845,rfc7845,Ogg Encapsulation for the Opus Audio Codec,2016-04-30 02:48:35+00:00,2016,/api/v1/doc/document/draft-ietf-codec-oggopus/,17,2012-07-05,2016-02-22,2,1,15,2,1395
/api/v1/doc/document/rfc7846/,7846,rfc7846,Peer-to-Peer Streaming Tracker Protocol (PPSTP),2016-06-01 00:42:53+00:00,2016,/api/v1/doc/document/draft-ietf-ppsp-base-tracker-protocol/,13,2013-02-14,2015-12-30,1,0,13,0,1203
/api/v1/doc/document/rfc7847/,7847,rfc7847,Logical-Interface Support for IP Hosts with Multi-Access Support,2016-05-10 00:04:55+00:00,2016,/api/v1/doc/document/draft-ietf-netext-logical-interface-support/,19,2008-08-21,2016-03-13,2,1,15,4,2819
/api/v1/doc/document/rfc7848/,7848,rfc7848,Mark and Signed Mark Objects Mapping,2016-06-09 01:40:49+00:00,2016,/api/v1/doc/document/draft-ietf-eppext-tmch-smd/,10,2013-03-18,2016-03-10,2,1,7,3,1179
/api/v1/doc/document/rfc7849/,7849,rfc7849,An IPv6 Profile for 3GPP Mobile Devices,2016-05-23 18:05:38+00:00,2016,/api/v1/doc/document/draft-ietf-v6ops-mobile-device-profile/,32,2012-09-19,2015-12-17,3,2,25,7,1342
/api/v1/doc/document/rfc7850/,7850,rfc7850,Registering Values of the SDP 'proto' Field for Transporting RTP Media over TCP under Various RTP Profiles,2016-04-30 02:48:36+00:00,2016,/api/v1/doc/document/draft-ietf-mmusic-proto-iana-registration/,10,2014-09-18,2016-02-29,2,1,7,3,590
/api/v1/doc/document/rfc7851/,7851,rfc7851,Peer-to-Peer (P2P) Overlay Diagnostics,2016-05-10 00:04:56+00:00,2016,/api/v1/doc/document/draft-ietf-p2psip-diagnostics/,26,2007-12-13,2016-03-25,2,1,23,3,3071
/api/v1/doc/document/rfc7852/,7852,rfc7852,Additional Data Related to an Emergency Call,2016-07-30 05:17:50+00:00,2016,/api/v1/doc/document/draft-ietf-ecrit-additional-data/,39,2010-03-01,2016-04-05,2,1,38,1,2343
/api/v1/doc/document/rfc7853/,7853,rfc7853,A URN Namespace for Globus,2016-05-25 22:40:15+00:00,2016,/api/v1/doc/document/draft-martin-urn-globus/,4,2016-01-08,2016-03-18,1,0,4,0,138
/api/v1/doc/document/rfc7854/,7854,rfc7854,BGP Monitoring Protocol (BMP),2016-06-09 01:40:59+00:00,2016,/api/v1/doc/document/draft-ietf-grow-bmp/,19,2008-11-17,2016-01-13,2,1,18,1,2761
/api/v1/doc/document/rfc7855/,7855,rfc7855,Source Packet Routing in Networking (SPRING) Problem Statement and Requirements,2016-05-25 23:51:34+00:00,2016,/api/v1/doc/document/draft-ietf-spring-problem-statement/,14,2014-02-14,2016-04-06,2,1,9,5,831
/api/v1/doc/document/rfc7856/,7856,rfc7856,Softwire Mesh Management Information Base (MIB),2016-05-25 23:51:42+00:00,2016,/api/v1/doc/document/draft-ietf-softwire-mesh-mib/,15,2012-07-01,2015-12-19,1,0,15,0,1424
/api/v1/doc/document/rfc7857/,7857,rfc7857,Updates to Network Address Translation (NAT) Behavioral Requirements,2016-04-28 22:48:26+00:00,2016,/api/v1/doc/document/draft-ietf-tsvwg-behave-requirements-update/,15,2011-07-25,2016-03-02,3,1,9,6,1739
/api/v1/doc/document/rfc7858/,7858,rfc7858,Specification for DNS over Transport Layer Security (TLS),2016-05-17 22:26:15+00:00,2016,/api/v1/doc/document/draft-ietf-dprive-dns-over-tls/,15,2014-10-21,2016-03-17,3,2,10,5,574
/api/v1/doc/document/rfc7859/,7859,rfc7859,Identity-Based Signatures for Mobile Ad Hoc Network (MANET) Routing Protocols,2016-05-25 23:51:43+00:00,2016,/api/v1/doc/document/draft-ietf-manet-ibs/,7,2014-06-26,2016-03-21,2,1,6,1,699
/api/v1/doc/document/rfc7860/,7860,rfc7860,HMAC-SHA-2 Authentication Protocols in User-Based Security Model (USM) for SNMPv3,2016-04-30 03:14:16+00:00,2016,/api/v1/doc/document/draft-ietf-opsawg-hmac-sha-2-usm-snmp-new/,6,2015-10-15,2016-03-18,1,0,6,0,198
/api/v1/doc/document/rfc7861/,7861,rfc7861,Remote Procedure Call (RPC) Security Version 3,2016-11-10 21:42:21+00:00,2016,/api/v1/doc/document/draft-ietf-nfsv4-rpcsec-gssv3/,18,2011-06-14,2016-01-28,1,0,18,0,1976
/api/v1/doc/document/rfc7862/,7862,rfc7862,Network File System (NFS) Version 4 Minor Version 2 Protocol,2016-11-10 21:42:23+00:00,2016,/api/v1/doc/document/draft-ietf-nfsv4-minorversion2/,42,2011-04-20,2016-01-28,1,0,42,0,2031
/api/v1/doc/document/rfc7863/,7863,rfc7863,Network File System (NFS) Version 4 Minor Version 2 External Data Representation Standard (XDR) Description,2016-11-10 21:42:26+00:00,2016,/api/v1/doc/document/draft-ietf-nfsv4-minorversion2-dot-x/,42,2011-04-20,2016-01-28,1,0,42,0,2031
/api/v1/doc/document/rfc7864/,7864,rfc7864,Proxy Mobile IPv6 Extensions to Support Flow Mobility,2016-05-10 00:04:57+00:00,2016,/api/v1/doc/document/draft-ietf-netext-pmipv6-flowmob/,19,2011-09-06,2016-03-18,1,0,19,0,1708
/api/v1/doc/document/rfc7865/,7865,rfc7865,Session Initiation Protocol (SIP) Recording Metadata,2016-06-01 00:43:01+00:00,2016,/api/v1/doc/document/draft-ietf-siprec-metadata/,28,2010-08-23,2016-04-04,2,1,23,5,2109
/api/v1/doc/document/rfc7866/,7866,rfc7866,Session Recording Protocol,2016-06-01 00:43:03+00:00,2016,/api/v1/doc/document/draft-ietf-siprec-protocol/,25,2010-12-13,2015-09-25,2,1,19,6,1997
/api/v1/doc/document/rfc7867/,7867,rfc7867,RTP Control Protocol (RTCP) Extended Report (XR) Block for Loss Concealment Metrics for Video Applications,2016-07-30 05:17:52+00:00,2016,/api/v1/doc/document/draft-ietf-xrblock-rtcp-xr-video-lc/,7,2015-02-24,2016-03-30,1,0,7,0,522
/api/v1/doc/document/rfc7868/,7868,rfc7868,Cisco's Enhanced Interior Gateway Routing Protocol (EIGRP),2016-05-25 23:51:44+00:00,2016,/api/v1/doc/document/draft-savage-eigrp/,6,2013-02-28,2016-02-23,1,0,6,0,1182
/api/v1/doc/document/rfc7869/,7869,rfc7869,"The ""vnc"" URI Scheme",2016-05-25 23:51:44+00:00,2016,/api/v1/doc/document/draft-warden-appsawg-vnc-scheme/,11,2015-03-24,2016-02-25,1,0,11,0,428
/api/v1/doc/document/rfc7870/,7870,rfc7870,Dual-Stack Lite (DS-Lite) Management Information Base (MIB) for Address Family Transition Routers (AFTRs),2016-06-15 22:22:58+00:00,2016,/api/v1/doc/document/draft-ietf-softwire-dslite-mib/,22,2011-05-05,2016-01-03,2,1,16,6,1868
/api/v1/doc/document/rfc7871/,7871,rfc7871,Client Subnet in DNS Queries,2016-05-20 20:30:15+00:00,2016,/api/v1/doc/document/draft-ietf-dnsop-edns-client-subnet/,12,2011-01-27,2016-04-19,2,1,9,3,1940
/api/v1/doc/document/rfc7872/,7872,rfc7872,Observations on the Dropping of Packets with IPv6 Extension Headers in the Real World,2016-06-21 23:59:23+00:00,2016,/api/v1/doc/document/draft-ietf-v6ops-ipv6-ehs-in-real-world/,6,2014-08-07,2015-12-10,2,1,3,3,684
/api/v1/doc/document/rfc7873/,7873,rfc7873,Domain Name System (DNS) Cookies,2016-05-28 01:31:27+00:00,2016,/api/v1/doc/document/draft-ietf-dnsop-cookies/,13,2014-01-22,2016-04-05,2,1,11,2,857
/api/v1/doc/document/rfc7874/,7874,rfc7874,WebRTC Audio Codec and Processing Requirements,2016-05-25 23:51:45+00:00,2016,/api/v1/doc/document/draft-ietf-rtcweb-audio/,15,2011-07-01,2016-04-21,2,1,12,3,1790
/api/v1/doc/document/rfc7875/,7875,rfc7875,Additional WebRTC Audio Codecs for Interoperability,2016-05-25 23:51:46+00:00,2016,/api/v1/doc/document/draft-ietf-rtcweb-audio-codecs-for-interop/,9,2014-02-14,2016-04-22,2,1,7,2,831
/api/v1/doc/document/rfc7876/,7876,rfc7876,UDP Return Path for Packet Loss and Delay Measurement for MPLS Networks,2016-07-27 00:47:28+00:00,2016,/api/v1/doc/document/draft-ietf-mpls-rfc6374-udp-return-path/,10,2014-04-07,2016-04-07,3,2,6,4,842
/api/v1/doc/document/rfc7877/,7877,rfc7877,Session Peering Provisioning Framework (SPPF),2016-08-17 22:05:24+00:00,2016,/api/v1/doc/document/draft-ietf-drinks-spp-framework/,26,2010-07-02,2015-08-12,3,2,13,13,2238
/api/v1/doc/document/rfc7878/,7878,rfc7878,Session Peering Provisioning (SPP) Protocol over SOAP,2016-08-17 22:05:25+00:00,2016,/api/v1/doc/document/draft-ietf-drinks-spp-protocol-over-soap/,20,2010-02-26,2016-04-03,3,2,10,10,2364
/api/v1/doc/document/rfc7879/,7879,rfc7879,DTLS-SRTP Handling in SIP Back-to-Back User Agents,2016-06-01 00:43:04+00:00,2016,/api/v1/doc/document/draft-ietf-straw-b2bua-dtls-srtp/,13,2015-03-23,2016-04-04,1,0,13,0,436
/api/v1/doc/document/rfc7880/,7880,rfc7880,Seamless Bidirectional Forwarding Detection (S-BFD),2016-07-13 00:50:08+00:00,2016,/api/v1/doc/document/draft-ietf-bfd-seamless-base/,16,2013-06-07,2016-05-06,2,1,12,4,1132
/api/v1/doc/document/rfc7881/,7881,rfc7881,"Seamless Bidirectional Forwarding Detection (S-BFD) for IPv4, IPv6, and MPLS",2016-07-13 00:50:10+00:00,2016,/api/v1/doc/document/draft-ietf-bfd-seamless-ip/,13,2013-06-07,2016-05-06,2,1,7,6,1132
/api/v1/doc/document/rfc7882/,7882,rfc7882,Seamless Bidirectional Forwarding Detection (S-BFD) Use Cases,2016-07-13 00:50:11+00:00,2016,/api/v1/doc/document/draft-ietf-bfd-seamless-use-case/,11,2014-02-04,2016-05-06,2,1,9,2,890
/api/v1/doc/document/rfc7883/,7883,rfc7883,Advertising Seamless Bidirectional Forwarding Detection (S-BFD) Discriminators in IS-IS,2016-07-13 00:50:12+00:00,2016,/api/v1/doc/document/draft-ietf-isis-sbfd-discriminator/,4,2014-05-08,2015-03-01,2,1,3,1,797
/api/v1/doc/document/rfc7884/,7884,rfc7884,OSPF Extensions to Advertise Seamless Bidirectional Forwarding Detection (S-BFD) Target Discriminators,2016-07-13 00:50:12+00:00,2016,/api/v1/doc/document/draft-ietf-ospf-sbfd-discriminator/,8,2014-05-07,2016-04-29,2,1,7,1,798
/api/v1/doc/document/rfc7885/,7885,rfc7885,Seamless Bidirectional Forwarding Detection (S-BFD) for Virtual Circuit Connectivity Verification (VCCV),2016-07-13 00:50:13+00:00,2016,/api/v1/doc/document/draft-ietf-pals-seamless-vccv/,6,2015-03-06,2016-04-29,2,1,4,2,495
/api/v1/doc/document/rfc7886/,7886,rfc7886,Advertising Seamless Bidirectional Forwarding Detection (S-BFD) Discriminators in the Layer Two Tunneling Protocol Version 3 (L2TPv3),2016-07-13 00:50:14+00:00,2016,/api/v1/doc/document/draft-ietf-l2tpext-sbfd-discriminator/,7,2015-03-05,2016-04-15,2,1,6,1,496
/api/v1/doc/document/rfc7887/,7887,rfc7887,Hierarchical Join/Prune Attributes,2016-06-09 01:41:00+00:00,2016,/api/v1/doc/document/draft-ietf-pim-hierarchicaljoinattr/,10,2013-02-06,2016-04-25,2,1,9,1,1219
/api/v1/doc/document/rfc7888/,7888,rfc7888,IMAP4 Non-synchronizing Literals,2016-05-17 22:26:16+00:00,2016,/api/v1/doc/document/draft-ietf-imapapnd-rfc2088bis/,10,2013-04-23,2016-03-06,2,1,5,5,1120
/api/v1/doc/document/rfc7889/,7889,rfc7889,The IMAP APPENDLIMIT Extension,2016-05-17 22:26:17+00:00,2016,/api/v1/doc/document/draft-ietf-imapapnd-appendlimit-extension/,16,2014-11-18,2016-01-08,2,1,11,5,546
/api/v1/doc/document/rfc7890/,7890,rfc7890,Concepts and Terminology for Peer-to-Peer SIP (P2PSIP),2016-06-22 22:58:00+00:00,2016,/api/v1/doc/document/draft-ietf-p2psip-concepts/,9,2007-11-15,2016-04-21,2,1,9,0,3142
/api/v1/doc/document/rfc7891/,7891,rfc7891,Explicit Reverse Path Forwarding (RPF) Vector,2016-06-15 22:22:59+00:00,2016,/api/v1/doc/document/draft-ietf-pim-explicit-rpf-vector/,12,2012-10-15,2016-04-26,2,1,10,2,1339
/api/v1/doc/document/rfc7892/,7892,rfc7892,IANA Allocation Procedures for the GMPLS OTN Signal Type Registry,2016-05-28 01:31:32+00:00,2016,/api/v1/doc/document/draft-ietf-ccamp-otn-signal-type-subregistry/,9,2014-07-04,2016-03-17,2,1,6,3,694
/api/v1/doc/document/rfc7893/,7893,rfc7893,Pseudowire Congestion Considerations,2016-06-29 23:54:11+00:00,2016,/api/v1/doc/document/draft-ietf-pals-congcons/,8,2012-07-08,2016-04-21,3,2,3,5,1452
/api/v1/doc/document/rfc7894/,7894,rfc7894,Alternative Challenge Password Attributes for Enrollment over Secure Transport,2016-06-09 01:41:01+00:00,2016,/api/v1/doc/document/draft-wallace-est-alt-challenge/,9,2015-08-03,2016-04-13,1,0,9,0,311
/api/v1/doc/document/rfc7895/,7895,rfc7895,YANG Module Library,2016-06-30 17:46:06+00:00,2016,/api/v1/doc/document/draft-ietf-netconf-yang-library/,7,2015-01-30,2016-04-27,1,0,7,0,517
/api/v1/doc/document/rfc7896/,7896,rfc7896,Update to the Include Route Object (IRO) Specification in the Path Computation Element Communication Protocol (PCEP),2016-06-15 22:22:59+00:00,2016,/api/v1/doc/document/draft-ietf-pce-iro-update/,11,2014-10-21,2016-04-21,2,1,8,3,603
/api/v1/doc/document/rfc7897/,7897,rfc7897,Domain Subobjects for the Path Computation Element Communication Protocol (PCEP),2016-06-15 22:22:59+00:00,2016,/api/v1/doc/document/draft-ietf-pce-pcep-domain-sequence/,16,2011-03-04,2015-12-07,2,1,13,3,1930
/api/v1/doc/document/rfc7898/,7898,rfc7898,Domain Subobjects for Resource Reservation Protocol - Traffic Engineering (RSVP-TE),2016-06-15 22:23:00+00:00,2016,/api/v1/doc/document/draft-ietf-teas-rsvp-te-domain-subobjects/,12,2012-10-03,2015-11-19,3,2,6,6,1351
/api/v1/doc/document/rfc7899/,7899,rfc7899,Multicast VPN State Damping,2016-06-28 21:05:39+00:00,2016,/api/v1/doc/document/draft-ietf-bess-multicast-damping/,11,2013-07-15,2016-05-09,3,2,7,4,1079
/api/v1/doc/document/rfc7900/,7900,rfc7900,Extranet Multicast in BGP/IP MPLS VPNs,2016-06-21 23:59:31+00:00,2016,/api/v1/doc/document/draft-ietf-bess-mvpn-extranet/,28,2009-07-06,2016-04-12,5,2,8,20,2542
/api/v1/doc/document/rfc7901/,7901,rfc7901,CHAIN Query Requests in DNS,2016-06-21 23:59:32+00:00,2016,/api/v1/doc/document/draft-ietf-dnsop-edns-chain-query/,9,2014-02-14,2016-02-18,2,1,8,1,858
/api/v1/doc/document/rfc7902/,7902,rfc7902,Registry and Extensions for P-Multicast Service Interface Tunnel Attribute Flags,2016-06-09 01:41:02+00:00,2016,/api/v1/doc/document/draft-ietf-bess-pta-flags/,5,2015-02-11,2016-05-03,2,1,4,1,484
/api/v1/doc/document/rfc7903/,7903,rfc7903,Windows Image Media Types,2016-09-30 21:38:52+00:00,2016,/api/v1/doc/document/draft-seantek-windows-image/,7,2014-10-17,2016-04-07,3,1,4,3,714
/api/v1/doc/document/rfc7904/,7904,rfc7904,A SIP Usage for REsource LOcation And Discovery (RELOAD),2016-10-15 03:16:52+00:00,2016,/api/v1/doc/document/draft-ietf-p2psip-sip/,21,2008-10-27,2016-04-27,1,0,21,0,2910
/api/v1/doc/document/rfc7905/,7905,rfc7905,ChaCha20-Poly1305 Cipher Suites for Transport Layer Security (TLS),2016-06-22 22:34:24+00:00,2016,/api/v1/doc/document/draft-ietf-tls-chacha20-poly1305/,11,2013-12-06,2015-12-16,2,1,5,6,929
/api/v1/doc/document/rfc7906/,7906,rfc7906,NSA's Cryptographic Message Syntax (CMS) Key Management Attributes,2016-06-28 21:05:39+00:00,2016,/api/v1/doc/document/draft-turner-km-attributes/,8,2013-06-04,2016-03-15,1,0,8,0,1120
/api/v1/doc/document/rfc7908/,7908,rfc7908,Problem Definition and Classification of BGP Route Leaks,2016-06-21 23:59:33+00:00,2016,/api/v1/doc/document/draft-ietf-grow-route-leak-problem-definition/,7,2015-02-25,2016-05-05,1,0,7,0,482
/api/v1/doc/document/rfc7909/,7909,rfc7909,Securing Routing Policy Specification Language (RPSL) Objects with Resource Public Key Infrastructure (RPKI) Signatures,2016-06-30 22:49:48+00:00,2016,/api/v1/doc/document/draft-ietf-sidr-rpsl-sig/,14,2008-10-26,2016-05-19,2,1,13,1,2804
/api/v1/doc/document/rfc7910/,7910,rfc7910,Interoperability between the Virtual Router Redundancy Protocol and PIM,2016-06-17 00:05:41+00:00,2016,/api/v1/doc/document/draft-zhou-pim-vrrp/,7,2012-10-15,2016-03-11,1,0,7,0,1341
/api/v1/doc/document/rfc7911/,7911,rfc7911,Advertisement of Multiple Paths in BGP,2016-07-11 23:16:25+00:00,2016,/api/v1/doc/document/draft-ietf-idr-add-paths/,16,2008-12-19,2016-05-23,2,1,16,0,2761
/api/v1/doc/document/rfc7912/,7912,rfc7912,Message Authorizing Email Header Field and Its Use for the Draft and Release Procedure,2016-06-21 23:59:33+00:00,2016,/api/v1/doc/document/draft-melnikov-mmhs-authorizing-users/,15,2013-07-03,2016-05-04,1,0,15,0,1084
/api/v1/doc/document/rfc7913/,7913,rfc7913,P-Access-Network-Info ABNF Update,2016-06-22 22:34:25+00:00,2016,/api/v1/doc/document/draft-holmberg-dispatch-pani-abnf/,4,2015-10-18,2016-04-08,1,0,4,0,248
/api/v1/doc/document/rfc7914/,7914,rfc7914,The scrypt Password-Based Key Derivation Function,2016-08-17 22:05:25+00:00,2016,/api/v1/doc/document/draft-josefsson-scrypt-kdf/,6,2012-09-17,2016-05-18,1,0,6,0,1430
/api/v1/doc/document/rfc7915/,7915,rfc7915,IP/ICMP Translation Algorithm,2016-06-28 21:05:40+00:00,2016,/api/v1/doc/document/draft-bao-v6ops-rfc6145bis/,8,2015-07-04,2016-04-27,1,0,8,0,360
/api/v1/doc/document/rfc7916/,7916,rfc7916,Operational Management of Loop-Free Alternates,2016-07-11 23:16:27+00:00,2016,/api/v1/doc/document/draft-ietf-rtgwg-lfa-manageability/,14,2012-10-15,2015-06-25,2,1,12,2,1365
/api/v1/doc/document/rfc7917/,7917,rfc7917,Advertising Node Administrative Tags in IS-IS,2016-07-11 23:16:27+00:00,2016,/api/v1/doc/document/draft-ietf-isis-node-admin-tag/,16,2013-10-21,2016-05-09,2,1,12,4,994
/api/v1/doc/document/rfc7918/,7918,rfc7918,Transport Layer Security (TLS) False Start,2016-08-10 22:05:37+00:00,2016,/api/v1/doc/document/draft-ietf-tls-falsestart/,5,2010-06-02,2016-05-11,2,1,3,2,2261
/api/v1/doc/document/rfc7919/,7919,rfc7919,Negotiated Finite Field Diffie-Hellman Ephemeral Parameters for Transport Layer Security (TLS),2016-08-10 22:05:38+00:00,2016,/api/v1/doc/document/draft-ietf-tls-negotiated-ff-dhe/,15,2014-03-28,2015-06-01,3,2,11,4,866
/api/v1/doc/document/rfc7920/,7920,rfc7920,Problem Statement for the Interface to the Routing System,2016-06-30 17:46:07+00:00,2016,/api/v1/doc/document/draft-ietf-i2rs-problem-statement/,16,2012-07-30,2016-05-10,3,2,12,4,1431
/api/v1/doc/document/rfc7921/,7921,rfc7921,An Architecture for the Interface to the Routing System,2016-06-30 17:46:09+00:00,2016,/api/v1/doc/document/draft-ietf-i2rs-architecture/,24,2012-07-30,2016-04-22,6,3,16,8,1431
/api/v1/doc/document/rfc7922/,7922,rfc7922,Interface to the Routing System (I2RS) Traceability: Framework and Information Model,2016-06-30 17:46:10+00:00,2016,/api/v1/doc/document/draft-ietf-i2rs-traceability/,16,2013-09-28,2016-05-18,2,1,12,4,1006
/api/v1/doc/document/rfc7923/,7923,rfc7923,Requirements for Subscription to YANG Datastores,2016-06-30 17:46:11+00:00,2016,/api/v1/doc/document/draft-ietf-i2rs-pub-sub-requirements/,11,2014-12-11,2016-05-17,2,1,10,1,567
/api/v1/doc/document/rfc7924/,7924,rfc7924,Transport Layer Security (TLS) Cached Information Extension,2016-07-19 14:02:02+00:00,2016,/api/v1/doc/document/draft-ietf-tls-cached-info/,22,2009-09-15,2016-05-11,2,1,22,0,2499
/api/v1/doc/document/rfc7925/,7925,rfc7925,Transport Layer Security (TLS) / Datagram Transport Layer Security (DTLS) Profiles for the Internet of Things,2016-07-19 14:02:04+00:00,2016,/api/v1/doc/document/draft-ietf-dice-profile/,22,2013-11-04,2015-10-18,2,1,18,4,988
/api/v1/doc/document/rfc7926/,7926,rfc7926,Problem Statement and Architecture for Information Exchange between Interconnected Traffic-Engineered Networks,2016-07-27 00:47:32+00:00,2016,/api/v1/doc/document/draft-ietf-teas-interconnected-te-info-exchange/,18,2013-02-18,2016-05-21,3,2,8,10,1255
