rfc_uri,rfc_number,rfc_name,rfc_title,publication_time,final_draft_uri,draft_uri,lineage_depth,draft_name,publication_year
/api/v1/doc/document/rfc6996/,6996,rfc6996,Autonomous System (AS) Reservation for Private Use,2013-07-29 10:06:14+00:00,/api/v1/doc/document/draft-ietf-idr-as-private-reservation/,/api/v1/doc/document/draft-mitchell-idr-as-private-reservation/,1,draft-mitchell-idr-as-private-reservation,2013
/api/v1/doc/document/rfc6993/,6993,rfc6993,Instant Messaging and Presence Purpose for the Call-Info Header Field in the Session Initiation Protocol (SIP),2013-07-29 17:06:57+00:00,/api/v1/doc/document/draft-saintandre-impp-call-info/,/api/v1/doc/document/draft-saintandre-impp-call-info/,0,draft-saintandre-impp-call-info,2013
/api/v1/doc/document/rfc6974/,6974,rfc6974,Applicability of MPLS Transport Profile for Ring Topologies,2013-07-30 14:15:39+00:00,/api/v1/doc/document/draft-ietf-mpls-tp-ring-protection/,/api/v1/doc/document/draft-ietf-mpls-tp-ring-protection/,0,draft-ietf-mpls-tp-ring-protection,2013
/api/v1/doc/document/rfc6974/,6974,rfc6974,Applicability of MPLS Transport Profile for Ring Topologies,2013-07-30 14:15:39+00:00,/api/v1/doc/document/draft-ietf-mpls-tp-ring-protection/,/api/v1/doc/document/draft-weingarten-mpls-tp-ring-protection/,1,draft-weingarten-mpls-tp-ring-protection,2013
/api/v1/doc/document/rfc6976/,6976,rfc6976,Framework for Loop-Free Convergence Using the Ordered Forwarding Information Base (oFIB) Approach,2013-07-30 14:15:40+00:00,/api/v1/doc/document/draft-ietf-rtgwg-ordered-fib/,/api/v1/doc/document/draft-ietf-rtgwg-ordered-fib/,0,draft-ietf-rtgwg-ordered-fib,2013
/api/v1/doc/document/rfc6992/,6992,rfc6992,Routing for IPv4-Embedded IPv6 Packets,2013-07-30 14:15:40+00:00,/api/v1/doc/document/draft-ietf-ospf-ipv4-embedded-ipv6-routing/,/api/v1/doc/document/draft-ietf-ospf-ipv4-embedded-ipv6-routing/,0,draft-ietf-ospf-ipv4-embedded-ipv6-routing,2013
/api/v1/doc/document/rfc6992/,6992,rfc6992,Routing for IPv4-Embedded IPv6 Packets,2013-07-30 14:15:40+00:00,/api/v1/doc/document/draft-ietf-ospf-ipv4-embedded-ipv6-routing/,/api/v1/doc/document/draft-cheng-ospf-ipv4-embedded-ipv6-routing/,1,draft-cheng-ospf-ipv4-embedded-ipv6-routing,2013
/api/v1/doc/document/rfc6991/,6991,rfc6991,Common YANG Data Types,2013-07-31 14:18:21+00:00,/api/v1/doc/document/draft-ietf-netmod-rfc6021-bis/,/api/v1/doc/document/draft-ietf-netmod-rfc6021-bis/,0,draft-ietf-netmod-rfc6021-bis,2013
/api/v1/doc/document/rfc6991/,6991,rfc6991,Common YANG Data Types,2013-07-31 14:18:21+00:00,/api/v1/doc/document/draft-ietf-netmod-rfc6021-bis/,/api/v1/doc/document/draft-schoenw-netmod-rfc6021-bis/,1,draft-schoenw-netmod-rfc6021-bis,2013
/api/v1/doc/document/rfc6981/,6981,rfc6981,A Framework for IP and MPLS Fast Reroute Using Not-Via Addresses,2013-08-01 10:06:19+00:00,/api/v1/doc/document/draft-ietf-rtgwg-ipfrr-notvia-addresses/,/api/v1/doc/document/draft-ietf-rtgwg-ipfrr-notvia-addresses/,0,draft-ietf-rtgwg-ipfrr-notvia-addresses,2013
/api/v1/doc/document/rfc6981/,6981,rfc6981,A Framework for IP and MPLS Fast Reroute Using Not-Via Addresses,2013-08-01 10:06:19+00:00,/api/v1/doc/document/draft-ietf-rtgwg-ipfrr-notvia-addresses/,/api/v1/doc/document/draft-bryant-shand-ipfrr-notvia-addresses/,1,draft-bryant-shand-ipfrr-notvia-addresses,2013
/api/v1/doc/document/rfc6965/,6965,rfc6965,MPLS Transport Profile (MPLS-TP) Applicability: Use Cases and Design,2013-08-01 17:07:07+00:00,/api/v1/doc/document/draft-ietf-mpls-tp-use-cases-and-design/,/api/v1/doc/document/draft-ietf-mpls-tp-use-cases-and-design/,0,draft-ietf-mpls-tp-use-cases-and-design,2013
/api/v1/doc/document/rfc6965/,6965,rfc6965,MPLS Transport Profile (MPLS-TP) Applicability: Use Cases and Design,2013-08-01 17:07:07+00:00,/api/v1/doc/document/draft-ietf-mpls-tp-use-cases-and-design/,/api/v1/doc/document/draft-fang-mpls-tp-use-cases-and-design/,1,draft-fang-mpls-tp-use-cases-and-design,2013
/api/v1/doc/document/rfc6979/,6979,rfc6979,Deterministic Usage of the Digital Signature Algorithm (DSA) and Elliptic Curve Digital Signature Algorithm (ECDSA),2013-08-08 19:32:59+00:00,/api/v1/doc/document/draft-pornin-deterministic-dsa/,/api/v1/doc/document/draft-pornin-deterministic-dsa/,0,draft-pornin-deterministic-dsa,2013
/api/v1/doc/document/rfc6994/,6994,rfc6994,Shared Use of Experimental TCP Options,2013-08-08 19:33:01+00:00,/api/v1/doc/document/draft-ietf-tcpm-experimental-options/,/api/v1/doc/document/draft-ietf-tcpm-experimental-options/,0,draft-ietf-tcpm-experimental-options,2013
/api/v1/doc/document/rfc6994/,6994,rfc6994,Shared Use of Experimental TCP Options,2013-08-08 19:33:01+00:00,/api/v1/doc/document/draft-ietf-tcpm-experimental-options/,/api/v1/doc/document/draft-touch-tcpm-experimental-options/,1,draft-touch-tcpm-experimental-options,2013
/api/v1/doc/document/rfc6984/,6984,rfc6984,Interoperability Report for Forwarding and Control Element Separation (ForCES),2013-08-09 10:06:10+00:00,/api/v1/doc/document/draft-ietf-forces-interop/,/api/v1/doc/document/draft-ietf-forces-interop/,0,draft-ietf-forces-interop,2013
/api/v1/doc/document/rfc6980/,6980,rfc6980,Security Implications of IPv6 Fragmentation with IPv6 Neighbor Discovery,2013-08-13 22:18:10+00:00,/api/v1/doc/document/draft-ietf-6man-nd-extension-headers/,/api/v1/doc/document/draft-ietf-6man-nd-extension-headers/,0,draft-ietf-6man-nd-extension-headers,2013
/api/v1/doc/document/rfc6980/,6980,rfc6980,Security Implications of IPv6 Fragmentation with IPv6 Neighbor Discovery,2013-08-13 22:18:10+00:00,/api/v1/doc/document/draft-ietf-6man-nd-extension-headers/,/api/v1/doc/document/draft-gont-6man-nd-extension-headers/,1,draft-gont-6man-nd-extension-headers,2013
/api/v1/doc/document/rfc6997/,6997,rfc6997,Reactive Discovery of Point-to-Point Routes in Low-Power and Lossy Networks,2013-08-14 16:29:26+00:00,/api/v1/doc/document/draft-ietf-roll-p2p-rpl/,/api/v1/doc/document/draft-ietf-roll-p2p-rpl/,0,draft-ietf-roll-p2p-rpl,2013
/api/v1/doc/document/rfc6997/,6997,rfc6997,Reactive Discovery of Point-to-Point Routes in Low-Power and Lossy Networks,2013-08-14 16:29:26+00:00,/api/v1/doc/document/draft-ietf-roll-p2p-rpl/,/api/v1/doc/document/draft-dt-roll-p2p-rpl/,1,draft-dt-roll-p2p-rpl,2013
/api/v1/doc/document/rfc6998/,6998,rfc6998,A Mechanism to Measure the Routing Metrics along a Point-to-Point Route in a Low-Power and Lossy Network,2013-08-14 16:29:27+00:00,/api/v1/doc/document/draft-ietf-roll-p2p-measurement/,/api/v1/doc/document/draft-ietf-roll-p2p-measurement/,0,draft-ietf-roll-p2p-measurement,2013
/api/v1/doc/document/rfc6998/,6998,rfc6998,A Mechanism to Measure the Routing Metrics along a Point-to-Point Route in a Low-Power and Lossy Network,2013-08-14 16:29:27+00:00,/api/v1/doc/document/draft-ietf-roll-p2p-measurement/,/api/v1/doc/document/draft-goyal-roll-p2p-measurement/,1,draft-goyal-roll-p2p-measurement,2013
/api/v1/doc/document/rfc7009/,7009,rfc7009,OAuth 2.0 Token Revocation,2013-08-22 21:07:51+00:00,/api/v1/doc/document/draft-ietf-oauth-revocation/,/api/v1/doc/document/draft-ietf-oauth-revocation/,0,draft-ietf-oauth-revocation,2013
/api/v1/doc/document/rfc6990/,6990,rfc6990,RTP Control Protocol (RTCP) Extended Report (XR) Block for MPEG-2 Transport Stream (TS) Program Specific Information (PSI) Independent Decodability Statistics Metrics Reporting,2013-08-24 12:35:09+00:00,/api/v1/doc/document/draft-ietf-xrblock-rtcp-xr-decodability/,/api/v1/doc/document/draft-ietf-xrblock-rtcp-xr-decodability/,0,draft-ietf-xrblock-rtcp-xr-decodability,2013
/api/v1/doc/document/rfc7020/,7020,rfc7020,The Internet Numbers Registry System,2013-08-24 12:35:11+00:00,/api/v1/doc/document/draft-housley-rfc2050bis/,/api/v1/doc/document/draft-housley-rfc2050bis/,0,draft-housley-rfc2050bis,2013
/api/v1/doc/document/rfc6986/,6986,rfc6986,GOST R 34.11-2012: Hash Function,2013-08-29 00:17:00+00:00,/api/v1/doc/document/draft-dolmatov-gost34112012/,/api/v1/doc/document/draft-dolmatov-gost34112012/,0,draft-dolmatov-gost34112012,2013
/api/v1/doc/document/rfc7007/,7007,rfc7007,Update to Remove DVI4 from the Recommended Codecs for the RTP Profile for Audio and Video Conferences with Minimal Control (RTP/AVP),2013-08-29 00:17:01+00:00,/api/v1/doc/document/draft-ietf-avtcore-avp-codecs/,/api/v1/doc/document/draft-ietf-avtcore-avp-codecs/,0,draft-ietf-avtcore-avp-codecs,2013
/api/v1/doc/document/rfc7007/,7007,rfc7007,Update to Remove DVI4 from the Recommended Codecs for the RTP Profile for Audio and Video Conferences with Minimal Control (RTP/AVP),2013-08-29 00:17:01+00:00,/api/v1/doc/document/draft-ietf-avtcore-avp-codecs/,/api/v1/doc/document/draft-terriberry-avp-codecs/,1,draft-terriberry-avp-codecs,2013
/api/v1/doc/document/rfc7008/,7008,rfc7008,A Description of the KCipher-2 Encryption Algorithm,2013-08-29 00:17:02+00:00,/api/v1/doc/document/draft-kiyomoto-kcipher2/,/api/v1/doc/document/draft-kiyomoto-kcipher2/,0,draft-kiyomoto-kcipher2,2013
/api/v1/doc/document/rfc7017/,7017,rfc7017,IMAP Access to IETF Email List Archives,2013-08-29 00:17:02+00:00,/api/v1/doc/document/draft-sparks-genarea-imaparch/,/api/v1/doc/document/draft-sparks-genarea-imaparch/,0,draft-sparks-genarea-imaparch,2013
/api/v1/doc/document/rfc7022/,7022,rfc7022,Guidelines for Choosing RTP Control Protocol (RTCP) Canonical Names (CNAMEs),2013-09-03 22:45:13+00:00,/api/v1/doc/document/draft-ietf-avtcore-6222bis/,/api/v1/doc/document/draft-ietf-avtcore-6222bis/,0,draft-ietf-avtcore-6222bis,2013
/api/v1/doc/document/rfc7022/,7022,rfc7022,Guidelines for Choosing RTP Control Protocol (RTCP) Canonical Names (CNAMEs),2013-09-03 22:45:13+00:00,/api/v1/doc/document/draft-ietf-avtcore-6222bis/,/api/v1/doc/document/draft-rescorla-avtcore-6222bis/,1,draft-rescorla-avtcore-6222bis,2013
/api/v1/doc/document/rfc7026/,7026,rfc7026,Retiring TLVs from the Associated Channel Header of the MPLS Generic Associated Channel,2013-09-03 22:45:14+00:00,/api/v1/doc/document/draft-ietf-mpls-retire-ach-tlv/,/api/v1/doc/document/draft-ietf-mpls-retire-ach-tlv/,0,draft-ietf-mpls-retire-ach-tlv,2013
/api/v1/doc/document/rfc7026/,7026,rfc7026,Retiring TLVs from the Associated Channel Header of the MPLS Generic Associated Channel,2013-09-03 22:45:14+00:00,/api/v1/doc/document/draft-ietf-mpls-retire-ach-tlv/,/api/v1/doc/document/draft-farbryantrel-mpls-retire-ach-tlv/,1,draft-farbryantrel-mpls-retire-ach-tlv,2013
/api/v1/doc/document/rfc7002/,7002,rfc7002,RTP Control Protocol (RTCP) Extended Report (XR) Block for Discard Count Metric Reporting,2013-09-04 23:25:56+00:00,/api/v1/doc/document/draft-ietf-xrblock-rtcp-xr-discard/,/api/v1/doc/document/draft-ietf-xrblock-rtcp-xr-discard/,0,draft-ietf-xrblock-rtcp-xr-discard,2013
/api/v1/doc/document/rfc7003/,7003,rfc7003,RTP Control Protocol (RTCP) Extended Report (XR) Block for Burst/Gap Discard Metric Reporting,2013-09-04 23:25:57+00:00,/api/v1/doc/document/draft-ietf-xrblock-rtcp-xr-burst-gap-discard/,/api/v1/doc/document/draft-ietf-xrblock-rtcp-xr-burst-gap-discard/,0,draft-ietf-xrblock-rtcp-xr-burst-gap-discard,2013
/api/v1/doc/document/rfc7004/,7004,rfc7004,RTP Control Protocol (RTCP) Extended Report (XR) Blocks for Summary Statistics Metrics Reporting,2013-09-04 23:25:58+00:00,/api/v1/doc/document/draft-ietf-xrblock-rtcp-xr-summary-stat/,/api/v1/doc/document/draft-ietf-xrblock-rtcp-xr-summary-stat/,0,draft-ietf-xrblock-rtcp-xr-summary-stat,2013
/api/v1/doc/document/rfc7004/,7004,rfc7004,RTP Control Protocol (RTCP) Extended Report (XR) Blocks for Summary Statistics Metrics Reporting,2013-09-04 23:25:58+00:00,/api/v1/doc/document/draft-ietf-xrblock-rtcp-xr-summary-stat/,/api/v1/doc/document/draft-zorn-xrblock-rtcp-xr-al-stat/,1,draft-zorn-xrblock-rtcp-xr-al-stat,2013
/api/v1/doc/document/rfc7005/,7005,rfc7005,RTP Control Protocol (RTCP) Extended Report (XR) Block for De-Jitter Buffer Metric Reporting,2013-09-04 23:26:02+00:00,/api/v1/doc/document/draft-ietf-xrblock-rtcp-xr-jb/,/api/v1/doc/document/draft-ietf-xrblock-rtcp-xr-jb/,0,draft-ietf-xrblock-rtcp-xr-jb,2013
/api/v1/doc/document/rfc7018/,7018,rfc7018,Auto-Discovery VPN Problem Statement and Requirements,2013-09-04 23:26:03+00:00,/api/v1/doc/document/draft-ietf-ipsecme-ad-vpn-problem/,/api/v1/doc/document/draft-ietf-ipsecme-ad-vpn-problem/,0,draft-ietf-ipsecme-ad-vpn-problem,2013
/api/v1/doc/document/rfc7018/,7018,rfc7018,Auto-Discovery VPN Problem Statement and Requirements,2013-09-04 23:26:03+00:00,/api/v1/doc/document/draft-ietf-ipsecme-ad-vpn-problem/,/api/v1/doc/document/draft-ietf-ipsecme-p2p-vpn-problem/,1,draft-ietf-ipsecme-p2p-vpn-problem,2013
/api/v1/doc/document/rfc7018/,7018,rfc7018,Auto-Discovery VPN Problem Statement and Requirements,2013-09-04 23:26:03+00:00,/api/v1/doc/document/draft-ietf-ipsecme-ad-vpn-problem/,/api/v1/doc/document/draft-nir-ipsecme-p2p/,2,draft-nir-ipsecme-p2p,2013
/api/v1/doc/document/rfc6987/,6987,rfc6987,OSPF Stub Router Advertisement,2013-09-11 00:32:27+00:00,/api/v1/doc/document/draft-ietf-ospf-rfc3137bis/,/api/v1/doc/document/draft-ietf-ospf-rfc3137bis/,0,draft-ietf-ospf-rfc3137bis,2013
/api/v1/doc/document/rfc6987/,6987,rfc6987,OSPF Stub Router Advertisement,2013-09-11 00:32:27+00:00,/api/v1/doc/document/draft-ietf-ospf-rfc3137bis/,/api/v1/doc/document/draft-retana-ospf-rfc3137bis/,1,draft-retana-ospf-rfc3137bis,2013
/api/v1/doc/document/rfc7010/,7010,rfc7010,IPv6 Site Renumbering Gap Analysis,2013-09-14 00:40:45+00:00,/api/v1/doc/document/draft-ietf-6renum-gap-analysis/,/api/v1/doc/document/draft-ietf-6renum-gap-analysis/,0,draft-ietf-6renum-gap-analysis,2013
/api/v1/doc/document/rfc7010/,7010,rfc7010,IPv6 Site Renumbering Gap Analysis,2013-09-14 00:40:45+00:00,/api/v1/doc/document/draft-ietf-6renum-gap-analysis/,/api/v1/doc/document/draft-liu-6renum-gap-analysis/,1,draft-liu-6renum-gap-analysis,2013
/api/v1/doc/document/rfc7011/,7011,rfc7011,Specification of the IP Flow Information Export (IPFIX) Protocol for the Exchange of Flow Information,2013-09-16 05:07:43+00:00,/api/v1/doc/document/draft-ietf-ipfix-protocol-rfc5101bis/,/api/v1/doc/document/draft-ietf-ipfix-protocol-rfc5101bis/,0,draft-ietf-ipfix-protocol-rfc5101bis,2013
/api/v1/doc/document/rfc7011/,7011,rfc7011,Specification of the IP Flow Information Export (IPFIX) Protocol for the Exchange of Flow Information,2013-09-16 05:07:43+00:00,/api/v1/doc/document/draft-ietf-ipfix-protocol-rfc5101bis/,/api/v1/doc/document/draft-claise-ipfix-protocol-rfc5101bis/,1,draft-claise-ipfix-protocol-rfc5101bis,2013
/api/v1/doc/document/rfc7012/,7012,rfc7012,Information Model for IP Flow Information Export (IPFIX),2013-09-16 05:07:44+00:00,/api/v1/doc/document/draft-ietf-ipfix-information-model-rfc5102bis/,/api/v1/doc/document/draft-ietf-ipfix-information-model-rfc5102bis/,0,draft-ietf-ipfix-information-model-rfc5102bis,2013
/api/v1/doc/document/rfc7012/,7012,rfc7012,Information Model for IP Flow Information Export (IPFIX),2013-09-16 05:07:44+00:00,/api/v1/doc/document/draft-ietf-ipfix-information-model-rfc5102bis/,/api/v1/doc/document/draft-claise-ipfix-information-model-rfc5102bis/,1,draft-claise-ipfix-information-model-rfc5102bis,2013
/api/v1/doc/document/rfc7013/,7013,rfc7013,Guidelines for Authors and Reviewers of IP Flow Information Export (IPFIX) Information Elements,2013-09-16 05:07:46+00:00,/api/v1/doc/document/draft-ietf-ipfix-ie-doctors/,/api/v1/doc/document/draft-ietf-ipfix-ie-doctors/,0,draft-ietf-ipfix-ie-doctors,2013
/api/v1/doc/document/rfc7013/,7013,rfc7013,Guidelines for Authors and Reviewers of IP Flow Information Export (IPFIX) Information Elements,2013-09-16 05:07:46+00:00,/api/v1/doc/document/draft-ietf-ipfix-ie-doctors/,/api/v1/doc/document/draft-trammell-ipfix-ie-doctors/,1,draft-trammell-ipfix-ie-doctors,2013
/api/v1/doc/document/rfc7014/,7014,rfc7014,Flow Selection Techniques,2013-09-16 05:07:46+00:00,/api/v1/doc/document/draft-ietf-ipfix-flow-selection-tech/,/api/v1/doc/document/draft-ietf-ipfix-flow-selection-tech/,0,draft-ietf-ipfix-flow-selection-tech,2013
/api/v1/doc/document/rfc7015/,7015,rfc7015,Flow Aggregation for the IP Flow Information Export (IPFIX) Protocol,2013-09-16 05:07:46+00:00,/api/v1/doc/document/draft-ietf-ipfix-a9n/,/api/v1/doc/document/draft-ietf-ipfix-a9n/,0,draft-ietf-ipfix-a9n,2013
/api/v1/doc/document/rfc7015/,7015,rfc7015,Flow Aggregation for the IP Flow Information Export (IPFIX) Protocol,2013-09-16 05:07:46+00:00,/api/v1/doc/document/draft-ietf-ipfix-a9n/,/api/v1/doc/document/draft-trammell-ipfix-a9n/,1,draft-trammell-ipfix-a9n,2013
/api/v1/doc/document/rfc7025/,7025,rfc7025,Requirements for GMPLS Applications of PCE,2013-09-18 02:18:05+00:00,/api/v1/doc/document/draft-ietf-pce-gmpls-aps-req/,/api/v1/doc/document/draft-ietf-pce-gmpls-aps-req/,0,draft-ietf-pce-gmpls-aps-req,2013
/api/v1/doc/document/rfc7025/,7025,rfc7025,Requirements for GMPLS Applications of PCE,2013-09-18 02:18:05+00:00,/api/v1/doc/document/draft-ietf-pce-gmpls-aps-req/,/api/v1/doc/document/draft-otani-pce-gmpls-aps-req/,1,draft-otani-pce-gmpls-aps-req,2013
/api/v1/doc/document/rfc7021/,7021,rfc7021,Assessing the Impact of Carrier-Grade NAT on Network Applications,2013-09-19 23:48:22+00:00,/api/v1/doc/document/draft-donley-nat444-impacts/,/api/v1/doc/document/draft-donley-nat444-impacts/,0,draft-donley-nat444-impacts,2013
/api/v1/doc/document/rfc7001/,7001,rfc7001,Message Header Field for Indicating Message Authentication Status,2013-09-20 19:56:45+00:00,/api/v1/doc/document/draft-ietf-appsawg-rfc5451bis/,/api/v1/doc/document/draft-ietf-appsawg-rfc5451bis/,0,draft-ietf-appsawg-rfc5451bis,2013
/api/v1/doc/document/rfc7001/,7001,rfc7001,Message Header Field for Indicating Message Authentication Status,2013-09-20 19:56:45+00:00,/api/v1/doc/document/draft-ietf-appsawg-rfc5451bis/,/api/v1/doc/document/draft-kucherawy-rfc5451bis/,1,draft-kucherawy-rfc5451bis,2013
/api/v1/doc/document/rfc7028/,7028,rfc7028,Multicast Mobility Routing Optimizations for Proxy Mobile IPv6,2013-09-20 19:56:46+00:00,/api/v1/doc/document/draft-ietf-multimob-pmipv6-ropt/,/api/v1/doc/document/draft-ietf-multimob-pmipv6-ropt/,0,draft-ietf-multimob-pmipv6-ropt,2013
/api/v1/doc/document/rfc7006/,7006,rfc7006,Miscellaneous Capabilities Negotiation in the Session Description Protocol (SDP),2013-09-24 22:33:53+00:00,/api/v1/doc/document/draft-ietf-mmusic-sdp-miscellaneous-caps/,/api/v1/doc/document/draft-ietf-mmusic-sdp-miscellaneous-caps/,0,draft-ietf-mmusic-sdp-miscellaneous-caps,2013
/api/v1/doc/document/rfc7006/,7006,rfc7006,Miscellaneous Capabilities Negotiation in the Session Description Protocol (SDP),2013-09-24 22:33:53+00:00,/api/v1/doc/document/draft-ietf-mmusic-sdp-miscellaneous-caps/,/api/v1/doc/document/draft-garcia-mmusic-sdp-miscellaneous-caps/,1,draft-garcia-mmusic-sdp-miscellaneous-caps,2013
/api/v1/doc/document/rfc7019/,7019,rfc7019,Application-Layer Multicast Extensions to REsource LOcation And Discovery (RELOAD),2013-09-27 21:44:44+00:00,/api/v1/doc/document/draft-irtf-samrg-sam-baseline-protocol/,/api/v1/doc/document/draft-irtf-samrg-sam-baseline-protocol/,0,draft-irtf-samrg-sam-baseline-protocol,2013
/api/v1/doc/document/rfc7031/,7031,rfc7031,DHCPv6 Failover Requirements,2013-09-27 21:44:44+00:00,/api/v1/doc/document/draft-ietf-dhc-dhcpv6-failover-requirements/,/api/v1/doc/document/draft-ietf-dhc-dhcpv6-failover-requirements/,0,draft-ietf-dhc-dhcpv6-failover-requirements,2013
/api/v1/doc/document/rfc7031/,7031,rfc7031,DHCPv6 Failover Requirements,2013-09-27 21:44:44+00:00,/api/v1/doc/document/draft-ietf-dhc-dhcpv6-failover-requirements/,/api/v1/doc/document/draft-mrugalski-dhc-dhcpv6-failover-requirements/,1,draft-mrugalski-dhc-dhcpv6-failover-requirements,2013
/api/v1/doc/document/rfc7033/,7033,rfc7033,WebFinger,2013-09-27 21:44:45+00:00,/api/v1/doc/document/draft-ietf-appsawg-webfinger/,/api/v1/doc/document/draft-ietf-appsawg-webfinger/,0,draft-ietf-appsawg-webfinger,2013
/api/v1/doc/document/rfc7033/,7033,rfc7033,WebFinger,2013-09-27 21:44:45+00:00,/api/v1/doc/document/draft-ietf-appsawg-webfinger/,/api/v1/doc/document/draft-jones-appsawg-webfinger/,1,draft-jones-appsawg-webfinger,2013
/api/v1/doc/document/rfc6988/,6988,rfc6988,Requirements for Energy Management,2013-10-01 00:43:04+00:00,/api/v1/doc/document/draft-ietf-eman-requirements/,/api/v1/doc/document/draft-ietf-eman-requirements/,0,draft-ietf-eman-requirements,2013
/api/v1/doc/document/rfc7027/,7027,rfc7027,Elliptic Curve Cryptography (ECC) Brainpool Curves for Transport Layer Security (TLS),2013-10-02 22:13:30+00:00,/api/v1/doc/document/draft-merkle-tls-brainpool/,/api/v1/doc/document/draft-merkle-tls-brainpool/,0,draft-merkle-tls-brainpool,2013
/api/v1/doc/document/rfc6950/,6950,rfc6950,Architectural Considerations on Application Features in the DNS,2013-10-09 16:21:14+00:00,/api/v1/doc/document/draft-iab-dns-applications/,/api/v1/doc/document/draft-iab-dns-applications/,0,draft-iab-dns-applications,2013
/api/v1/doc/document/rfc7023/,7023,rfc7023,"MPLS and Ethernet Operations, Administration, and Maintenance (OAM) Interworking",2013-10-09 16:21:16+00:00,/api/v1/doc/document/draft-ietf-pwe3-mpls-eth-oam-iwk/,/api/v1/doc/document/draft-ietf-pwe3-mpls-eth-oam-iwk/,0,draft-ietf-pwe3-mpls-eth-oam-iwk,2013
/api/v1/doc/document/rfc7023/,7023,rfc7023,"MPLS and Ethernet Operations, Administration, and Maintenance (OAM) Interworking",2013-10-09 16:21:16+00:00,/api/v1/doc/document/draft-ietf-pwe3-mpls-eth-oam-iwk/,/api/v1/doc/document/draft-mohan-pwe3-mpls-eth-oam-iwk/,1,draft-mohan-pwe3-mpls-eth-oam-iwk,2013
/api/v1/doc/document/rfc7024/,7024,rfc7024,Virtual Hub-and-Spoke in BGP/MPLS VPNs,2013-10-09 16:21:16+00:00,/api/v1/doc/document/draft-ietf-l3vpn-virtual-hub/,/api/v1/doc/document/draft-ietf-l3vpn-virtual-hub/,0,draft-ietf-l3vpn-virtual-hub,2013
/api/v1/doc/document/rfc7024/,7024,rfc7024,Virtual Hub-and-Spoke in BGP/MPLS VPNs,2013-10-09 16:21:16+00:00,/api/v1/doc/document/draft-ietf-l3vpn-virtual-hub/,/api/v1/doc/document/draft-rekhter-l3vpn-virtual-hub/,1,draft-rekhter-l3vpn-virtual-hub,2013
/api/v1/doc/document/rfc7029/,7029,rfc7029,Extensible Authentication Protocol (EAP) Mutual Cryptographic Binding,2013-10-09 16:21:17+00:00,/api/v1/doc/document/draft-ietf-emu-crypto-bind/,/api/v1/doc/document/draft-ietf-emu-crypto-bind/,0,draft-ietf-emu-crypto-bind,2013
/api/v1/doc/document/rfc7029/,7029,rfc7029,Extensible Authentication Protocol (EAP) Mutual Cryptographic Binding,2013-10-09 16:21:17+00:00,/api/v1/doc/document/draft-ietf-emu-crypto-bind/,/api/v1/doc/document/draft-hartman-emu-mutual-crypto-bind/,1,draft-hartman-emu-mutual-crypto-bind,2013
/api/v1/doc/document/rfc7036/,7036,rfc7036,Object Identifier Registry for the Long-Term Archive and Notary Services (LTANS) Working Group,2013-10-09 16:21:17+00:00,/api/v1/doc/document/draft-housley-ltans-oids/,/api/v1/doc/document/draft-housley-ltans-oids/,0,draft-housley-ltans-oids,2013
/api/v1/doc/document/rfc7034/,7034,rfc7034,HTTP Header Field X-Frame-Options,2013-10-10 21:04:41+00:00,/api/v1/doc/document/draft-ietf-websec-x-frame-options/,/api/v1/doc/document/draft-ietf-websec-x-frame-options/,0,draft-ietf-websec-x-frame-options,2013
/api/v1/doc/document/rfc7034/,7034,rfc7034,HTTP Header Field X-Frame-Options,2013-10-10 21:04:41+00:00,/api/v1/doc/document/draft-ietf-websec-x-frame-options/,/api/v1/doc/document/draft-gondrom-x-frame-options/,1,draft-gondrom-x-frame-options,2013
/api/v1/doc/document/rfc7035/,7035,rfc7035,Relative Location Representation,2013-10-17 22:06:40+00:00,/api/v1/doc/document/draft-ietf-geopriv-relative-location/,/api/v1/doc/document/draft-ietf-geopriv-relative-location/,0,draft-ietf-geopriv-relative-location,2013
/api/v1/doc/document/rfc7035/,7035,rfc7035,Relative Location Representation,2013-10-17 22:06:40+00:00,/api/v1/doc/document/draft-ietf-geopriv-relative-location/,/api/v1/doc/document/draft-thomson-geopriv-relative-location/,1,draft-thomson-geopriv-relative-location,2013
/api/v1/doc/document/rfc7037/,7037,rfc7037,RADIUS Option for the DHCPv6 Relay Agent,2013-10-17 22:06:47+00:00,/api/v1/doc/document/draft-ietf-dhc-dhcpv6-radius-opt/,/api/v1/doc/document/draft-ietf-dhc-dhcpv6-radius-opt/,0,draft-ietf-dhc-dhcpv6-radius-opt,2013
/api/v1/doc/document/rfc7038/,7038,rfc7038,Use of OSPF-MDR in Single-Hop Broadcast Networks,2013-10-19 00:43:59+00:00,/api/v1/doc/document/draft-ietf-ospf-manet-single-hop-mdr/,/api/v1/doc/document/draft-ietf-ospf-manet-single-hop-mdr/,0,draft-ietf-ospf-manet-single-hop-mdr,2013
/api/v1/doc/document/rfc7030/,7030,rfc7030,Enrollment over Secure Transport,2013-10-23 22:01:40+00:00,/api/v1/doc/document/draft-ietf-pkix-est/,/api/v1/doc/document/draft-ietf-pkix-est/,0,draft-ietf-pkix-est,2013
/api/v1/doc/document/rfc7030/,7030,rfc7030,Enrollment over Secure Transport,2013-10-23 22:01:40+00:00,/api/v1/doc/document/draft-ietf-pkix-est/,/api/v1/doc/document/draft-pritikin-est/,1,draft-pritikin-est,2013
