rfc_uri,rfc_number,rfc_name,rfc_title,publication_time,publication_year,final_draft_uri,draft_uri,draft_name,draft_title,latest_rev,document_time,first_submission,chain_depth,selected_edge_score,is_final_draft
/api/v1/doc/document/rfc7536/,7536,rfc7536,Large-Scale Broadband Measurement Use Cases,2015-05-05 01:47:22+00:00,2015,/api/v1/doc/document/draft-ietf-lmap-use-cases/,/api/v1/doc/document/draft-linsner-lmap-use-cases/,draft-linsner-lmap-use-cases,Large-Scale Broadband Measurement Use Cases,04,2013-10-02 16:26:51+00:00,2012-12-21 00:00:00+00:00,1,0.9456521739130436,False
/api/v1/doc/document/rfc7543/,7543,rfc7543,Covering Prefixes Outbound Route Filter for BGP-4,2015-05-05 01:47:24+00:00,2015,/api/v1/doc/document/draft-ietf-bess-orf-covering-prefixes/,/api/v1/doc/document/draft-ietf-bess-orf-covering-prefixes/,draft-ietf-bess-orf-covering-prefixes,Covering Prefixes Outbound Route Filter for BGP-4,06,2015-10-14 20:53:15+00:00,2014-11-10 00:00:00+00:00,0,,True
/api/v1/doc/document/rfc7543/,7543,rfc7543,Covering Prefixes Outbound Route Filter for BGP-4,2015-05-05 01:47:24+00:00,2015,/api/v1/doc/document/draft-ietf-bess-orf-covering-prefixes/,/api/v1/doc/document/draft-ietf-l3vpn-orf-covering-prefixes/,draft-ietf-l3vpn-orf-covering-prefixes,Covering Prefixes Outbound Route Filter for BGP-4,02,2014-10-22 18:55:58+00:00,2014-07-24 00:00:00+00:00,1,0.9999999999999999,False
/api/v1/doc/document/rfc7543/,7543,rfc7543,Covering Prefixes Outbound Route Filter for BGP-4,2015-05-05 01:47:24+00:00,2015,/api/v1/doc/document/draft-ietf-bess-orf-covering-prefixes/,/api/v1/doc/document/draft-bonica-l3vpn-orf-covering-prefixes/,draft-bonica-l3vpn-orf-covering-prefixes,Covering Prefixes Outbound Route Filter for BGP-4,03,2014-05-06 18:38:43+00:00,2013-09-16 00:00:00+00:00,2,0.9687499999999999,False
/api/v1/doc/document/rfc7537/,7537,rfc7537,IANA Registries for LSP Ping Code Points,2015-05-11 22:19:21+00:00,2015,/api/v1/doc/document/draft-ietf-mpls-lsp-ping-registry/,/api/v1/doc/document/draft-ietf-mpls-lsp-ping-registry/,draft-ietf-mpls-lsp-ping-registry,IANA Registries for LSP Ping Code Points,03,2018-12-20 08:29:20+00:00,2014-11-09 00:00:00+00:00,0,,True
/api/v1/doc/document/rfc7537/,7537,rfc7537,IANA Registries for LSP Ping Code Points,2015-05-11 22:19:21+00:00,2015,/api/v1/doc/document/draft-ietf-mpls-lsp-ping-registry/,/api/v1/doc/document/draft-decraene-mpls-lsp-ping-registry/,draft-decraene-mpls-lsp-ping-registry,IANA registries for LSP ping Code Points,00,2015-10-14 20:53:13+00:00,2014-10-17 00:00:00+00:00,1,0.967948717948718,False
/api/v1/doc/document/rfc7509/,7509,rfc7509,RTP Control Protocol (RTCP) Extended Report (XR) for Post-Repair Loss Count Metrics,2015-05-13 21:20:08+00:00,2015,/api/v1/doc/document/draft-ietf-xrblock-rtcp-xr-post-repair-loss-count/,/api/v1/doc/document/draft-ietf-xrblock-rtcp-xr-post-repair-loss-count/,draft-ietf-xrblock-rtcp-xr-post-repair-loss-count,RTP Control Protocol (RTCP) Extended Report (XR) for Post-Repair Loss Count Metrics,11,2015-10-14 20:52:59+00:00,2013-12-08 00:00:00+00:00,0,,True
/api/v1/doc/document/rfc7534/,7534,rfc7534,AS112 Nameserver Operations,2015-05-13 21:20:12+00:00,2015,/api/v1/doc/document/draft-ietf-dnsop-rfc6304bis/,/api/v1/doc/document/draft-ietf-dnsop-rfc6304bis/,draft-ietf-dnsop-rfc6304bis,AS112 Nameserver Operations,06,2018-12-20 08:29:18+00:00,2014-03-19 00:00:00+00:00,0,,True
/api/v1/doc/document/rfc7534/,7534,rfc7534,AS112 Nameserver Operations,2015-05-13 21:20:12+00:00,2015,/api/v1/doc/document/draft-ietf-dnsop-rfc6304bis/,/api/v1/doc/document/draft-jabley-dnsop-rfc6304bis/,draft-jabley-dnsop-rfc6304bis,AS112 Nameserver Operations,00,2014-02-14 13:47:07+00:00,2014-02-14 00:00:00+00:00,1,0.9423076923076924,False
/api/v1/doc/document/rfc7535/,7535,rfc7535,AS112 Redirection Using DNAME,2015-05-13 21:20:16+00:00,2015,/api/v1/doc/document/draft-ietf-dnsop-as112-dname/,/api/v1/doc/document/draft-ietf-dnsop-as112-dname/,draft-ietf-dnsop-as112-dname,AS112 Redirection Using DNAME,06,2018-12-20 08:29:19+00:00,2013-11-05 00:00:00+00:00,0,,True
/api/v1/doc/document/rfc7535/,7535,rfc7535,AS112 Redirection Using DNAME,2015-05-13 21:20:16+00:00,2015,/api/v1/doc/document/draft-ietf-dnsop-as112-dname/,/api/v1/doc/document/draft-jabley-dnsop-as112-dname/,draft-jabley-dnsop-as112-dname,AS112 Redirection using DNAME,01,2013-10-12 21:26:14+00:00,2013-06-28 00:00:00+00:00,1,0.9464285714285715,False
/api/v1/doc/document/rfc7539/,7539,rfc7539,ChaCha20 and Poly1305 for IETF Protocols,2015-05-13 21:20:18+00:00,2015,/api/v1/doc/document/draft-irtf-cfrg-chacha20-poly1305/,/api/v1/doc/document/draft-irtf-cfrg-chacha20-poly1305/,draft-irtf-cfrg-chacha20-poly1305,ChaCha20 and Poly1305 for IETF Protocols,10,2020-01-21 08:33:31+00:00,2014-07-23 00:00:00+00:00,0,,True
/api/v1/doc/document/rfc7539/,7539,rfc7539,ChaCha20 and Poly1305 for IETF Protocols,2015-05-13 21:20:18+00:00,2015,/api/v1/doc/document/draft-irtf-cfrg-chacha20-poly1305/,/api/v1/doc/document/draft-nir-cfrg-chacha20-poly1305/,draft-nir-cfrg-chacha20-poly1305,ChaCha20 and Poly1305 for IETF protocols,06,2014-07-23 22:05:11+00:00,2014-01-27 00:00:00+00:00,1,0.967948717948718,False
/api/v1/doc/document/rfc7546/,7546,rfc7546,Structure of the Generic Security Service (GSS) Negotiation Loop,2015-05-13 21:20:19+00:00,2015,/api/v1/doc/document/draft-ietf-kitten-gss-loop/,/api/v1/doc/document/draft-ietf-kitten-gss-loop/,draft-ietf-kitten-gss-loop,Structure of the Generic Security Service (GSS) Negotiation Loop,05,2021-09-30 04:03:14+00:00,2014-05-08 00:00:00+00:00,0,,True
/api/v1/doc/document/rfc7546/,7546,rfc7546,Structure of the Generic Security Service (GSS) Negotiation Loop,2015-05-13 21:20:19+00:00,2015,/api/v1/doc/document/draft-ietf-kitten-gss-loop/,/api/v1/doc/document/draft-kaduk-kitten-gss-loop/,draft-kaduk-kitten-gss-loop,Structure of the GSS Negotiation Loop,02,2014-07-21 07:08:28+00:00,2013-10-21 00:00:00+00:00,1,0.7436100131752305,False
/api/v1/doc/document/rfc7551/,7551,rfc7551,RSVP-TE Extensions for Associated Bidirectional Label Switched Paths (LSPs),2015-05-13 21:20:19+00:00,2015,/api/v1/doc/document/draft-ietf-teas-mpls-tp-rsvpte-ext-associated-lsp/,/api/v1/doc/document/draft-ietf-teas-mpls-tp-rsvpte-ext-associated-lsp/,draft-ietf-teas-mpls-tp-rsvpte-ext-associated-lsp,RSVP-TE Extensions for Associated Bidirectional Label Switched Paths (LSPs),07,2015-10-14 20:53:16+00:00,2014-12-08 00:00:00+00:00,0,,True
/api/v1/doc/document/rfc7551/,7551,rfc7551,RSVP-TE Extensions for Associated Bidirectional Label Switched Paths (LSPs),2015-05-13 21:20:19+00:00,2015,/api/v1/doc/document/draft-ietf-teas-mpls-tp-rsvpte-ext-associated-lsp/,/api/v1/doc/document/draft-ietf-ccamp-mpls-tp-rsvpte-ext-associated-lsp/,draft-ietf-ccamp-mpls-tp-rsvpte-ext-associated-lsp,RSVP-TE Extensions for Associated Bidirectional LSPs,11,2014-12-08 20:32:31+00:00,2011-04-15 00:00:00+00:00,1,0.9244,False
/api/v1/doc/document/rfc7551/,7551,rfc7551,RSVP-TE Extensions for Associated Bidirectional Label Switched Paths (LSPs),2015-05-13 21:20:19+00:00,2015,/api/v1/doc/document/draft-ietf-teas-mpls-tp-rsvpte-ext-associated-lsp/,/api/v1/doc/document/draft-zhang-mpls-tp-rsvpte-ext-associated-lsp/,draft-zhang-mpls-tp-rsvpte-ext-associated-lsp,RSVP-TE Extensions to Establish Associated Bidirectional LSP,04,2012-10-08 16:51:51+00:00,2010-03-01 00:00:00+00:00,2,0.94375,False
/api/v1/doc/document/rfc7524/,7524,rfc7524,Inter-Area Point-to-Multipoint (P2MP) Segmented Label Switched Paths (LSPs),2015-05-13 23:05:54+00:00,2015,/api/v1/doc/document/draft-ietf-mpls-seamless-mcast/,/api/v1/doc/document/draft-ietf-mpls-seamless-mcast/,draft-ietf-mpls-seamless-mcast,Inter-Area Point-to-Multipoint (P2MP) Segmented Label Switched Paths (LSPs),17,2015-10-14 20:52:32+00:00,2011-06-05 00:00:00+00:00,0,,True
/api/v1/doc/document/rfc7524/,7524,rfc7524,Inter-Area Point-to-Multipoint (P2MP) Segmented Label Switched Paths (LSPs),2015-05-13 23:05:54+00:00,2015,/api/v1/doc/document/draft-ietf-mpls-seamless-mcast/,/api/v1/doc/document/draft-raggarwa-mpls-seamless-mcast/,draft-raggarwa-mpls-seamless-mcast,Inter-Area P2MP Segmented LSPs,03,2012-10-10 18:42:51+00:00,2010-03-01 00:00:00+00:00,1,0.7127812781278128,False
/api/v1/doc/document/rfc7547/,7547,rfc7547,Management of Networks with Constrained Devices: Problem Statement and Requirements,2015-05-13 23:05:55+00:00,2015,/api/v1/doc/document/draft-ietf-opsawg-coman-probstate-reqs/,/api/v1/doc/document/draft-ietf-opsawg-coman-probstate-reqs/,draft-ietf-opsawg-coman-probstate-reqs,Management of Networks with Constrained Devices: Problem Statement and Requirements,05,2015-10-14 20:53:00+00:00,2014-01-20 00:00:00+00:00,0,,True
/api/v1/doc/document/rfc7547/,7547,rfc7547,Management of Networks with Constrained Devices: Problem Statement and Requirements,2015-05-13 23:05:55+00:00,2015,/api/v1/doc/document/draft-ietf-opsawg-coman-probstate-reqs/,/api/v1/doc/document/draft-ersue-opsawg-coman-probstate-reqs/,draft-ersue-opsawg-coman-probstate-reqs,Management of Networks with Constrained Devices: Problem Statement and Requirements,00,2014-04-22 15:26:54+00:00,2013-10-25 00:00:00+00:00,1,0.9627659574468085,False
/api/v1/doc/document/rfc7547/,7547,rfc7547,Management of Networks with Constrained Devices: Problem Statement and Requirements,2015-05-13 23:05:55+00:00,2015,/api/v1/doc/document/draft-ietf-opsawg-coman-probstate-reqs/,/api/v1/doc/document/draft-opsawg-ersue-coman-probstate-reqs/,draft-opsawg-ersue-coman-probstate-reqs,Management of Networks with Constrained Devices: Problem Statement and Requirements,00,2013-10-25 16:54:52+00:00,2013-10-21 00:00:00+00:00,2,0.9575471698113208,False
/api/v1/doc/document/rfc7548/,7548,rfc7548,Management of Networks with Constrained Devices: Use Cases,2015-05-13 23:05:56+00:00,2015,/api/v1/doc/document/draft-ietf-opsawg-coman-use-cases/,/api/v1/doc/document/draft-ietf-opsawg-coman-use-cases/,draft-ietf-opsawg-coman-use-cases,Management of Networks with Constrained Devices: Use Cases,05,2015-10-14 20:53:01+00:00,2014-01-20 00:00:00+00:00,0,,True
/api/v1/doc/document/rfc7548/,7548,rfc7548,Management of Networks with Constrained Devices: Use Cases,2015-05-13 23:05:56+00:00,2015,/api/v1/doc/document/draft-ietf-opsawg-coman-use-cases/,/api/v1/doc/document/draft-ersue-opsawg-coman-use-cases/,draft-ersue-opsawg-coman-use-cases,Management of Networks with Constrained Devices: Use Cases,00,2014-04-22 15:22:31+00:00,2013-10-25 00:00:00+00:00,1,0.9527027027027027,False
/api/v1/doc/document/rfc7548/,7548,rfc7548,Management of Networks with Constrained Devices: Use Cases,2015-05-13 23:05:56+00:00,2015,/api/v1/doc/document/draft-ietf-opsawg-coman-use-cases/,/api/v1/doc/document/draft-opsawg-ersue-coman-use-cases/,draft-opsawg-ersue-coman-use-cases,Management of Networks with Constrained Devices: Use Cases,00,2013-10-25 16:57:24+00:00,2013-10-21 00:00:00+00:00,2,0.9476744186046512,False
/api/v1/doc/document/rfc7540/,7540,rfc7540,Hypertext Transfer Protocol Version 2 (HTTP/2),2015-05-14 23:10:23+00:00,2015,/api/v1/doc/document/draft-ietf-httpbis-http2/,/api/v1/doc/document/draft-ietf-httpbis-http2/,draft-ietf-httpbis-http2,Hypertext Transfer Protocol Version 2 (HTTP/2),17,2020-01-21 08:33:31+00:00,2012-11-28 00:00:00+00:00,0,,True
/api/v1/doc/document/rfc7540/,7540,rfc7540,Hypertext Transfer Protocol Version 2 (HTTP/2),2015-05-14 23:10:23+00:00,2015,/api/v1/doc/document/draft-ietf-httpbis-http2/,/api/v1/doc/document/draft-mbelshe-httpbis-spdy/,draft-mbelshe-httpbis-spdy,SPDY Protocol,00,2012-08-26 07:21:19+00:00,2012-02-23 00:00:00+00:00,1,0.3755417956656346,False
/api/v1/doc/document/rfc7541/,7541,rfc7541,HPACK: Header Compression for HTTP/2,2015-05-14 23:10:25+00:00,2015,/api/v1/doc/document/draft-ietf-httpbis-header-compression/,/api/v1/doc/document/draft-ietf-httpbis-header-compression/,draft-ietf-httpbis-header-compression,HPACK: Header Compression for HTTP/2,12,2015-12-31 11:05:44+00:00,2013-06-25 00:00:00+00:00,0,,True
/api/v1/doc/document/rfc7541/,7541,rfc7541,HPACK: Header Compression for HTTP/2,2015-05-14 23:10:25+00:00,2015,/api/v1/doc/document/draft-ietf-httpbis-header-compression/,/api/v1/doc/document/draft-rpeon-httpbis-header-compression/,draft-rpeon-httpbis-header-compression,Header Delta-Compression for HTTP/2.0,03,2013-09-19 07:09:20+00:00,2012-10-13 00:00:00+00:00,1,0.8003787878787879,False
/api/v1/doc/document/rfc7554/,7554,rfc7554,Using IEEE 802.15.4e Time-Slotted Channel Hopping (TSCH) in the Internet of Things (IoT): Problem Statement,2015-05-14 23:10:25+00:00,2015,/api/v1/doc/document/draft-ietf-6tisch-tsch/,/api/v1/doc/document/draft-ietf-6tisch-tsch/,draft-ietf-6tisch-tsch,Using IEEE 802.15.4e Time-Slotted Channel Hopping (TSCH) in the Internet of Things (IoT): Problem Statement,06,2015-10-14 20:52:57+00:00,2013-11-20 00:00:00+00:00,0,,True
/api/v1/doc/document/rfc7554/,7554,rfc7554,Using IEEE 802.15.4e Time-Slotted Channel Hopping (TSCH) in the Internet of Things (IoT): Problem Statement,2015-05-14 23:10:25+00:00,2015,/api/v1/doc/document/draft-ietf-6tisch-tsch/,/api/v1/doc/document/draft-watteyne-6tisch-tsch/,draft-watteyne-6tisch-tsch,"Using IEEE802.15.4e TSCH in an LLN context: Overview, Problem Statement and Goals",00,2013-10-21 20:33:13+00:00,2013-10-21 00:00:00+00:00,1,0.601841620626151,False
/api/v1/doc/document/rfc7515/,7515,rfc7515,JSON Web Signature (JWS),2015-05-19 23:45:35+00:00,2015,/api/v1/doc/document/draft-ietf-jose-json-web-signature/,/api/v1/doc/document/draft-ietf-jose-json-web-signature/,draft-ietf-jose-json-web-signature,JSON Web Signature (JWS),41,2020-07-29 07:32:22+00:00,2012-01-16 00:00:00+00:00,0,,True
/api/v1/doc/document/rfc7515/,7515,rfc7515,JSON Web Signature (JWS),2015-05-19 23:45:35+00:00,2015,/api/v1/doc/document/draft-ietf-jose-json-web-signature/,/api/v1/doc/document/draft-jones-json-web-signature/,draft-jones-json-web-signature,JSON Web Signature (JWS),04,2012-01-17 08:00:00+00:00,2011-03-28 00:00:00+00:00,1,0.9999999999999999,False
/api/v1/doc/document/rfc7516/,7516,rfc7516,JSON Web Encryption (JWE),2015-05-19 23:45:37+00:00,2015,/api/v1/doc/document/draft-ietf-jose-json-web-encryption/,/api/v1/doc/document/draft-ietf-jose-json-web-encryption/,draft-ietf-jose-json-web-encryption,JSON Web Encryption (JWE),40,2020-03-17 07:26:21+00:00,2012-01-16 00:00:00+00:00,0,,True
/api/v1/doc/document/rfc7516/,7516,rfc7516,JSON Web Encryption (JWE),2015-05-19 23:45:37+00:00,2015,/api/v1/doc/document/draft-ietf-jose-json-web-encryption/,/api/v1/doc/document/draft-jones-json-web-encryption/,draft-jones-json-web-encryption,JSON Web Encryption (JWE),02,2012-01-17 08:00:00+00:00,2011-09-06 00:00:00+00:00,1,0.9999999999999999,False
/api/v1/doc/document/rfc7517/,7517,rfc7517,JSON Web Key (JWK),2015-05-19 23:45:38+00:00,2015,/api/v1/doc/document/draft-ietf-jose-json-web-key/,/api/v1/doc/document/draft-ietf-jose-json-web-key/,draft-ietf-jose-json-web-key,JSON Web Key (JWK),41,2022-04-01 07:50:11+00:00,2012-01-16 00:00:00+00:00,0,,True
/api/v1/doc/document/rfc7517/,7517,rfc7517,JSON Web Key (JWK),2015-05-19 23:45:38+00:00,2015,/api/v1/doc/document/draft-ietf-jose-json-web-key/,/api/v1/doc/document/draft-jones-json-web-key/,draft-jones-json-web-key,JSON Web Key (JWK),03,2012-01-17 08:00:00+00:00,2011-04-30 00:00:00+00:00,1,0.9999999999999999,False
/api/v1/doc/document/rfc7518/,7518,rfc7518,JSON Web Algorithms (JWA),2015-05-19 23:45:39+00:00,2015,/api/v1/doc/document/draft-ietf-jose-json-web-algorithms/,/api/v1/doc/document/draft-ietf-jose-json-web-algorithms/,draft-ietf-jose-json-web-algorithms,JSON Web Algorithms (JWA),40,2021-06-25 07:29:22+00:00,2012-01-16 00:00:00+00:00,0,,True
/api/v1/doc/document/rfc7519/,7519,rfc7519,JSON Web Token (JWT),2015-05-19 23:45:40+00:00,2015,/api/v1/doc/document/draft-ietf-oauth-json-web-token/,/api/v1/doc/document/draft-ietf-oauth-json-web-token/,draft-ietf-oauth-json-web-token,JSON Web Token (JWT),32,2019-03-09 08:19:53+00:00,2012-05-22 00:00:00+00:00,0,,True
/api/v1/doc/document/rfc7519/,7519,rfc7519,JSON Web Token (JWT),2015-05-19 23:45:40+00:00,2015,/api/v1/doc/document/draft-ietf-oauth-json-web-token/,/api/v1/doc/document/draft-jones-json-web-token/,draft-jones-json-web-token,JSON Web Token (JWT),10,2013-04-19 16:00:34+00:00,2010-12-28 00:00:00+00:00,1,0.9999999999999999,False
/api/v1/doc/document/rfc7520/,7520,rfc7520,Examples of Protecting Content Using JSON Object Signing and Encryption (JOSE),2015-05-19 23:45:40+00:00,2015,/api/v1/doc/document/draft-ietf-jose-cookbook/,/api/v1/doc/document/draft-ietf-jose-cookbook/,draft-ietf-jose-cookbook,Examples of Protecting Content Using JSON Object Signing and Encryption (JOSE),08,2016-09-14 07:08:22+00:00,2013-12-04 00:00:00+00:00,0,,True
/api/v1/doc/document/rfc7521/,7521,rfc7521,Assertion Framework for OAuth 2.0 Client Authentication and Authorization Grants,2015-05-19 23:45:41+00:00,2015,/api/v1/doc/document/draft-ietf-oauth-assertions/,/api/v1/doc/document/draft-ietf-oauth-assertions/,draft-ietf-oauth-assertions,Assertion Framework for OAuth 2.0 Client Authentication and Authorization Grants,18,2018-12-20 08:29:17+00:00,2011-07-04 00:00:00+00:00,0,,True
/api/v1/doc/document/rfc7522/,7522,rfc7522,Security Assertion Markup Language (SAML) 2.0 Profile for OAuth 2.0 Client Authentication and Authorization Grants,2015-05-19 23:45:42+00:00,2015,/api/v1/doc/document/draft-ietf-oauth-saml2-bearer/,/api/v1/doc/document/draft-ietf-oauth-saml2-bearer/,draft-ietf-oauth-saml2-bearer,Security Assertion Markup Language (SAML) 2.0 Profile for OAuth 2.0 Client Authentication and Authorization Grants,23,2015-10-14 20:52:22+00:00,2010-12-15 00:00:00+00:00,0,,True
/api/v1/doc/document/rfc7522/,7522,rfc7522,Security Assertion Markup Language (SAML) 2.0 Profile for OAuth 2.0 Client Authentication and Authorization Grants,2015-05-19 23:45:42+00:00,2015,/api/v1/doc/document/draft-ietf-oauth-saml2-bearer/,/api/v1/doc/document/draft-campbell-oauth-saml/,draft-campbell-oauth-saml,SAML 2.0 Bearer Assertion Grant Type Profile for OAuth 2.0,01,2011-02-03 08:00:00+00:00,2010-07-27 00:00:00+00:00,1,0.45981665393430105,False
/api/v1/doc/document/rfc7523/,7523,rfc7523,JSON Web Token (JWT) Profile for OAuth 2.0 Client Authentication and Authorization Grants,2015-05-19 23:45:42+00:00,2015,/api/v1/doc/document/draft-ietf-oauth-jwt-bearer/,/api/v1/doc/document/draft-ietf-oauth-jwt-bearer/,draft-ietf-oauth-jwt-bearer,JSON Web Token (JWT) Profile for OAuth 2.0 Client Authentication and Authorization Grants,12,2015-10-14 20:52:43+00:00,2012-05-22 00:00:00+00:00,0,,True
/api/v1/doc/document/rfc7545/,7545,rfc7545,Protocol to Access White-Space (PAWS) Databases,2015-05-20 00:53:27+00:00,2015,/api/v1/doc/document/draft-ietf-paws-protocol/,/api/v1/doc/document/draft-ietf-paws-protocol/,draft-ietf-paws-protocol,Protocol to Access White-Space (PAWS) Databases,20,2018-12-20 08:29:23+00:00,2012-11-09 00:00:00+00:00,0,,True
/api/v1/doc/document/rfc7549/,7549,rfc7549,3GPP SIP URI Inter-Operator Traffic Leg Parameter,2015-05-20 00:53:29+00:00,2015,/api/v1/doc/document/draft-holmberg-dispatch-iotl/,/api/v1/doc/document/draft-holmberg-dispatch-iotl/,draft-holmberg-dispatch-iotl,3GPP SIP URI Inter-Operator Traffic Leg Parameter,06,2018-12-20 08:29:25+00:00,2014-04-28 00:00:00+00:00,0,,True
/api/v1/doc/document/rfc7526/,7526,rfc7526,Deprecating the Anycast Prefix for 6to4 Relay Routers,2015-05-20 15:44:24+00:00,2015,/api/v1/doc/document/draft-ietf-v6ops-6to4-to-historic/,/api/v1/doc/document/draft-ietf-v6ops-6to4-to-historic/,draft-ietf-v6ops-6to4-to-historic,Deprecating the Anycast Prefix for 6to4 Relay Routers,11,2015-05-20 15:44:25+00:00,2011-04-05 00:00:00+00:00,0,,True
/api/v1/doc/document/rfc7526/,7526,rfc7526,Deprecating the Anycast Prefix for 6to4 Relay Routers,2015-05-20 15:44:24+00:00,2015,/api/v1/doc/document/draft-ietf-v6ops-6to4-to-historic/,/api/v1/doc/document/draft-troan-v6ops-6to4-to-historic/,draft-troan-v6ops-6to4-to-historic,Request to move Connection of IPv6 Domains via IPv4 Clouds (6to4) to Historic status,01,2011-04-28 07:00:00+00:00,2011-02-07 00:00:00+00:00,1,0.5771929824561403,False
/api/v1/doc/document/rfc7550/,7550,rfc7550,Issues and Recommendations with Multiple Stateful DHCPv6 Options,2015-05-20 15:44:26+00:00,2015,/api/v1/doc/document/draft-ietf-dhc-dhcpv6-stateful-issues/,/api/v1/doc/document/draft-ietf-dhc-dhcpv6-stateful-issues/,draft-ietf-dhc-dhcpv6-stateful-issues,Issues and Recommendations with Multiple Stateful DHCPv6 Options,12,2015-10-14 20:52:42+00:00,2012-05-06 00:00:00+00:00,0,,True
/api/v1/doc/document/rfc7550/,7550,rfc7550,Issues and Recommendations with Multiple Stateful DHCPv6 Options,2015-05-20 15:44:26+00:00,2015,/api/v1/doc/document/draft-ietf-dhc-dhcpv6-stateful-issues/,/api/v1/doc/document/draft-troan-dhc-dhcpv6-stateful-issues/,draft-troan-dhc-dhcpv6-stateful-issues,Issues with multiple stateful DHCPv6 options,00,2013-02-19 17:52:48+00:00,2012-03-28 00:00:00+00:00,1,0.8624999999999999,False
/api/v1/doc/document/rfc7564/,7564,rfc7564,"PRECIS Framework: Preparation, Enforcement, and Comparison of Internationalized Strings in Application Protocols",2015-05-20 15:44:26+00:00,2015,/api/v1/doc/document/draft-ietf-precis-framework/,/api/v1/doc/document/draft-ietf-precis-framework/,draft-ietf-precis-framework,"PRECIS Framework: Preparation, Enforcement, and Comparison of Internationalized Strings in Application Protocols",23,2015-12-21 07:05:43+00:00,2011-08-22 00:00:00+00:00,0,,True
/api/v1/doc/document/rfc7564/,7564,rfc7564,"PRECIS Framework: Preparation, Enforcement, and Comparison of Internationalized Strings in Application Protocols",2015-05-20 15:44:26+00:00,2015,/api/v1/doc/document/draft-ietf-precis-framework/,/api/v1/doc/document/draft-blanchet-precis-framework/,draft-blanchet-precis-framework,PRECIS Framework: Handling Internationalized Strings in Protocols,03,2024-09-24 23:12:00+00:00,2010-07-05 00:00:00+00:00,1,0.6973410404624277,False
/api/v1/doc/document/rfc7565/,7565,rfc7565,The 'acct' URI Scheme,2015-05-20 15:44:27+00:00,2015,/api/v1/doc/document/draft-ietf-appsawg-acct-uri/,/api/v1/doc/document/draft-ietf-appsawg-acct-uri/,draft-ietf-appsawg-acct-uri,The 'acct' URI Scheme,07,2015-10-14 20:52:46+00:00,2012-08-14 00:00:00+00:00,0,,True
/api/v1/doc/document/rfc7565/,7565,rfc7565,The 'acct' URI Scheme,2015-05-20 15:44:27+00:00,2015,/api/v1/doc/document/draft-ietf-appsawg-acct-uri/,/api/v1/doc/document/draft-saintandre-acct-uri/,draft-saintandre-acct-uri,The 'acct' URI Scheme,01,2012-08-15 12:19:47+00:00,2012-06-30 00:00:00+00:00,1,0.9999999999999999,False
/api/v1/doc/document/rfc7513/,7513,rfc7513,Source Address Validation Improvement (SAVI) Solution for DHCP,2015-05-29 22:04:43+00:00,2015,/api/v1/doc/document/draft-ietf-savi-dhcp/,/api/v1/doc/document/draft-ietf-savi-dhcp/,draft-ietf-savi-dhcp,Source Address Validation Improvement (SAVI) Solution for DHCP,34,2015-10-14 20:52:14+00:00,2009-12-17 00:00:00+00:00,0,,True
/api/v1/doc/document/rfc7513/,7513,rfc7513,Source Address Validation Improvement (SAVI) Solution for DHCP,2015-05-29 22:04:43+00:00,2015,/api/v1/doc/document/draft-ietf-savi-dhcp/,/api/v1/doc/document/draft-bi-savi-dhcp/,draft-bi-savi-dhcp,SAVI Solution for DHCPv4/v6,00,2010-04-22 07:00:00+00:00,2009-11-08 00:00:00+00:00,1,0.5814323607427055,False
/api/v1/doc/document/rfc7557/,7557,rfc7557,Extension Mechanism for the Babel Routing Protocol,2015-05-29 22:04:46+00:00,2015,/api/v1/doc/document/draft-chroboczek-babel-extension-mechanism/,/api/v1/doc/document/draft-chroboczek-babel-extension-mechanism/,draft-chroboczek-babel-extension-mechanism,Extension Mechanism for the Babel Routing Protocol,04,2015-10-14 20:49:50+00:00,2013-06-30 00:00:00+00:00,0,,True
/api/v1/doc/document/rfc7559/,7559,rfc7559,Packet-Loss Resiliency for Router Solicitations,2015-05-29 22:04:46+00:00,2015,/api/v1/doc/document/draft-ietf-6man-resilient-rs/,/api/v1/doc/document/draft-ietf-6man-resilient-rs/,draft-ietf-6man-resilient-rs,Packet-Loss Resiliency for Router Solicitations,06,2015-10-14 20:52:49+00:00,2012-11-06 00:00:00+00:00,0,,True
/api/v1/doc/document/rfc7559/,7559,rfc7559,Packet-Loss Resiliency for Router Solicitations,2015-05-29 22:04:46+00:00,2015,/api/v1/doc/document/draft-ietf-6man-resilient-rs/,/api/v1/doc/document/draft-krishnan-6man-resilient-rs/,draft-krishnan-6man-resilient-rs,Packet loss resiliency for Router Solicitations,01,2013-05-10 20:30:52+00:00,2012-07-09 00:00:00+00:00,1,0.956896551724138,False
/api/v1/doc/document/rfc7553/,7553,rfc7553,The Uniform Resource Identifier (URI) DNS Resource Record,2015-06-03 18:03:28+00:00,2015,/api/v1/doc/document/draft-faltstrom-uri/,/api/v1/doc/document/draft-faltstrom-uri/,draft-faltstrom-uri,The Uniform Resource Identifier (URI) DNS Resource Record,14,2015-10-14 20:51:54+00:00,2008-02-18 00:00:00+00:00,0,,True
