publication_year,publishing_unit_id,figure_area,rfc_count,group_acronym,group_name,stream_slug,group_type_slug
2008,wg:/api/v1/group/group/1634/,sec,2,kitten,Common Authentication Technology Next Generation,ietf,wg
2008,wg:/api/v1/group/group/1641/,sec,2,btns,Better-Than-Nothing Security,ietf,wg
2008,wg:/api/v1/group/group/1674/,sec,1,emu,EAP Method Update,ietf,wg
2008,wg:/api/v1/group/group/1688/,sec,1,nea,Network Endpoint Assessment,ietf,wg
2008,wg:/api/v1/group/group/1700/,sec,3,hokey,Handover Keying,ietf,wg
2008,wg:/api/v1/group/group/1437/,tsv,2,rmt,Reliable Multicast Transport,ietf,wg
2008,wg:/api/v1/group/group/1474/,tsv,1,rohc,Robust Header Compression,ietf,wg
2008,wg:/api/v1/group/group/1504/,tsv,6,rserpool,Reliable Server Pooling,ietf,wg
2008,wg:/api/v1/group/group/1525/,tsv,2,midcom,Middlebox Communication,ietf,wg
2008,wg:/api/v1/group/group/1571/,tsv,2,dccp,Datagram Congestion Control Protocol,ietf,wg
2008,wg:/api/v1/group/group/1632/,tsv,4,behave,Behavior Engineering for Hindrance Avoidance,ietf,wg
2008,wg:/api/v1/group/group/1463/,wit,5,tsvwg,Transport and Services Working Group,ietf,wg
2009,stream:iab,Other,7,iab,Internet Architecture Board,iab,ietf
2009,stream:ietf-other,Other,48,gen,General Area,ietf,area
2009,stream:irtf,Other,1,none,Individual Submissions,irtf,individ
2009,stream:ise,Other,4,none,Individual Submissions,ise,individ
2009,wg:/api/v1/group/group/1368/,app,2,usefor,Usenet Article Standard Update,ietf,wg
2009,wg:/api/v1/group/group/1389/,app,7,sieve,Sieve Mail Filtering Language,ietf,wg
2009,wg:/api/v1/group/group/1581/,app,8,lemonade,Enhancements to Internet email to Support Diverse Service Environments,ietf,wg
2009,wg:/api/v1/group/group/1604/,app,1,ipdvb,IP over DVB,ietf,wg
2009,wg:/api/v1/group/group/1611/,app,1,ltans,Long-Term Archive and Notary Services,ietf,wg
2009,wg:/api/v1/group/group/1633/,app,4,isms,Integrated Security Model for SNMP,ietf,wg
2009,wg:/api/v1/group/group/1648/,app,2,calsify,Calendaring and Scheduling Standards Simplification,ietf,wg
2009,wg:/api/v1/group/group/1655/,app,2,ltru,Language Tag Registry Update,ietf,wg
2009,wg:/api/v1/group/group/1686/,app,1,eai,Email Address Internationalization,ietf,wg
2009,wg:/api/v1/group/group/1721/,app,1,vcarddav,vCard and CardDAV,ietf,wg
2009,wg:/api/v1/group/group/1138/,art,4,mmusic,Multiparty Multimedia Session Control,ietf,wg
2009,wg:/api/v1/group/group/1643/,art,1,ecrit,Emergency Context Resolution with Internet Technologies,ietf,wg
2009,wg:/api/v1/group/group/1671/,art,3,dkim,Domain Keys Identified Mail,ietf,wg
2009,wg:/api/v1/group/group/1479/,int,3,dnsext,DNS Extensions,ietf,wg
2009,wg:/api/v1/group/group/1544/,int,1,magma,Multicast & Anycast Group Membership,ietf,wg
2009,wg:/api/v1/group/group/1550/,int,1,pana,Protocol for carrying Authentication for Network Access,ietf,wg
2009,wg:/api/v1/group/group/1596/,int,1,mip4,Mobility for IPv4,ietf,wg
2009,wg:/api/v1/group/group/1597/,int,1,mip6,Mobility for IPv6,ietf,wg
2009,wg:/api/v1/group/group/1598/,int,4,mipshop,"Mobility for IP: Performance, Signaling and Handoff Optimization",ietf,wg
2009,wg:/api/v1/group/group/1646/,int,3,shim6,Site Multihoming by IPv6 Intermediation,ietf,wg
2009,wg:/api/v1/group/group/1675/,int,1,16ng,IP over IEEE 802.16 Networks,ietf,wg
2009,wg:/api/v1/group/group/1678/,int,8,softwire,Softwires,ietf,wg
2009,wg:/api/v1/group/group/1720/,int,5,mext,Mobility EXTensions for IPv6,ietf,wg
2009,wg:/api/v1/group/group/1723/,int,2,6man,IPv6 Maintenance,ietf,wg
2009,wg:/api/v1/group/group/988/,int,1,dhc,Dynamic Host Configuration,ietf,wg
2009,wg:/api/v1/group/group/1081/,ops,1,ipcdn,IP over Cable Data Network,ietf,wg
2009,wg:/api/v1/group/group/1089/,ops,4,ippm,IP Performance Measurement,ietf,wg
2009,wg:/api/v1/group/group/1396/,ops,1,adslmib,ADSL MIB,ietf,wg
2009,wg:/api/v1/group/group/1546/,ops,6,ipfix,IP Flow Information Export,ietf,wg
2009,wg:/api/v1/group/group/1564/,ops,4,psamp,Packet Sampling,ietf,wg
2009,wg:/api/v1/group/group/1575/,ops,2,netconf,Network Configuration,ietf,wg
2009,wg:/api/v1/group/group/1599/,ops,1,opsec,Operational Security Capabilities for IP Network Infrastructure,ietf,wg
2009,wg:/api/v1/group/group/1600/,ops,4,capwap,Control And Provisioning of Wireless Access Points,ietf,wg
2009,wg:/api/v1/group/group/1682/,ops,3,dime,Diameter Maintenance and Extensions,ietf,wg
2009,wg:/api/v1/group/group/1714/,ops,4,opsawg,Operations and Management Area Working Group,ietf,wg
2009,wg:/api/v1/group/group/1744/,ops,1,alto,Application-Layer Traffic Optimization,ietf,wg
2009,wg:/api/v1/group/group/945/,ops,1,bmwg,Benchmarking Methodology,ietf,wg
2009,wg:/api/v1/group/group/1413/,rai,4,enum,Telephone Number Mapping,ietf,wg
2009,wg:/api/v1/group/group/1462/,rai,8,sip,Session Initiation Protocol,ietf,wg
2009,wg:/api/v1/group/group/1527/,rai,1,simple,SIP for Instant Messaging and Presence Leveraging Extensions,ietf,wg
2009,wg:/api/v1/group/group/1542/,rai,3,sipping,Session Initiation Proposal Investigation,ietf,wg
2009,wg:/api/v1/group/group/1543/,rai,3,geopriv,Geographic Location/Privacy,ietf,wg
2009,wg:/api/v1/group/group/1685/,rai,1,speermint,Session PEERing for Multimedia INTerconnect,ietf,wg
2009,wg:/api/v1/group/group/1702/,rai,2,mediactrl,Media Server Control,ietf,wg
2009,wg:/api/v1/group/group/941/,rai,10,avt,Audio/Video Transport,ietf,wg
2009,wg:/api/v1/group/group/1041/,rtg,2,idr,Inter-Domain Routing,ietf,wg
2009,wg:/api/v1/group/group/1102/,rtg,2,isis,IS-IS for IP Internets,ietf,wg
2009,wg:/api/v1/group/group/1132/,rtg,3,manet,Mobile Ad-hoc Networks,ietf,wg
2009,wg:/api/v1/group/group/1140/,rtg,6,mpls,Multiprotocol Label Switching,ietf,wg
2009,wg:/api/v1/group/group/1188/,rtg,6,ospf,Open Shortest Path First IGP,ietf,wg
2009,wg:/api/v1/group/group/1397/,rtg,1,pim,Protocols for IP Multicast,ietf,wg
2009,wg:/api/v1/group/group/1469/,rtg,2,l2tpext,Layer Two Tunneling Protocol Extensions,ietf,wg
2009,wg:/api/v1/group/group/1524/,rtg,6,ccamp,Common Control and Measurement Plane,ietf,wg
2009,wg:/api/v1/group/group/1538/,rtg,7,pwe3,Pseudowire Emulation Edge to Edge,ietf,wg
2009,wg:/api/v1/group/group/1593/,rtg,1,l2vpn,Layer 2 Virtual Private Networks,ietf,wg
2009,wg:/api/v1/group/group/1594/,rtg,2,l3vpn,Layer 3 Virtual Private Networks,ietf,wg
2009,wg:/api/v1/group/group/1630/,rtg,9,pce,Path Computation Element,ietf,wg
2009,wg:/api/v1/group/group/1650/,rtg,1,trill,Transparent Interconnection of Lots of Links,ietf,wg
2009,wg:/api/v1/group/group/1656/,rtg,1,l1vpn,Layer 1 Virtual Private Networks,ietf,wg
2009,wg:/api/v1/group/group/1730/,rtg,2,roll,Routing Over Low power and Lossy networks,ietf,wg
2009,wg:/api/v1/group/group/1223/,sec,3,pkix,Public-Key Infrastructure (X.509),ietf,wg
2009,wg:/api/v1/group/group/1258/,sec,3,smime,S/MIME Mail Security,ietf,wg
2009,wg:/api/v1/group/group/1326/,sec,3,tls,Transport Layer Security,ietf,wg
2009,wg:/api/v1/group/group/1468/,sec,4,syslog,Security Issues in Network Event Logging,ietf,wg
2009,wg:/api/v1/group/group/1612/,sec,1,radext,RADIUS EXTensions,ietf,wg
2009,wg:/api/v1/group/group/1634/,sec,4,kitten,Common Authentication Technology Next Generation,ietf,wg
2009,wg:/api/v1/group/group/1641/,sec,1,btns,Better-Than-Nothing Security,ietf,wg
2009,wg:/api/v1/group/group/1674/,sec,1,emu,EAP Method Update,ietf,wg
2009,wg:/api/v1/group/group/1740/,sec,1,ipsecme,IP Security Maintenance and Extensions,ietf,wg
2009,wg:/api/v1/group/group/1437/,tsv,4,rmt,Reliable Multicast Transport,ietf,wg
2009,wg:/api/v1/group/group/1504/,tsv,1,rserpool,Reliable Server Pooling,ietf,wg
2009,wg:/api/v1/group/group/1571/,tsv,4,dccp,Datagram Congestion Control Protocol,ietf,wg
2009,wg:/api/v1/group/group/1632/,tsv,2,behave,Behavior Engineering for Hindrance Avoidance,ietf,wg
2009,wg:/api/v1/group/group/1701/,tsv,3,pcn,Congestion and Pre-Congestion Notification,ietf,wg
2009,wg:/api/v1/group/group/1152/,wit,3,nfsv4,Network File System Version 4,ietf,wg
2009,wg:/api/v1/group/group/1620/,wit,5,tcpm,TCP Maintenance and Minor Extensions,ietf,wg
2010,rg:/api/v1/group/group/30/,Other,1,asrg,Anti-Spam Research Group,irtf,rg
2010,rg:/api/v1/group/group/37/,Other,2,mobopts,IP Mobility Optimizations Research Group,irtf,rg
2010,rg:/api/v1/group/group/39/,Other,2,p2prg,Peer-to-Peer Research Group,irtf,rg
2010,rg:/api/v1/group/group/42/,Other,1,iccrg,Internet Congestion Control,irtf,rg
2010,stream:iab,Other,1,iab,Internet Architecture Board,iab,ietf
2010,stream:ietf-other,Other,73,rai,Real-time Applications and Infrastructure Area,ietf,area
2010,stream:irtf,Other,2,gen,General Area,irtf,area
2010,stream:ise,Other,42,int,Internet Area,ise,area
2010,wg:/api/v1/group/group/1389/,app,3,sieve,Sieve Mail Filtering Language,ietf,wg
2010,wg:/api/v1/group/group/1633/,app,2,isms,Integrated Security Model for SNMP,ietf,wg
2010,wg:/api/v1/group/group/1648/,app,1,calsify,Calendaring and Scheduling Standards Simplification,ietf,wg
2010,wg:/api/v1/group/group/1686/,app,4,eai,Email Address Internationalization,ietf,wg
2010,wg:/api/v1/group/group/1738/,app,5,idnabis,"Internationalized Domain Names in Applications, Revised",ietf,wg
2010,wg:/api/v1/group/group/1741/,app,2,morg,Message Organization,ietf,wg
2010,wg:/api/v1/group/group/1783/,app,1,marf,Messaging Abuse Reporting Format,ietf,wg
2010,wg:/api/v1/group/group/1138/,art,5,mmusic,Multiparty Multimedia Session Control,ietf,wg
2010,wg:/api/v1/group/group/1643/,art,1,ecrit,Emergency Context Resolution with Internet Technologies,ietf,wg
2010,wg:/api/v1/group/group/1671/,art,1,dkim,Domain Keys Identified Mail,ietf,wg
2010,wg:/api/v1/group/group/1762/,art,2,sipcore,Session Initiation Protocol Core,ietf,wg
2010,wg:/api/v1/group/group/1479/,int,4,dnsext,DNS Extensions,ietf,wg
2010,wg:/api/v1/group/group/1596/,int,1,mip4,Mobility for IPv4,ietf,wg
2010,wg:/api/v1/group/group/1598/,int,1,mipshop,"Mobility for IP: Performance, Signaling and Handoff Optimization",ietf,wg
2010,wg:/api/v1/group/group/1607/,int,1,dna,Detecting Network Attachment,ietf,wg
2010,wg:/api/v1/group/group/1626/,int,2,hip,Host Identity Protocol,ietf,wg
2010,wg:/api/v1/group/group/1642/,int,4,ntp,Network Time Protocols,ietf,wg
2010,wg:/api/v1/group/group/1653/,int,1,autoconf,Ad-Hoc Network Autoconfiguration,ietf,wg
2010,wg:/api/v1/group/group/1664/,int,3,netlmm,Network-based Localized Mobility Management,ietf,wg
2010,wg:/api/v1/group/group/1675/,int,1,16ng,IP over IEEE 802.16 Networks,ietf,wg
2010,wg:/api/v1/group/group/1678/,int,1,softwire,Softwires,ietf,wg
2010,wg:/api/v1/group/group/1693/,int,2,ancp,Access Node Control Protocol,ietf,wg
2010,wg:/api/v1/group/group/1720/,int,1,mext,Mobility EXTensions for IPv6,ietf,wg
2010,wg:/api/v1/group/group/1723/,int,4,6man,IPv6 Maintenance,ietf,wg
2010,wg:/api/v1/group/group/1726/,int,1,csi,Cga & Send maIntenance,ietf,wg
2010,wg:/api/v1/group/group/988/,int,1,dhc,Dynamic Host Configuration,ietf,wg
2010,wg:/api/v1/group/group/1089/,ops,3,ippm,IP Performance Measurement,ietf,wg
2010,wg:/api/v1/group/group/1118/,ops,3,mboned,MBONE Deployment,ietf,wg
2010,wg:/api/v1/group/group/1546/,ops,2,ipfix,IP Flow Information Export,ietf,wg
2010,wg:/api/v1/group/group/1575/,ops,1,netconf,Network Configuration,ietf,wg
2010,wg:/api/v1/group/group/1578/,ops,2,v6ops,IPv6 Operations,ietf,wg
2010,wg:/api/v1/group/group/1599/,ops,1,opsec,Operational Security Capabilities for IP Network Infrastructure,ietf,wg
2010,wg:/api/v1/group/group/1600/,ops,2,capwap,Control And Provisioning of Wireless Access Points,ietf,wg
2010,wg:/api/v1/group/group/1638/,ops,2,netmod,Network Modeling,ietf,wg
2010,wg:/api/v1/group/group/1682/,ops,5,dime,Diameter Maintenance and Extensions,ietf,wg
2010,wg:/api/v1/group/group/1714/,ops,1,opsawg,Operations and Management Area Working Group,ietf,wg
2010,wg:/api/v1/group/group/1462/,rai,8,sip,Session Initiation Protocol,ietf,wg
2010,wg:/api/v1/group/group/1527/,rai,1,simple,SIP for Instant Messaging and Presence Leveraging Extensions,ietf,wg
2010,wg:/api/v1/group/group/1542/,rai,5,sipping,Session Initiation Proposal Investigation,ietf,wg
2010,wg:/api/v1/group/group/1543/,rai,6,geopriv,Geographic Location/Privacy,ietf,wg
2010,wg:/api/v1/group/group/1782/,rai,1,martini,Multiple AoR reachabiliTy InformatioN Indication,ietf,wg
2010,wg:/api/v1/group/group/941/,rai,8,avt,Audio/Video Transport,ietf,wg
2010,wg:/api/v1/group/group/1140/,rtg,12,mpls,Multiprotocol Label Switching,ietf,wg
2010,wg:/api/v1/group/group/1188/,rtg,3,ospf,Open Shortest Path First IGP,ietf,wg
2010,wg:/api/v1/group/group/1348/,rtg,1,vrrp,Virtual Router Redundancy Protocol,ietf,wg
2010,wg:/api/v1/group/group/1397/,rtg,1,pim,Protocols for IP Multicast,ietf,wg
2010,wg:/api/v1/group/group/1518/,rtg,6,forces,Forwarding and Control Element Separation,ietf,wg
2010,wg:/api/v1/group/group/1524/,rtg,11,ccamp,Common Control and Measurement Plane,ietf,wg
2010,wg:/api/v1/group/group/1538/,rtg,2,pwe3,Pseudowire Emulation Edge to Edge,ietf,wg
2010,wg:/api/v1/group/group/1594/,rtg,1,l3vpn,Layer 3 Virtual Private Networks,ietf,wg
2010,wg:/api/v1/group/group/1619/,rtg,2,rtgwg,Routing Area Working Group,ietf,wg
2010,wg:/api/v1/group/group/1628/,rtg,5,bfd,Bidirectional Forwarding Detection,ietf,wg
2010,wg:/api/v1/group/group/1630/,rtg,4,pce,Path Computation Element,ietf,wg
2010,wg:/api/v1/group/group/1730/,rtg,2,roll,Routing Over Low power and Lossy networks,ietf,wg
2010,wg:/api/v1/group/group/1223/,sec,11,pkix,Public-Key Infrastructure (X.509),ietf,wg
2010,wg:/api/v1/group/group/1258/,sec,7,smime,S/MIME Mail Security,ietf,wg
2010,wg:/api/v1/group/group/1326/,sec,2,tls,Transport Layer Security,ietf,wg
2010,wg:/api/v1/group/group/1468/,sec,2,syslog,Security Issues in Network Event Logging,ietf,wg
2010,wg:/api/v1/group/group/1496/,sec,1,krb-wg,Kerberos,ietf,wg
2010,wg:/api/v1/group/group/1511/,sec,2,msec,Multicast Security,ietf,wg
2010,wg:/api/v1/group/group/1545/,sec,2,sasl,Simple Authentication and Security Layer,ietf,wg
2010,wg:/api/v1/group/group/1612/,sec,1,radext,RADIUS EXTensions,ietf,wg
2010,wg:/api/v1/group/group/1688/,sec,2,nea,Network Endpoint Assessment,ietf,wg
2010,wg:/api/v1/group/group/1700/,sec,2,hokey,Handover Keying,ietf,wg
2010,wg:/api/v1/group/group/1704/,sec,3,keyprov,Provisioning of Symmetric Keys,ietf,wg
2010,wg:/api/v1/group/group/1740/,sec,8,ipsecme,IP Security Maintenance and Extensions,ietf,wg
2010,wg:/api/v1/group/group/1437/,tsv,1,rmt,Reliable Multicast Transport,ietf,wg
2010,wg:/api/v1/group/group/1474/,tsv,4,rohc,Robust Header Compression,ietf,wg
2010,wg:/api/v1/group/group/1537/,tsv,8,nsis,Next Steps in Signaling,ietf,wg
2010,wg:/api/v1/group/group/1571/,tsv,1,dccp,Datagram Congestion Control Protocol,ietf,wg
2010,wg:/api/v1/group/group/1632/,tsv,6,behave,Behavior Engineering for Hindrance Avoidance,ietf,wg
2010,wg:/api/v1/group/group/1673/,tsv,1,fecframe,FEC Framework,ietf,wg
2010,wg:/api/v1/group/group/1152/,wit,8,nfsv4,Network File System Version 4,ietf,wg
2010,wg:/api/v1/group/group/1463/,wit,5,tsvwg,Transport and Services Working Group,ietf,wg
2010,wg:/api/v1/group/group/1620/,wit,6,tcpm,TCP Maintenance and Minor Extensions,ietf,wg
2011,rg:/api/v1/group/group/32/,Other,6,dtnrg,Delay-Tolerant Networking,irtf,rg
2011,rg:/api/v1/group/group/37/,Other,1,mobopts,IP Mobility Optimizations Research Group,irtf,rg
2011,rg:/api/v1/group/group/40/,Other,2,rrg,Routing Research Group,irtf,rg
2011,rg:/api/v1/group/group/42/,Other,1,iccrg,Internet Congestion Control,irtf,rg
2011,stream:iab,Other,3,iab,Internet Architecture Board,iab,ietf
2011,stream:ietf-other,Other,95,app,Applications Area,ietf,area
2011,stream:irtf,Other,2,int,Internet Area,irtf,area
2011,stream:ise,Other,16,tsv,Transport Area,ise,area
2011,wg:/api/v1/group/group/1389/,app,4,sieve,Sieve Mail Filtering Language,ietf,wg
2011,wg:/api/v1/group/group/1611/,app,1,ltans,Long-Term Archive and Notary Services,ietf,wg
2011,wg:/api/v1/group/group/1633/,app,1,isms,Integrated Security Model for SNMP,ietf,wg
2011,wg:/api/v1/group/group/1721/,app,5,vcarddav,vCard and CardDAV,ietf,wg
2011,wg:/api/v1/group/group/1741/,app,3,morg,Message Organization,ietf,wg
2011,wg:/api/v1/group/group/1759/,app,2,yam,Yet Another Mail,ietf,wg
2011,wg:/api/v1/group/group/1777/,app,1,hybi,BiDirectional or Server-Initiated HTTP,ietf,wg
2011,wg:/api/v1/group/group/1781/,app,1,httpstate,HTTP State Management Mechanism,ietf,wg
2011,wg:/api/v1/group/group/1783/,app,1,marf,Messaging Abuse Reporting Format,ietf,wg
2011,wg:/api/v1/group/group/1802/,app,1,websec,Web Security,ietf,wg
2011,wg:/api/v1/group/group/1138/,art,2,mmusic,Multiparty Multimedia Session Control,ietf,wg
2011,wg:/api/v1/group/group/1643/,art,1,ecrit,Emergency Context Resolution with Internet Technologies,ietf,wg
2011,wg:/api/v1/group/group/1671/,art,2,dkim,Domain Keys Identified Mail,ietf,wg
2011,wg:/api/v1/group/group/1761/,art,3,xmpp,Extensible Messaging and Presence Protocol,ietf,wg
2011,wg:/api/v1/group/group/1762/,art,6,sipcore,Session Initiation Protocol Core,ietf,wg
2011,wg:/api/v1/group/group/1765/,art,1,codec,Internet Wideband Audio Codec,ietf,wg
2011,wg:/api/v1/group/group/1788/,art,1,siprec,SIP Recording,ietf,wg
2011,wg:/api/v1/group/group/1805/,art,2,appsawg,ART Area General Applications Working Group,ietf,wg
2011,wg:/api/v1/group/group/1814/,art,4,payload,Audio/Video Transport Payloads,ietf,wg
2011,wg:/api/v1/group/group/1479/,int,1,dnsext,DNS Extensions,ietf,wg
2011,wg:/api/v1/group/group/1596/,int,1,mip4,Mobility for IPv4,ietf,wg
2011,wg:/api/v1/group/group/1598/,int,1,mipshop,"Mobility for IP: Performance, Signaling and Handoff Optimization",ietf,wg
2011,wg:/api/v1/group/group/1626/,int,5,hip,Host Identity Protocol,ietf,wg
2011,wg:/api/v1/group/group/1639/,int,1,6lowpan,IPv6 over Low power WPAN,ietf,wg
2011,wg:/api/v1/group/group/1646/,int,1,shim6,Site Multihoming by IPv6 Intermediation,ietf,wg
2011,wg:/api/v1/group/group/1664/,int,1,netlmm,Network-based Localized Mobility Management,ietf,wg
2011,wg:/api/v1/group/group/1665/,int,3,intarea,Internet Area Working Group,ietf,wg
2011,wg:/api/v1/group/group/1678/,int,2,softwire,Softwires,ietf,wg
2011,wg:/api/v1/group/group/1693/,int,1,ancp,Access Node Control Protocol,ietf,wg
2011,wg:/api/v1/group/group/1720/,int,4,mext,Mobility EXTensions for IPv6,ietf,wg
2011,wg:/api/v1/group/group/1723/,int,5,6man,IPv6 Maintenance,ietf,wg
2011,wg:/api/v1/group/group/1726/,int,1,csi,Cga & Send maIntenance,ietf,wg
2011,wg:/api/v1/group/group/1747/,int,1,multimob,Multicast Mobility,ietf,wg
2011,wg:/api/v1/group/group/1755/,int,2,mif,Multiple Interfaces,ietf,wg
2011,wg:/api/v1/group/group/1756/,int,1,netext,Network-Based Mobility Extensions,ietf,wg
2011,wg:/api/v1/group/group/988/,int,4,dhc,Dynamic Host Configuration,ietf,wg
2011,wg:/api/v1/group/group/1089/,ops,3,ippm,IP Performance Measurement,ietf,wg
2011,wg:/api/v1/group/group/1118/,ops,2,mboned,MBONE Deployment,ietf,wg
2011,wg:/api/v1/group/group/1452/,ops,4,dnsop,Domain Name System Operations,ietf,wg
2011,wg:/api/v1/group/group/1546/,ops,3,ipfix,IP Flow Information Export,ietf,wg
2011,wg:/api/v1/group/group/1575/,ops,3,netconf,Network Configuration,ietf,wg
2011,wg:/api/v1/group/group/1578/,ops,11,v6ops,IPv6 Operations,ietf,wg
2011,wg:/api/v1/group/group/1584/,ops,5,grow,Global Routing Operations,ietf,wg
2011,wg:/api/v1/group/group/1599/,ops,3,opsec,Operational Security Capabilities for IP Network Infrastructure,ietf,wg
2011,wg:/api/v1/group/group/1638/,ops,3,netmod,Network Modeling,ietf,wg
2011,wg:/api/v1/group/group/1682/,ops,1,dime,Diameter Maintenance and Extensions,ietf,wg
2011,wg:/api/v1/group/group/1714/,ops,2,opsawg,Operations and Management Area Working Group,ietf,wg
2011,wg:/api/v1/group/group/1725/,ops,2,pmol,Performance Metrics for Other Layers,ietf,wg
2011,wg:/api/v1/group/group/945/,ops,4,bmwg,Benchmarking Methodology,ietf,wg
2011,wg:/api/v1/group/group/1413/,rai,4,enum,Telephone Number Mapping,ietf,wg
2011,wg:/api/v1/group/group/1462/,rai,1,sip,Session Initiation Protocol,ietf,wg
2011,wg:/api/v1/group/group/1527/,rai,1,simple,SIP for Instant Messaging and Presence Leveraging Extensions,ietf,wg
2011,wg:/api/v1/group/group/1542/,rai,2,sipping,Session Initiation Proposal Investigation,ietf,wg
2011,wg:/api/v1/group/group/1543/,rai,3,geopriv,Geographic Location/Privacy,ietf,wg
2011,wg:/api/v1/group/group/1685/,rai,4,speermint,Session PEERing for Multimedia INTerconnect,ietf,wg
2011,wg:/api/v1/group/group/1702/,rai,2,mediactrl,Media Server Control,ietf,wg
2011,wg:/api/v1/group/group/1782/,rai,1,martini,Multiple AoR reachabiliTy InformatioN Indication,ietf,wg
2011,wg:/api/v1/group/group/1791/,rai,1,soc,SIP Overload Control,ietf,wg
2011,wg:/api/v1/group/group/1813/,rai,2,avtext,Audio/Video Transport Extensions,ietf,wg
2011,wg:/api/v1/group/group/941/,rai,6,avt,Audio/Video Transport,ietf,wg
2011,wg:/api/v1/group/group/1041/,rtg,2,idr,Inter-Domain Routing,ietf,wg
2011,wg:/api/v1/group/group/1102/,rtg,6,isis,IS-IS for IP Internets,ietf,wg
2011,wg:/api/v1/group/group/1132/,rtg,1,manet,Mobile Ad-hoc Networks,ietf,wg
2011,wg:/api/v1/group/group/1140/,rtg,19,mpls,Multiprotocol Label Switching,ietf,wg
2011,wg:/api/v1/group/group/1397/,rtg,4,pim,Protocols for IP Multicast,ietf,wg
2011,wg:/api/v1/group/group/1524/,rtg,7,ccamp,Common Control and Measurement Plane,ietf,wg
2011,wg:/api/v1/group/group/1538/,rtg,5,pwe3,Pseudowire Emulation Edge to Edge,ietf,wg
2011,wg:/api/v1/group/group/1593/,rtg,3,l2vpn,Layer 2 Virtual Private Networks,ietf,wg
2011,wg:/api/v1/group/group/1594/,rtg,1,l3vpn,Layer 3 Virtual Private Networks,ietf,wg
2011,wg:/api/v1/group/group/1630/,rtg,2,pce,Path Computation Element,ietf,wg
2011,wg:/api/v1/group/group/1650/,rtg,4,trill,Transparent Interconnection of Lots of Links,ietf,wg
2011,wg:/api/v1/group/group/1730/,rtg,1,roll,Routing Over Low power and Lossy networks,ietf,wg
2011,wg:/api/v1/group/group/1223/,sec,3,pkix,Public-Key Infrastructure (X.509),ietf,wg
2011,wg:/api/v1/group/group/1326/,sec,2,tls,Transport Layer Security,ietf,wg
2011,wg:/api/v1/group/group/1496/,sec,5,krb-wg,Kerberos,ietf,wg
2011,wg:/api/v1/group/group/1511/,sec,1,msec,Multicast Security,ietf,wg
2011,wg:/api/v1/group/group/1612/,sec,2,radext,RADIUS EXTensions,ietf,wg
2011,wg:/api/v1/group/group/1634/,sec,1,kitten,Common Authentication Technology Next Generation,ietf,wg
2011,wg:/api/v1/group/group/1700/,sec,1,hokey,Handover Keying,ietf,wg
2011,wg:/api/v1/group/group/1740/,sec,3,ipsecme,IP Security Maintenance and Extensions,ietf,wg
2011,wg:/api/v1/group/group/1810/,sec,1,dane,DNS-based Authentication of Named Entities,ietf,wg
2011,wg:/api/v1/group/group/1437/,tsv,1,rmt,Reliable Multicast Transport,ietf,wg
2011,wg:/api/v1/group/group/1537/,tsv,4,nsis,Next Steps in Signaling,ietf,wg
2011,wg:/api/v1/group/group/1571/,tsv,1,dccp,Datagram Congestion Control Protocol,ietf,wg
2011,wg:/api/v1/group/group/1632/,tsv,6,behave,Behavior Engineering for Hindrance Avoidance,ietf,wg
2011,wg:/api/v1/group/group/1673/,tsv,2,fecframe,FEC Framework,ietf,wg
2011,wg:/api/v1/group/group/1749/,tsv,1,ledbat,Low Extra Delay Background Transport,ietf,wg
2011,wg:/api/v1/group/group/1757/,tsv,2,storm,STORage Maintenance,ietf,wg
2011,wg:/api/v1/group/group/1764/,tsv,3,mptcp,Multipath TCP,ietf,wg
2011,wg:/api/v1/group/group/1780/,tsv,1,decade,Decoupled Application Data Enroute,ietf,wg
2011,wg:/api/v1/group/group/1463/,wit,6,tsvwg,Transport and Services Working Group,ietf,wg
2011,wg:/api/v1/group/group/1620/,wit,5,tcpm,TCP Maintenance and Minor Extensions,ietf,wg
2011,wg:/api/v1/group/group/1718/,wit,1,httpbis,HTTP,ietf,wg
2011,wg:/api/v1/group/group/1812/,wit,3,avtcore,Audio/Video Transport Core Maintenance,ietf,wg
2012,rg:/api/v1/group/group/30/,Other,1,asrg,Anti-Spam Research Group,irtf,rg
2012,rg:/api/v1/group/group/32/,Other,1,dtnrg,Delay-Tolerant Networking Research Group,irtf,rg
2012,rg:/api/v1/group/group/35/,Other,1,hiprg,Host Identity Protocol,irtf,rg
2012,rg:/api/v1/group/group/39/,Other,1,p2prg,Peer-to-Peer Research Group,irtf,rg
2012,rg:/api/v1/group/group/40/,Other,9,rrg,Routing Research Group,irtf,rg
2012,stream:iab,Other,6,iab,Internet Architecture Board,iab,ietf
2012,stream:ietf-other,Other,57,sec,Security Area,ietf,area
2012,stream:irtf,Other,1,gen,General Area,irtf,area
2012,stream:ise,Other,12,sec,Security Area,ise,area
2012,wg:/api/v1/group/group/1389/,app,4,sieve,Sieve Mail Filtering Language,ietf,wg
2012,wg:/api/v1/group/group/1686/,app,5,eai,Email Address Internationalization,ietf,wg
2012,wg:/api/v1/group/group/1721/,app,1,vcarddav,vCard and CardDAV,ietf,wg
2012,wg:/api/v1/group/group/1783/,app,5,marf,Messaging Abuse Reporting Format,ietf,wg
2012,wg:/api/v1/group/group/1789/,app,1,core,Constrained RESTful Environments,ietf,wg
