publication_year,publishing_unit_id,figure_area,rfc_count,group_acronym,group_name,stream_slug,group_type_slug
2005,wg:/api/v1/group/group/1479/,int,3,dnsext,DNS Extensions,ietf,wg
2005,wg:/api/v1/group/group/1544/,int,1,magma,Multicast & Anycast Group Membership,ietf,wg
2005,wg:/api/v1/group/group/1547/,int,7,ipv6,IP Version 6 Working Group,ietf,wg
2005,wg:/api/v1/group/group/1550/,int,2,pana,Protocol for carrying Authentication for Network Access,ietf,wg
2005,wg:/api/v1/group/group/1570/,int,2,send,Securing Neighbor Discovery,ietf,wg
2005,wg:/api/v1/group/group/1576/,int,1,nemo,Network Mobility,ietf,wg
2005,wg:/api/v1/group/group/1596/,int,3,mip4,Mobility for IPv4,ietf,wg
2005,wg:/api/v1/group/group/1597/,int,2,mip6,Mobility for IPv6,ietf,wg
2005,wg:/api/v1/group/group/1598/,int,3,mipshop,"Mobility for IP: Performance, Signaling and Handoff Optimization",ietf,wg
2005,wg:/api/v1/group/group/1607/,int,1,dna,Detecting Network Attachment,ietf,wg
2005,wg:/api/v1/group/group/988/,int,10,dhc,Dynamic Host Configuration,ietf,wg
2005,wg:/api/v1/group/group/1061/,ops,1,rap,Resource Allocation Protocol,ietf,wg
2005,wg:/api/v1/group/group/1081/,ops,2,ipcdn,IP over Cable Data Network,ietf,wg
2005,wg:/api/v1/group/group/1089/,ops,1,ippm,IP Performance Measurement,ietf,wg
2005,wg:/api/v1/group/group/1237/,ops,2,rmonmib,Remote Network Monitoring,ietf,wg
2005,wg:/api/v1/group/group/1396/,ops,3,adslmib,ADSL MIB,ietf,wg
2005,wg:/api/v1/group/group/1408/,ops,4,aaa,"Authentication, Authorization and Accounting",ietf,wg
2005,wg:/api/v1/group/group/1452/,ops,1,dnsop,Domain Name System Operations,ietf,wg
2005,wg:/api/v1/group/group/1480/,ops,1,snmpconf,Configuration Management with SNMP,ietf,wg
2005,wg:/api/v1/group/group/1526/,ops,4,multi6,Site Multihoming in IPv6,ietf,wg
2005,wg:/api/v1/group/group/1578/,ops,6,v6ops,IPv6 Operations,ietf,wg
2005,wg:/api/v1/group/group/1584/,ops,2,grow,Global Routing Operations,ietf,wg
2005,wg:/api/v1/group/group/1600/,ops,2,capwap,Control And Provisioning of Wireless Access Points,ietf,wg
2005,wg:/api/v1/group/group/945/,ops,4,bmwg,Benchmarking Methodology,ietf,wg
2005,wg:/api/v1/group/group/948/,ops,2,bridge,Bridge MIB,ietf,wg
2005,wg:/api/v1/group/group/994/,ops,2,entmib,Entity MIB,ietf,wg
2005,wg:/api/v1/group/group/1413/,rai,3,enum,Telephone Number Mapping,ietf,wg
2005,wg:/api/v1/group/group/1421/,rai,2,sigtran,Signaling Transport,ietf,wg
2005,wg:/api/v1/group/group/1462/,rai,5,sip,Session Initiation Protocol,ietf,wg
2005,wg:/api/v1/group/group/1527/,rai,1,simple,SIP for Instant Messaging and Presence Leveraging Extensions,ietf,wg
2005,wg:/api/v1/group/group/1542/,rai,5,sipping,Session Initiation Proposal Investigation,ietf,wg
2005,wg:/api/v1/group/group/1543/,rai,2,geopriv,Geographic Location/Privacy,ietf,wg
2005,wg:/api/v1/group/group/1556/,rai,1,ieprep,Internet Emergency Preparedness,ietf,wg
2005,wg:/api/v1/group/group/1566/,rai,1,speechsc,Speech Services Control,ietf,wg
2005,wg:/api/v1/group/group/941/,rai,10,avt,Audio/Video Transport,ietf,wg
2005,wg:/api/v1/group/group/1041/,rtg,1,idr,Inter-Domain Routing,ietf,wg
2005,wg:/api/v1/group/group/1102/,rtg,1,isis,IS-IS for IP Internets,ietf,wg
2005,wg:/api/v1/group/group/1140/,rtg,8,mpls,Multiprotocol Label Switching,ietf,wg
2005,wg:/api/v1/group/group/1188/,rtg,3,ospf,Open Shortest Path First IGP,ietf,wg
2005,wg:/api/v1/group/group/1397/,rtg,1,pim,Protocols for IP Multicast,ietf,wg
2005,wg:/api/v1/group/group/1469/,rtg,2,l2tpext,Layer Two Tunneling Protocol Extensions,ietf,wg
2005,wg:/api/v1/group/group/1524/,rtg,10,ccamp,Common Control and Measurement Plane,ietf,wg
2005,wg:/api/v1/group/group/1538/,rtg,2,pwe3,Pseudowire Emulation Edge to Edge,ietf,wg
2005,wg:/api/v1/group/group/1594/,rtg,6,l3vpn,Layer 3 Virtual Private Networks,ietf,wg
2005,wg:/api/v1/group/group/1091/,sec,12,ipsec,IP Security Protocol,ietf,wg
2005,wg:/api/v1/group/group/1223/,sec,7,pkix,Public-Key Infrastructure (X.509),ietf,wg
2005,wg:/api/v1/group/group/1258/,sec,4,smime,S/MIME Mail Security,ietf,wg
2005,wg:/api/v1/group/group/1326/,sec,2,tls,Transport Layer Security,ietf,wg
2005,wg:/api/v1/group/group/1496/,sec,4,krb-wg,Kerberos,ietf,wg
2005,wg:/api/v1/group/group/1511/,sec,2,msec,Multicast Security,ietf,wg
2005,wg:/api/v1/group/group/1545/,sec,1,sasl,Simple Authentication and Security Layer,ietf,wg
2005,wg:/api/v1/group/group/1580/,sec,1,ipseckey,IPSEC KEYing information resource record,ietf,wg
2005,wg:/api/v1/group/group/1612/,sec,1,radext,RADIUS EXTensions,ietf,wg
2005,wg:/api/v1/group/group/1634/,sec,1,kitten,Common Authentication Technology Next Generation,ietf,wg
2005,wg:/api/v1/group/group/1148/,tsv,1,nat,Network Address Translators,ietf,wg
2005,wg:/api/v1/group/group/1474/,tsv,4,rohc,Robust Header Compression,ietf,wg
2005,wg:/api/v1/group/group/1485/,tsv,6,ips,IP Storage,ietf,wg
2005,wg:/api/v1/group/group/1499/,tsv,3,seamoby,"Context Transfer, Handoff Candidate Discovery, and Dormant Mode Host Alerting",ietf,wg
2005,wg:/api/v1/group/group/1525/,tsv,2,midcom,Middlebox Communication,ietf,wg
2005,wg:/api/v1/group/group/1537/,tsv,4,nsis,Next Steps in Signaling,ietf,wg
2005,wg:/api/v1/group/group/1573/,tsv,2,rddp,Remote Direct Data Placement,ietf,wg
2005,wg:/api/v1/group/group/1463/,wit,1,tsvwg,Transport and Services Working Group,ietf,wg
2005,wg:/api/v1/group/group/1620/,wit,1,tcpm,TCP Maintenance and Minor Extensions,ietf,wg
2006,stream:iab,Other,7,iab,Internet Architecture Board,iab,ietf
2006,stream:ietf-other,Other,102,app,Applications Area,ietf,area
2006,stream:ise,Other,18,int,Internet Area,ise,area
2006,wg:/api/v1/group/group/1572/,Other,1,ipr,Intellectual Property Rights,ietf,wg
2006,wg:/api/v1/group/group/1614/,Other,1,newtrk,New IETF Standards Track Discussion,ietf,wg
2006,wg:/api/v1/group/group/1176/,app,4,nntpext,NNTP Extensions,ietf,wg
2006,wg:/api/v1/group/group/1358/,app,2,webdav,WWW Distributed Authoring and Versioning,ietf,wg
2006,wg:/api/v1/group/group/1409/,app,1,imapext,Internet Message Access Protocol Extension,ietf,wg
2006,wg:/api/v1/group/group/1506/,app,11,ldapbis,LDAP (v3) Revision,ietf,wg
2006,wg:/api/v1/group/group/1515/,app,1,opes,Open Pluggable Edge Services,ietf,wg
2006,wg:/api/v1/group/group/1563/,app,1,crisp,Cross Registry Information Service Protocol,ietf,wg
2006,wg:/api/v1/group/group/1581/,app,6,lemonade,Enhancements to Internet email to Support Diverse Service Environments,ietf,wg
2006,wg:/api/v1/group/group/1655/,app,3,ltru,Language Tag Registry Update,ietf,wg
2006,wg:/api/v1/group/group/1138/,art,10,mmusic,Multiparty Multimedia Session Control,ietf,wg
2006,wg:/api/v1/group/group/1671/,art,1,dkim,Domain Keys Identified Mail,ietf,wg
2006,wg:/api/v1/group/group/1210/,int,1,pppext,Point-to-Point Protocol Extensions,ietf,wg
2006,wg:/api/v1/group/group/1479/,int,8,dnsext,DNS Extensions,ietf,wg
2006,wg:/api/v1/group/group/1539/,int,4,ipoib,IP over InfiniBand,ietf,wg
2006,wg:/api/v1/group/group/1544/,int,3,magma,Multicast & Anycast Group Membership,ietf,wg
2006,wg:/api/v1/group/group/1547/,int,9,ipv6,IP Version 6 Working Group,ietf,wg
2006,wg:/api/v1/group/group/1596/,int,2,mip4,Mobility for IPv4,ietf,wg
2006,wg:/api/v1/group/group/1597/,int,6,mip6,Mobility for IPv6,ietf,wg
2006,wg:/api/v1/group/group/1626/,int,1,hip,Host Identity Protocol,ietf,wg
2006,wg:/api/v1/group/group/988/,int,10,dhc,Dynamic Host Configuration,ietf,wg
2006,wg:/api/v1/group/group/1081/,ops,5,ipcdn,IP over Cable Data Network,ietf,wg
2006,wg:/api/v1/group/group/1089/,ops,2,ippm,IP Performance Measurement,ietf,wg
2006,wg:/api/v1/group/group/1118/,ops,4,mboned,MBONE Deployment,ietf,wg
2006,wg:/api/v1/group/group/1237/,ops,4,rmonmib,Remote Network Monitoring,ietf,wg
2006,wg:/api/v1/group/group/1396/,ops,1,adslmib,ADSL MIB,ietf,wg
2006,wg:/api/v1/group/group/1408/,ops,1,aaa,"Authentication, Authorization and Accounting",ietf,wg
2006,wg:/api/v1/group/group/1452/,ops,4,dnsop,Domain Name System Operations,ietf,wg
2006,wg:/api/v1/group/group/1575/,ops,4,netconf,Network Configuration,ietf,wg
2006,wg:/api/v1/group/group/1578/,ops,1,v6ops,IPv6 Operations,ietf,wg
2006,wg:/api/v1/group/group/1584/,ops,4,grow,Global Routing Operations,ietf,wg
2006,wg:/api/v1/group/group/1600/,ops,2,capwap,Control And Provisioning of Wireless Access Points,ietf,wg
2006,wg:/api/v1/group/group/1609/,ops,6,imss,Internet and Management Support for Storage,ietf,wg
2006,wg:/api/v1/group/group/945/,ops,1,bmwg,Benchmarking Methodology,ietf,wg
2006,wg:/api/v1/group/group/948/,ops,1,bridge,Bridge MIB,ietf,wg
2006,wg:/api/v1/group/group/977/,ops,1,disman,Distributed Management,ietf,wg
2006,wg:/api/v1/group/group/1374/,rai,2,iptel,IP Telephony,ietf,wg
2006,wg:/api/v1/group/group/1413/,rai,5,enum,Telephone Number Mapping,ietf,wg
2006,wg:/api/v1/group/group/1421/,rai,3,sigtran,Signaling Transport,ietf,wg
2006,wg:/api/v1/group/group/1462/,rai,9,sip,Session Initiation Protocol,ietf,wg
2006,wg:/api/v1/group/group/1527/,rai,7,simple,SIP for Instant Messaging and Presence Leveraging Extensions,ietf,wg
2006,wg:/api/v1/group/group/1542/,rai,11,sipping,Session Initiation Proposal Investigation,ietf,wg
2006,wg:/api/v1/group/group/1543/,rai,3,geopriv,Geographic Location/Privacy,ietf,wg
2006,wg:/api/v1/group/group/1556/,rai,1,ieprep,Internet Emergency Preparedness,ietf,wg
2006,wg:/api/v1/group/group/1601/,rai,3,xcon,Centralized Conferencing,ietf,wg
2006,wg:/api/v1/group/group/941/,rai,18,avt,Audio/Video Transport,ietf,wg
2006,wg:/api/v1/group/group/1041/,rtg,10,idr,Inter-Domain Routing,ietf,wg
2006,wg:/api/v1/group/group/1102/,rtg,1,isis,IS-IS for IP Internets,ietf,wg
2006,wg:/api/v1/group/group/1140/,rtg,8,mpls,Multiprotocol Label Switching,ietf,wg
2006,wg:/api/v1/group/group/1188/,rtg,3,ospf,Open Shortest Path First IGP,ietf,wg
2006,wg:/api/v1/group/group/1397/,rtg,3,pim,Protocols for IP Multicast,ietf,wg
2006,wg:/api/v1/group/group/1469/,rtg,5,l2tpext,Layer Two Tunneling Protocol Extensions,ietf,wg
2006,wg:/api/v1/group/group/1497/,rtg,1,ssm,Source-Specific Multicast,ietf,wg
2006,wg:/api/v1/group/group/1524/,rtg,14,ccamp,Common Control and Measurement Plane,ietf,wg
2006,wg:/api/v1/group/group/1538/,rtg,10,pwe3,Pseudowire Emulation Edge to Edge,ietf,wg
2006,wg:/api/v1/group/group/1567/,rtg,1,rpsec,Routing Protocol Security Requirements,ietf,wg
2006,wg:/api/v1/group/group/1593/,rtg,2,l2vpn,Layer 2 Virtual Private Networks,ietf,wg
2006,wg:/api/v1/group/group/1594/,rtg,6,l3vpn,Layer 3 Virtual Private Networks,ietf,wg
2006,wg:/api/v1/group/group/1630/,rtg,3,pce,Path Computation Element,ietf,wg
2006,wg:/api/v1/group/group/1223/,sec,7,pkix,Public-Key Infrastructure (X.509),ietf,wg
2006,wg:/api/v1/group/group/1258/,sec,1,smime,S/MIME Mail Security,ietf,wg
2006,wg:/api/v1/group/group/1259/,sec,12,secsh,Secure Shell,ietf,wg
2006,wg:/api/v1/group/group/1326/,sec,3,tls,Transport Layer Security,ietf,wg
2006,wg:/api/v1/group/group/1496/,sec,3,krb-wg,Kerberos,ietf,wg
2006,wg:/api/v1/group/group/1510/,sec,1,kink,Kerberized Internet Negotiation of Keys,ietf,wg
2006,wg:/api/v1/group/group/1511/,sec,8,msec,Multicast Security,ietf,wg
2006,wg:/api/v1/group/group/1545/,sec,4,sasl,Simple Authentication and Security Layer,ietf,wg
2006,wg:/api/v1/group/group/1612/,sec,9,radext,RADIUS EXTensions,ietf,wg
2006,wg:/api/v1/group/group/1617/,sec,2,mobike,IKEv2 Mobility and Multihoming,ietf,wg
2006,wg:/api/v1/group/group/1634/,sec,3,kitten,Common Authentication Technology Next Generation,ietf,wg
2006,wg:/api/v1/group/group/1437/,tsv,1,rmt,Reliable Multicast Transport,ietf,wg
2006,wg:/api/v1/group/group/1474/,tsv,5,rohc,Robust Header Compression,ietf,wg
2006,wg:/api/v1/group/group/1485/,tsv,5,ips,IP Storage,ietf,wg
2006,wg:/api/v1/group/group/1571/,tsv,4,dccp,Datagram Congestion Control Protocol,ietf,wg
2006,wg:/api/v1/group/group/1152/,wit,1,nfsv4,Network File System Version 4,ietf,wg
2006,wg:/api/v1/group/group/1463/,wit,5,tsvwg,Transport and Services Working Group,ietf,wg
2006,wg:/api/v1/group/group/1620/,wit,2,tcpm,TCP Maintenance and Minor Extensions,ietf,wg
2007,rg:/api/v1/group/group/32/,Other,2,dtnrg,Delay-Tolerant Networking,irtf,rg
2007,rg:/api/v1/group/group/37/,Other,1,mobopts,IP Mobility Optimizations Research Group,irtf,rg
2007,stream:iab,Other,9,iab,Internet Architecture Board,iab,ietf
2007,stream:ietf-other,Other,76,gen,General Area,ietf,area
2007,stream:ise,Other,13,int,Internet Area,ise,area
2007,wg:/api/v1/group/group/1572/,Other,1,ipr,Intellectual Property Rights,ietf,wg
2007,wg:/api/v1/group/group/1358/,app,1,webdav,WWW Distributed Authoring and Versioning,ietf,wg
2007,wg:/api/v1/group/group/1515/,app,1,opes,Open Pluggable Edge Services,ietf,wg
2007,wg:/api/v1/group/group/1563/,app,3,crisp,Cross Registry Information Service Protocol,ietf,wg
2007,wg:/api/v1/group/group/1581/,app,3,lemonade,Enhancements to Internet email to Support Diverse Service Environments,ietf,wg
2007,wg:/api/v1/group/group/1604/,app,1,ipdvb,IP over DVB,ietf,wg
2007,wg:/api/v1/group/group/1611/,app,2,ltans,Long-Term Archive and Notary Services,ietf,wg
2007,wg:/api/v1/group/group/1627/,app,1,atompub,Atom Publishing Format and Protocol,ietf,wg
2007,wg:/api/v1/group/group/1686/,app,1,eai,Email Address Internationalization,ietf,wg
2007,wg:/api/v1/group/group/998/,app,1,ftpext,Extensions to FTP,ietf,wg
2007,wg:/api/v1/group/group/1138/,art,2,mmusic,Multiparty Multimedia Session Control,ietf,wg
2007,wg:/api/v1/group/group/1671/,art,2,dkim,Domain Keys Identified Mail,ietf,wg
2007,wg:/api/v1/group/group/990/,art,1,ediint,Electronic Data Interchange-Internet Integration,ietf,wg
2007,wg:/api/v1/group/group/1479/,int,6,dnsext,DNS Extensions,ietf,wg
2007,wg:/api/v1/group/group/1547/,int,6,ipv6,IP Version 6 Working Group,ietf,wg
2007,wg:/api/v1/group/group/1576/,int,6,nemo,Network Mobility,ietf,wg
2007,wg:/api/v1/group/group/1596/,int,6,mip4,Mobility for IPv4,ietf,wg
2007,wg:/api/v1/group/group/1597/,int,6,mip6,Mobility for IPv6,ietf,wg
2007,wg:/api/v1/group/group/1598/,int,1,mipshop,"Mobility for IP: Performance, Signaling and Handoff Optimization",ietf,wg
2007,wg:/api/v1/group/group/1607/,int,1,dna,Detecting Network Attachment,ietf,wg
2007,wg:/api/v1/group/group/1639/,int,2,6lowpan,IPv6 over Low power WPAN,ietf,wg
2007,wg:/api/v1/group/group/1664/,int,3,netlmm,Network-based Localized Mobility Management,ietf,wg
2007,wg:/api/v1/group/group/1675/,int,1,16ng,IP over IEEE 802.16 Networks,ietf,wg
2007,wg:/api/v1/group/group/1678/,int,1,softwire,Softwires,ietf,wg
2007,wg:/api/v1/group/group/988/,int,5,dhc,Dynamic Host Configuration,ietf,wg
2007,wg:/api/v1/group/group/1022/,ops,4,hubmib,Ethernet Interfaces and Hub MIB,ietf,wg
2007,wg:/api/v1/group/group/1118/,ops,1,mboned,MBONE Deployment,ietf,wg
2007,wg:/api/v1/group/group/1452/,ops,1,dnsop,Domain Name System Operations,ietf,wg
2007,wg:/api/v1/group/group/1578/,ops,8,v6ops,IPv6 Operations,ietf,wg
2007,wg:/api/v1/group/group/1599/,ops,1,opsec,Operational Security Capabilities for IP Network Infrastructure,ietf,wg
2007,wg:/api/v1/group/group/1609/,ops,3,imss,Internet and Management Support for Storage,ietf,wg
2007,wg:/api/v1/group/group/945/,ops,2,bmwg,Benchmarking Methodology,ietf,wg
2007,wg:/api/v1/group/group/1374/,rai,1,iptel,IP Telephony,ietf,wg
2007,wg:/api/v1/group/group/1413/,rai,6,enum,Telephone Number Mapping,ietf,wg
2007,wg:/api/v1/group/group/1421/,rai,1,sigtran,Signaling Transport,ietf,wg
2007,wg:/api/v1/group/group/1462/,rai,3,sip,Session Initiation Protocol,ietf,wg
2007,wg:/api/v1/group/group/1527/,rai,6,simple,SIP for Instant Messaging and Presence Leveraging Extensions,ietf,wg
2007,wg:/api/v1/group/group/1542/,rai,1,sipping,Session Initiation Proposal Investigation,ietf,wg
2007,wg:/api/v1/group/group/1543/,rai,1,geopriv,Geographic Location/Privacy,ietf,wg
2007,wg:/api/v1/group/group/1556/,rai,1,ieprep,Internet Emergency Preparedness,ietf,wg
2007,wg:/api/v1/group/group/1601/,rai,1,xcon,Centralized Conferencing,ietf,wg
2007,wg:/api/v1/group/group/941/,rai,8,avt,Audio/Video Transport,ietf,wg
2007,wg:/api/v1/group/group/1041/,rtg,6,idr,Inter-Domain Routing,ietf,wg
2007,wg:/api/v1/group/group/1102/,rtg,2,isis,IS-IS for IP Internets,ietf,wg
2007,wg:/api/v1/group/group/1132/,rtg,1,manet,Mobile Ad-hoc Networks,ietf,wg
2007,wg:/api/v1/group/group/1140/,rtg,9,mpls,Multiprotocol Label Switching,ietf,wg
2007,wg:/api/v1/group/group/1188/,rtg,3,ospf,Open Shortest Path First IGP,ietf,wg
2007,wg:/api/v1/group/group/1397/,rtg,1,pim,Protocols for IP Multicast,ietf,wg
2007,wg:/api/v1/group/group/1469/,rtg,1,l2tpext,Layer Two Tunneling Protocol Extensions,ietf,wg
2007,wg:/api/v1/group/group/1524/,rtg,12,ccamp,Common Control and Measurement Plane,ietf,wg
2007,wg:/api/v1/group/group/1538/,rtg,7,pwe3,Pseudowire Emulation Edge to Edge,ietf,wg
2007,wg:/api/v1/group/group/1593/,rtg,2,l2vpn,Layer 2 Virtual Private Networks,ietf,wg
2007,wg:/api/v1/group/group/1594/,rtg,2,l3vpn,Layer 3 Virtual Private Networks,ietf,wg
2007,wg:/api/v1/group/group/1619/,rtg,1,rtgwg,Routing Area Working Group,ietf,wg
2007,wg:/api/v1/group/group/1630/,rtg,1,pce,Path Computation Element,ietf,wg
2007,wg:/api/v1/group/group/1656/,rtg,1,l1vpn,Layer 1 Virtual Private Networks,ietf,wg
2007,wg:/api/v1/group/group/1223/,sec,3,pkix,Public-Key Infrastructure (X.509),ietf,wg
2007,wg:/api/v1/group/group/1258/,sec,4,smime,S/MIME Mail Security,ietf,wg
2007,wg:/api/v1/group/group/1259/,sec,1,secsh,Secure Shell,ietf,wg
2007,wg:/api/v1/group/group/1326/,sec,3,tls,Transport Layer Security,ietf,wg
2007,wg:/api/v1/group/group/1365/,sec,1,openpgp,Open Specification for Pretty Good Privacy,ietf,wg
2007,wg:/api/v1/group/group/1420/,sec,3,idwg,Intrusion Detection Exchange Format,ietf,wg
2007,wg:/api/v1/group/group/1496/,sec,1,krb-wg,Kerberos,ietf,wg
2007,wg:/api/v1/group/group/1548/,sec,1,inch,Extended Incident Handling,ietf,wg
2007,wg:/api/v1/group/group/1612/,sec,3,radext,RADIUS EXTensions,ietf,wg
2007,wg:/api/v1/group/group/1613/,sec,2,pki4ipsec,Profiling Use of PKI in IPSEC,ietf,wg
2007,wg:/api/v1/group/group/1437/,tsv,2,rmt,Reliable Multicast Transport,ietf,wg
2007,wg:/api/v1/group/group/1474/,tsv,6,rohc,Robust Header Compression,ietf,wg
2007,wg:/api/v1/group/group/1485/,tsv,5,ips,IP Storage,ietf,wg
2007,wg:/api/v1/group/group/1571/,tsv,1,dccp,Datagram Congestion Control Protocol,ietf,wg
2007,wg:/api/v1/group/group/1573/,tsv,6,rddp,Remote Direct Data Placement,ietf,wg
2007,wg:/api/v1/group/group/1608/,tsv,1,pmtud,Path MTU Discovery,ietf,wg
2007,wg:/api/v1/group/group/1632/,tsv,1,behave,Behavior Engineering for Hindrance Avoidance,ietf,wg
2007,wg:/api/v1/group/group/1463/,wit,11,tsvwg,Transport and Services Working Group,ietf,wg
2007,wg:/api/v1/group/group/1620/,wit,2,tcpm,TCP Maintenance and Minor Extensions,ietf,wg
2008,rg:/api/v1/group/group/32/,Other,3,dtnrg,Delay-Tolerant Networking,irtf,rg
2008,rg:/api/v1/group/group/35/,Other,1,hiprg,Host Identity Protocol,irtf,rg
2008,rg:/api/v1/group/group/37/,Other,1,mobopts,IP Mobility Optimizations Research Group,irtf,rg
2008,rg:/api/v1/group/group/38/,Other,1,nmrg,Network Management,irtf,rg
2008,rg:/api/v1/group/group/45/,Other,1,tmrg,Transport Modeling Research Group,irtf,rg
2008,stream:iab,Other,1,iab,Internet Architecture Board,iab,ietf
2008,stream:ietf-other,Other,52,gen,General Area,ietf,area
2008,stream:ise,Other,11,tsv,Transport Area,ise,area
2008,wg:/api/v1/group/group/1572/,Other,2,ipr,Intellectual Property Rights,ietf,wg
2008,wg:/api/v1/group/group/1389/,app,9,sieve,Sieve Mail Filtering Language,ietf,wg
2008,wg:/api/v1/group/group/1409/,app,4,imapext,Internet Message Access Protocol Extension,ietf,wg
2008,wg:/api/v1/group/group/1563/,app,1,crisp,Cross Registry Information Service Protocol,ietf,wg
2008,wg:/api/v1/group/group/1581/,app,3,lemonade,Enhancements to Internet email to Support Diverse Service Environments,ietf,wg
2008,wg:/api/v1/group/group/1604/,app,1,ipdvb,IP over DVB,ietf,wg
2008,wg:/api/v1/group/group/1611/,app,1,ltans,Long-Term Archive and Notary Services,ietf,wg
2008,wg:/api/v1/group/group/1686/,app,3,eai,Email Address Internationalization,ietf,wg
2008,wg:/api/v1/group/group/1643/,art,5,ecrit,Emergency Context Resolution with Internet Technologies,ietf,wg
2008,wg:/api/v1/group/group/1428/,int,2,eap,Extensible Authentication Protocol,ietf,wg
2008,wg:/api/v1/group/group/1479/,int,2,dnsext,DNS Extensions,ietf,wg
2008,wg:/api/v1/group/group/1544/,int,1,magma,Multicast & Anycast Group Membership,ietf,wg
2008,wg:/api/v1/group/group/1547/,int,1,ipv6,IP Version 6 Working Group,ietf,wg
2008,wg:/api/v1/group/group/1550/,int,2,pana,Protocol for carrying Authentication for Network Access,ietf,wg
2008,wg:/api/v1/group/group/1596/,int,3,mip4,Mobility for IPv4,ietf,wg
2008,wg:/api/v1/group/group/1597/,int,1,mip6,Mobility for IPv6,ietf,wg
2008,wg:/api/v1/group/group/1598/,int,6,mipshop,"Mobility for IP: Performance, Signaling and Handoff Optimization",ietf,wg
2008,wg:/api/v1/group/group/1626/,int,7,hip,Host Identity Protocol,ietf,wg
2008,wg:/api/v1/group/group/1664/,int,1,netlmm,Network-based Localized Mobility Management,ietf,wg
2008,wg:/api/v1/group/group/1675/,int,2,16ng,IP over IEEE 802.16 Networks,ietf,wg
2008,wg:/api/v1/group/group/1723/,int,1,6man,IPv6 Maintenance,ietf,wg
2008,wg:/api/v1/group/group/988/,int,2,dhc,Dynamic Host Configuration,ietf,wg
2008,wg:/api/v1/group/group/1081/,ops,1,ipcdn,IP over Cable Data Network,ietf,wg
2008,wg:/api/v1/group/group/1089/,ops,3,ippm,IP Performance Measurement,ietf,wg
2008,wg:/api/v1/group/group/1118/,ops,1,mboned,MBONE Deployment,ietf,wg
2008,wg:/api/v1/group/group/1452/,ops,1,dnsop,Domain Name System Operations,ietf,wg
2008,wg:/api/v1/group/group/1546/,ops,4,ipfix,IP Flow Information Export,ietf,wg
2008,wg:/api/v1/group/group/1575/,ops,1,netconf,Network Configuration,ietf,wg
2008,wg:/api/v1/group/group/1578/,ops,6,v6ops,IPv6 Operations,ietf,wg
2008,wg:/api/v1/group/group/1609/,ops,1,imss,Internet and Management Support for Storage,ietf,wg
2008,wg:/api/v1/group/group/1714/,ops,1,opsawg,Operations and Management Area Working Group,ietf,wg
2008,wg:/api/v1/group/group/945/,ops,1,bmwg,Benchmarking Methodology,ietf,wg
2008,wg:/api/v1/group/group/1374/,rai,2,iptel,IP Telephony,ietf,wg
2008,wg:/api/v1/group/group/1413/,rai,2,enum,Telephone Number Mapping,ietf,wg
2008,wg:/api/v1/group/group/1462/,rai,7,sip,Session Initiation Protocol,ietf,wg
2008,wg:/api/v1/group/group/1527/,rai,5,simple,SIP for Instant Messaging and Presence Leveraging Extensions,ietf,wg
2008,wg:/api/v1/group/group/1542/,rai,12,sipping,Session Initiation Proposal Investigation,ietf,wg
2008,wg:/api/v1/group/group/1543/,rai,1,geopriv,Geographic Location/Privacy,ietf,wg
2008,wg:/api/v1/group/group/1601/,rai,1,xcon,Centralized Conferencing,ietf,wg
2008,wg:/api/v1/group/group/1685/,rai,1,speermint,Session PEERing for Multimedia INTerconnect,ietf,wg
2008,wg:/api/v1/group/group/1702/,rai,1,mediactrl,Media Server Control,ietf,wg
2008,wg:/api/v1/group/group/941/,rai,11,avt,Audio/Video Transport,ietf,wg
2008,wg:/api/v1/group/group/1041/,rtg,4,idr,Inter-Domain Routing,ietf,wg
2008,wg:/api/v1/group/group/1102/,rtg,11,isis,IS-IS for IP Internets,ietf,wg
2008,wg:/api/v1/group/group/1132/,rtg,1,manet,Mobile Ad-hoc Networks,ietf,wg
2008,wg:/api/v1/group/group/1140/,rtg,4,mpls,Multiprotocol Label Switching,ietf,wg
2008,wg:/api/v1/group/group/1188/,rtg,6,ospf,Open Shortest Path First IGP,ietf,wg
2008,wg:/api/v1/group/group/1397/,rtg,5,pim,Protocols for IP Multicast,ietf,wg
2008,wg:/api/v1/group/group/1524/,rtg,9,ccamp,Common Control and Measurement Plane,ietf,wg
2008,wg:/api/v1/group/group/1538/,rtg,2,pwe3,Pseudowire Emulation Edge to Edge,ietf,wg
2008,wg:/api/v1/group/group/1619/,rtg,1,rtgwg,Routing Area Working Group,ietf,wg
2008,wg:/api/v1/group/group/1630/,rtg,4,pce,Path Computation Element,ietf,wg
2008,wg:/api/v1/group/group/1656/,rtg,4,l1vpn,Layer 1 Virtual Private Networks,ietf,wg
2008,wg:/api/v1/group/group/1223/,sec,4,pkix,Public-Key Infrastructure (X.509),ietf,wg
2008,wg:/api/v1/group/group/1258/,sec,2,smime,S/MIME Mail Security,ietf,wg
2008,wg:/api/v1/group/group/1326/,sec,3,tls,Transport Layer Security,ietf,wg
2008,wg:/api/v1/group/group/1496/,sec,1,krb-wg,Kerberos,ietf,wg
2008,wg:/api/v1/group/group/1511/,sec,2,msec,Multicast Security,ietf,wg
2008,wg:/api/v1/group/group/1612/,sec,2,radext,RADIUS EXTensions,ietf,wg
