lineage_id,lineage_root_drafts,lineage_terminal_drafts,lineage_members,lineage_length,branching_lineage,merging_lineage,lineage_revision_count,lineage_first_submission,lineage_last_submission,lineage_activity_duration_days,lineage_activity_duration_years,observation_days,inactivity_days,lineage_became_rfc,rfc_count,rfc_names,first_rfc_publication,publication_outcome,wg_status,wg_count,wg_names,area_names,rq2_clean_single_wg,rfc_streams,rfc_index_wgs,rfc_index_areas,author_count,organisation_count,organisation_names,cross_organisation,affiliation_alias_matched_records,affiliation_multi_organisation_records,affiliation_unmatched_records,affiliation_missing_records,affiliation_non_organisational_records,wg_assignment
draft-brockners-nat-control-protocols-review,draft-brockners-nat-control-protocols-review,draft-brockners-nat-control-protocols-review,draft-brockners-nat-control-protocols-review,1,False,False,1,2009-07-05,2009-07-05,0.0,0.0,6180.0,6180.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,4,1,Cisco,False,4,0,0,0,0,No recorded WG
draft-brockners-nvo3-ioam-geneve,draft-brockners-nvo3-ioam-geneve,draft-brockners-nvo3-ioam-geneve,draft-brockners-nvo3-ioam-geneve,1,False,False,1,2017-10-30,2017-10-30,0.0,0.0,3141.0,3141.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,11,1,Cisco,False,4,0,7,0,0,No recorded WG
draft-brockners-opsawg-ioam-deployment,draft-brockners-opsawg-ioam-deployment,draft-ietf-ippm-ioam-deployment,draft-brockners-opsawg-ioam-deployment; draft-ietf-ippm-ioam-deployment,2,False,False,10,2019-10-30,2023-01-04,1162.0,3.181382614647501,2411.0,1249.0,1,1,rfc9378,2023-04-27 04:45:25+00:00,Successful,Single WG,1,ippm,ops,True,IETF,ippm,ops,4,2,Cisco; Huawei,True,4,0,4,0,0,Recorded WG
draft-brockners-proof-of-transit,draft-brockners-proof-of-transit,draft-ietf-sfc-proof-of-transit,draft-brockners-proof-of-transit; draft-ietf-sfc-proof-of-transit,2,False,False,15,2016-07-08,2020-11-01,1577.0,4.317590691307323,3620.0,2043.0,0,0,,,Unsuccessful,Single WG,1,sfc,rtg,True,,,,8,2,Cisco; Huawei,True,6,0,6,1,0,Recorded WG
draft-brockners-sfc-ioam-nsh,draft-brockners-sfc-ioam-nsh,draft-ietf-sfc-ioam-nsh,draft-brockners-sfc-ioam-nsh; draft-ietf-sfc-ioam-nsh,2,False,False,16,2017-10-30,2023-05-05,2013.0,5.51129363449692,3141.0,1128.0,1,1,rfc9452,2023-08-24 02:15:20+00:00,Successful,Single WG,1,sfc,rtg,True,IETF,sfc,rtg,11,1,Cisco,False,5,0,7,1,0,Recorded WG
draft-brockners-softwire-mcast-gi-ds-lite,draft-brockners-softwire-mcast-gi-ds-lite,draft-brockners-softwire-mcast-gi-ds-lite,draft-brockners-softwire-mcast-gi-ds-lite,1,False,False,1,2010-10-18,2010-10-18,0.0,0.0,5710.0,5710.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,2,1,Cisco,False,1,0,1,0,0,No recorded WG
draft-margolis-smtp-sts,draft-margolis-smtp-sts,draft-ietf-uta-mta-sts,draft-brotman-mta-sts; draft-ietf-uta-mta-sts; draft-margolis-smtp-sts,3,False,False,24,2016-03-18,2018-06-15,819.0,2.242299794661191,3732.0,2913.0,1,1,rfc8461,2018-09-26 16:53:32+00:00,Successful,Single WG,1,uta,sec,True,IETF,uta,sec,11,2,Google; Microsoft,True,13,0,5,7,0,Recorded WG
draft-brotman-rdbd,draft-brotman-rdbd,draft-brotman-rdbd,draft-brotman-rdbd,1,False,False,4,2019-02-25,2019-09-18,205.0,0.5612594113620808,2658.0,2453.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,2,0,,False,0,0,2,0,0,No recorded WG
draft-brotman-smtp-tlsrpt,draft-brotman-smtp-tlsrpt,draft-ietf-uta-smtp-tlsrpt,draft-brotman-smtp-tlsrpt; draft-ietf-uta-smtp-tlsrpt,2,False,False,25,2016-04-25,2018-06-14,780.0,2.135523613963039,3694.0,2914.0,1,1,rfc8460,2018-09-26 16:53:30+00:00,Successful,Single WG,1,uta,sec,True,IETF,uta,sec,5,2,Google; Microsoft,True,6,0,2,2,0,Recorded WG
draft-brown-device-stock-ua,draft-brown-device-stock-ua,draft-brown-device-stock-ua,draft-brown-device-stock-ua,1,False,False,1,2012-11-05,2012-11-05,0.0,0.0,4961.0,4961.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,2,0,,False,0,0,2,0,0,No recorded WG
draft-brown-ec-2y2-x3-x-mod-8-to-91-plus-5,draft-brown-ec-2y2-x3-x-mod-8-to-91-plus-5,draft-brown-ec-2y2-x3-x-mod-8-to-91-plus-5,draft-brown-ec-2y2-x3-x-mod-8-to-91-plus-5,1,False,False,10,2017-10-11,2022-03-21,1622.0,4.440793976728268,3160.0,1538.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,1,0,,False,0,0,1,0,0,No recorded WG
draft-brown-epp-contacts-in-rdap,draft-brown-epp-contacts-in-rdap,draft-brown-epp-contacts-in-rdap,draft-brown-epp-contacts-in-rdap,1,False,False,1,2019-02-18,2019-02-18,0.0,0.0,2665.0,2665.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,1,0,,False,0,0,1,0,0,No recorded WG
draft-brown-epp-fees,draft-brown-epp-fees,draft-ietf-regext-epp-fees,draft-brown-epp-fees; draft-ietf-regext-epp-fees,2,False,False,29,2013-11-04,2019-10-22,2178.0,5.963039014373717,4597.0,2419.0,1,1,rfc8748,2020-03-14 19:16:53+00:00,Successful,Single WG,1,regext,ops,True,IETF,regext,ops,3,0,,False,0,0,3,2,0,Recorded WG
draft-brown-epp-reverse,draft-brown-epp-reverse,draft-brown-epp-reverse,draft-brown-epp-reverse,1,False,False,1,2015-11-13,2015-11-13,0.0,0.0,3858.0,3858.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,2,0,,False,0,0,1,1,0,No recorded WG
draft-brown-versioning-link-relations,draft-brown-versioning-link-relations,draft-brown-versioning-link-relations,draft-brown-versioning-link-relations,1,False,False,8,2009-06-12,2010-01-22,224.0,0.6132785763175906,6203.0,5979.0,1,1,rfc5829,2010-04-06 22:13:28+00:00,Successful,No recorded WG,0,,,False,IETF,NON WORKING GROUP,,3,1,IBM,False,2,0,1,0,0,No recorded WG
draft-brown-whoami,draft-brown-whoami,draft-brown-whoami,draft-brown-whoami,1,False,False,3,2017-12-20,2018-06-01,163.0,0.4462696783025325,3090.0,2927.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,1,0,,False,0,0,1,0,0,No recorded WG
draft-browne-ietf-sfc-nsh-timestamp,draft-browne-ietf-sfc-nsh-timestamp,draft-browne-sfc-nsh-kpi-stamp,draft-browne-ietf-sfc-nsh-timestamp; draft-browne-sfc-nsh-kpi-stamp; draft-browne-sfc-nsh-timestamp,3,False,False,11,2015-10-19,2019-02-25,1225.0,3.353867214236824,3883.0,2658.0,1,1,rfc8592,2019-05-16 03:05:33+00:00,Successful,No recorded WG,0,,,False,INDEPENDENT,,,5,2,Huawei; Intel,True,9,0,2,0,0,No recorded WG
draft-brownlee-ipng-acct-req,draft-brownlee-ipng-acct-req,draft-brownlee-ipng-acct-req,draft-brownlee-ipng-acct-req,1,False,False,0,,,,,,,1,1,rfc1672,1994-08-01 07:00:00+00:00,Successful,No recorded WG,0,,,False,Legacy,,,1,0,,False,0,0,1,0,0,No recorded WG
draft-brownlee-svg-rfc,draft-brownlee-svg-rfc,draft-brownlee-svg-rfc,draft-brownlee-svg-rfc,1,False,False,14,2014-01-28,2015-10-15,625.0,1.7111567419575633,4512.0,3887.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,2,0,,False,0,0,1,1,0,No recorded WG
draft-broyer-http-cookie-auth,draft-broyer-http-cookie-auth,draft-broyer-http-cookie-auth,draft-broyer-http-cookie-auth,1,False,False,1,2009-01-04,2009-01-04,0.0,0.0,6362.0,6362.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,1,0,,False,0,0,0,1,0,No recorded WG
draft-bruckert-brainpool-for-tls13,draft-bruckert-brainpool-for-tls13,draft-bruckert-brainpool-for-tls13,draft-bruckert-brainpool-for-tls13,1,False,False,8,2018-08-30,2019-09-26,392.0,1.0732375085557837,2837.0,2445.0,1,1,rfc8734,2020-02-22 06:32:40+00:00,Successful,No recorded WG,0,,,False,INDEPENDENT,,,3,0,,False,0,0,3,0,0,No recorded WG
draft-bruneau-pvd,draft-bruneau-pvd,draft-ietf-intarea-provisioning-domains,draft-bruneau-intarea-provisioning-domains; draft-bruneau-pvd; draft-ietf-intarea-provisioning-domains,3,False,False,16,2017-03-02,2020-01-31,1065.0,2.915811088295688,3383.0,2318.0,1,1,rfc8801,2020-07-29 12:43:44+00:00,Successful,Single WG,1,intarea,int,True,IETF,intarea,int,6,3,Apple; Cisco; Google,True,13,0,2,0,0,Recorded WG
draft-brunner-ikev2-mediation,draft-brunner-ikev2-mediation,draft-brunner-ikev2-mediation,draft-brunner-ikev2-mediation,1,False,False,1,2008-04-16,2008-04-16,0.0,0.0,6625.0,6625.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,1,0,,False,0,0,1,0,0,No recorded WG
draft-brunstrom-taps-impl,draft-brunstrom-taps-impl,draft-brunstrom-taps-impl,draft-brunstrom-taps-impl,1,False,False,1,2018-03-05,2018-03-05,0.0,0.0,3015.0,3015.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,8,1,Apple,False,1,0,7,0,0,No recorded WG
draft-brusilovsky-pak,draft-brusilovsky-pak,draft-brusilovsky-pak,draft-brusilovsky-pak,1,False,False,0,,,,,,,1,1,rfc5683,2010-02-09 02:55:11+00:00,Successful,No recorded WG,0,,,False,INDEPENDENT,,,4,1,Google,False,1,0,3,0,0,No recorded WG
draft-bryan-ftp-hash,draft-bryan-ftp-hash,draft-bryan-ftp-hash,draft-bryan-ftp-hash,1,False,False,9,2010-03-22,2010-10-25,217.0,0.5941136208076659,5920.0,5703.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,3,0,,False,0,0,0,3,0,No recorded WG
draft-bryan-ftp-lock,draft-bryan-ftp-lock,draft-bryan-ftp-lock,draft-bryan-ftp-lock,1,False,False,3,2011-06-07,2013-02-01,605.0,1.6563997262149213,5478.0,4873.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,3,0,,False,0,0,0,3,0,No recorded WG
draft-bryan-ftp-range,draft-bryan-ftp-range,draft-bryan-ftp-range,draft-bryan-ftp-range,1,False,False,9,2010-12-19,2013-02-01,775.0,2.1218343600273784,5648.0,4873.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,4,0,,False,0,0,0,4,0,No recorded WG
draft-bryan-ftpext-hash,draft-bryan-ftpext-hash,draft-bryan-ftpext-hash,draft-bryan-ftpext-hash,1,False,False,3,2012-04-06,2013-02-18,318.0,0.8706365503080082,5174.0,4856.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,3,0,,False,0,0,0,3,0,No recorded WG
draft-bryan-http-digest-algorithm-values-update,draft-bryan-http-digest-algorithm-values-update,draft-bryan-http-digest-algorithm-values-update,draft-bryan-http-digest-algorithm-values-update,1,False,False,5,2009-10-06,2010-01-11,97.0,0.2655715263518138,6087.0,5990.0,1,1,rfc5843,2010-04-20 23:57:32+00:00,Successful,No recorded WG,0,,,False,IETF,NON WORKING GROUP,,1,0,,False,0,0,0,1,0,No recorded WG
draft-bryan-metalink,draft-bryan-metalink,draft-bryan-metalink,draft-bryan-metalink,1,False,False,27,2008-08-23,2010-02-12,538.0,1.4729637234770705,6496.0,5958.0,1,1,rfc5854,2010-06-01 19:38:32+00:00,Successful,No recorded WG,0,,,False,IETF,NON WORKING GROUP,,4,0,,False,0,0,0,4,0,No recorded WG
draft-bryan-metalink-client,draft-bryan-metalink-client,draft-bryan-metalink-client,draft-bryan-metalink-client,1,False,False,3,2012-07-04,2013-01-17,197.0,0.5393566050650239,5085.0,4888.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,3,0,,False,0,0,0,3,0,No recorded WG
draft-bryan-metalinkhttp,draft-bryan-metalinkhttp,draft-bryan-metalinkhttp,draft-bryan-metalinkhttp,1,False,False,23,2009-08-28,2011-03-04,553.0,1.514031485284052,6126.0,5573.0,1,1,rfc6249,2011-06-17 16:52:08+00:00,Successful,No recorded WG,0,,,False,IETF,NON WORKING GROUP,,5,0,,False,0,0,0,5,0,No recorded WG
draft-bryan-p2psip-app-scenarios,draft-bryan-p2psip-app-scenarios,draft-bryan-p2psip-app-scenarios,draft-bryan-p2psip-app-scenarios,1,False,False,1,2007-11-06,2007-11-06,0.0,0.0,6787.0,6787.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,4,1,Huawei,False,1,0,2,1,0,No recorded WG
draft-bryan-p2psip-reload,draft-bryan-p2psip-reload,draft-bryan-p2psip-reload,draft-bryan-p2psip-reload,1,False,False,3,2007-11-18,2008-06-10,205.0,0.5612594113620808,6775.0,6570.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,5,1,Cisco,False,1,0,4,0,0,No recorded WG
draft-bryant-detnet-mpls-dp,draft-bryant-detnet-mpls-dp,draft-bryant-detnet-mpls-dp,draft-bryant-detnet-mpls-dp,1,False,False,1,2018-03-05,2018-03-05,0.0,0.0,3015.0,3015.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,2,1,Huawei,False,2,0,0,0,0,No recorded WG
draft-bryant-filsfils-fat-pw,draft-bryant-filsfils-fat-pw,draft-bryant-filsfils-fat-pw,draft-bryant-filsfils-fat-pw,1,False,False,4,2007-11-09,2009-03-02,479.0,1.3114305270362765,6784.0,6305.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,6,2,Cisco; Deutsche Telekom,True,3,0,2,1,0,No recorded WG
draft-bryant-francois-shand-ipfrr-aah,draft-bryant-francois-shand-ipfrr-aah,draft-bryant-francois-shand-ipfrr-aah,draft-bryant-francois-shand-ipfrr-aah,1,False,False,2,2008-02-18,2008-10-31,256.0,0.7008898015058179,6683.0,6427.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,3,1,Cisco,False,2,0,1,0,0,No recorded WG
draft-bryant-ip-metadata,draft-bryant-ip-metadata,draft-bryant-ip-metadata,draft-bryant-ip-metadata,1,False,False,1,2013-06-13,2013-06-13,0.0,0.0,4741.0,4741.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,4,1,Cisco,False,4,0,0,0,0,No recorded WG
draft-bryant-ipfrr-tunnels,draft-bryant-ipfrr-tunnels,draft-bryant-ipfrr-tunnels,draft-bryant-ipfrr-tunnels,1,False,False,1,2007-11-16,2007-11-16,0.0,0.0,6777.0,6777.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,4,1,Cisco,False,4,0,0,0,0,No recorded WG
draft-bryant-jwt-mplstp-report,draft-bryant-jwt-mplstp-report,draft-bryant-jwt-mplstp-report,draft-bryant-jwt-mplstp-report,1,False,False,1,2008-06-20,2008-06-20,0.0,0.0,6560.0,6560.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,2,1,Cisco,False,1,0,1,0,0,No recorded WG
draft-bryant-mpls-flow-ident,draft-bryant-mpls-flow-ident,draft-bryant-mpls-flow-ident,draft-bryant-mpls-flow-ident,1,False,False,4,2014-10-24,2015-11-02,374.0,1.0239561943874058,4243.0,3869.0,0,0,,,Unsuccessful,Single WG,1,mpls,rtg,True,,,,5,2,Ericsson; Huawei,True,3,0,0,0,3,Recorded WG
draft-bryant-mpls-oam-udp-return,draft-bryant-mpls-oam-udp-return,draft-bryant-mpls-oam-udp-return,draft-bryant-mpls-oam-udp-return,1,False,False,3,2014-04-07,2014-07-03,87.0,0.2381930184804928,4443.0,4356.0,0,0,,,Unsuccessful,Single WG,1,mpls,rtg,True,,,,3,1,Cisco,False,3,0,0,0,0,Recorded WG
draft-bryant-mpls-rfc6374-over-udp,draft-bryant-mpls-rfc6374-over-udp,draft-bryant-mpls-rfc6374-over-udp,draft-bryant-mpls-rfc6374-over-udp,1,False,False,1,2015-03-02,2015-03-02,0.0,0.0,4114.0,4114.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,3,1,Cisco,False,3,0,0,0,0,No recorded WG
draft-bryant-mpls-rfc6374-sfl,draft-bryant-mpls-rfc6374-sfl,draft-bryant-mpls-rfc6374-sfl,draft-bryant-mpls-rfc6374-sfl,1,False,False,5,2015-10-18,2017-04-26,556.0,1.5222450376454484,3884.0,3328.0,0,0,,,Unsuccessful,Single WG,1,mpls,rtg,True,,,,7,3,Cisco; Huawei; ZTE,True,6,0,1,0,0,Recorded WG
draft-bryant-mpls-synonymous-flow-labels,draft-bryant-mpls-synonymous-flow-labels,draft-ietf-mpls-sfl-framework,draft-bryant-mpls-sfl-framework; draft-bryant-mpls-synonymous-flow-labels; draft-ietf-mpls-sfl-framework,3,False,False,20,2015-03-02,2020-10-02,2041.0,5.587953456536619,4114.0,2073.0,1,1,rfc8957,2021-01-22 17:24:40+00:00,Successful,Single WG,1,mpls,rtg,True,IETF,mpls,rtg,6,5,Cisco; Ericsson; Futurewei; Huawei; ZTE,True,15,0,2,0,0,Recorded WG
draft-bryant-mpls-tp-ach-tlv,draft-bryant-mpls-tp-ach-tlv,draft-bryant-mpls-tp-ach-tlv,draft-bryant-mpls-tp-ach-tlv,1,False,False,3,2009-01-07,2009-05-29,142.0,0.3887748117727584,6359.0,6217.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,4,1,Cisco,False,4,0,0,0,0,No recorded WG
draft-bryant-mpls-tp-jwt-report,draft-bryant-mpls-tp-jwt-report,draft-bryant-mpls-tp-jwt-report,draft-bryant-mpls-tp-jwt-report,1,False,False,1,2008-07-07,2008-07-07,0.0,0.0,6543.0,6543.0,1,1,rfc5317,2009-02-19 00:14:17+00:00,Successful,No recorded WG,0,,,False,IETF,NON WORKING GROUP,,2,1,Cisco,False,1,0,1,0,0,No recorded WG
draft-bryant-mpls-unified-ip-sr,draft-bryant-mpls-unified-ip-sr,draft-bryant-mpls-unified-ip-sr,draft-bryant-mpls-unified-ip-sr,1,False,False,4,2017-06-28,2017-10-30,124.0,0.3394934976043806,3265.0,3141.0,0,0,,,Unsuccessful,Single WG,1,mpls,rtg,True,,,,4,2,Huawei; Juniper Networks,True,3,0,0,0,1,Recorded WG
draft-bryant-pals-ethernet-cw,draft-bryant-pals-ethernet-cw,draft-bryant-pals-ethernet-cw,draft-bryant-pals-ethernet-cw,1,False,False,2,2017-05-25,2017-08-02,69.0,0.188911704312115,3299.0,3230.0,0,0,,,Unsuccessful,Single WG,1,pals,rtg,True,,,,3,1,Huawei,False,2,0,1,0,0,Recorded WG
draft-bryant-pwe3-packet-pw,draft-bryant-pwe3-packet-pw,draft-bryant-pwe3-packet-pw,draft-bryant-pwe3-packet-pw,1,False,False,5,2009-02-27,2010-07-08,496.0,1.3579739904175223,6308.0,5812.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,4,2,Cisco; Verizon,True,4,0,0,0,0,No recorded WG
draft-bryant-rtgwg-enhanced-vpn,draft-bryant-rtgwg-enhanced-vpn,draft-ietf-teas-enhanced-vpn,draft-bryant-rtgwg-enhanced-vpn; draft-dong-teas-enhanced-vpn; draft-ietf-teas-enhanced-vpn,3,False,False,28,2017-07-02,2024-06-14,2539.0,6.951403148528406,3261.0,722.0,1,1,rfc9732,2025-03-27 23:46:51+00:00,Successful,Single WG,1,teas,rtg,True,IETF,teas,rtg,5,2,China Mobile; Huawei,True,9,0,5,0,0,Recorded WG
draft-bryant-rtgwg-param-sync,draft-bryant-rtgwg-param-sync,draft-ietf-rtgwg-routing-timer-param-sync,draft-bryant-rtgwg-param-sync; draft-ietf-rtgwg-routing-timer-param-sync,2,False,False,5,2016-10-13,2017-10-28,380.0,1.0403832991101984,3523.0,3143.0,0,0,,,Unsuccessful,Single WG,1,rtgwg,rtg,True,,,,3,2,Huawei; Juniper Networks,True,6,0,0,0,0,Recorded WG
draft-bryant-shand-ipfrr-multi,draft-bryant-shand-ipfrr-multi,draft-bryant-shand-ipfrr-multi,draft-bryant-shand-ipfrr-multi,1,False,False,2,2008-02-16,2008-10-30,257.0,0.70362765229295,6685.0,6428.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,2,1,Cisco,False,2,0,0,0,0,No recorded WG
draft-bryant-shand-lf-applicability,draft-bryant-shand-lf-applicability,draft-bryant-shand-lf-applicability,draft-bryant-shand-lf-applicability,1,False,False,3,2007-11-16,2008-10-31,350.0,0.9582477754962354,6777.0,6427.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,2,1,Cisco,False,2,0,0,0,0,No recorded WG
draft-bryant-tictoc-probstat,draft-bryant-tictoc-probstat,draft-bryant-tictoc-probstat,draft-bryant-tictoc-probstat,1,False,False,2,2007-09-24,2008-04-09,198.0,0.5420944558521561,6830.0,6632.0,0,0,,,Unsuccessful,Single WG,1,tictoc,int,True,,,,2,1,Cisco,False,1,0,1,0,0,Recorded WG
draft-bryskin-netconf-automation-framework,draft-bryskin-netconf-automation-framework,draft-bryskin-netconf-automation-framework,draft-bryskin-netconf-automation-framework,1,False,False,1,2017-10-16,2017-10-16,0.0,0.0,3155.0,3155.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,5,1,Huawei,False,3,0,2,0,0,No recorded WG
draft-bryskin-netconf-automation-yang,draft-bryskin-netconf-automation-yang,draft-bryskin-netconf-automation-yang,draft-bryskin-netconf-automation-yang,1,False,False,4,2018-02-22,2019-07-05,498.0,1.3634496919917864,3026.0,2528.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,5,2,Futurewei; Huawei,True,3,0,2,0,0,No recorded WG
draft-bryskin-te-topo-and-tunnel-modeling,draft-bryskin-te-topo-and-tunnel-modeling,draft-bryskin-te-topo-and-tunnel-modeling,draft-bryskin-te-topo-and-tunnel-modeling,1,False,False,1,2017-06-28,2017-06-28,0.0,0.0,3265.0,3265.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,4,3,Cisco; Huawei; Juniper Networks,True,3,0,1,0,0,No recorded WG
draft-bryskin-teas-service-tunnel-steering-model,draft-bryskin-teas-service-tunnel-steering-model,draft-bryskin-teas-service-tunnel-steering-model,draft-bryskin-teas-service-tunnel-steering-model,1,False,False,5,2018-10-16,2020-01-12,453.0,1.2402464065708418,2790.0,2337.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,6,2,Futurewei; Juniper Networks,True,3,0,2,0,1,No recorded WG
draft-bryskin-teas-te-topo-and-tunnel-modeling,draft-bryskin-teas-te-topo-and-tunnel-modeling,draft-bryskin-teas-te-topo-and-tunnel-modeling,draft-bryskin-teas-te-topo-and-tunnel-modeling,1,False,False,2,2017-06-29,2017-10-24,117.0,0.3203285420944558,3264.0,3147.0,0,0,,,Unsuccessful,Single WG,1,teas,rtg,True,,,,4,3,Cisco; Huawei; Juniper Networks,True,3,0,1,0,0,Recorded WG
draft-bryskin-teas-use-cases-sf-aware-topo-model,draft-bryskin-teas-use-cases-sf-aware-topo-model,draft-ietf-teas-use-cases-sf-aware-topo-model,draft-bryskin-teas-use-cases-sf-aware-topo-model; draft-ietf-teas-use-cases-sf-aware-topo-model,2,False,False,5,2017-06-29,2018-06-04,340.0,0.9308692676249144,3264.0,2924.0,0,0,,,Unsuccessful,Single WG,1,teas,rtg,True,,,,7,2,Ericsson; Huawei,True,8,0,6,0,0,Recorded WG
draft-bryskin-teas-yang-ietf-vs-onf,draft-bryskin-teas-yang-ietf-vs-onf,draft-bryskin-teas-yang-ietf-vs-onf,draft-bryskin-teas-yang-ietf-vs-onf,1,False,False,2,2017-03-13,2017-10-27,228.0,0.6242299794661191,3372.0,3144.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,4,3,Cisco; Huawei; Juniper Networks,True,3,0,1,0,0,No recorded WG
draft-bryskin-use-cases-sf-aware-topo-model,draft-bryskin-use-cases-sf-aware-topo-model,draft-bryskin-use-cases-sf-aware-topo-model,draft-bryskin-use-cases-sf-aware-topo-model,1,False,False,1,2017-06-28,2017-06-28,0.0,0.0,3265.0,3265.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,4,1,Huawei,False,3,0,1,0,0,No recorded WG
draft-brzozowski-dhcp-eap-analysis,draft-brzozowski-dhcp-eap-analysis,draft-brzozowski-dhcp-eap-analysis,draft-brzozowski-dhcp-eap-analysis,1,False,False,1,2009-03-25,2009-03-25,0.0,0.0,6282.0,6282.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,3,0,,False,0,0,2,1,0,No recorded WG
draft-bsag-domain-ownership,draft-bsag-domain-ownership,draft-bsag-domain-ownership,draft-bsag-domain-ownership,1,False,False,1,2015-11-20,2015-11-20,0.0,0.0,3851.0,3851.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,1,0,,False,0,0,0,1,0,No recorded WG
draft-bsd-softwire-stateless-port-index-analysis,draft-bsd-softwire-stateless-port-index-analysis,draft-bsd-softwire-stateless-port-index-analysis,draft-bsd-softwire-stateless-port-index-analysis,1,False,False,1,2011-09-05,2011-09-05,0.0,0.0,5388.0,5388.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,2,1,Cisco,False,1,0,1,0,0,No recorded WG
draft-bsipos-dtn-ppp-ltp-clayer,draft-bsipos-dtn-ppp-ltp-clayer,draft-bsipos-dtn-ppp-ltp-clayer,draft-bsipos-dtn-ppp-ltp-clayer,1,False,False,1,2016-01-13,2016-01-13,0.0,0.0,3797.0,3797.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,1,0,,False,0,0,1,0,0,No recorded WG
draft-bt-http-broadcast,draft-bt-http-broadcast,draft-bt-http-broadcast,draft-bt-http-broadcast,1,False,False,1,2013-03-13,2013-03-13,0.0,0.0,4833.0,4833.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,1,0,,False,0,0,0,1,0,No recorded WG
draft-btw-add-home,draft-btw-add-home,draft-ietf-add-dnr,draft-btw-add-home; draft-ietf-add-dnr,2,False,False,30,2020-03-04,2023-04-27,1149.0,3.1457905544147846,2285.0,1136.0,1,1,rfc9463,2023-11-06 22:00:28+00:00,Successful,Single WG,1,add,int,True,IETF,add,int,5,2,Microsoft; Nokia,True,3,0,7,0,0,Recorded WG
draft-btw-add-ipsecme-ike,draft-btw-add-ipsecme-ike,draft-ietf-ipsecme-add-ike,draft-btw-add-ipsecme-ike; draft-ietf-ipsecme-add-ike,2,False,False,20,2020-04-07,2023-05-10,1128.0,3.0882956878850103,2251.0,1123.0,1,1,rfc9464,2023-11-06 22:00:29+00:00,Successful,Single WG,1,ipsecme,sec,True,IETF,ipsecme,sec,4,1,Nokia,False,1,0,7,0,0,Recorded WG
draft-budronimccusker-milagrotls,draft-budronimccusker-milagrotls,draft-budronimccusker-milagrotls,draft-budronimccusker-milagrotls,1,False,False,4,2016-06-03,2016-06-10,7.0,0.0191649555099247,3655.0,3648.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,2,0,,False,0,0,2,0,0,No recorded WG
draft-bulut-ospf-trusted-plane,draft-bulut-ospf-trusted-plane,draft-bulut-ospf-trusted-plane,draft-bulut-ospf-trusted-plane,1,False,False,1,2008-06-25,2008-06-25,0.0,0.0,6555.0,6555.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,2,0,,False,0,0,2,0,0,No recorded WG
