lineage_id,lineage_root_drafts,lineage_terminal_drafts,lineage_members,lineage_length,branching_lineage,merging_lineage,lineage_revision_count,lineage_first_submission,lineage_last_submission,lineage_activity_duration_days,lineage_activity_duration_years,observation_days,inactivity_days,lineage_became_rfc,rfc_count,rfc_names,first_rfc_publication,publication_outcome,wg_status,wg_count,wg_names,area_names,rq2_clean_single_wg,rfc_streams,rfc_index_wgs,rfc_index_areas,author_count,organisation_count,organisation_names,cross_organisation,affiliation_alias_matched_records,affiliation_multi_organisation_records,affiliation_unmatched_records,affiliation_missing_records,affiliation_non_organisational_records,wg_assignment
draft-ahlberg-ccamp-microwave-radio-link,draft-ahlberg-ccamp-microwave-radio-link,draft-ahlberg-ccamp-microwave-radio-link,draft-ahlberg-ccamp-microwave-radio-link,1,False,False,2,2016-04-04,2016-05-10,36.0,0.0985626283367556,3715.0,3679.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,6,2,Ericsson; Huawei,True,5,0,1,0,0,No recorded WG
draft-ahlgren-icnrg-netinf-cache-control,draft-ahlgren-icnrg-netinf-cache-control,draft-ahlgren-icnrg-netinf-cache-control,draft-ahlgren-icnrg-netinf-cache-control,1,False,False,1,2014-02-14,2014-02-14,0.0,0.0,4495.0,4495.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,2,0,,False,0,0,1,1,0,No recorded WG
draft-ahlgren-icnrg-netinf-live-video,draft-ahlgren-icnrg-netinf-live-video,draft-ahlgren-icnrg-netinf-live-video,draft-ahlgren-icnrg-netinf-live-video,1,False,False,1,2015-12-30,2015-12-30,0.0,0.0,3811.0,3811.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,3,1,Ericsson,False,1,0,1,1,0,No recorded WG
draft-ahn-i2nsf-communications-security-use-case,draft-ahn-i2nsf-communications-security-use-case,draft-ahn-i2nsf-communications-security-use-case,draft-ahn-i2nsf-communications-security-use-case,1,False,False,2,2016-10-31,2016-10-31,0.0,0.0,3505.0,3505.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,4,0,,False,0,0,4,0,0,No recorded WG
draft-ahn-its-geo-architecture,draft-ahn-its-geo-architecture,draft-ahn-its-geo-architecture,draft-ahn-its-geo-architecture,1,False,False,1,2016-12-19,2016-12-19,0.0,0.0,3456.0,3456.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,1,0,,False,0,0,1,0,0,No recorded WG
draft-ahn-its-geo-problem,draft-ahn-its-geo-problem,draft-ahn-its-geo-problem,draft-ahn-its-geo-problem,1,False,False,1,2016-12-19,2016-12-19,0.0,0.0,3456.0,3456.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,1,0,,False,0,0,1,0,0,No recorded WG
draft-ahn-its-geocast-hbh-option,draft-ahn-its-geocast-hbh-option,draft-ahn-its-geocast-hbh-option,draft-ahn-its-geocast-hbh-option,1,False,False,1,2016-12-19,2016-12-19,0.0,0.0,3456.0,3456.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,1,0,,False,0,0,1,0,0,No recorded WG
draft-ahn-its-geounicast-hbh-option,draft-ahn-its-geounicast-hbh-option,draft-ahn-its-geounicast-hbh-option,draft-ahn-its-geounicast-hbh-option,1,False,False,1,2016-12-19,2016-12-19,0.0,0.0,3456.0,3456.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,1,0,,False,0,0,1,0,0,No recorded WG
draft-ahn-manet-aodv-stableroute,draft-ahn-manet-aodv-stableroute,draft-ahn-manet-aodv-stableroute,draft-ahn-manet-aodv-stableroute,1,False,False,1,2011-12-18,2011-12-18,0.0,0.0,5284.0,5284.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,2,0,,False,0,0,2,0,0,No recorded WG
draft-ahn-manet-centralized-dns,draft-ahn-manet-centralized-dns,draft-ahn-manet-centralized-dns,draft-ahn-manet-centralized-dns,1,False,False,1,2011-12-18,2011-12-18,0.0,0.0,5284.0,5284.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,1,0,,False,0,0,1,0,0,No recorded WG
draft-ahn-manet-clustering-aodv,draft-ahn-manet-clustering-aodv,draft-ahn-manet-clustering-aodv,draft-ahn-manet-clustering-aodv,1,False,False,2,2012-12-03,2013-05-13,161.0,0.4407939767282683,4933.0,4772.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,2,0,,False,0,0,1,1,0,No recorded WG
draft-ahn-manet-clustering-architecture,draft-ahn-manet-clustering-architecture,draft-ahn-manet-clustering-architecture,draft-ahn-manet-clustering-architecture,1,False,False,2,2012-12-03,2013-05-13,161.0,0.4407939767282683,4933.0,4772.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,2,0,,False,0,0,2,0,0,No recorded WG
draft-ahn-manet-dsr-crri,draft-ahn-manet-dsr-crri,draft-ahn-manet-dsr-crri,draft-ahn-manet-dsr-crri,1,False,False,3,2015-12-22,2017-11-30,709.0,1.94113620807666,3819.0,3110.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,1,0,,False,0,0,1,0,0,No recorded WG
draft-ahn-manet-dsr-vanet,draft-ahn-manet-dsr-vanet,draft-ahn-manet-dsr-vanet,draft-ahn-manet-dsr-vanet,1,False,False,2,2014-10-27,2017-11-29,1129.0,3.0910335386721424,4240.0,3111.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,1,0,,False,0,0,1,0,0,No recorded WG
draft-ahn-manet-multipath-aodv,draft-ahn-manet-multipath-aodv,draft-ahn-manet-multipath-aodv,draft-ahn-manet-multipath-aodv,1,False,False,1,2017-11-30,2017-11-30,0.0,0.0,3110.0,3110.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,1,0,,False,0,0,1,0,0,No recorded WG
draft-ahn-manet-multipath-architecture,draft-ahn-manet-multipath-architecture,draft-ahn-manet-multipath-architecture,draft-ahn-manet-multipath-architecture,1,False,False,1,2015-12-22,2015-12-22,0.0,0.0,3819.0,3819.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,1,0,,False,0,0,1,0,0,No recorded WG
draft-ahn-manet-multipath-dsr,draft-ahn-manet-multipath-dsr,draft-ahn-manet-multipath-dsr,draft-ahn-manet-multipath-dsr,1,False,False,2,2015-12-22,2017-11-30,709.0,1.94113620807666,3819.0,3110.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,1,0,,False,0,0,1,0,0,No recorded WG
draft-ahn-manet-multipath-requirement,draft-ahn-manet-multipath-requirement,draft-ahn-manet-multipath-requirement,draft-ahn-manet-multipath-requirement,1,False,False,1,2015-12-22,2015-12-22,0.0,0.0,3819.0,3819.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,1,0,,False,0,0,1,0,0,No recorded WG
draft-ahn-manet-networkcoding-dsr,draft-ahn-manet-networkcoding-dsr,draft-ahn-manet-networkcoding-dsr,draft-ahn-manet-networkcoding-dsr,1,False,False,1,2015-12-22,2015-12-22,0.0,0.0,3819.0,3819.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,1,0,,False,0,0,1,0,0,No recorded WG
draft-ahn-manet-networkcoding-requirement,draft-ahn-manet-networkcoding-requirement,draft-ahn-manet-networkcoding-requirement,draft-ahn-manet-networkcoding-requirement,1,False,False,1,2015-12-22,2015-12-22,0.0,0.0,3819.0,3819.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,1,0,,False,0,0,1,0,0,No recorded WG
draft-ahrenholz-hiprg-dht,draft-ahrenholz-hiprg-dht,draft-ahrenholz-hiprg-dht,draft-ahrenholz-hiprg-dht,1,False,False,4,2008-10-07,2009-11-09,398.0,1.0896646132785763,6451.0,6053.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,1,0,,False,0,0,1,0,0,No recorded WG
draft-ahrens-httpbis-digest-auth-update,draft-ahrens-httpbis-digest-auth-update,draft-ahrens-httpbis-digest-auth-update,draft-ahrens-httpbis-digest-auth-update,1,False,False,1,2012-07-30,2012-07-30,0.0,0.0,5059.0,5059.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,2,0,,False,0,0,2,0,0,No recorded WG
draft-aiken-middleware-reqndef,draft-aiken-middleware-reqndef,draft-aiken-middleware-reqndef,draft-aiken-middleware-reqndef,1,False,False,0,,,,,,,1,1,rfc2768,2000-02-01 08:00:00+00:00,Successful,No recorded WG,0,,,False,Legacy,,,8,2,Cisco; IBM,True,3,0,5,0,0,No recorded WG
draft-aitken-ipfix-equivalent-ies,draft-aitken-ipfix-equivalent-ies,draft-aitken-ipfix-equivalent-ies,draft-aitken-ipfix-equivalent-ies,1,False,False,3,2013-02-15,2014-07-04,504.0,1.379876796714579,4859.0,4355.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,1,1,Cisco,False,1,0,0,0,0,No recorded WG
draft-aitken-ipfix-new-infos,draft-aitken-ipfix-new-infos,draft-aitken-ipfix-new-infos,draft-aitken-ipfix-new-infos,1,False,False,4,2008-02-18,2008-03-17,28.0,0.0766598220396988,6683.0,6655.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,2,0,,False,0,0,0,2,0,No recorded WG
draft-aitken-ipfix-pre-defined-templates,draft-aitken-ipfix-pre-defined-templates,draft-aitken-ipfix-pre-defined-templates,draft-aitken-ipfix-pre-defined-templates,1,False,False,1,2017-03-01,2017-03-01,0.0,0.0,3384.0,3384.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,1,0,,False,0,0,1,0,0,No recorded WG
draft-aitken-ipfix-unobserved-fields,draft-aitken-ipfix-unobserved-fields,draft-aitken-ipfix-unobserved-fields,draft-aitken-ipfix-unobserved-fields,1,False,False,4,2012-01-30,2014-07-04,886.0,2.425735797399042,5241.0,4355.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,1,1,Cisco,False,1,0,0,0,0,No recorded WG
draft-ajunior-energy-awareness,draft-ajunior-energy-awareness,draft-ajunior-energy-awareness,draft-ajunior-energy-awareness,1,False,False,1,2012-10-16,2012-10-16,0.0,0.0,4981.0,4981.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,2,0,,False,0,0,2,0,0,No recorded WG
draft-ajunior-roll-energy-awareness,draft-ajunior-roll-energy-awareness,draft-ajunior-roll-energy-awareness,draft-ajunior-roll-energy-awareness,1,False,False,2,2013-07-11,2014-01-09,182.0,0.4982888432580424,4713.0,4531.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,2,0,,False,0,0,2,0,0,No recorded WG
draft-akagiri-dmarc-virtual-verification,draft-akagiri-dmarc-virtual-verification,draft-akagiri-dmarc-virtual-verification,draft-akagiri-dmarc-virtual-verification,1,False,False,3,2016-03-13,2017-07-27,501.0,1.3716632443531829,3737.0,3236.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,4,0,,False,0,0,4,0,0,No recorded WG
draft-akagiri-mail-divide,draft-akagiri-mail-divide,draft-akagiri-mail-divide,draft-akagiri-mail-divide,1,False,False,2,2015-07-05,2017-07-27,753.0,2.0616016427104724,3989.0,3236.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,5,0,,False,0,0,5,0,0,No recorded WG
draft-akagiri-op25b-dynamicip,draft-akagiri-op25b-dynamicip,draft-akagiri-op25b-dynamicip,draft-akagiri-op25b-dynamicip,1,False,False,2,2015-03-09,2017-07-27,871.0,2.3846680355920604,4107.0,3236.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,4,0,,False,0,0,4,0,0,No recorded WG
draft-akhter-bmwg-mpls-meth,draft-akhter-bmwg-mpls-meth,draft-akhter-bmwg-mpls-meth,draft-akhter-bmwg-mpls-meth,1,False,False,2,2007-12-03,2008-07-07,217.0,0.5941136208076659,6760.0,6543.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,2,0,,False,0,0,0,2,0,No recorded WG
