lineage_id,lineage_members,lineage_length,lineage_revision_count,first_history_date,last_history_date,development_duration_days,development_duration_years,has_rfc,rfc_count,rfc_names,final_drafts,final_draft_names,publication_success,publication_status,success_reason,success_rfc_names,success_final_drafts,recorded_groups,recorded_wgs,recorded_wg_count,has_recorded_wg,has_individual_submissions,individual_members,no_recorded_group_members,first_individual_date,first_recorded_wg_date,first_recorded_wgs,individual_to_wg,time_to_wg_days,filename_wg_candidates,filename_candidate_count,filename_candidate_status,wg_classification,terminal_drafts,terminal_draft_count,terminal_state_slugs,terminal_state_names,terminal_resolution,provisional_outcome,provisional_outcome_reason,publication_outcome,outcome_reason,primary_comparison_sample,has_active_terminal,has_expired_terminal,has_rfc_terminal_state,has_other_terminal_state,multiple_terminal_drafts,estimated_expiry_date,likely_dead_date,post_expiry_inactivity_days,rq2b_group
lineage_011250,draft-hutton-mmusic-opportunistic-negotiation;draft-ietf-mmusic-opportunistic-negotiation;draft-mmusic-opportunistic-negotiation,3,4,2017-01-23,2017-09-14,234.0,0.6406570841889117,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions;Multiparty Multimedia Session Control,mmusic,1,1,1,draft-mmusic-opportunistic-negotiation,,2017-06-05,2017-01-23,mmusic,0,,,0,,Recorded WG,draft-ietf-mmusic-opportunistic-negotiation;draft-mmusic-opportunistic-negotiation,2,expired,Expired,Structural replaces relation,Not published - inspect terminal state,No RFC; terminal state retained for classification,Unsuccessful,No RFC; all terminal drafts expired and remained inactive for at least 18 months after expiry,1,0,1,0,0,1,2018-03-14,2019-09-14,3006,Excluded ambiguous chronology
lineage_011457,draft-idr-bgp-route-oscillation-stop;draft-ietf-idr-route-oscillation-stop;draft-walton-bgp-route-oscillation-stop,3,16,2002-05-24,2016-08-08,5190.0,14.209445585215606,1,1,RFC7964,draft-ietf-idr-route-oscillation-stop-04,draft-ietf-idr-route-oscillation-stop,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC7964,draft-ietf-idr-route-oscillation-stop-04,Individual Submissions;Inter-Domain Routing,idr,1,1,1,draft-idr-bgp-route-oscillation-stop,,2015-01-06,2002-05-24,idr,0,,,0,,Recorded WG,draft-ietf-idr-route-oscillation-stop,1,rfc,RFC,Structural replaces relation,Successful,Mapped published RFC,Successful,Mapped to at least one RFC,1,0,0,1,0,0,2017-02-08,2018-08-08,3405,Excluded ambiguous chronology
lineage_011716,draft-ietf-alto-new-transport;draft-schott-alto-new-transport;draft-schott-alto-new-transport-push,3,26,2022-03-07,2024-01-04,668.0,1.8288843258042438,1,1,RFC9569,draft-ietf-alto-new-transport-22,draft-ietf-alto-new-transport,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC9569,draft-ietf-alto-new-transport-22,Application-Layer Traffic Optimization;Individual Submissions,alto,1,1,1,draft-schott-alto-new-transport-push,,2022-10-22,2022-03-07,alto,0,,,0,,Recorded WG,draft-ietf-alto-new-transport,1,rfc,RFC,Structural replaces relation,Successful,Mapped published RFC,Successful,Mapped to at least one RFC,1,0,0,1,0,0,2024-07-04,2026-01-04,702,Excluded ambiguous chronology
lineage_011867,draft-ietf-atompub-autodiscovery;draft-snell-atompub-autodiscovery,2,3,2004-08-18,2006-11-27,831.0,2.2751540041067764,0,0,,,,0,Not published,No mapped published RFC,,,Atom Publishing Format and Protocol;Individual Submissions,atompub,1,1,1,draft-snell-atompub-autodiscovery,,2006-11-27,2004-08-18,atompub,0,,,0,,Recorded WG,draft-snell-atompub-autodiscovery,1,expired,Expired,Structural replaces relation,Not published - inspect terminal state,No RFC; terminal state retained for classification,Unsuccessful,No RFC; all terminal drafts expired and remained inactive for at least 18 months after expiry,1,0,1,0,0,0,2007-05-27,2008-11-27,6950,Excluded ambiguous chronology
lineage_012143,draft-ietf-bess-fat-pw-bgp;draft-keyupate-bess-fat-pw-bgp;draft-keyupate-l2vpn-fat-pw-bgp,3,11,2013-10-21,2018-03-03,1594.0,4.3641341546885695,1,1,RFC8395,draft-ietf-bess-fat-pw-bgp-04,draft-ietf-bess-fat-pw-bgp,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC8395,draft-ietf-bess-fat-pw-bgp-04,BGP Enabled ServiceS;Individual Submissions,bess,1,1,1,draft-keyupate-bess-fat-pw-bgp,,2015-04-29,2013-10-21,bess,0,,,0,,Recorded WG,draft-ietf-bess-fat-pw-bgp,1,rfc,RFC,Structural replaces relation,Successful,Mapped published RFC,Successful,Mapped to at least one RFC,1,0,0,1,0,0,2018-09-03,2020-03-03,2833,Excluded ambiguous chronology
lineage_012154,draft-ietf-bess-mvpn-fast-failover;draft-jain-mvpn-bfd-fast-upstream-failover;draft-morin-bess-mvpn-fast-failover;draft-morin-l3vpn-mvpn-fast-failover,4,27,2008-11-04,2021-01-21,4461.0,12.213552361396303,1,1,RFC9026,draft-ietf-bess-mvpn-fast-failover-15,draft-ietf-bess-mvpn-fast-failover,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC9026,draft-ietf-bess-mvpn-fast-failover-15,BGP Enabled ServiceS;Individual Submissions;Layer 3 Virtual Private Networks,bess;l3vpn,2,1,1,draft-jain-mvpn-bfd-fast-upstream-failover,,2012-04-21,2008-11-04,l3vpn,0,,,0,,Recorded WG,draft-ietf-bess-mvpn-fast-failover,1,rfc,RFC,Structural replaces relation,Successful,Mapped published RFC,Successful,Mapped to at least one RFC,1,0,0,1,0,0,2021-07-21,2023-01-21,1781,Excluded ambiguous chronology
lineage_012268,draft-ietf-bmwg-evpntest;draft-kishjac-bmwg-evpntest;draft-kishjac-bmwg-pbbevpn,3,24,2016-02-01,2023-08-17,2754.0,7.540041067761807,0,0,,,,0,Not published,No mapped published RFC,,,Benchmarking Methodology;Individual Submissions,bmwg,1,1,1,draft-kishjac-bmwg-pbbevpn,,2016-06-16,2016-02-01,bmwg,0,,,0,,Recorded WG,draft-ietf-bmwg-evpntest,1,expired,Expired,Structural replaces relation,Not published - inspect terminal state,No RFC; terminal state retained for classification,Unsuccessful,No RFC; all terminal drafts expired and remained inactive for at least 18 months after expiry,1,0,1,0,0,0,2024-02-17,2025-08-17,840,Excluded ambiguous chronology
lineage_012432,draft-ietf-catnip-common-arch;draft-mcgovern-ipng-catnip-wpaper,2,2,1994-03-21,1994-04-18,28.0,0.07665982203969883,1,1,RFC1707,draft-mcgovern-ipng-catnip-wpaper-00,draft-mcgovern-ipng-catnip-wpaper,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC1707,draft-mcgovern-ipng-catnip-wpaper-00,Common Architecture for Next Generation IP;Individual Submissions,catnip,1,1,1,draft-mcgovern-ipng-catnip-wpaper,,1994-04-18,1994-03-21,catnip,0,,,0,,Recorded WG,draft-mcgovern-ipng-catnip-wpaper,1,rfc,RFC,Structural replaces relation,Successful,Mapped published RFC,Successful,Mapped to at least one RFC,1,0,0,1,0,0,1994-10-18,1996-04-18,11554,Excluded ambiguous chronology
lineage_013030,draft-ietf-dispatch-mime-protobuf;draft-intarea-dispatch-mime-protobuf;draft-murray-dispatch-mime-protobuf,3,11,2025-04-25,2025-12-01,220.0,0.6023271731690623,1,1,RFC9996,draft-ietf-dispatch-mime-protobuf-07,draft-ietf-dispatch-mime-protobuf,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC9996,draft-ietf-dispatch-mime-protobuf-07,Dispatch;Individual Submissions,dispatch,1,1,1,draft-intarea-dispatch-mime-protobuf,,2025-05-29,2025-04-25,dispatch,0,,,0,,Recorded WG,draft-ietf-dispatch-mime-protobuf,1,active,Active,Structural replaces relation,Successful,Mapped published RFC,Successful,Mapped to at least one RFC,1,1,0,0,0,0,2026-06-01,2027-12-01,5,Excluded ambiguous chronology
lineage_013213,draft-ietf-dnsop-dns-rpz;draft-vixie-dns-rpz;draft-vixie-dnsop-dns-rpz,3,7,2016-10-11,2018-06-23,620.0,1.6974674880219027,0,0,,,,0,Not published,No mapped published RFC,,,Domain Name System Operations;Individual Submissions,dnsop,1,1,1,draft-ietf-dnsop-dns-rpz;draft-vixie-dnsop-dns-rpz,,2017-03-09,2016-10-11,dnsop,0,,,0,,Recorded WG,draft-vixie-dnsop-dns-rpz,1,expired,Expired,Structural replaces relation,Not published - inspect terminal state,No RFC; terminal state retained for classification,Unsuccessful,No RFC; all terminal drafts expired and remained inactive for at least 18 months after expiry,1,0,1,0,0,0,2018-12-23,2020-06-23,2722,Excluded ambiguous chronology
lineage_013215,draft-ietf-dnsop-dns-wireformat-http;draft-song-dns-wireformat-http,2,9,2016-02-18,2018-07-02,865.0,2.3682409308692676,0,0,,,,0,Not published,No mapped published RFC,,,Domain Name System Operations;Individual Submissions,dnsop,1,1,1,draft-ietf-dnsop-dns-wireformat-http,,2016-09-16,2016-02-18,dnsop,0,,,0,,Recorded WG,draft-ietf-dnsop-dns-wireformat-http,1,expired,Expired,Structural replaces relation,Not published - inspect terminal state,No RFC; terminal state retained for classification,Unsuccessful,No RFC; all terminal drafts expired and remained inactive for at least 18 months after expiry,1,0,1,0,0,0,2019-01-02,2020-07-02,2712,Excluded ambiguous chronology
lineage_013224,draft-ietf-dnsop-dnssec-validator-requirements;draft-mglt-dnsop-dnssec-validator-requirements,2,18,2014-02-13,2023-11-13,3560.0,9.74674880219028,0,0,,,,0,Not published,No mapped published RFC,,,Domain Name System Operations;Individual Submissions,dnsop,1,1,1,draft-ietf-dnsop-dnssec-validator-requirements,,2020-05-22,2014-02-13,dnsop,0,,,0,,Recorded WG,draft-ietf-dnsop-dnssec-validator-requirements,1,expired,Expired,Structural replaces relation,Not published - inspect terminal state,No RFC; terminal state retained for classification,Unsuccessful,No RFC; all terminal drafts expired and remained inactive for at least 18 months after expiry,1,0,1,0,0,0,2024-05-13,2025-11-13,754,Excluded ambiguous chronology
lineage_013246,draft-ietf-dnsop-let-localhost-be-localhost;draft-west-let-localhost-be-localhost,2,10,2016-09-26,2017-12-18,448.0,1.2265571526351813,0,0,,,,0,Not published,No mapped published RFC,,,Domain Name System Operations;Individual Submissions,dnsop,1,1,1,draft-ietf-dnsop-let-localhost-be-localhost,,2017-10-24,2016-09-26,dnsop,0,,,0,,Recorded WG,draft-ietf-dnsop-let-localhost-be-localhost,1,expired,Expired,Structural replaces relation,Not published - inspect terminal state,No RFC; terminal state retained for classification,Unsuccessful,No RFC; all terminal drafts expired and remained inactive for at least 18 months after expiry,1,0,1,0,0,0,2018-06-18,2019-12-18,2910,Excluded ambiguous chronology
lineage_013470,draft-ietf-extra-email-snooze;draft-ietf-extra-sieve-snooze;draft-murchison-email-snooze,3,10,2020-08-10,2023-10-30,1176.0,3.2197125256673513,0,0,,,,0,Not published,No mapped published RFC,,,Email mailstore and eXtensions To Revise or Amend;Individual Submissions,extra,1,1,1,draft-murchison-email-snooze,,2023-07-10,2020-08-10,extra,0,,,0,,Recorded WG,draft-ietf-extra-email-snooze,1,expired,Expired,Structural replaces relation,Not published - inspect terminal state,No RFC; terminal state retained for classification,Unsuccessful,No RFC; all terminal drafts expired and remained inactive for at least 18 months after expiry,1,0,1,0,0,0,2024-04-30,2025-10-30,767,Excluded ambiguous chronology
lineage_013806,draft-ietf-httpauth-mutual;draft-oiwa-http-mutualauth;draft-oiwa-httpbis-mutualauth,3,26,2007-11-12,2016-11-14,3290.0,9.007529089664613,1,1,RFC8120,draft-ietf-httpauth-mutual-11,draft-ietf-httpauth-mutual,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC8120,draft-ietf-httpauth-mutual-11,Hypertext Transfer Protocol Authentication;Individual Submissions,httpauth,1,1,1,draft-oiwa-httpbis-mutualauth,,2012-06-04,2007-11-12,httpauth,0,,,0,,Recorded WG,draft-ietf-httpauth-mutual,1,rfc,RFC,Structural replaces relation,Successful,Mapped published RFC,Successful,Mapped to at least one RFC,1,0,0,1,0,0,2017-05-14,2018-11-14,3310,Excluded ambiguous chronology
lineage_013829,draft-ietf-httpbis-header-structure;draft-ietf-httpbis-jfv;draft-kamp-httpbis-structure;draft-nottingham-structured-headers,4,26,2016-06-24,2020-06-04,1441.0,3.9452429842573578,1,1,RFC8941,draft-ietf-httpbis-header-structure-19,draft-ietf-httpbis-header-structure,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC8941,draft-ietf-httpbis-header-structure-19,HTTP;Individual Submissions,httpbis,1,1,1,draft-kamp-httpbis-structure;draft-nottingham-structured-headers,,2016-10-05,2016-06-24,httpbis,0,,,0,,Recorded WG,draft-ietf-httpbis-header-structure,1,rfc,RFC,Structural replaces relation,Successful,Mapped published RFC,Successful,Mapped to at least one RFC,1,0,0,1,0,0,2020-12-04,2022-06-04,2010,Excluded ambiguous chronology
lineage_014295,draft-ietf-intarea-ippl;draft-intf-intarea-ippl;draft-nordmark-intarea-ippl,3,8,2015-07-06,2017-03-30,633.0,1.73305954825462,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions;Internet Area Working Group,intarea,1,1,1,draft-intf-intarea-ippl,,2017-03-30,2015-07-06,intarea,0,,,0,,Recorded WG,draft-ietf-intarea-ippl,1,expired,Expired,Structural replaces relation,Not published - inspect terminal state,No RFC; terminal state retained for classification,Unsuccessful,No RFC; all terminal drafts expired and remained inactive for at least 18 months after expiry,1,0,1,0,0,0,2017-09-30,2019-03-30,3171,Excluded ambiguous chronology
lineage_015305,draft-ietf-lamps-eai-addresses;draft-ietf-pkix-eai-addresses;draft-melnikov-spasm-eai-addresses,3,25,2011-03-07,2018-03-04,2554.0,6.992470910335387,1,1,RFC8398,draft-ietf-lamps-eai-addresses-18,draft-ietf-lamps-eai-addresses,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC8398,draft-ietf-lamps-eai-addresses-18,Individual Submissions;Limited Additional Mechanisms for PKIX and SMIME;Public-Key Infrastructure (X.509),lamps;pkix,2,1,1,draft-melnikov-spasm-eai-addresses,,2016-05-21,2011-03-07,pkix,0,,,0,,Recorded WG,draft-ietf-lamps-eai-addresses,1,rfc,RFC,Structural replaces relation,Successful,Mapped published RFC,Successful,Mapped to at least one RFC,1,0,0,1,0,0,2018-09-04,2020-03-04,2832,Excluded ambiguous chronology
lineage_015391,draft-ietf-lemonade-5162bis;draft-ietf-qresync-rfc4551bis;draft-ietf-qresync-rfc5162bis;draft-melnikov-5162bis;draft-melnikov-rfc4551-bis,5,20,2008-10-19,2014-01-30,1929.0,5.281314168377824,1,1,RFC7162,draft-ietf-qresync-rfc5162bis-10,draft-ietf-qresync-rfc5162bis,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC7162,draft-ietf-qresync-rfc5162bis-10,Enhancements to Internet email to Support Diverse Service Environments;IMAP QRESYNC Extension;Individual Submissions,lemonade;qresync,2,1,1,draft-melnikov-5162bis;draft-melnikov-rfc4551-bis,,2012-10-05,2008-10-19,lemonade,0,,,0,,Recorded WG,draft-ietf-qresync-rfc5162bis,1,rfc,RFC,Structural replaces relation,Successful,Mapped published RFC,Successful,Mapped to at least one RFC,1,0,0,1,0,0,2014-07-30,2016-01-30,4329,Excluded ambiguous chronology
lineage_015417,draft-ietf-lemonade-server-to-client-notifications;draft-smaes-lemonade-s2c-notification-reqs,2,3,2004-07-19,2005-02-22,218.0,0.5968514715947981,0,0,,,,0,Not published,No mapped published RFC,,,Enhancements to Internet email to Support Diverse Service Environments;Individual Submissions,lemonade,1,1,1,draft-smaes-lemonade-s2c-notification-reqs,,2004-10-15,2004-07-19,lemonade,0,,,0,,Recorded WG,draft-smaes-lemonade-s2c-notification-reqs,1,expired,Expired,Structural replaces relation,Not published - inspect terminal state,No RFC; terminal state retained for classification,Unsuccessful,No RFC; all terminal drafts expired and remained inactive for at least 18 months after expiry,1,0,1,0,0,0,2005-08-22,2007-02-22,7593,Excluded ambiguous chronology
lineage_015446,draft-ietf-lmap-router-buffer-sizes-ksubram;draft-ksubram-lmap-router-buffer-sizes,2,3,2014-10-28,2015-07-09,254.0,0.6954140999315537,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions;Large-Scale Measurement of Broadband Performance,lmap,1,1,1,draft-ksubram-lmap-router-buffer-sizes,,2014-10-29,2014-10-28,lmap,0,,,0,,Recorded WG,draft-ksubram-lmap-router-buffer-sizes,1,expired,Expired,Structural replaces relation,Not published - inspect terminal state,No RFC; terminal state retained for classification,Unsuccessful,No RFC; all terminal drafts expired and remained inactive for at least 18 months after expiry,1,0,1,0,0,0,2016-01-09,2017-07-09,3801,Excluded ambiguous chronology
lineage_015782,draft-ietf-mile-iodef-guidance;draft-pkampana-iodef-guidance,2,13,2013-04-30,2017-09-07,1591.0,4.355920602327173,1,1,RFC8274,draft-ietf-mile-iodef-guidance-11,draft-ietf-mile-iodef-guidance,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC8274,draft-ietf-mile-iodef-guidance-11,Individual Submissions;Managed Incident Lightweight Exchange,mile,1,1,1,draft-pkampana-iodef-guidance,,2013-10-18,2013-04-30,mile,0,,,0,,Recorded WG,draft-ietf-mile-iodef-guidance,1,rfc,RFC,Structural replaces relation,Successful,Mapped published RFC,Successful,Mapped to at least one RFC,1,0,0,1,0,0,2018-03-07,2019-09-07,3013,Excluded ambiguous chronology
lineage_015905,draft-ietf-mmusic-mdns-ice-candidates;draft-ietf-rtcweb-mdns-ice-candidates;draft-mdns-ice-candidates,3,10,2018-06-30,2021-12-06,1255.0,3.436002737850787,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions;Multiparty Multimedia Session Control;Real-Time Communication in WEB-browsers,mmusic;rtcweb,2,1,1,draft-ietf-rtcweb-mdns-ice-candidates,,2018-09-12,2018-06-30,rtcweb,0,,,0,,Recorded WG,draft-ietf-mmusic-mdns-ice-candidates,1,expired,Expired,Structural replaces relation,Not published - inspect terminal state,No RFC; terminal state retained for classification,Unsuccessful,No RFC; all terminal drafts expired and remained inactive for at least 18 months after expiry,1,0,1,0,0,0,2022-06-06,2023-12-06,1461,Excluded ambiguous chronology
lineage_016131,draft-ietf-mpls-mldp-mib;draft-tiruveedhula-mpls-mldp-mib,2,12,2014-01-28,2019-07-07,1986.0,5.437371663244353,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions;Multiprotocol Label Switching,mpls,1,1,1,draft-ietf-mpls-mldp-mib,,2016-01-09,2014-01-28,mpls,0,,,0,,Recorded WG,draft-ietf-mpls-mldp-mib,1,expired,Expired,Structural replaces relation,Not published - inspect terminal state,No RFC; terminal state retained for classification,Unsuccessful,No RFC; all terminal drafts expired and remained inactive for at least 18 months after expiry,1,0,1,0,0,0,2020-01-07,2021-07-07,2342,Excluded ambiguous chronology
lineage_016609,draft-ietf-ntp-refid-updates;draft-stenn-ntp-ipv6-refid-hash;draft-stenn-ntp-not-you-refid,3,8,2016-03-15,2019-03-26,1106.0,3.028062970568104,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions;Network Time Protocols,ntp,1,1,1,draft-stenn-ntp-not-you-refid,,2016-07-08,2016-03-15,ntp,0,,,0,,Recorded WG,draft-ietf-ntp-refid-updates,1,expired,Expired,Structural replaces relation,Not published - inspect terminal state,No RFC; terminal state retained for classification,Unsuccessful,No RFC; all terminal drafts expired and remained inactive for at least 18 months after expiry,1,0,1,0,0,0,2019-09-26,2021-03-26,2445,Excluded ambiguous chronology
lineage_016638,draft-ietf-oauth-dyn-reg;draft-richer-oauth-dyn-reg-core,2,32,2012-05-23,2015-05-28,1100.0,3.0116358658453115,1,1,RFC7591,draft-ietf-oauth-dyn-reg-30,draft-ietf-oauth-dyn-reg,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC7591,draft-ietf-oauth-dyn-reg-30,Individual Submissions;Web Authorization Protocol,oauth,1,1,1,draft-richer-oauth-dyn-reg-core,,2013-08-26,2012-05-23,oauth,0,,,0,,Recorded WG,draft-ietf-oauth-dyn-reg,1,rfc,RFC,Structural replaces relation,Successful,Mapped published RFC,Successful,Mapped to at least one RFC,1,0,0,1,0,0,2015-11-28,2017-05-28,3843,Excluded ambiguous chronology
lineage_017020,draft-ietf-pce-stateful-pce-p2mp;draft-palle-pce-stateful-pce-initiated-p2mp-lsp;draft-palle-pce-stateful-pce-p2mp,3,32,2013-12-16,2019-04-12,1943.0,5.319644079397673,1,1,RFC8623,draft-ietf-pce-stateful-pce-p2mp-13,draft-ietf-pce-stateful-pce-p2mp,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC8623,draft-ietf-pce-stateful-pce-p2mp-13,Individual Submissions;Path Computation Element,pce,1,1,1,draft-palle-pce-stateful-pce-initiated-p2mp-lsp,,2014-01-26,2013-12-16,pce,0,,,0,,Recorded WG,draft-ietf-pce-stateful-pce-p2mp,1,rfc,RFC,Structural replaces relation,Successful,Mapped published RFC,Successful,Mapped to at least one RFC,1,0,0,1,0,0,2019-10-12,2021-04-12,2429,Excluded ambiguous chronology
lineage_017965,draft-ietf-rtcweb-stun-consent-freshness;draft-muthu-behave-consent-freshness;draft-thomson-rtcweb-consent,3,23,2012-03-04,2015-08-13,1257.0,3.4414784394250515,1,1,RFC7675,draft-ietf-rtcweb-stun-consent-freshness-16,draft-ietf-rtcweb-stun-consent-freshness,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC7675,draft-ietf-rtcweb-stun-consent-freshness-16,Individual Submissions;Real-Time Communication in WEB-browsers,rtcweb,1,1,1,draft-thomson-rtcweb-consent,,2013-11-20,2012-03-04,rtcweb,0,,,0,,Recorded WG,draft-ietf-rtcweb-stun-consent-freshness,1,rfc,RFC,Structural replaces relation,Successful,Mapped published RFC,Successful,Mapped to at least one RFC,1,0,0,1,0,0,2016-02-13,2017-08-13,3766,Excluded ambiguous chronology
lineage_018028,draft-ietf-sasl-crammd5-to-historic;draft-zeilenga-luis140219-crammd5-to-historic,2,2,2008-11-24,2017-06-29,3139.0,8.594113620807667,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions;Simple Authentication and Security Layer,sasl,1,1,1,draft-zeilenga-luis140219-crammd5-to-historic,,2017-06-29,2008-11-24,sasl,0,,,0,,Recorded WG,draft-zeilenga-luis140219-crammd5-to-historic,1,expired,Expired,Structural replaces relation,Not published - inspect terminal state,No RFC; terminal state retained for classification,Unsuccessful,No RFC; all terminal drafts expired and remained inactive for at least 18 months after expiry,1,0,1,0,0,0,2017-12-29,2019-06-29,3081,Excluded ambiguous chronology
lineage_018168,draft-ietf-sidr-rtr-keying;draft-ietf-sidrops-rtr-keying;draft-ymbk-bgpsec-rtr-rekeying,3,25,2012-03-06,2019-05-15,2626.0,7.189596167008898,1,1,RFC8635,draft-ietf-sidrops-rtr-keying-06,draft-ietf-sidrops-rtr-keying,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC8635,draft-ietf-sidrops-rtr-keying-06,Individual Submissions;SIDR Operations;Secure Inter-Domain Routing,sidr;sidrops,2,1,1,draft-ietf-sidr-rtr-keying,,2012-05-14,2012-03-06,sidr,0,,,0,,Recorded WG,draft-ietf-sidrops-rtr-keying,1,rfc,RFC,Structural replaces relation,Successful,Mapped published RFC,Successful,Mapped to at least one RFC,1,0,0,1,0,0,2019-11-15,2021-05-15,2395,Excluded ambiguous chronology
lineage_018927,draft-ietf-teas-ietf-network-slice-definition;draft-ietf-teas-ietf-network-slice-framework;draft-ietf-teas-ietf-network-slices;draft-nsdt-teas-ietf-network-slice-definition;draft-nsdt-teas-ns-framework;draft-nsdt-teas-transport-slice-definition,6,43,2019-11-03,2023-09-14,1411.0,3.863107460643395,1,1,RFC9543,draft-ietf-teas-ietf-network-slices-25,draft-ietf-teas-ietf-network-slices,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC9543,draft-ietf-teas-ietf-network-slices-25,Individual Submissions;Traffic Engineering Architecture and Signaling,teas,1,1,1,draft-nsdt-teas-ietf-network-slice-definition,,2020-10-22,2019-11-03,teas,0,,,0,,Recorded WG,draft-ietf-teas-ietf-network-slices,1,rfc,RFC,Structural replaces relation,Successful,Mapped published RFC,Successful,Mapped to at least one RFC,1,0,0,1,0,0,2024-03-14,2025-09-14,814,Excluded ambiguous chronology
lineage_019140,draft-ietf-trill-arp-optimization;draft-trill-trill-arp-optimization;draft-yizhou-trill-arp-optimization,3,13,2014-10-27,2017-10-09,1078.0,2.951403148528405,1,1,RFC8302,draft-ietf-trill-arp-optimization-09,draft-ietf-trill-arp-optimization,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC8302,draft-ietf-trill-arp-optimization-09,Individual Submissions;Transparent Interconnection of Lots of Links,trill,1,1,1,draft-trill-trill-arp-optimization,,2015-04-02,2014-10-27,trill,0,,,0,,Recorded WG,draft-ietf-trill-arp-optimization,1,rfc,RFC,Structural replaces relation,Successful,Mapped published RFC,Successful,Mapped to at least one RFC,1,0,0,1,0,0,2018-04-09,2019-10-09,2980,Excluded ambiguous chronology
lineage_019153,draft-ietf-trill-over-ip;draft-mrw-trill-over-ip,2,23,2011-10-23,2018-05-22,2403.0,6.579055441478439,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions;Transparent Interconnection of Lots of Links,trill,1,1,1,draft-ietf-trill-over-ip,,2014-03-24,2011-10-23,trill,0,,,0,,Recorded WG,draft-ietf-trill-over-ip,1,expired,Expired,Structural replaces relation,Not published - inspect terminal state,No RFC; terminal state retained for classification,Unsuccessful,No RFC; all terminal drafts expired and remained inactive for at least 18 months after expiry,1,0,1,0,0,0,2018-11-22,2020-05-22,2753,Excluded ambiguous chronology
lineage_019155,draft-ietf-trill-parent-selection;draft-rp-trill-parent-selection,2,8,2016-08-26,2018-02-16,539.0,1.4757015742642026,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions;Transparent Interconnection of Lots of Links,trill,1,1,1,draft-ietf-trill-parent-selection,,2017-10-07,2016-08-26,trill,0,,,0,,Recorded WG,draft-ietf-trill-parent-selection,1,expired,Expired,Structural replaces relation,Not published - inspect terminal state,No RFC; terminal state retained for classification,Unsuccessful,No RFC; all terminal drafts expired and remained inactive for at least 18 months after expiry,1,0,1,0,0,0,2018-08-16,2020-02-16,2851,Excluded ambiguous chronology
lineage_019164,draft-ietf-trill-resilient-trees;draft-zhang-trill-resilient-trees,2,15,2012-07-04,2018-01-22,2028.0,5.552361396303901,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions;Transparent Interconnection of Lots of Links,trill,1,1,1,draft-ietf-trill-resilient-trees,,2013-12-20,2012-07-04,trill,0,,,0,,Recorded WG,draft-ietf-trill-resilient-trees,1,expired,Expired,Structural replaces relation,Not published - inspect terminal state,No RFC; terminal state retained for classification,Unsuccessful,No RFC; all terminal drafts expired and remained inactive for at least 18 months after expiry,1,0,1,0,0,0,2018-07-22,2020-01-22,2876,Excluded ambiguous chronology
