lineage_id,lineage_members,lineage_length,lineage_revision_count,first_history_date,last_history_date,development_duration_days,development_duration_years,has_rfc,rfc_count,rfc_names,final_drafts,final_draft_names,publication_success,publication_status,success_reason,success_rfc_names,success_final_drafts,recorded_groups,recorded_wgs,recorded_wg_count,has_recorded_wg,has_individual_submissions,individual_members,no_recorded_group_members,first_individual_date,first_recorded_wg_date,first_recorded_wgs,individual_to_wg,time_to_wg_days,filename_wg_candidates,filename_candidate_count,filename_candidate_status,wg_classification
lineage_016808,draft-ietf-osids-resdescripx500,1,1,1991-06-14,1991-06-14,0.0,0.0,0,0,,,,0,Not published,No mapped published RFC,,,OSI Directory Services,osids,1,1,0,,,,1991-06-14,osids,0,,,0,None,Recorded WG
lineage_016809,draft-ietf-osids-simple-stack,1,1,1992-03-09,1992-03-09,0.0,0.0,0,0,,,,0,Not published,No mapped published RFC,,,OSI Directory Services,osids,1,1,0,,,,1992-03-09,osids,0,,,0,None,Recorded WG
lineage_016810,draft-ietf-osids-syntaxes,1,1,1992-08-18,1992-08-18,0.0,0.0,1,1,RFC1488,draft-ietf-osids-syntaxes-01,draft-ietf-osids-syntaxes,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC1488,draft-ietf-osids-syntaxes-01,OSI Directory Services,osids,1,1,0,,,,1992-08-18,osids,0,,,0,None,Recorded WG
lineage_016811,draft-ietf-osids-treestructure,1,1,1991-06-14,1991-06-14,0.0,0.0,0,0,,,,0,Not published,No mapped published RFC,,,OSI Directory Services,osids,1,1,0,,,,1991-06-14,osids,0,,,0,None,Recorded WG
lineage_016812,draft-ietf-osinsap-allocation,1,1,1993-12-25,1993-12-25,0.0,0.0,1,1,RFC1629,draft-ietf-osinsap-allocation-01,draft-ietf-osinsap-allocation,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC1629,draft-ietf-osinsap-allocation-01,Assignment of OSI NSAP Addresses,osinsap,1,1,0,,,,1993-12-25,osinsap,0,,,0,None,Recorded WG
lineage_016813,draft-ietf-osinsap-format,1,1,1991-02-13,1991-02-13,0.0,0.0,0,0,,,,0,Not published,No mapped published RFC,,,Assignment of OSI NSAP Addresses,osinsap,1,1,0,,,,1991-02-13,osinsap,0,,,0,None,Recorded WG
lineage_016814,draft-ietf-osinsap-internetalloc,1,1,1991-04-25,1991-04-25,0.0,0.0,1,1,RFC1237,draft-ietf-osinsap-internetalloc-01,draft-ietf-osinsap-internetalloc,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC1237,draft-ietf-osinsap-internetalloc-01,Assignment of OSI NSAP Addresses,osinsap,1,1,0,,,,1991-04-25,osinsap,0,,,0,None,Recorded WG
lineage_016815,draft-ietf-osix500-directories,1,1,1991-01-07,1991-01-07,0.0,0.0,0,0,,,,0,Not published,No mapped published RFC,,,OSI Directory Services,osids,1,1,0,,,,1991-01-07,osids,0,,,0,None,Recorded WG
lineage_016816,draft-ietf-ospf-2547-dnbit,1,5,2003-06-23,2004-03-09,260.0,0.7118412046543463,1,1,RFC4576,draft-ietf-ospf-2547-dnbit-04,draft-ietf-ospf-2547-dnbit,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC4576,draft-ietf-ospf-2547-dnbit-04,Open Shortest Path First IGP,ospf,1,1,0,,,,2003-06-23,ospf,0,,,0,None,Recorded WG
lineage_016817,draft-ietf-ospf-5to7,1,2,2001-05-18,2002-03-06,292.0,0.7994524298425736,0,0,,,,0,Not published,No mapped published RFC,,,Open Shortest Path First IGP,ospf,1,1,0,,,,2001-05-18,ospf,0,,,0,None,Recorded WG
lineage_016818,draft-ietf-ospf-abr-alt,1,6,1999-07-13,2002-10-24,1199.0,3.2826830937713893,1,1,RFC3509,draft-ietf-ospf-abr-alt-05,draft-ietf-ospf-abr-alt,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC3509,draft-ietf-ospf-abr-alt-05,Open Shortest Path First IGP,ospf,1,1,0,,,,1999-07-13,ospf,0,,,0,None,Recorded WG
lineage_016819,draft-ietf-ospf-abr-behavior,1,1,1999-02-26,1999-02-26,0.0,0.0,0,0,,,,0,Not published,No mapped published RFC,,,Open Shortest Path First IGP,ospf,1,1,0,,,,1999-02-26,ospf,0,,,0,None,Recorded WG
lineage_016820,draft-ietf-ospf-af-alt,1,11,2004-04-06,2009-12-15,2079.0,5.691991786447638,1,1,RFC5838,draft-ietf-ospf-af-alt-10,draft-ietf-ospf-af-alt,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC5838,draft-ietf-ospf-af-alt-10,Open Shortest Path First IGP,ospf,1,1,0,,,,2004-04-06,ospf,0,,,0,None,Recorded WG
lineage_016821,draft-ietf-ospf-analysis,1,1,1991-04-01,1991-04-01,0.0,0.0,1,1,RFC1245,draft-ietf-ospf-analysis-00,draft-ietf-ospf-analysis,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC1245,draft-ietf-ospf-analysis-00,Open Shortest Path First IGP,ospf,1,1,0,,,,1991-04-01,ospf,0,,,0,None,Recorded WG
lineage_016822,draft-ietf-ospf-ara,1,3,1997-08-04,1998-03-16,224.0,0.6132785763175906,0,0,,,,0,Not published,No mapped published RFC,,,Open Shortest Path First IGP,ospf,1,1,0,,,,1997-08-04,ospf,0,,,0,None,Recorded WG
lineage_016823,draft-ietf-ospf-atm,1,4,1997-10-31,1999-08-24,662.0,1.8124572210814511,1,1,RFC2844,draft-ietf-ospf-atm-03,draft-ietf-ospf-atm,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC2844,draft-ietf-ospf-atm-03,Open Shortest Path First IGP,ospf,1,1,0,,,,1997-10-31,ospf,0,,,0,None,Recorded WG
lineage_016824,draft-ietf-ospf-cap,1,12,2003-07-25,2007-05-08,1383.0,3.786447638603696,1,1,RFC4970,draft-ietf-ospf-cap-11,draft-ietf-ospf-cap,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC4970,draft-ietf-ospf-cap-11,Open Shortest Path First IGP,ospf,1,1,0,,,,2003-07-25,ospf,0,,,0,None,Recorded WG
lineage_016825,draft-ietf-ospf-cidr-route-mib,1,2,1995-03-17,1995-03-27,10.0,0.02737850787132101,1,1,RFC2096,draft-ietf-ospf-cidr-route-mib-05,draft-ietf-ospf-cidr-route-mib,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC2096,draft-ietf-ospf-cidr-route-mib-05,Open Shortest Path First IGP,ospf,1,1,0,,,,1995-03-17,ospf,0,,,0,None,Recorded WG
lineage_016826,draft-ietf-ospf-dbex-opt,1,3,2007-01-03,2007-12-11,342.0,0.9363449691991786,0,0,,,,0,Not published,No mapped published RFC,,,Open Shortest Path First IGP,ospf,1,1,0,,,,2007-01-03,ospf,0,,,0,None,Recorded WG
lineage_016827,draft-ietf-ospf-dc,1,8,2000-11-14,2004-02-05,1178.0,3.2251882272416155,1,1,RFC3883,draft-ietf-ospf-dc-07,draft-ietf-ospf-dc,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC3883,draft-ietf-ospf-dc-07,Open Shortest Path First IGP,ospf,1,1,0,,,,2000-11-14,ospf,0,,,0,None,Recorded WG
lineage_016828,draft-ietf-ospf-demand,1,2,1994-06-02,1994-11-17,168.0,0.459958932238193,1,1,RFC1793,draft-ietf-ospf-demand-01,draft-ietf-ospf-demand,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC1793,draft-ietf-ospf-demand-01,Open Shortest Path First IGP,ospf,1,1,0,,,,1994-06-02,ospf,0,,,0,None,Recorded WG
lineage_016829,draft-ietf-ospf-deploy,1,1,1999-06-23,1999-06-23,0.0,0.0,0,0,,,,0,Not published,No mapped published RFC,,,Open Shortest Path First IGP,ospf,1,1,0,,,,1999-06-23,ospf,0,,,0,None,Recorded WG
lineage_016830,draft-ietf-ospf-diff-te,1,1,2001-02-19,2001-02-19,0.0,0.0,0,0,,,,0,Not published,No mapped published RFC,,,Open Shortest Path First IGP,ospf,1,1,0,,,,2001-02-19,ospf,0,,,0,None,Recorded WG
lineage_016831,draft-ietf-ospf-doi,1,1,1997-10-16,1997-10-16,0.0,0.0,0,0,,,,0,Not published,No mapped published RFC,,,Open Shortest Path First IGP,ospf,1,1,0,,,,1997-10-16,ospf,0,,,0,None,Recorded WG
lineage_016832,draft-ietf-ospf-dynamic-hostname;draft-venkata-ospf-dynamic-hostname,2,9,2002-06-13,2009-07-12,2586.0,7.080082135523614,1,1,RFC5642,draft-ietf-ospf-dynamic-hostname-05,draft-ietf-ospf-dynamic-hostname,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC5642,draft-ietf-ospf-dynamic-hostname-05,Individual Submissions;Open Shortest Path First IGP,ospf,1,1,1,draft-venkata-ospf-dynamic-hostname,,2002-06-13,2008-04-15,ospf,1,2133.0,,0,None,Individual to Recorded WG
lineage_016833,draft-ietf-ospf-encapsulation-cap;draft-xu-ospf-encapsulation-cap,2,13,2015-02-28,2017-10-10,955.0,2.614647501711157,1,1,RFC9013,draft-ietf-ospf-encapsulation-cap-09,draft-ietf-ospf-encapsulation-cap,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC9013,draft-ietf-ospf-encapsulation-cap-09,Individual Submissions;Open Shortest Path First IGP,ospf,1,1,1,draft-xu-ospf-encapsulation-cap,,2015-02-28,2015-10-14,ospf,1,228.0,,0,None,Individual to Recorded WG
lineage_016834,draft-ietf-ospf-experience,1,1,1991-04-01,1991-04-01,0.0,0.0,1,1,RFC1246,draft-ietf-ospf-experience-00,draft-ietf-ospf-experience,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC1246,draft-ietf-ospf-experience-00,Open Shortest Path First IGP,ospf,1,1,0,,,,1991-04-01,ospf,0,,,0,None,Recorded WG
lineage_016835,draft-ietf-ospf-extattr,1,1,1993-03-23,1993-03-23,0.0,0.0,0,0,,,,0,Not published,No mapped published RFC,,,Open Shortest Path First IGP,ospf,1,1,0,,,,1993-03-23,ospf,0,,,0,None,Recorded WG
lineage_016836,draft-ietf-ospf-floodgates,1,2,2000-12-20,2001-02-26,68.0,0.1861738535249829,0,0,,,,0,Not published,No mapped published RFC,,,Open Shortest Path First IGP,ospf,1,1,0,,,,2000-12-20,ospf,0,,,0,None,Recorded WG
lineage_016837,draft-ietf-ospf-flowspec-extensions;draft-liang-lsr-ospf-flowspec-extensions;draft-liang-ospf-flowspec-extensions,3,10,2014-09-20,2023-04-25,3139.0,8.594113620807667,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions;Open Shortest Path First IGP,ospf,1,1,1,draft-liang-lsr-ospf-flowspec-extensions;draft-liang-ospf-flowspec-extensions,,2014-09-20,2015-06-22,ospf,1,275.0,,0,None,Individual to Recorded WG
lineage_016838,draft-ietf-ospf-graceful-impl-report,1,6,2003-10-17,2004-04-28,194.0,0.5311430527036276,1,1,RFC4167,draft-ietf-ospf-graceful-impl-report-05,draft-ietf-ospf-graceful-impl-report,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC4167,draft-ietf-ospf-graceful-impl-report-05,Open Shortest Path First IGP,ospf,1,1,0,,,,2003-10-17,ospf,0,,,0,None,Recorded WG
lineage_016839,draft-ietf-ospf-guidelines-frn,1,1,1993-05-03,1993-05-03,0.0,0.0,1,1,RFC1586,draft-ietf-ospf-guidelines-frn-00,draft-ietf-ospf-guidelines-frn,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC1586,draft-ietf-ospf-guidelines-frn-00,Open Shortest Path First IGP,ospf,1,1,0,,,,1993-05-03,ospf,0,,,0,None,Recorded WG
lineage_016840,draft-ietf-ospf-hitless-restart,1,9,2001-02-20,2003-07-25,885.0,2.42299794661191,1,1,RFC3623,draft-ietf-ospf-hitless-restart-08,draft-ietf-ospf-hitless-restart,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC3623,draft-ietf-ospf-hitless-restart-08,Open Shortest Path First IGP,ospf,1,1,0,,,,2001-02-20,ospf,0,,,0,None,Recorded WG
lineage_016841,draft-ietf-ospf-hmac-sha,1,8,2007-04-09,2009-09-03,878.0,2.403832991101985,1,1,RFC5709,draft-ietf-ospf-hmac-sha-07,draft-ietf-ospf-hmac-sha,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC5709,draft-ietf-ospf-hmac-sha-07,Open Shortest Path First IGP,ospf,1,1,0,,,,2007-04-09,ospf,0,,,0,None,Recorded WG
lineage_016842,draft-ietf-ospf-hybrid-bcast-and-p2mp;draft-nsheth-ospf-hybrid-bcast-and-p2mp,2,9,2010-01-17,2012-11-05,1023.0,2.8008213552361396,1,1,RFC6845,draft-ietf-ospf-hybrid-bcast-and-p2mp-06,draft-ietf-ospf-hybrid-bcast-and-p2mp,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC6845,draft-ietf-ospf-hybrid-bcast-and-p2mp-06,Individual Submissions;Open Shortest Path First IGP,ospf,1,1,1,draft-nsheth-ospf-hybrid-bcast-and-p2mp,,2010-01-17,2011-10-05,ospf,1,626.0,,0,None,Individual to Recorded WG
lineage_016843,draft-ietf-ospf-iana,1,4,2005-04-01,2007-03-20,718.0,1.9657768651608487,1,1,RFC4940,draft-ietf-ospf-iana-03,draft-ietf-ospf-iana,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC4940,draft-ietf-ospf-iana-03,Open Shortest Path First IGP,ospf,1,1,0,,,,2005-04-01,ospf,0,,,0,None,Recorded WG
lineage_016844,draft-ietf-ospf-ipv6-ext,1,1,1994-11-28,1994-11-28,0.0,0.0,0,0,,,,0,Not published,No mapped published RFC,,,Open Shortest Path First IGP,ospf,1,1,0,,,,1994-11-28,ospf,0,,,0,None,Recorded WG
lineage_016845,draft-ietf-ospf-isis-flood-opt,1,2,2000-11-06,2001-03-06,120.0,0.32854209445585214,0,0,,,,0,Not published,No mapped published RFC,,,Open Shortest Path First IGP,ospf,1,1,0,,,,2000-11-06,ospf,0,,,0,None,Recorded WG
lineage_016846,draft-ietf-ospf-lls,1,9,2000-11-14,2009-06-08,3128.0,8.563997262149213,1,1,RFC5613,draft-ietf-ospf-lls-08,draft-ietf-ospf-lls,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC5613,draft-ietf-ospf-lls-08,Open Shortest Path First IGP,ospf,1,1,0,,,,2000-11-14,ospf,0,,,0,None,Recorded WG
lineage_016847,draft-ietf-ospf-lls-interface-id;draft-ppsenak-ospf-lls-interface-id,2,12,2017-02-15,2018-11-05,628.0,1.7193702943189597,1,1,RFC8510,draft-ietf-ospf-lls-interface-id-09,draft-ietf-ospf-lls-interface-id,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC8510,draft-ietf-ospf-lls-interface-id-09,Individual Submissions;Link State Routing,lsr,1,1,1,draft-ppsenak-ospf-lls-interface-id,,2017-02-15,2017-05-24,lsr,1,98.0,,0,None,Individual to Recorded WG
lineage_016848,draft-ietf-ospf-lsa-extend,1,1,2014-08-11,2014-08-11,0.0,0.0,0,0,,,,0,Not published,No mapped published RFC,,,Open Shortest Path First IGP,ospf,1,1,0,,,,2014-08-11,ospf,0,,,0,None,Recorded WG
lineage_016849,draft-ietf-ospf-manet-mdr,1,6,2008-02-16,2009-01-28,347.0,0.9500342231348392,1,1,RFC5614,draft-ietf-ospf-manet-mdr-05,draft-ietf-ospf-manet-mdr,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC5614,draft-ietf-ospf-manet-mdr-05,Open Shortest Path First IGP,ospf,1,1,0,,,,2008-02-16,ospf,0,,,0,None,Recorded WG
lineage_016850,draft-ietf-ospf-manet-mpr,1,5,2008-02-08,2009-01-17,344.0,0.9418206707734429,1,1,RFC5449,draft-ietf-ospf-manet-mpr-04,draft-ietf-ospf-manet-mpr,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC5449,draft-ietf-ospf-manet-mpr-04,Open Shortest Path First IGP,ospf,1,1,0,,,,2008-02-08,ospf,0,,,0,None,Recorded WG
lineage_016851,draft-ietf-ospf-manet-or,1,4,2008-02-11,2010-01-11,700.0,1.9164955509924708,1,1,RFC5820,draft-ietf-ospf-manet-or-03,draft-ietf-ospf-manet-or,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC5820,draft-ietf-ospf-manet-or-03,Open Shortest Path First IGP,ospf,1,1,0,,,,2008-02-11,ospf,0,,,0,None,Recorded WG
lineage_016852,draft-ietf-ospf-manet-single-hop-mdr,1,5,2011-10-13,2013-08-07,664.0,1.8179329226557153,1,1,RFC7038,draft-ietf-ospf-manet-single-hop-mdr-04,draft-ietf-ospf-manet-single-hop-mdr,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC7038,draft-ietf-ospf-manet-single-hop-mdr-04,Open Shortest Path First IGP,ospf,1,1,0,,,,2011-10-13,ospf,0,,,0,None,Recorded WG
lineage_016853,draft-ietf-ospf-manet-single-hop-or;draft-retana-ospf-manet-single-hop,2,7,2011-03-07,2013-12-18,1017.0,2.784394250513347,1,1,RFC7137,draft-ietf-ospf-manet-single-hop-or-04,draft-ietf-ospf-manet-single-hop-or,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC7137,draft-ietf-ospf-manet-single-hop-or-04,Individual Submissions;Open Shortest Path First IGP,ospf,1,1,1,draft-retana-ospf-manet-single-hop,,2011-03-07,2012-06-29,ospf,1,480.0,,0,None,Individual to Recorded WG
lineage_016854,draft-ietf-ospf-md5,1,2,1994-09-07,1994-10-14,37.0,0.10130047912388775,0,0,,,,0,Not published,No mapped published RFC,,,Open Shortest Path First IGP,ospf,1,1,0,,,,1994-09-07,ospf,0,,,0,None,Recorded WG
lineage_016855,draft-ietf-ospf-mib,1,3,1992-12-09,1995-01-09,761.0,2.083504449007529,1,1,RFC1850,draft-ietf-ospf-mib-05,draft-ietf-ospf-mib,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC1850,draft-ietf-ospf-mib-05,Open Shortest Path First IGP,ospf,1,1,0,,,,1992-12-09,ospf,0,,,0,None,Recorded WG
lineage_016856,draft-ietf-ospf-mib-update,1,12,2000-04-07,2006-06-06,2251.0,6.16290212183436,1,1,RFC4750,draft-ietf-ospf-mib-update-11,draft-ietf-ospf-mib-update,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC4750,draft-ietf-ospf-mib-update-11,Open Shortest Path First IGP,ospf,1,1,0,,,,2000-04-07,ospf,0,,,0,None,Recorded WG
lineage_016857,draft-ietf-ospf-mlinks,1,4,1998-08-14,2002-02-20,1286.0,3.5208761122518824,0,0,,,,0,Not published,No mapped published RFC,,,Open Shortest Path First IGP,ospf,1,1,0,,,,1998-08-14,ospf,0,,,0,None,Recorded WG
lineage_016858,draft-ietf-ospf-mt,1,10,2004-10-05,2007-06-14,982.0,2.6885694729637235,1,1,RFC4915,draft-ietf-ospf-mt-09,draft-ietf-ospf-mt,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC4915,draft-ietf-ospf-mt-09,Open Shortest Path First IGP,ospf,1,1,0,,,,2004-10-05,ospf,0,,,0,None,Recorded WG
lineage_016859,draft-ietf-ospf-mt-mib;draft-rawat-ospf-mt-mib,2,7,2006-05-03,2009-12-15,1322.0,3.619438740588638,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions;Open Shortest Path First IGP,ospf,1,1,1,draft-rawat-ospf-mt-mib,,2006-05-03,2007-01-24,ospf,1,266.0,,0,None,Individual to Recorded WG
lineage_016860,draft-ietf-ospf-mt-ospfv3,1,4,2005-04-19,2007-07-06,808.0,2.212183436002738,0,0,,,,0,Not published,No mapped published RFC,,,Open Shortest Path First IGP,ospf,1,1,0,,,,2005-04-19,ospf,0,,,0,None,Recorded WG
lineage_016861,draft-ietf-ospf-multi-area-adj,1,10,2004-04-20,2008-04-23,1464.0,4.008213552361396,1,1,RFC5185,draft-ietf-ospf-multi-area-adj-09,draft-ietf-ospf-multi-area-adj,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC5185,draft-ietf-ospf-multi-area-adj-09,Open Shortest Path First IGP,ospf,1,1,0,,,,2004-04-20,ospf,0,,,0,None,Recorded WG
lineage_016862,draft-ietf-ospf-nssa-option,1,1,1992-12-09,1992-12-09,0.0,0.0,1,1,RFC1587,draft-ietf-ospf-nssa-option-00,draft-ietf-ospf-nssa-option,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC1587,draft-ietf-ospf-nssa-option-00,Open Shortest Path First IGP,ospf,1,1,0,,,,1992-12-09,ospf,0,,,0,None,Recorded WG
lineage_016863,draft-ietf-ospf-nssa-update,1,12,1997-03-26,2002-01-18,1759.0,4.815879534565366,1,1,RFC3101,draft-ietf-ospf-nssa-update-11,draft-ietf-ospf-nssa-update,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC3101,draft-ietf-ospf-nssa-update-11,Open Shortest Path First IGP,ospf,1,1,0,,,,1997-03-26,ospf,0,,,0,None,Recorded WG
lineage_016864,draft-ietf-ospf-omp,1,3,1998-03-18,1999-02-25,344.0,0.9418206707734429,0,0,,,,0,Not published,No mapped published RFC,,,Open Shortest Path First IGP,ospf,1,1,0,,,,1998-03-18,ospf,0,,,0,None,Recorded WG
lineage_016865,draft-ietf-ospf-oob-resync,1,2,2000-11-14,2001-03-06,112.0,0.3066392881587953,0,0,,,,0,Not published,No mapped published RFC,,,Open Shortest Path First IGP,ospf,1,1,0,,,,2000-11-14,ospf,0,,,0,None,Recorded WG
lineage_016866,draft-ietf-ospf-opaque,1,6,1996-11-26,1998-05-05,525.0,1.4373716632443532,1,1,RFC2370,draft-ietf-ospf-opaque-05,draft-ietf-ospf-opaque,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC2370,draft-ietf-ospf-opaque-05,Open Shortest Path First IGP,ospf,1,1,0,,,,1996-11-26,ospf,0,,,0,None,Recorded WG
lineage_016867,draft-ietf-ospf-ospf2,1,1,1991-01-23,1991-01-23,0.0,0.0,1,1,RFC1247,draft-ietf-ospf-ospf2-01,draft-ietf-ospf-ospf2,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC1247,draft-ietf-ospf-ospf2-01,Open Shortest Path First IGP,ospf,1,1,0,,,,1991-01-23,ospf,0,,,0,None,Recorded WG
lineage_016868,draft-ietf-ospf-ospfmib,1,1,1991-07-01,1991-07-01,0.0,0.0,1,1,RFC1252,draft-ietf-ospf-ospfmib-04,draft-ietf-ospf-ospfmib,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC1252,draft-ietf-ospf-ospfmib-04,Open Shortest Path First IGP,ospf,1,1,0,,,,1991-07-01,ospf,0,,,0,None,Recorded WG
lineage_016869,draft-ietf-ospf-ospfv2-hbit;draft-keyupate-ospf-ospfv2-hbit;draft-pillay-esnault-ospf-rbit,3,16,2010-03-01,2019-12-19,3580.0,9.801505817932922,1,1,RFC8770,draft-ietf-ospf-ospfv2-hbit-12,draft-ietf-ospf-ospfv2-hbit,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC8770,draft-ietf-ospf-ospfv2-hbit-12,Individual Submissions;Link State Routing,lsr,1,1,1,draft-keyupate-ospf-ospfv2-hbit;draft-pillay-esnault-ospf-rbit,,2010-03-01,2015-10-19,lsr,1,2058.0,,0,None,Individual to Recorded WG
lineage_016870,draft-ietf-ospf-ospfv3-auth,1,9,2002-12-09,2006-03-02,1179.0,3.2279260780287475,1,1,RFC4552,draft-ietf-ospf-ospfv3-auth-08,draft-ietf-ospf-ospfv3-auth,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC4552,draft-ietf-ospf-ospfv3-auth-08,Open Shortest Path First IGP,ospf,1,1,0,,,,2002-12-09,ospf,0,,,0,None,Recorded WG
lineage_016871,draft-ietf-ospf-ospfv3-graceful-restart,1,9,2004-10-06,2008-05-01,1303.0,3.567419575633128,1,1,RFC5187,draft-ietf-ospf-ospfv3-graceful-restart-08,draft-ietf-ospf-ospfv3-graceful-restart,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC5187,draft-ietf-ospf-ospfv3-graceful-restart-08,Open Shortest Path First IGP,ospf,1,1,0,,,,2004-10-06,ospf,0,,,0,None,Recorded WG
lineage_016872,draft-ietf-ospf-ospfv3-iid-registry-update;draft-retana-ospf-ospfv3-iid-registry-update,2,6,2012-09-26,2013-04-26,212.0,0.5804243668720055,1,1,RFC6969,draft-ietf-ospf-ospfv3-iid-registry-update-04,draft-ietf-ospf-ospfv3-iid-registry-update,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC6969,draft-ietf-ospf-ospfv3-iid-registry-update-04,Individual Submissions;Open Shortest Path First IGP,ospf,1,1,1,draft-retana-ospf-ospfv3-iid-registry-update,,2012-09-26,2012-10-01,ospf,1,5.0,,0,None,Individual to Recorded WG
lineage_016873,draft-ietf-ospf-ospfv3-mib,1,17,1999-07-14,2009-07-30,3669.0,10.04517453798768,1,1,RFC5643,draft-ietf-ospf-ospfv3-mib-16,draft-ietf-ospf-ospfv3-mib,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC5643,draft-ietf-ospf-ospfv3-mib-16,Open Shortest Path First IGP,ospf,1,1,0,,,,1999-07-14,ospf,0,,,0,None,Recorded WG
lineage_016874,draft-ietf-ospf-ospfv3-segment-routing-extensions;draft-psenak-ospf-segment-routing-ospfv3-extension,2,27,2013-10-18,2019-01-09,1909.0,5.2265571526351815,1,1,RFC8666,draft-ietf-ospf-ospfv3-segment-routing-extensions-23,draft-ietf-ospf-ospfv3-segment-routing-extensions,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC8666,draft-ietf-ospf-ospfv3-segment-routing-extensions-23,Individual Submissions;Link State Routing,lsr,1,1,1,draft-psenak-ospf-segment-routing-ospfv3-extension,,2013-10-18,2014-08-19,lsr,1,305.0,,0,None,Individual to Recorded WG
lineage_016875,draft-ietf-ospf-ospfv3-stdreport,1,1,1999-07-21,1999-07-21,0.0,0.0,0,0,,,,0,Not published,No mapped published RFC,,,Open Shortest Path First IGP,ospf,1,1,0,,,,1999-07-21,ospf,0,,,0,None,Recorded WG
lineage_016876,draft-ietf-ospf-ospfv3-traffic,1,14,2003-04-17,2008-06-13,1884.0,5.158110882956879,1,1,RFC5329,draft-ietf-ospf-ospfv3-traffic-13,draft-ietf-ospf-ospfv3-traffic,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC5329,draft-ietf-ospf-ospfv3-traffic-13,Open Shortest Path First IGP,ospf,1,1,0,,,,2003-04-17,ospf,0,,,0,None,Recorded WG
lineage_016877,draft-ietf-ospf-ospfv3-update,1,24,2004-11-30,2008-05-13,1260.0,3.4496919917864477,1,1,RFC5340,draft-ietf-ospf-ospfv3-update-23,draft-ietf-ospf-ospfv3-update,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC5340,draft-ietf-ospf-ospfv3-update-23,Open Shortest Path First IGP,ospf,1,1,0,,,,2004-11-30,ospf,0,,,0,None,Recorded WG
lineage_016878,draft-ietf-ospf-ospfv6,1,8,1996-02-23,1999-10-26,1341.0,3.671457905544148,1,1,RFC2740,draft-ietf-ospf-ospfv6-08,draft-ietf-ospf-ospfv6,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC2740,draft-ietf-ospf-ospfv6-08,Open Shortest Path First IGP,ospf,1,1,0,,,,1996-02-23,ospf,0,,,0,None,Recorded WG
