lineage_id,lineage_members,lineage_length,lineage_revision_count,first_history_date,last_history_date,development_duration_days,development_duration_years,has_rfc,rfc_count,rfc_names,final_drafts,final_draft_names,publication_success,publication_status,success_reason,success_rfc_names,success_final_drafts,recorded_groups,recorded_wgs,recorded_wg_count,has_recorded_wg,has_individual_submissions,individual_members,no_recorded_group_members,first_individual_date,first_recorded_wg_date,first_recorded_wgs,individual_to_wg,time_to_wg_days,filename_wg_candidates,filename_candidate_count,filename_candidate_status,wg_classification
lineage_000001,draft--pale-email,1,1,2004-03-02,2004-03-02,0.0,0.0,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft--pale-email,,2004-03-02,,,0,,,0,None,Individual / no recorded WG
lineage_000002,draft--remi-despres--ipv6-rapid-deployment-;draft-despres-v6ops-6rd-ipv6-rapid-deployment,2,3,2008-02-09,2008-05-10,91.0,0.24914442162902123,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft--remi-despres--ipv6-rapid-deployment-;draft-despres-v6ops-6rd-ipv6-rapid-deployment,,2008-02-09,,,0,,ipv6;v6ops,2,Ambiguous candidates,Individual / no recorded WG
lineage_000003,draft-3gpp-collaboration,1,2,2000-11-20,2001-04-12,143.0,0.3915126625598905,1,1,RFC3113,draft-3gpp-collaboration-01,draft-3gpp-collaboration,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC3113,draft-3gpp-collaboration-01,Individual Submissions,,0,0,1,draft-3gpp-collaboration,,2000-11-20,,,0,,,0,None,Individual / no recorded WG
lineage_000004,draft-3k1n-6tisch-alice0,1,2,2016-12-16,2016-12-16,0.0,0.0,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-3k1n-6tisch-alice0,,2016-12-16,,,0,,6tisch,1,Single candidate,Individual / no recorded WG
lineage_000005,draft-451-imp-report,1,1,2017-07-17,2017-07-17,0.0,0.0,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-451-imp-report,,2017-07-17,,,0,,,0,None,Individual / no recorded WG
lineage_000006,draft-451-new-protocol-elements;draft-sahib-451-new-protocol-elements,2,6,2017-10-24,2018-08-02,282.0,0.7720739219712526,0,0,,,,0,Not published,No mapped published RFC,,,Applications and Real-Time Area;Individual Submissions,,0,0,1,draft-451-new-protocol-elements,draft-sahib-451-new-protocol-elements,2017-10-24,,,0,,,0,None,Individual / no recorded WG
lineage_000007,draft-6man-pmip6-ind;draft-damic-6man-pmip6-ind,2,2,2009-03-03,2009-03-04,1.0,0.0027378507871321013,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-6man-pmip6-ind;draft-damic-6man-pmip6-ind,,2009-03-03,,,0,,6man,1,Single candidate,Individual / no recorded WG
lineage_000008,draft-6man-udpzero;draft-fairhurst-tsvwg-6man-udpzero;draft-ietf-6man-udpzero,3,17,2009-10-01,2013-02-25,1243.0,3.403148528405202,1,1,RFC6936,draft-ietf-6man-udpzero-12,draft-ietf-6man-udpzero,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC6936,draft-ietf-6man-udpzero-12,IPv6 Maintenance;Individual Submissions,6man,1,1,1,draft-6man-udpzero;draft-fairhurst-tsvwg-6man-udpzero,,2009-10-01,2010-05-10,6man,1,221.0,,0,None,Individual to Recorded WG
lineage_000009,draft-6tisch-enrollment-enhanced-beacon,1,1,2018-07-17,2018-07-17,0.0,0.0,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-6tisch-enrollment-enhanced-beacon,,2018-07-17,,,0,,6tisch,1,Single candidate,Individual / no recorded WG
lineage_000010,draft-7996-bis,1,1,2017-12-13,2017-12-13,0.0,0.0,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-7996-bis,,2017-12-13,,,0,,,0,None,Individual / no recorded WG
lineage_000011,draft-a2a-moqt-transport;draft-nandakumar-a2a-moqt-transport,2,2,2025-10-20,2025-10-20,0.0,0.0,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-a2a-moqt-transport;draft-nandakumar-a2a-moqt-transport,,2025-10-20,,,0,,,0,None,Individual / no recorded WG
lineage_000012,draft-aa-ldp-link-shut,1,2,2019-08-22,2019-08-22,0.0,0.0,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-aa-ldp-link-shut,,2019-08-22,,,0,,,0,None,Individual / no recorded WG
lineage_000013,draft-aa-mpls-ldp-link-shut,1,1,2019-09-05,2019-09-05,0.0,0.0,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-aa-mpls-ldp-link-shut,,2019-09-05,,,0,,mpls,1,Single candidate,Individual / no recorded WG
lineage_000014,draft-aanchal-time-implementation-guidance;draft-ietf-ntp-implementation-guidance,2,4,2017-10-30,2019-11-20,751.0,2.0561259411362083,0,0,,,,0,Not published,No mapped published RFC,,,Network Time Protocols,ntp,1,1,0,,,,2017-10-30,ntp,0,,,0,None,Recorded WG
lineage_000015,draft-aanchal4-ntp-mac;draft-ietf-ntp-mac,2,11,2016-07-08,2019-01-04,910.0,2.4914442162902124,1,1,RFC8573,draft-ietf-ntp-mac-06,draft-ietf-ntp-mac,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC8573,draft-ietf-ntp-mac-06,Network Time Protocols,ntp,1,1,0,,,,2016-07-08,ntp,0,,,0,None,Recorded WG
lineage_000016,draft-aap-oauth-profile,1,2,2026-02-02,2026-02-07,5.0,0.013689253935660506,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-aap-oauth-profile,,2026-02-02,,,0,,oauth,1,Single candidate,Individual / no recorded WG
lineage_000017,draft-aaron-acme-ari;draft-ietf-acme-ari,2,13,2021-09-23,2025-02-26,1252.0,3.4277891854893907,1,1,RFC9773,draft-ietf-acme-ari-08,draft-ietf-acme-ari,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC9773,draft-ietf-acme-ari-08,Automated Certificate Management Environment;Individual Submissions,acme,1,1,1,draft-aaron-acme-ari,,2021-09-23,2022-08-25,acme,1,336.0,,0,None,Individual to Recorded WG
lineage_000018,draft-aaron-acme-profiles;draft-ietf-acme-profiles,2,4,2024-10-17,2026-03-02,501.0,1.3716632443531827,0,0,,,,0,Not published,No mapped published RFC,,,Automated Certificate Management Environment,acme,1,1,0,,,,2024-10-17,acme,0,,,0,None,Recorded WG
lineage_000019,draft-aartsetuijn-nipst,1,1,2007-02-28,2007-02-28,0.0,0.0,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-aartsetuijn-nipst,,2007-02-28,,,0,,,0,None,Individual / no recorded WG
lineage_000020,draft-aayadi-6lowpan-tcphc,1,2,2010-07-09,2010-10-25,108.0,0.29568788501026694,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-aayadi-6lowpan-tcphc,,2010-07-09,,,0,,6lowpan,1,Single candidate,Individual / no recorded WG
lineage_000021,draft-aazam-cdni-inter-cloud-architecture,1,4,2014-05-26,2015-11-13,536.0,1.4674880219028064,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-aazam-cdni-inter-cloud-architecture,,2014-05-26,,,0,,cdni,1,Single candidate,Individual / no recorded WG
lineage_000022,draft-abad-i2nsf-sdn-ipsec-flow-protection;draft-ietf-i2nsf-sdn-ipsec-flow-protection,2,19,2016-07-08,2021-03-26,1722.0,4.714579055441479,1,1,RFC9061,draft-ietf-i2nsf-sdn-ipsec-flow-protection-14,draft-ietf-i2nsf-sdn-ipsec-flow-protection,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC9061,draft-ietf-i2nsf-sdn-ipsec-flow-protection-14,Interface to Network Security Functions,i2nsf,1,1,0,,,,2016-07-08,i2nsf,0,,,0,None,Recorded WG
lineage_000023,draft-abad-sdnrg-sdn-ipsec-flow-protection,1,2,2015-07-19,2015-10-19,92.0,0.2518822724161533,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-abad-sdnrg-sdn-ipsec-flow-protection,,2015-07-19,,,0,,ipsec,1,Single candidate,Individual / no recorded WG
lineage_000024,draft-abade-xcast20-routing-engine-spec,1,1,2009-10-18,2009-10-18,0.0,0.0,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-abade-xcast20-routing-engine-spec,,2009-10-18,,,0,,,0,None,Individual / no recorded WG
lineage_000025,draft-abarbanel-idr-bgp4-te,1,2,2000-05-02,2000-06-28,57.0,0.15605749486652978,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-abarbanel-idr-bgp4-te,,2000-05-02,,,0,,idr,1,Single candidate,Individual / no recorded WG
lineage_000026,draft-abaris-aicdh,1,2,2025-04-30,2026-01-30,275.0,0.7529089664613279,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-abaris-aicdh,,2025-04-30,,,0,,,0,None,Individual / no recorded WG
lineage_000027,draft-abaris-json-dcm,1,1,2025-04-25,2025-04-25,0.0,0.0,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-abaris-json-dcm,,2025-04-25,,,0,,json,1,Single candidate,Individual / no recorded WG
lineage_000028,draft-abarth-cake,1,2,2010-08-22,2011-03-05,195.0,0.5338809034907598,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-abarth-cake,,2010-08-22,,,0,,,0,None,Individual / no recorded WG
lineage_000029,draft-abarth-cookie,1,8,2009-08-07,2009-12-30,145.0,0.39698836413415467,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-abarth-cookie,,2009-08-07,,,0,,,0,None,Individual / no recorded WG
lineage_000030,draft-abarth-mime-sniff;draft-ietf-websec-mime-sniff,2,11,2009-01-09,2011-05-07,848.0,2.321697467488022,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions;Web Security,websec,1,1,1,draft-abarth-mime-sniff,,2009-01-09,2010-12-30,websec,1,720.0,,0,None,Individual to Recorded WG
lineage_000031,draft-abarth-origin,1,10,2009-01-21,2010-11-26,674.0,1.8453114305270362,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-abarth-origin,,2009-01-21,,,0,,,0,None,Individual / no recorded WG
lineage_000032,draft-abarth-principles-of-origin,1,1,2011-02-21,2011-02-21,0.0,0.0,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-abarth-principles-of-origin,,2011-02-21,,,0,,,0,None,Individual / no recorded WG
lineage_000033,draft-abarth-thewebsocketprotocol,1,2,2011-01-09,2011-01-09,0.0,0.0,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-abarth-thewebsocketprotocol,,2011-01-09,,,0,,,0,None,Individual / no recorded WG
lineage_000034,draft-abarth-url,1,2,2010-11-09,2011-04-23,165.0,0.4517453798767967,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-abarth-url,,2010-11-09,,,0,,,0,None,Individual / no recorded WG
lineage_000035,draft-abarth-websocket-handshake,1,2,2010-10-18,2010-11-09,22.0,0.06023271731690623,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-abarth-websocket-handshake,,2010-10-18,,,0,,,0,None,Individual / no recorded WG
lineage_000036,draft-abbey-scim-agent-extension,1,1,2025-10-16,2025-10-16,0.0,0.0,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-abbey-scim-agent-extension,,2025-10-16,,,0,,scim,1,Single candidate,Individual / no recorded WG
lineage_000037,draft-abbott-mcp-ax,1,1,2026-05-05,2026-05-05,0.0,0.0,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-abbott-mcp-ax,,2026-05-05,,,0,,,0,None,Individual / no recorded WG
lineage_000038,draft-abd-mpls-ldp-identifier-name,1,1,2018-09-21,2018-09-21,0.0,0.0,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-abd-mpls-ldp-identifier-name,,2018-09-21,,,0,,mpls,1,Single candidate,Individual / no recorded WG
lineage_000039,draft-abdelsalam-rtgwg-ipfrr-bgp-only-network,1,1,2026-03-02,2026-03-02,0.0,0.0,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-abdelsalam-rtgwg-ipfrr-bgp-only-network,,2026-03-02,,,0,,bgp;rtgwg,2,Ambiguous candidates,Individual / no recorded WG
lineage_000040,draft-abdo-hostid-tcpopt-implementation,1,4,2011-10-21,2012-07-16,269.0,0.7364818617385352,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-abdo-hostid-tcpopt-implementation,,2011-10-21,,,0,,,0,None,Individual / no recorded WG
lineage_000041,draft-abeille-netlmm-proxymip6ro,1,2,2007-05-23,2007-11-13,174.0,0.47638603696098564,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-abeille-netlmm-proxymip6ro,,2007-05-23,,,0,,netlmm,1,Single candidate,Individual / no recorded WG
lineage_000042,draft-abel-nfc-urn,1,1,2006-06-01,2006-06-01,0.0,0.0,1,1,RFC4729,draft-abel-nfc-urn-00,draft-abel-nfc-urn,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC4729,draft-abel-nfc-urn-00,Applications Area,,0,0,0,,draft-abel-nfc-urn,,,,0,,urn,1,Single candidate,No recorded WG
lineage_000043,draft-abel-vbas,1,2,2003-10-17,2004-04-15,181.0,0.49555099247091033,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-abel-vbas,,2003-10-17,,,0,,,0,None,Individual / no recorded WG
lineage_000044,draft-abela-ulm,1,6,1996-11-05,1999-06-01,938.0,2.568104038329911,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-abela-ulm,,1996-11-05,,,0,,,0,None,Individual / no recorded WG
lineage_000045,draft-abela-utf9,1,1,1997-12-24,1997-12-24,0.0,0.0,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-abela-utf9,,1997-12-24,,,0,,,0,None,Individual / no recorded WG
lineage_000046,draft-abfb-mpls-tp-control-plane-framework;draft-ietf-ccamp-mpls-tp-cp-framework,2,10,2009-02-23,2011-02-10,717.0,1.9630390143737166,1,1,RFC6373,draft-ietf-ccamp-mpls-tp-cp-framework-06,draft-ietf-ccamp-mpls-tp-cp-framework,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC6373,draft-ietf-ccamp-mpls-tp-cp-framework-06,Common Control and Measurement Plane;Individual Submissions,ccamp,1,1,1,draft-abfb-mpls-tp-control-plane-framework,,2009-02-23,2010-03-22,ccamp,1,392.0,,0,None,Individual to Recorded WG
lineage_000047,draft-abhattacharya-bess-l2vpn-ipv6-remotepe;draft-abhattacharya-l2vpn-signaling-ipv6-remotepe,2,5,2015-01-14,2015-02-19,36.0,0.09856262833675565,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-abhattacharya-bess-l2vpn-ipv6-remotepe;draft-abhattacharya-l2vpn-signaling-ipv6-remotepe,,2015-01-14,,,0,,bess;ipv6;l2vpn,3,Ambiguous candidates,Individual / no recorded WG
lineage_000048,draft-abhi-covert,1,1,2008-02-16,2008-02-16,0.0,0.0,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-abhi-covert,,2008-02-16,,,0,,,0,None,Individual / no recorded WG
lineage_000049,draft-abhi-eap-radius,1,1,2008-02-13,2008-02-13,0.0,0.0,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-abhi-eap-radius,,2008-02-13,,,0,,eap;radius,2,Ambiguous candidates,Individual / no recorded WG
lineage_000050,draft-abhishek-coin-xr-edge-cloud,1,1,2021-04-27,2021-04-27,0.0,0.0,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-abhishek-coin-xr-edge-cloud,,2021-04-27,,,0,,,0,None,Individual / no recorded WG
lineage_000051,draft-abhishek-mmusic-overlay-grouping;draft-abhishek-mmusic-superimposition-grouping;draft-overlay-grouping,3,5,2020-10-20,2021-06-01,224.0,0.6132785763175906,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-abhishek-mmusic-overlay-grouping;draft-abhishek-mmusic-superimposition-grouping;draft-overlay-grouping,,2020-10-20,,,0,,mmusic,1,Single candidate,Individual / no recorded WG
lineage_000052,draft-abhishek-refer-to-event-parameter,1,2,2014-12-23,2015-06-22,181.0,0.49555099247091033,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-abhishek-refer-to-event-parameter,,2014-12-23,,,0,,,0,None,Individual / no recorded WG
lineage_000053,draft-abid-eap-osfr,1,1,2005-07-13,2005-07-13,0.0,0.0,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-abid-eap-osfr,,2005-07-13,,,0,,eap,1,Single candidate,Individual / no recorded WG
lineage_000054,draft-abiggs-saag-key-management-service,1,4,2014-11-18,2015-11-03,350.0,0.9582477754962354,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-abiggs-saag-key-management-service,,2014-11-18,,,0,,,0,None,Individual / no recorded WG
lineage_000055,draft-abiggs-saag-primitives-for-conf-group-comms,1,2,2015-09-13,2015-11-03,51.0,0.13963039014373715,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-abiggs-saag-primitives-for-conf-group-comms,,2015-09-13,,,0,,,0,None,Individual / no recorded WG
lineage_000056,draft-abilash-quic-network,1,1,2017-01-05,2017-01-05,0.0,0.0,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-abilash-quic-network,,2017-01-05,,,0,,quic,1,Single candidate,Individual / no recorded WG
lineage_000057,draft-abinabraham-vrrp-unicast,1,2,2026-04-20,2026-05-28,38.0,0.10403832991101986,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-abinabraham-vrrp-unicast,,2026-04-20,,,0,,vrrp,1,Single candidate,Individual / no recorded WG
lineage_000058,draft-abiri-cpfp,1,1,2008-06-30,2008-06-30,0.0,0.0,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-abiri-cpfp,,2008-06-30,,,0,,,0,None,Individual / no recorded WG
lineage_000059,draft-aboba-802-context,1,3,2001-07-11,2002-04-08,271.0,0.7419575633127995,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-aboba-802-context,,2001-07-11,,,0,,,0,None,Individual / no recorded WG
lineage_000060,draft-aboba-acct,1,3,1998-08-14,1999-10-04,416.0,1.1389459274469542,0,0,,,,0,Not published,No mapped published RFC,,,"Authentication, Authorization and Accounting",aaa,1,1,0,,,,1998-08-14,aaa,0,,,0,None,Recorded WG
lineage_000061,draft-aboba-avtcore-hevc-webrtc;draft-ietf-avtcore-hevc-webrtc,2,12,2023-04-11,2026-03-25,1079.0,2.954140999315537,0,0,,,,0,Not published,No mapped published RFC,,,Audio/Video Transport Core Maintenance,avtcore,1,1,0,,,,2023-04-11,avtcore,0,,,0,None,Recorded WG
lineage_000062,draft-aboba-avtcore-quic-multiplexing,1,5,2017-10-23,2020-01-29,828.0,2.2669404517453797,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-aboba-avtcore-quic-multiplexing,,2017-10-23,,,0,,avtcore;quic,2,Ambiguous candidates,Individual / no recorded WG
lineage_000063,draft-aboba-avtcore-rfc7983bis;draft-ietf-avtcore-rfc7983bis,2,12,2020-03-05,2023-03-26,1116.0,3.055441478439425,1,1,RFC9443,draft-ietf-avtcore-rfc7983bis-09,draft-ietf-avtcore-rfc7983bis,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC9443,draft-ietf-avtcore-rfc7983bis-09,Audio/Video Transport Core Maintenance,avtcore,1,1,0,,,,2020-03-05,avtcore,0,,,0,None,Recorded WG
lineage_000064,draft-aboba-avtcore-sfu-rtp,1,1,2015-07-06,2015-07-06,0.0,0.0,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-aboba-avtcore-sfu-rtp,,2015-07-06,,,0,,avtcore,1,Single candidate,Individual / no recorded WG
lineage_000065,draft-aboba-context-802,1,1,2003-10-15,2003-10-15,0.0,0.0,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-aboba-context-802,,2003-10-15,,,0,,,0,None,Individual / no recorded WG
lineage_000066,draft-aboba-dhc-domsearch,1,10,2000-10-20,2002-01-15,452.0,1.2375085557837098,1,1,RFC3397,draft-aboba-dhc-domsearch-09,draft-aboba-dhc-domsearch,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC3397,draft-aboba-dhc-domsearch-09,Individual Submissions,,0,0,1,draft-aboba-dhc-domsearch,,2000-10-20,,,0,,dhc,1,Single candidate,Individual / no recorded WG
lineage_000067,draft-aboba-dhc-mdns-conf,1,2,2000-02-25,2000-03-15,19.0,0.05201916495550993,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-aboba-dhc-mdns-conf,,2000-02-25,,,0,,dhc,1,Single candidate,Individual / no recorded WG
lineage_000068,draft-aboba-dhc-mini,1,5,2000-04-27,2001-10-01,522.0,1.429158110882957,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-aboba-dhc-mini,,2000-04-27,,,0,,dhc,1,Single candidate,Individual / no recorded WG
lineage_000069,draft-aboba-dhc-nad-ipv4,1,1,2003-06-18,2003-06-18,0.0,0.0,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-aboba-dhc-nad-ipv4,,2003-06-18,,,0,,dhc,1,Single candidate,Individual / no recorded WG
lineage_000070,draft-aboba-dnsext-mdns;draft-ietf-dnsext-mdns,2,50,2000-03-16,2006-08-21,2349.0,6.431211498973306,1,1,RFC4795,draft-ietf-dnsext-mdns-47,draft-ietf-dnsext-mdns,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC4795,draft-ietf-dnsext-mdns-47,DNS Extensions;Individual Submissions,dnsext,1,1,1,draft-aboba-dnsext-mdns,,2000-03-16,2000-11-17,dnsext,1,246.0,,0,None,Individual to Recorded WG
lineage_000071,draft-aboba-dynradius,1,2,1997-11-11,1997-11-21,10.0,0.02737850787132101,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-aboba-dynradius,,1997-11-11,,,0,,,0,None,Individual / no recorded WG
lineage_000072,draft-aboba-ieee802-rel,1,5,2003-06-13,2005-04-05,662.0,1.8124572210814511,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-aboba-ieee802-rel,,2003-06-13,,,0,,,0,None,Individual / no recorded WG
lineage_000073,draft-aboba-ip-config,1,6,2007-02-26,2007-10-11,227.0,0.621492128678987,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-aboba-ip-config,,2007-02-26,,,0,,,0,None,Individual / no recorded WG
lineage_000074,draft-aboba-ips-iscsi-security,1,1,2001-08-20,2001-08-20,0.0,0.0,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-aboba-ips-iscsi-security,,2001-08-20,,,0,,ips,1,Single candidate,Individual / no recorded WG
lineage_000075,draft-aboba-ipsra-req,1,3,1999-12-02,2000-11-21,355.0,0.971937029431896,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-aboba-ipsra-req,,1999-12-02,,,0,,ipsra,1,Single candidate,Individual / no recorded WG
lineage_000076,draft-aboba-nat-ipsec,1,5,2000-05-24,2001-05-30,371.0,1.0157426420260096,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-aboba-nat-ipsec,,2000-05-24,,,0,,ipsec;nat,2,Ambiguous candidates,Individual / no recorded WG
lineage_000077,draft-aboba-ppp,1,2,1997-11-11,1997-11-21,10.0,0.02737850787132101,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-aboba-ppp,,1997-11-11,,,0,,ppp,1,Single candidate,Individual / no recorded WG
lineage_000078,draft-aboba-pppext-eap-iana,1,3,2002-02-18,2002-10-14,238.0,0.6516084873374401,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-aboba-pppext-eap-iana,,2002-02-18,,,0,,eap;pppext,2,Ambiguous candidates,Individual / no recorded WG
lineage_000079,draft-aboba-pppext-eap-vendor,1,2,2002-02-18,2002-02-28,10.0,0.02737850787132101,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-aboba-pppext-eap-vendor,,2002-02-18,,,0,,eap;pppext,2,Ambiguous candidates,Individual / no recorded WG
lineage_000080,draft-aboba-pppext-eapgss,1,13,1999-12-02,2002-04-08,858.0,2.349075975359343,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-aboba-pppext-eapgss,,1999-12-02,,,0,,pppext,1,Single candidate,Individual / no recorded WG
lineage_000081,draft-aboba-pppext-key-problem;draft-ietf-eap-keying,2,31,2001-11-12,2007-11-12,2191.0,5.9986310746064335,1,1,RFC5247,draft-ietf-eap-keying-22,draft-ietf-eap-keying,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC5247,draft-ietf-eap-keying-22,Extensible Authentication Protocol;Individual Submissions,eap,1,1,1,draft-aboba-pppext-key-problem,,2001-11-12,2003-10-13,eap,1,700.0,,0,None,Individual to Recorded WG
lineage_000082,draft-aboba-radext-fixes;draft-ietf-radext-fixes,2,13,2005-07-11,2007-09-13,794.0,2.1738535249828885,1,1,RFC5080,draft-ietf-radext-fixes-08,draft-ietf-radext-fixes,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC5080,draft-ietf-radext-fixes-08,Individual Submissions;RADIUS EXTensions,radext,1,1,1,draft-aboba-radext-fixes,,2005-07-11,2007-01-03,radext,1,541.0,,0,None,Individual to Recorded WG
lineage_000083,draft-aboba-radext-wlan;draft-congdon-radext-ieee802;draft-ietf-radext-ieee802;draft-ietf-radext-ieee802ext,4,35,2004-07-13,2014-03-28,3545.0,9.705681040383299,1,1,RFC7268,draft-ietf-radext-ieee802ext-12,draft-ietf-radext-ieee802ext,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC7268,draft-ietf-radext-ieee802ext-12,Individual Submissions;RADIUS EXTensions,radext,1,1,1,draft-aboba-radext-wlan;draft-congdon-radext-ieee802,,2004-07-13,2005-07-12,radext,1,364.0,,0,None,Individual to Recorded WG
lineage_000084,draft-aboba-radius,1,6,1997-11-11,1999-08-26,653.0,1.787816563997262,0,0,,,,0,Not published,No mapped published RFC,,,Individual Submissions,,0,0,1,draft-aboba-radius,,1997-11-11,,,0,,radius,1,Single candidate,Individual / no recorded WG
lineage_000085,draft-aboba-radius-iana,1,8,2003-02-10,2003-04-24,73.0,0.1998631074606434,1,1,RFC3575,draft-aboba-radius-iana-07,draft-aboba-radius-iana,1,Successful,RFCIndex + DataTrackerExt.draft_history_for_rfc,RFC3575,draft-aboba-radius-iana-07,Operations and Management Area,,0,0,0,,draft-aboba-radius-iana,,,,0,,radius,1,Single candidate,No recorded WG
